ticker,APTL US Equity
2005-05-27,-6.6667
2005-06-07,-8.9286
2005-06-13,0.0
2005-06-27,0.0
2005-07-07,0.0
2005-07-13,0.0
2005-08-18,9.8039
2005-08-25,2.1429
2005-09-01,4.8951
2005-09-15,-3.0
2005-10-14,2.7491
2005-10-21,1.0033
2005-11-29,0.9934
2005-12-22,-0.3279
2005-12-23,1.6447
2005-12-29,-1.6181
2006-01-04,71.0526
2006-01-12,-1.9231
2006-03-29,-37.2549
2006-03-30,-0.9375
2006-04-03,0.3155
2006-04-07,13.2075
2006-04-18,0.0556
2006-04-28,-0.0555
2006-05-01,2.7778
2006-06-28,2.1622
2006-07-31,-2.1164
2006-08-08,1.8919000000000001
2006-09-11,1.6446
2006-09-12,14.8225
2006-10-13,-0.2273
2006-11-28,-11.3895
2006-12-05,2.8278
2007-02-07,5.0
2007-02-15,4.5238
2007-04-19,0.0
2007-05-25,-5.467
2007-06-06,0.0
2007-06-07,6.0241
2007-06-19,1.1364
2007-06-22,4.4944
2007-08-13,-8.172
2007-08-24,9.6019
2007-09-10,-5.7692
2007-10-17,1.8141
2007-10-19,4.6771
2007-10-24,-4.4681
2007-11-07,0.4454
2007-12-13,0.4435
2007-12-19,0.0
2007-12-21,10.3753
2008-02-06,-9.4
2008-03-04,1.5453000000000001
2008-03-06,1.087
2008-03-10,7.5269
2008-03-11,-5.6
2008-03-27,0.0
2008-04-01,0.2119
2008-04-16,0.2114
2008-04-23,2.3207
2008-04-28,-2.268
2008-05-01,0.211
2008-05-08,0.2105
2008-05-09,2.521
2008-05-21,-3.0738
2008-05-28,0.2114
2008-05-30,4.4304
2008-06-06,-2.0202
2008-06-09,-2.0619
2008-06-18,1.2631999999999999
2008-06-24,-1.8711
2008-08-11,0.2119
2008-08-26,0.0
2008-09-26,0.0
2008-10-10,-4.0169
2008-10-13,7.0925
2008-10-31,-6.4171
2008-11-19,-3.0769
2008-11-20,0.0
2008-11-28,8.8435
2008-12-12,-4.3333
2008-12-23,-1.0017
2008-12-30,-2.3317
2009-01-08,0.2252
2009-02-03,3.3708
2009-03-18,-4.3478
2009-03-25,-9.0909
2009-04-13,5.0
2009-04-15,-1.1905000000000001
2009-04-16,-3.6145
2009-04-20,3.5
2009-06-08,-3.1401
2009-06-24,0.0
2009-07-02,-2.7431
2009-07-10,2.5641
2009-07-16,0.0
2009-07-23,-5.0
2009-08-12,-7.8947
2009-10-01,-1.4285999999999999
2009-12-11,1.4493
2009-12-30,0.0
2010-02-04,-1.4285999999999999
2010-03-10,-1.4493
2010-05-14,0.5882
2010-07-12,0.2924
2010-07-13,-0.2915
2010-07-19,0.5848
2010-07-20,0.2907
2010-07-26,0.2899
2010-08-19,0.0
2010-09-01,0.0
2010-09-02,-0.2312
2010-09-14,0.2317
2010-09-16,2.6012
2010-09-21,-1.4085
2010-10-07,4.2857
2010-10-25,0.0548
2010-12-02,-1.4239
2010-12-07,-3.3333
2011-01-03,-0.2874
2011-03-22,1.7290999999999999
2011-03-24,0.1133
2011-04-21,-0.1132
2011-05-26,0.5666
2011-06-29,0.0
2011-07-13,8.4507
2011-07-19,-8.0519
2011-09-15,1.3559
2011-09-21,3.1215
2011-09-23,-4.1622
2011-10-11,0.0
2011-11-16,-8.7986
2011-11-17,0.1855
2011-12-09,0.6173
2011-12-16,4.2945
2011-12-19,0.8824
2011-12-20,0.0
2011-12-21,-0.1749
2011-12-23,-0.7009
2012-02-27,-1.1764999999999999
2012-03-12,-3.5714
2012-04-26,4.9383
2012-05-23,0.0
2012-07-23,9.4999
2012-08-01,5.4054
2012-08-07,0.0
2012-09-12,2.5641
2012-09-26,-9.5
2012-10-22,0.5835
2012-12-14,-0.5525
2012-12-17,2.1667
2012-12-28,0.6289
2013-02-12,3.2609
2013-03-01,-1.3158
2013-05-01,7.2674
2013-05-02,20.0
2013-05-17,0.0
2013-06-28,3.9967
2013-07-17,-0.6439
2013-08-09,-14.9453
2013-08-23,4.7619
2013-08-30,-4.5455
2013-09-09,3.5714
2013-09-23,1.3793
2013-10-23,6.4024
2013-10-29,0.5996
2013-11-22,2.1711
2013-12-10,4.375
2013-12-13,2.7944
2014-01-03,-4.4648
2014-01-07,-10.2041
2014-01-17,-0.5
2014-01-27,-1.7816
2014-02-03,-6.2791
2014-02-11,2.9777
2014-03-27,1.7107999999999999
2014-04-08,13.8095
2014-04-11,-2.9707
2014-05-05,5.649
2014-05-28,2.0408
2014-06-11,-7.24
2014-07-22,1.8197999999999999
2014-08-01,-4.2553
2014-08-15,2.2222
2014-09-26,4.8261
2014-11-12,0.0
2014-11-26,0.0
2015-05-07,0.7149
2015-05-19,-3.9666
2015-05-21,4.3478
2015-06-04,-5.2083
2015-06-15,1.0989
2015-07-07,2.249
2015-07-16,0.8584
2015-08-07,0.0
2015-08-25,-9.5745
2015-09-21,17.647100000000002
2015-09-22,0.0
2015-11-02,-9.2284
2015-11-04,11.1111
2015-11-16,-10.0
2015-12-10,20.0
2016-01-14,-13.7284
2016-01-29,0.0
2016-02-09,-4.154
2016-02-19,4.3341
2016-02-23,-1.0818
2016-02-24,0.0
2016-07-14,20.4733
2016-07-15,0.0
2016-07-19,-6.4122
2016-07-21,-2.3366
2016-08-01,0.6083
2016-08-11,-0.0403
2016-09-20,0.8065
2016-10-10,9.1019
2016-10-17,2.2222
2016-11-18,-4.8913
2016-11-29,4.7619
2016-12-12,5.4545
2016-12-13,-0.3448
2016-12-19,-9.1696
2017-01-19,4.2408
2017-02-14,14.3911
2017-02-21,-9.354800000000001
2017-03-28,13.879
2017-04-11,5.5201
2017-04-12,0.0
2017-04-21,7.4627
2017-04-24,-5.5556
2017-04-25,2.9412000000000003
2017-04-26,2.8571
2017-05-01,-5.5556
2017-05-09,-0.5882
2017-05-25,6.5089
2017-05-31,0.0
2017-07-25,7.0826
2017-07-28,20.7349
2017-08-22,0.0
2017-09-05,-6.5217
2017-09-08,9.3023
2017-10-02,0.9017
2017-10-05,0.4255
2017-10-19,0.0
2017-11-08,-1.4830999999999999
2017-11-29,0.5376
2017-11-30,0.0
2017-12-01,2.1390000000000002
2017-12-11,0.0
2017-12-18,-0.3141
2017-12-19,0.8403
2017-12-20,0.0
2018-01-11,4.0143
2018-01-16,-0.9901
2018-01-24,0.0
2018-02-26,0.102
2018-03-28,2.5892
2018-04-10,0.9018
2018-05-03,-0.2979
2018-05-04,5.5777
2018-05-23,11.3208
2018-05-30,1.6949
2018-07-25,-2.5538
2018-08-01,0.0
2018-08-07,3.4483
2018-08-10,1.6667
2018-08-21,3.2787
2018-08-22,0.0
2018-08-23,1.5873
2018-08-28,0.0
2018-08-29,0.0
2018-10-04,-0.8501
2018-10-10,-3.9378
2018-10-11,-0.4959
2018-10-22,0.0
2018-10-31,4.6512
2018-11-15,-3.1746
2018-11-26,-0.3279
2018-11-28,-2.9605
2018-12-12,0.0
2018-12-14,3.3898
2018-12-19,0.0
2018-12-20,14.7541
2018-12-27,-11.4286
2018-12-28,-2.4516
2018-12-31,1.6667
2019-01-07,0.0
2019-01-10,0.0
2019-01-29,1.6393
2019-01-30,0.0
2019-03-05,0.0
2019-03-12,0.0
2019-03-14,-3.2258
2019-03-18,3.3333
2019-03-28,0.7742
2019-04-01,1.6129
2019-04-02,0.0
2019-04-10,0.0
2019-04-11,0.0
2019-04-16,0.0
2019-04-17,0.0
2019-04-22,1.5873
2019-05-02,0.0
2019-05-03,-1.9219
2019-05-06,-0.4301
2019-05-07,-0.4
2019-05-08,-0.4016
2019-05-14,0.0
2019-05-16,-0.8065
2019-05-21,0.0
2019-05-23,-0.4878
2019-05-28,-0.3268
2019-05-30,0.0
2019-05-31,-1.1311
2019-06-12,1.1441
2019-06-25,-1.6393
2019-07-16,0.8065
2019-07-29,3.3333
2019-07-31,0.0
2019-08-07,0.0
2019-08-08,-2.8226
2019-08-14,0.9295
2019-08-16,-1.3155999999999999
2019-08-19,-0.0167
2019-08-22,0.65
2019-08-27,2.666
2019-09-06,0.0
2019-09-11,-1.5806
2019-09-18,1.6059999999999999
2019-09-19,-1.5644
2019-09-23,0.5242
2019-09-24,9.617
2019-09-25,0.3717
2019-10-01,4.4464
2019-10-02,2.8571
2019-10-07,4.1667
2019-10-10,0.0
2019-11-01,-9.3333
2019-11-13,-5.1471
2019-11-15,-0.7752
2019-12-04,1.5625
2019-12-06,-1.5385
2019-12-09,-0.3906
2019-12-12,0.0
2019-12-18,-0.3922
2019-12-20,0.7874
2019-12-27,0.0
2020-01-03,0.7557
2020-01-08,-2.4688
2020-01-15,-2.2749
2020-01-17,-6.5574
2020-01-21,1.7544
2020-01-22,-4.1379
2020-01-23,0.0899
2020-01-27,-1.5633
2020-01-28,0.4016
2020-01-30,-1.7273
2020-01-31,0.0
2020-02-03,-0.0925
2020-02-06,0.0
2020-02-12,0.0
2020-02-18,0.0926
2020-02-24,0.37
2020-02-25,-1.7511999999999999
2020-02-26,3.1895
2020-02-27,-1.8182
2020-03-03,3.2407
2020-03-09,-5.8296
2020-03-10,-6.6286000000000005
2020-03-12,-0.0408
2020-03-16,-4.0816
2020-03-18,-2.3404
2020-03-23,-4.0523
2020-03-25,4.4505
2020-04-03,5.4482
2020-04-07,4.2083
2020-04-09,-2.9388
2020-04-20,2.9866
2020-04-27,0.0
2020-05-20,0.0
2020-05-22,0.0
2020-05-26,-1.92
2020-05-28,1.9576
2020-05-29,-2.0
2020-06-01,1.0204
2020-06-04,1.0101
2020-06-05,-1.0
2020-06-11,3.0303
2020-06-16,1.9412
2020-06-17,-1.9042
2020-06-22,-3.9215999999999998
2020-06-23,-0.5102
2020-06-24,4.6154
2020-06-29,4.8627
2020-07-01,18.8679
2020-07-06,0.0
2020-07-22,-0.3175
2020-07-23,-18.4395
