ticker,CFRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-15,-16.5067
2014-09-16,-3.4483
2014-09-17,5.9524
2014-09-18,-5.8427
2014-09-19,2.864
2014-09-22,-3.2483
2014-09-23,0.2398
2014-09-24,-1.9139
2014-09-25,-4.878
2014-09-26,2.3045
2014-09-29,-17.04
2014-09-30,16.3142
2014-10-01,-9.0909
2014-10-02,-5.4286
2014-10-03,4.5317
2014-10-06,11.2717
2014-10-07,1.2987
2014-10-08,-5.641
2014-10-09,-2.7174
2014-10-10,-4.1899
2014-10-13,-2.0408
2014-10-14,-1.1905000000000001
2014-10-15,-9.3373
2014-10-16,2.99
2014-10-17,2.2580999999999998
2014-10-20,-2.2082
2014-10-21,-0.6452
2014-10-22,0.3247
2014-10-23,10.6796
2014-10-24,-0.5848
2014-10-27,0.0
2014-10-28,-14.4118
2014-10-29,5.8419
2014-10-30,3.2468
2014-10-31,2.5157
2014-11-03,1.2232
2014-11-04,-3.3297
2014-11-05,4.3887
2014-11-06,-4.5045
2014-11-07,3.7736
2014-11-10,-5.4545
2014-11-11,-3.8462
2014-11-12,2.6667
2014-11-13,-1.2987
2014-11-14,-1.3117
2014-11-17,-1.3374
2014-11-18,-5.4054
2014-11-19,-1.4285999999999999
2014-11-20,-3.2609
2014-11-21,7.8652
2014-11-24,-6.25
2014-11-26,-1.8472
2014-11-28,4.9432
2014-12-01,1.0338
2014-12-02,1.7839
2014-12-03,2.4476
2014-12-04,-1.3652
2014-12-05,0.0
2014-12-08,-9.3382
2014-12-09,0.7586
2014-12-10,-1.5152
2014-12-11,8.8462
2014-12-12,-4.5936
2014-12-15,-6.6667
2014-12-16,6.7411
2014-12-17,-1.4824
2014-12-18,2.6368
2014-12-19,2.9459
2014-12-22,33.9286
2014-12-23,3.7367
2014-12-24,2.5850999999999997
2014-12-26,-6.0281
2014-12-29,-6.1365
2014-12-30,0.8523
2014-12-31,-1.4085
2015-01-02,8.2
2015-01-05,-5.4661
2015-01-06,-2.2346
2015-01-07,1.4285999999999999
2015-01-08,19.0933
2015-01-09,-0.8855
2015-01-12,2.3775
2015-01-13,1.6317
2015-01-14,5.0459
2015-01-15,2.1834
2015-01-16,-3.4188
2015-01-20,-2.6549
2015-01-21,1.5909
2015-01-22,-9.6197
2015-01-23,8.4158
2015-01-26,1.5981999999999998
2015-01-27,8.764
2015-01-28,-2.1694
2015-01-29,2.0908
2015-01-30,-1.7092
2015-02-02,1.76
2015-02-03,-2.3785
