ticker,ESDF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.8264
2000-01-04,-10.0
2000-01-12,12.963
2000-03-03,-10.6557
2000-04-07,-4.5872
2000-04-25,15.3846
2000-08-10,-13.3333
2000-08-11,9.6154
2000-08-21,-8.7719
2000-08-23,9.6154
2000-12-06,8.7719
2001-02-08,-16.129
2001-02-23,15.3846
2001-08-20,3.3333
2001-08-21,0.0
2001-10-31,0.0
2001-12-31,-3.2258
2002-01-03,1.6667
2002-09-19,10.4918
2002-12-17,-5.0445
2003-05-22,3.125
2005-07-14,7.5758
2005-12-30,8.4507
2006-02-16,-1.2987
2006-02-22,0.0
2006-04-13,-5.2632
2006-04-26,5.5556
2006-05-25,1.3158
2006-08-29,1.2987
2007-01-17,-3.2051
2007-01-19,4.6358
2007-03-09,-4.4304
2007-03-26,0.0
2007-04-09,3.3113
2007-11-09,-2.5641
2007-11-29,2.6316
2008-01-09,0.0
2008-01-11,0.0
2008-01-14,0.0
2008-03-12,-6.4103
2008-07-17,-8.2192
2008-07-22,3.8806000000000003
2008-10-30,-8.046
2008-11-19,-21.875
2009-01-16,-40.0
2009-01-30,40.0
2009-02-20,-23.8095
2009-03-02,31.25
2009-09-04,-47.619
2009-09-15,-54.5455
2010-01-25,60.0
2010-02-04,-56.25
2010-03-09,-14.2857
2010-03-19,0.0
2010-05-25,-3.3333
2011-06-23,-74.1379
2011-06-29,-26.6667
2011-06-30,0.0
2011-07-12,-18.1818
2011-11-29,0.0
2011-11-30,-8.8889
2011-12-28,-2.439
2012-03-19,0.0
2012-04-10,102.5
2012-05-22,-50.6173
2012-05-31,0.0
2012-08-24,-7.5
2012-12-05,-2.7027
2013-06-07,0.0
2014-07-14,0.0
2014-09-05,41.6667
2014-09-08,0.0
2014-09-10,-29.4118
2014-10-01,0.0
2014-11-18,0.0
2015-07-31,0.0
2015-12-15,0.0
2015-12-22,-2.7778
2016-12-07,42.8571
2016-12-14,30.0
2017-05-23,-46.1538
2018-10-10,-42.8571
2019-07-29,-50.0
2019-09-20,0.0
2019-09-27,0.0
