ticker,IMJN US Equity
2013-09-19,3.5714
2013-09-20,-1.2931
2013-09-23,-2.1834
2013-09-24,-5.3571
2013-09-25,-3.7736
2013-09-26,-1.9607999999999999
2013-09-27,-9.5
2013-09-30,1.6575
2013-10-01,52.1739
2013-10-02,-13.75
2013-10-03,1.0352
2013-10-04,-4.918
2013-10-07,-1.0776
2013-10-08,-2.3965
2013-10-09,3.5714
2013-10-10,0.0
2013-10-11,-1.7241
2013-10-14,-5.2632
2013-10-15,-3.7037
2013-10-16,6.25
2013-10-17,0.0
2013-10-18,15.8371
2013-10-21,-6.25
2013-10-22,-3.3333
2013-10-23,2.3707
2013-10-24,-7.3684
2013-10-25,5.4545
2013-10-28,-6.4655000000000005
2013-10-29,3.6866
2013-10-30,4.4444
2013-10-31,-1.9149
2013-11-01,-3.2538
2013-11-04,-3.1390000000000002
2013-11-05,-1.3889
2013-11-06,-0.4695
2013-11-07,-2.5943
2013-11-08,4.6005
2013-11-11,-3.2407
2013-11-12,-2.3923
2013-11-13,-1.9607999999999999
2013-11-14,-5.5
2013-11-15,0.0
2013-11-18,5.291
2013-11-19,-1.5074999999999998
2013-11-20,1.5306
2013-11-21,-5.5276
2013-11-22,3.7234
2013-11-25,-5.641
2013-11-26,-19.0217
2013-11-27,-13.0872
2013-11-29,10.4247
2013-12-02,-4.8951
2013-12-03,8.8235
2013-12-04,-2.7027
2013-12-05,-5.5556
2013-12-06,5.8824
2013-12-09,38.8889
2013-12-10,4.0
2013-12-11,26.9231
2013-12-12,37.8788
2013-12-13,22.3901
2013-12-16,-17.9574
2013-12-17,-8.0711
2013-12-18,11.9048
2013-12-19,-2.9255
2013-12-20,5.4795
2013-12-23,8.0519
2013-12-24,1.9231
2013-12-26,-9.434
2013-12-27,-25.3906
2013-12-30,-9.2496
2013-12-31,-9.2308
2014-01-02,-1.6949
2014-01-03,-10.3448
2014-01-06,-3.8462
2014-01-07,-8.0
2014-01-08,12.5
2014-01-09,8.2126
2014-01-10,-7.1429
2014-01-13,-7.6923
2014-01-14,0.0
2014-01-15,0.0
2014-01-16,16.6667
2014-01-17,-3.5714
2014-01-21,-4.1667
2014-01-22,-5.314
2014-01-23,0.0
2014-01-24,-6.1224
2014-01-27,4.3478
2014-01-28,4.1667
2014-01-29,-1.5
2014-01-30,-2.5381
2014-01-31,-8.3333
2014-02-03,-3.9773
2014-02-04,13.6095
2014-02-05,-3.3854
2014-02-06,0.0
2014-02-07,-4.3126999999999995
2014-02-10,3.662
2014-02-11,3.8043
2014-02-12,2.6178
2014-02-13,-0.7653
2014-02-14,-1.2852999999999999
2014-02-18,-0.5208
2014-02-19,0.5236
2014-02-20,0.0
2014-02-21,-2.8646000000000003
2014-02-24,0.8043
2014-02-25,-2.1277
2014-02-26,-0.5435
2014-02-27,-8.1967
2014-02-28,3.8689999999999998
2014-03-03,-4.298
2014-03-04,-2.3952
2014-03-05,-1.8405
2014-03-06,0.0
2014-03-07,0.0
2014-03-10,5.0
2014-03-11,0.0
2014-03-12,-8.9286
2014-03-13,3.9215999999999998
2014-03-14,-2.5157
2014-03-17,-1.2903
2014-03-18,-4.902
2014-03-19,-17.5258
2014-03-20,-1.25
2014-03-21,8.0169
2014-03-24,-1.1719
2014-03-25,4.3478
2014-03-26,-3.0303
2014-03-27,-6.25
2014-03-28,5.4167
2014-03-31,-8.3004
2014-04-01,0.0
2014-04-02,-2.1552
2014-04-03,1.3216
2014-04-04,4.3478
2014-04-07,-6.6667
2014-04-08,-2.6786
2014-04-09,2.7523
2014-04-10,-2.2321
2014-04-11,-2.7397
2014-04-14,-1.4085
2014-04-15,4.2857
2014-04-16,-7.7626
2014-04-17,5.9406
2014-04-21,3.271
2014-04-22,-3.1673999999999998
2014-04-23,-6.5421
2014-04-24,0.0
2014-04-25,2.5
2014-04-28,-6.3415
2014-04-29,-33.3333
2014-04-30,-12.5
2014-05-01,7.1429
2014-05-02,22.5
2014-05-05,-10.8844
2014-05-06,0.0
2014-05-07,1.5267
2014-05-08,14.2857
2014-05-09,-5.2632
2014-05-12,-16.6667
2014-05-13,-11.6667
2014-05-14,-16.9811
2014-05-15,-27.2727
2014-05-16,25.0
2014-05-19,3.75
2014-05-20,-13.253
2014-05-21,-11.1111
2014-05-22,-15.625
2014-05-23,3.7037
2014-05-27,5.3571
2014-05-28,8.4746
2014-05-29,-3.125
2014-05-30,3.2258
2014-06-02,9.375
2014-06-03,2.8571
2014-06-04,-22.2222
2014-06-05,-5.3571
2014-06-06,-3.7736
2014-06-09,-9.8039
2014-06-10,8.6957
2014-06-11,-4.0
2014-06-12,-10.4167
2014-06-13,-13.9535
2014-06-16,-5.4054
2014-06-17,0.0
2014-06-18,0.0
2014-06-19,5.7143
2014-06-20,13.5135
2014-06-23,-9.5238
2014-06-24,-2.6316
2014-06-25,-5.4054
2014-06-26,-17.1429
2014-06-27,-6.8966
2014-06-30,-22.2222
2014-07-01,0.0
2014-07-02,-9.5238
2014-07-03,0.0
2014-07-07,-26.3158
2014-07-08,-21.4286
2014-07-09,0.0
2014-07-10,100.0
2014-07-11,-18.1818
2014-07-14,-22.2222
2014-07-15,-7.1429
2014-07-16,23.0769
2014-07-17,-31.25
2014-07-18,-9.0909
2014-07-21,10.0
2014-07-22,0.0
2014-07-23,-9.0909
2014-07-24,10.0
2014-07-25,90.9091
2014-07-28,90.4762
2014-07-29,-32.5
2014-07-30,0.0
2014-07-31,-11.1111
2014-08-01,-20.8333
2014-08-04,52.6316
2014-08-05,-17.2414
2014-08-06,12.5
2014-08-07,-3.7037
2014-08-08,-30.7692
2014-08-11,-11.1111
2014-08-12,-12.5
2014-08-13,14.2857
2014-08-14,-12.5
2014-08-15,0.0
2014-08-18,-21.4286
2014-08-19,18.1818
2014-08-20,0.0
2014-08-21,0.0
2014-08-22,0.0
2014-08-25,0.0
2014-08-26,0.0
2014-08-27,0.0
2014-08-28,0.0
2014-08-29,-15.3846
2014-09-02,-9.0909
2014-09-03,-20.0
2014-09-04,-25.0
2014-09-05,0.0
2014-09-08,0.0
2014-09-09,-16.6667
2014-09-10,-40.0
2014-09-11,66.6667
2014-09-12,0.0
2014-09-15,-40.0
2014-09-16,0.0
2014-09-17,0.0
2014-09-18,0.0
2014-09-19,0.0
2014-09-22,-33.3333
2014-09-23,0.0
2014-09-24,0.0
2014-10-09,0.0
2014-10-10,0.0
2014-10-13,0.0
2014-10-14,0.0
2014-10-15,0.0
2014-10-16,0.0
2014-10-20,0.0
2014-10-21,0.0
2014-10-22,0.0
2014-10-24,0.0
2014-10-28,0.0
2014-10-29,0.0
2014-10-30,0.0
2014-10-31,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-14,0.0
2014-11-17,0.0
2014-11-21,-89.6
2014-11-24,-22.3077
2014-11-25,-20.7921
2014-11-26,25.0
2014-11-28,10.0
2014-12-01,36.3636
2014-12-02,33.3333
2014-12-03,-40.0
2014-12-04,33.3333
2014-12-05,0.0
2014-12-08,-12.5
2014-12-09,-27.8571
2014-12-10,9.901
2014-12-11,-9.9099
2014-12-12,15.0
2014-12-15,4.3478
2014-12-16,-8.3333
2014-12-17,-18.1818
2014-12-18,-55.5556
2014-12-19,50.0
2014-12-22,0.0
2014-12-23,-16.6667
2014-12-24,-20.0
2014-12-26,25.0
2014-12-29,0.0
2014-12-30,-20.0
2014-12-31,-5.0
2015-01-02,-21.0526
2015-01-07,33.3333
2015-01-08,-4.0625
2015-01-12,-47.8827
2015-01-13,-25.0
2015-01-14,33.3333
2015-01-15,-50.0
2015-01-16,0.0
2015-01-20,0.0
2015-01-21,-90.0
2015-01-22,862.5
2015-01-26,-37.6623
2015-01-29,66.6667
2015-01-30,0.0
2015-02-04,-98.125
2015-02-05,2566.6667
2015-02-09,100.0
2015-02-10,100.0
2015-02-11,50.0
2015-02-12,0.0
2015-02-17,0.0
2015-02-18,0.0
2015-02-20,-66.6667
2015-02-25,200.0
2015-03-05,0.0
2015-03-06,-13.3333
2015-03-09,-61.5385
2015-03-12,160.0
2015-03-13,-61.5385
2015-03-16,0.0
2015-03-17,160.0
2015-03-18,-61.5385
2015-04-07,0.0
2015-04-08,0.0
2015-04-10,0.0
2015-04-14,0.0
2015-04-21,0.0
2015-04-28,0.0
2015-05-06,-90.0
2015-05-08,2900.0
2015-05-11,0.0
2015-05-12,-33.3333
2015-05-13,150.0
2015-05-14,-40.0
2015-05-21,0.0
2015-06-01,0.0
2015-06-05,-33.3333
2015-06-10,-50.0
2015-06-17,0.0
2015-06-19,-90.0
2015-06-25,100.0
2015-07-01,0.0
2015-07-09,-50.0
2015-07-15,-87.5
2015-07-16,700.0
2015-07-20,900.0
2015-07-22,200.0
2015-07-23,-96.6667
2015-07-24,3900.0
2015-07-28,100.0
2015-07-29,-43.75
2015-08-07,-2.2222
2015-08-11,-77.2727
2015-08-12,0.0
2015-09-09,0.0
2015-09-22,0.0
2015-09-30,0.0
2015-10-01,-98.75
2015-10-07,2300.0
2015-10-08,233.3333
2015-11-09,-20.0
2015-12-28,-50.0
2015-12-30,0.0
2015-12-31,-92.1875
2016-01-04,1180.0
2016-01-15,0.0
2016-02-01,0.0
2016-02-29,-25.0
2016-03-01,0.0
2016-03-31,0.0
2016-04-21,0.0
2016-04-28,0.0
2016-05-12,-95.8333
2016-06-01,50.0
2016-06-09,3100.0
2016-06-10,-83.3333
2016-06-22,900.0
2016-07-07,0.0
2016-07-08,400.0
2016-07-15,0.0
2016-07-21,-20.0
2016-07-22,-50.0
2016-08-02,0.0
2016-08-22,0.0
2016-08-23,-75.0
2016-09-06,0.0
2016-09-09,100.0
2016-09-20,-50.0
2016-09-21,-96.25
2016-11-10,433.3333
2016-11-11,2900.0
2016-11-15,0.0
2016-12-19,-90.0
2016-12-21,0.0
2016-12-22,0.0
2017-01-10,-93.75
2017-01-31,0.0
2017-03-15,-33.3333
2017-03-20,50.0
2017-03-28,-33.3333
2017-05-25,0.0
2017-06-08,-20.0
2017-06-14,0.0
2017-07-19,-90.0
2017-08-03,9900.0
2017-08-04,0.0
2017-08-29,0.0
2017-09-05,-90.0
2017-10-09,0.0
2017-10-12,0.0
2017-11-10,0.0
2017-11-27,0.0
2017-12-12,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-27,0.0
2017-12-29,0.0
2018-01-02,0.0
2018-01-16,0.0
2018-02-13,900.0
2018-02-22,0.0
2018-03-16,-90.0
2018-04-09,900.0
2018-07-16,0.0
2018-07-30,-90.0
2018-08-17,0.0
2018-09-17,0.0
2018-11-28,-99.0
2018-12-13,9900.0
2018-12-28,0.0
2019-01-10,-99.0
2019-02-05,0.0
2019-02-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-06-24,0.0
2019-09-17,0.0
2019-10-11,0.0
2019-11-07,9900.0
2019-12-09,-99.0
2019-12-31,9900.0
2020-04-02,0.0
2020-04-09,0.0
2020-04-20,0.0
2020-04-28,0.0
2020-04-29,-90.0
2020-05-01,900.0
2020-05-19,0.0
2020-05-28,0.0
2020-06-03,0.0
2020-06-08,0.0
2020-06-11,0.0
2020-06-29,0.0
2020-07-02,9900.0
2020-07-07,0.0
2020-07-13,2.0
2020-07-15,-99.0196
2020-07-21,0.0
2020-07-23,0.0
