ticker,IMJN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-29,505.0
2013-05-01,199.5
2013-05-02,-35.8932
2013-05-03,19.2708
2013-05-06,-10.262
2013-05-07,-2.7372
2013-05-08,-7.4422
2013-05-09,21.5541
2013-05-10,0.5003
2013-05-13,75.6637
2013-05-14,-21.4106
2013-05-15,6.7308
2013-05-16,-4.2042
2013-05-17,15.3605
2013-05-20,13.0435
2013-05-21,-5.7692
2013-05-22,1.5306
2013-05-23,-19.598
2013-05-24,18.4375
2013-05-28,-6.3325
2013-05-29,-21.1268
2013-05-30,14.0625
2013-05-31,5.5186
2013-06-03,-12.4629
2013-06-04,2.0763
2013-06-05,-18.8045
2013-06-06,12.4744
2013-06-07,-6.1818
2013-06-10,-23.8372
2013-06-11,-28.7532
2013-06-12,57.1429
2013-06-13,18.1818
2013-06-14,2.6923
2013-06-17,-11.985
2013-06-18,-13.1915
2013-06-19,-11.7647
2013-06-20,8.8889
2013-06-21,8.4184
2013-06-24,15.2941
2013-06-25,8.5714
2013-06-26,1.4567999999999999
2013-06-27,1.1579
2013-06-28,6.2271
2013-07-01,-5.5172
2013-07-02,-6.9343
2013-07-03,10.5882
2013-07-05,8.2225
2013-07-08,17.9193
2013-07-09,5.0365
2013-07-10,-18.5185
2013-07-11,5.7833
2013-07-12,9.5722
2013-07-15,12.3249
2013-07-16,-2.2444
2013-07-17,1.3233
2013-07-18,10.7789
2013-07-19,20.4545
2013-07-22,25.4717
2013-07-23,-44.0414
2013-07-24,24.958
2013-07-25,-15.8065
2013-07-26,-26.5645
2013-07-29,28.3478
2013-07-30,6.5041
2013-07-31,-15.0127
2013-08-01,5.3892
2013-08-02,-9.0909
2013-08-05,-10.9375
2013-08-06,-34.386
2013-08-07,-20.3209
2013-08-08,-16.7785
2013-08-09,-20.1613
2013-08-12,-36.3636
2013-08-13,1.5873
2013-08-14,4.6875
2013-08-15,1.4925
2013-08-16,-15.4412
2013-08-19,-39.1304
2013-08-20,-11.4286
2013-08-21,-8.0645
2013-08-22,50.8772
2013-08-23,-13.9535
2013-08-26,21.6216
2013-08-27,16.6667
2013-08-28,28.5714
2013-08-29,-9.6296
2013-08-30,-14.7541
2013-09-03,-14.4231
2013-09-04,-8.7079
2013-09-05,-0.3077
2013-09-06,1.2346
2013-09-09,-0.7622
2013-09-10,-6.6052
2013-09-11,-41.6118
2013-09-12,34.6479
2013-09-13,1.046
2013-09-16,-3.9337
2013-09-17,-0.431
2013-09-18,-3.0303
