ticker,UOMO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-03-26,-7.8947
2007-04-09,14.2857
2007-04-10,12.5
2007-04-11,6.6667
2007-04-12,2.0833
2007-04-13,4.0816
2007-04-16,0.0
2007-04-17,3.9215999999999998
2007-04-18,3.7736
2007-04-19,-7.2727
2007-04-20,3.9215999999999998
2007-04-23,3.7736
2007-04-24,5.4545
2007-04-25,-5.1724
2007-04-26,5.4545
2007-04-27,-1.7241
2007-04-30,5.2632
2007-05-01,0.0
2007-05-02,3.3333
2007-05-03,0.0
2007-05-04,8.0645
2007-05-07,7.4627
2007-05-08,4.1667
2007-05-09,-6.6667
2007-05-10,-2.8571
2007-05-11,-4.4118
2007-05-14,-7.6923
2007-05-15,8.3333
2007-05-16,4.6154
2007-05-17,-8.8235
2007-05-18,12.9032
2007-05-21,0.0
2007-05-23,7.1429
2007-05-24,6.6667
2007-05-25,1.25
2007-05-29,-4.9383
2007-05-30,6.4935
2007-05-31,-2.439
2007-06-01,6.25
2007-06-04,1.1764999999999999
2007-06-05,5.814
2007-06-06,0.0
2007-06-07,5.4945
2007-06-08,4.1667
2007-06-11,-4.0
2007-06-12,-4.1667
2007-06-13,8.6957
2007-06-14,0.0
2007-06-15,4.0
2007-06-18,0.0
2007-06-19,3.8462
2007-06-20,-3.7037
2007-06-21,-3.8462
2007-06-22,4.0
2007-06-25,3.8462
2007-06-26,0.0
2007-06-27,0.0
2007-06-28,7.4074
2007-06-29,-6.8966
2007-07-02,-14.8148
2007-07-03,0.0
2007-07-05,4.3478
2007-07-06,4.1667
2007-07-10,0.0
2007-07-11,0.0
2007-07-12,8.0
2007-07-16,0.0
2007-07-17,0.0
2007-07-19,0.0
2007-07-20,0.0
2007-07-24,-7.4074
2007-08-01,-12.0
2007-08-02,13.6364
2007-08-06,-4.0
2007-08-10,0.0
2007-08-13,4.1667
2007-08-14,-8.0
2007-08-17,-17.3913
2007-08-20,10.526299999999999
2007-08-22,4.7619
2007-08-23,13.6364
2007-08-31,0.0
2007-09-05,0.0
2007-09-14,-4.0
2007-09-17,0.0
2007-09-19,4.1667
2007-09-21,8.0
2007-09-24,5.9259
2007-09-25,4.8951
2007-09-28,33.3333
2007-10-02,0.0
2007-10-04,5.0
2007-10-08,0.0
2007-10-10,0.0
2007-10-12,0.0
2007-10-29,0.0
2007-10-30,4.7619
2007-10-31,2.2727
2007-11-01,4.4444
2007-11-02,2.1277
2007-11-05,0.0
2007-11-06,6.25
2007-11-08,-1.9607999999999999
