ticker,PULM US Equity
2014-08-11,4.2308
2014-08-12,-0.369
2014-08-13,-4.4444
2014-08-14,3.2946
2014-08-15,1.3133
2014-08-18,-0.7407
2014-08-19,1.306
2014-08-20,3.1308
2014-08-21,-2.5
2014-08-22,-4.0293
2014-08-25,-0.5725
2014-08-26,-0.1919
2014-08-27,-3.4615
2014-08-28,0.7968
2014-08-29,2.7668
2014-09-02,10.5769
2014-09-03,-0.1739
2014-09-04,-7.8397
2014-09-05,2.0794
2014-09-08,-0.7407
2014-09-09,1.8563
2014-09-10,-3.8373
2014-09-11,0.9524
2014-09-12,-4.5283
2014-09-15,-1.581
2014-09-16,-5.6225000000000005
2014-09-17,-2.1277
2014-09-18,0.0
2014-09-19,0.0
2014-09-22,2.8261
2014-09-23,-2.7484
2014-09-24,7.1739
2014-09-25,1.4199
2014-09-26,-3.6
2014-09-29,-3.7344
2014-09-30,4.3103
2014-10-01,16.735500000000002
2014-10-02,-2.6549
2014-10-03,-0.1841
2014-10-06,-8.9232
2014-10-07,-5.4
2014-10-08,2.6004
2014-10-09,-3.5648
2014-10-10,-4.7009
2014-10-13,9.8655
2014-10-14,-8.9796
2014-10-15,-2.9596
2014-10-16,8.8262
2014-10-17,-9.9788
2014-10-20,8.2709
2014-10-21,7.6091999999999995
2014-10-22,-4.251
2014-10-23,-2.1142
2014-10-24,1.0799
2014-10-27,-0.8547
2014-10-28,-6.0345
2014-10-29,-2.9817
2014-10-30,1.182
2014-10-31,-0.514
2014-11-03,-1.8317999999999999
2014-11-04,1.6745999999999999
2014-11-05,2.3529
2014-11-06,-0.9195
2014-11-07,-0.464
2014-11-10,1.3986
2014-11-11,-0.6897
2014-11-12,11.8056
2014-11-13,-8.9027
2014-11-14,-0.2273
2014-11-17,1.8223
2014-11-18,0.8949
2014-11-19,0.8869
2014-11-20,-9.011
2014-11-21,-3.1401
2014-11-24,1.7456
2014-11-25,-1.9607999999999999
2014-11-26,-0.25
2014-11-28,2.2556
2014-12-01,2.2059
2014-12-02,-1.6787
2014-12-03,0.7317
2014-12-04,-1.937
2014-12-05,0.0
2014-12-08,1.2346
2014-12-09,0.9756
2014-12-10,-2.657
2014-12-11,-0.7444
2014-12-12,-4.25
2014-12-15,-1.5666
2014-12-16,-5.305
2014-12-17,1.6806999999999999
2014-12-18,-2.8926
2014-12-19,-0.1418
2014-12-22,0.0036
2014-12-23,0.8114
2014-12-24,2.8548999999999998
2014-12-26,-7.9452
2014-12-29,1.7856999999999998
2014-12-30,1.7544
2014-12-31,0.5747
2015-01-02,0.5714
2015-01-05,0.0
2015-01-06,1.1364
2015-01-07,-0.8427
2015-01-08,0.5701
2015-01-09,2.2499000000000002
2015-01-12,-1.1019
2015-01-13,0.0
2015-01-14,2.507
2015-01-15,-0.2717
2015-01-16,5.1771
2015-01-20,2.0725
2015-01-21,-4.8223
2015-01-22,10.915
2015-01-23,-0.9482
2015-01-26,1.9447999999999999
2015-01-27,3.0952
2015-01-28,-1.6166
2015-01-29,-3.7559
2015-01-30,-0.2439
2015-02-02,-2.934
2015-02-03,3.0195
2015-02-04,9.2943
2015-02-05,-4.4743
2015-02-06,-4.4496
2015-02-09,-1.7157
2015-02-10,4.7382
2015-02-11,-3.8095
2015-02-12,1.9802
2015-02-13,1.9417
2015-02-17,-6.6667
2015-02-18,-0.507
2015-02-19,4.8684
2015-02-20,-0.7335
2015-02-23,2.7094
2015-02-24,-3.5971
2015-02-25,-0.4975
2015-02-26,-1.75
2015-02-27,-1.4552
2015-03-02,1.4766
2015-03-03,-1.5267
2015-03-04,-2.0672
2015-03-05,3.9577999999999998
2015-03-06,3.4264
2015-03-09,-2.089
2015-03-10,-4.7621
2015-03-11,-3.4179
2015-03-12,3.5422000000000002
2015-03-13,2.8947000000000003
2015-03-16,10.7417
2015-03-17,-2.0785
2015-03-18,-5.6604
2015-03-19,0.5
2015-03-20,1.99
2015-03-23,3.1707
2015-03-24,0.2364
2015-03-25,-14.3868
2015-03-26,3.8533
2015-03-27,-9.5461
2015-03-30,-0.2933
2015-03-31,1.1764999999999999
2015-04-01,-2.6017
2015-04-02,2.9697
2015-04-06,-6.9022
2015-04-07,-0.3697
2015-04-08,2.7754
2015-04-09,0.0361
2015-04-10,9.4225
2015-04-13,-6.9444
2015-04-14,-3.5784000000000002
2015-04-15,8.3549
2015-04-16,6.8571
2015-04-17,-3.7433
2015-04-20,5.2778
2015-04-21,3.9577999999999998
2015-04-22,-6.8528
2015-04-23,0.545
2015-04-24,0.0
2015-04-27,-0.271
2015-04-28,-5.9783
2015-04-29,1.1561
2015-04-30,-4.2857
2015-05-01,4.4776
2015-05-04,6.5714
2015-05-05,7.2386
2015-05-06,-3.0
2015-05-07,-7.2165
2015-05-08,1.3889
2015-05-11,5.4521
2015-05-12,-3.8711
2015-05-13,11.3514
2015-05-14,-2.4272
2015-05-15,0.4975
2015-05-18,-4.703
2015-05-19,-3.1169000000000002
2015-05-20,3.2172
2015-05-21,3.6364
2015-05-22,0.5013
2015-05-26,1.4963
2015-05-27,-9.0909
2015-05-28,8.9189
2015-05-29,-1.4888
2015-06-01,0.7557
2015-06-02,1.25
2015-06-03,-5.9259
2015-06-04,10.4987
2015-06-05,-0.2375
2015-06-08,3.4762
2015-06-09,-4.74
2015-06-10,-1.4493
2015-06-11,-4.902
2015-06-12,4.3814
2015-06-15,24.9383
2015-06-16,-6.7194
2015-06-17,1.2711999999999999
2015-06-18,-6.1925
2015-06-19,-7.6716999999999995
2015-06-22,4.9275
2015-06-23,0.0921
2015-06-24,1.196
2015-06-25,0.0
2015-06-26,-11.3636
2015-06-29,-4.0
2015-06-30,2.5641
2015-07-01,-4.6875
2015-07-02,-8.8525
2015-07-06,8.5132
2015-07-07,-2.5414
2015-07-08,-4.6485
2015-07-09,-4.2806
2015-07-10,4.3478
2015-07-13,0.4762
2015-07-14,1.7772999999999999
2015-07-15,-4.8894
2015-07-16,0.612
2015-07-17,-5.7178
2015-07-20,-7.0968
2015-07-21,-5.1389
2015-07-22,-3.6603
2015-07-23,-9.1185
2015-07-24,-2.3411
2015-07-27,9.589
2015-07-28,0.9434
2015-07-29,2.1612999999999998
2015-07-30,-0.9091
2015-07-31,3.9755000000000003
2015-08-03,-2.7941000000000003
2015-08-04,3.3283
2015-08-05,-0.4392
2015-08-06,-0.7353
2015-08-07,0.5907
2015-08-10,-4.1219
2015-08-11,-4.4134
2015-08-12,-4.3821
2015-08-13,-0.6723
2015-08-14,-2.0326
2015-08-17,0.3476
2015-08-18,8.4337
2015-08-19,-0.9524
2015-08-20,-2.8846
2015-08-21,-4.9505
2015-08-24,-25.2951
2015-08-25,15.2684
2015-08-26,0.8065
2015-08-27,10.0
2015-08-28,2.3636
2015-08-31,1.0657
2015-09-01,0.0
2015-09-02,-6.5026
2015-09-03,4.3233
2015-09-04,-0.9009
2015-09-08,0.1841
2015-09-09,3.4459
2015-09-10,0.0
2015-09-11,-3.6842
2015-09-14,0.1821
2015-09-15,4.3636
2015-09-16,-2.7875
2015-09-17,-8.7814
2015-09-18,-4.7151
2015-09-21,4.9485
2015-09-22,-1.5716999999999999
2015-09-23,3.992
2015-09-24,-1.1516
2015-09-25,-6.9902999999999995
2015-09-28,2.5052
2015-09-29,-7.7393
2015-09-30,8.3885
2015-10-01,1.4257
2015-10-02,-2.2088
2015-10-05,3.2854
2015-10-06,-4.5725999999999996
2015-10-07,3.125
2015-10-08,-1.0101
2015-10-09,-3.0612
2015-10-12,-4.8421
2015-10-13,-6.6372
2015-10-14,3.3175
2015-10-15,3.211
2015-10-16,8.8889
2015-10-19,-2.0408
2015-10-20,-1.0417
2015-10-21,-3.5789
2015-10-22,-7.4782
2015-10-23,5.4867
2015-10-26,-13.6465
2015-10-27,-10.1036
2015-10-28,-1.7290999999999999
2015-10-29,7.3314
2015-10-30,1.0929
2015-11-02,8.1081
2015-11-03,2.5
2015-11-04,-4.7439
2015-11-05,4.9802
2015-11-06,3.6585
2015-11-09,-5.8824
2015-11-10,-7.5
2015-11-11,25.1436
2015-11-12,-0.6547
2015-11-13,2.1739
2015-11-16,6.383
2015-11-17,4.0
2015-11-18,-3.8462
2015-11-19,7.4
2015-11-20,0.3724
2015-11-23,-2.4096
2015-11-24,-5.7817
2015-11-25,8.9588
2015-11-27,-6.4815
2015-11-30,-0.198
2015-12-01,-0.5952
2015-12-02,0.7984
2015-12-03,-0.9901
2015-12-04,1.8
2015-12-07,-8.6444
2015-12-08,2.1505
2015-12-09,-2.1053
2015-12-10,3.2258
2015-12-11,-4.1667
2015-12-14,-16.9565
2015-12-15,-1.8325
2015-12-16,6.9333
2015-12-17,7.98
2015-12-18,9.0069
2015-12-21,-4.661
2015-12-22,-3.1111
2015-12-23,3.211
2015-12-24,0.9181
2015-12-28,-13.4611
2015-12-29,-5.8524
2015-12-30,6.8919
2015-12-31,6.1947
2016-01-04,-8.8095
2016-01-05,10.9661
2016-01-06,-5.8824
2016-01-07,-11.25
2016-01-08,8.3944
2016-01-11,-0.2079
2016-01-12,-3.7109
2016-01-13,-8.046
2016-01-14,0.5882
2016-01-15,-8.4795
2016-01-19,-7.3482
2016-01-20,-5.8621
2016-01-21,11.3553
2016-01-22,3.6184
2016-01-25,0.3175
2016-01-26,-8.2278
2016-01-27,-0.6897
2016-01-28,-5.0
2016-01-29,4.0799
2016-02-01,3.5907
2016-02-02,-4.4027
2016-02-03,-0.7092
2016-02-04,1.7856999999999998
2016-02-05,3.5088
2016-02-09,-11.8644
2016-02-10,-3.4615
2016-02-11,-3.3266999999999998
2016-02-12,0.9685
2016-02-16,0.6071
2016-02-17,-6.689
2016-02-18,-0.087
2016-02-19,-6.745
2016-02-22,-5.7396
2016-02-23,14.8515
2016-02-24,8.5776
2016-02-25,1.2306
2016-02-26,6.9559
2016-02-29,4.4961
2016-03-01,1.7544
2016-03-02,0.0
2016-03-03,-0.6897
2016-03-04,11.4583
2016-03-07,-8.0997
2016-03-08,-1.6949
2016-03-09,2.5862
2016-03-10,-3.8655
2016-03-11,-2.0935
2016-03-14,1.7812000000000001
2016-03-15,3.8596
2016-03-16,1.0135
2016-03-17,-1.0033
2016-03-18,1.3514
2016-03-21,-1.0
2016-03-22,-3.0303
2016-03-23,0.6944
2016-03-24,2.7586
2016-03-28,-6.3758
2016-03-29,4.3011
2016-03-30,0.6873
2016-04-01,0.3413
2016-04-04,-5.7823
2016-04-05,7.2202
2016-04-06,1.0101
2016-04-07,0.0
2016-04-08,-2.3333
2016-04-11,-1.3652
2016-04-12,-3.1142
2016-04-13,5.3571
2016-04-14,17.2881
2016-04-15,0.289
2016-04-18,0.5764
2016-04-19,-4.3266
2016-04-20,0.9284
2016-04-21,-5.0445
2016-04-22,3.4375
2016-04-25,2.719
2016-04-26,0.2978
2016-04-27,-2.3496
2016-04-28,-2.7027
2016-04-29,2.4691
2016-05-02,-12.0482
2016-05-03,-1.5411000000000001
2016-05-04,-4.3478
2016-05-05,-7.2727
2016-05-06,-1.9607999999999999
2016-05-09,3.2
2016-05-10,0.7752
2016-05-11,-1.9231
2016-05-12,1.9607999999999999
2016-05-13,-6.5385
2016-05-16,-11.5175
2016-05-17,3.2498
2016-05-18,0.3097
2016-05-19,7.7743
2016-05-20,3.75
2016-05-23,-3.6145
2016-05-24,-1.25
2016-05-25,-4.6414
2016-05-26,-0.885
2016-05-27,4.9163
2016-05-31,2.9732
2016-06-01,3.6209
2016-06-02,-4.6907
2016-06-03,0.0
2016-06-06,2.9289
2016-06-07,0.0
2016-06-08,0.4065
2016-06-09,-6.0729
2016-06-10,-0.431
2016-06-13,-13.4199
2016-06-14,-5.3344
2016-06-15,22.5366
2016-06-16,7.7586
2016-06-17,-7.6
2016-06-20,-5.1948
2016-06-21,-2.2831
2016-06-22,-1.4019
2016-06-23,15.1659
2016-06-24,-7.4074
2016-06-27,-4.8889
2016-06-28,-8.411200000000001
2016-06-29,-0.9343
2016-06-30,0.9431
2016-07-01,6.1161
2016-07-05,-5.2828
2016-07-06,6.599
2016-07-07,2.8571
2016-07-08,-3.7037
2016-07-11,-0.9615
2016-07-12,4.3689
2016-07-13,1.8605
2016-07-14,-0.4566
2016-07-15,3.3028
2016-07-18,-1.8595000000000002
2016-07-19,0.8993
2016-07-20,-6.7265
2016-07-21,4.8077
2016-07-22,-0.9174
2016-07-25,-0.9259
2016-07-26,-3.271
2016-07-27,8.6957
2016-07-28,-3.5556
2016-07-29,-2.3041
2016-08-01,-2.3644
2016-08-02,-3.3758
2016-08-03,2.0
2016-08-04,-2.7849
2016-08-05,0.3435
2016-08-08,-1.5074999999999998
2016-08-09,0.5038
2016-08-10,-1.5229
2016-08-11,-1.0246
2016-08-12,2.0833
2016-08-15,-3.9286
2016-08-16,1.4339
2016-08-17,4.1885
2016-08-18,-3.0151
2016-08-19,-0.5181
2016-08-22,-2.6042
2016-08-23,0.5348
2016-08-24,-3.1915
2016-08-25,-1.6484
2016-08-26,-7.2626
2016-08-29,1.8072
2016-08-30,-4.7337
2016-08-31,-4.5536
2016-09-01,2.8186
2016-09-02,4.4304
2016-09-06,-4.8485
2016-09-07,-3.8217
2016-09-08,1.9868000000000001
2016-09-09,2.5974
2016-09-12,6.962
2016-09-13,-1.7751000000000001
2016-09-14,0.0
2016-09-15,-3.6145
2016-09-16,-0.625
2016-09-19,0.6289
2016-09-20,-3.125
2016-09-21,3.2258
2016-09-22,-2.5
2016-09-23,4.4872
2016-09-26,-4.908
2016-09-27,7.7419
2016-09-28,-5.9879999999999995
2016-09-29,-1.9108
2016-09-30,7.1429
2016-10-03,-0.6061
2016-10-04,0.0
2016-10-05,3.0488
2016-10-06,1.1834
2016-10-07,0.0
2016-10-10,-8.7646
2016-10-11,2.5559
2016-10-12,-7.5
2016-10-13,-0.6757
2016-10-14,-6.1224
2016-10-17,-4.3478
2016-10-18,3.7879
2016-10-19,0.7299
2016-10-20,0.7246
2016-10-21,-2.1583
2016-10-24,2.9412000000000003
2016-10-25,8.5714
2016-10-26,-4.6053
2016-10-27,-1.3793
2016-10-28,-11.1888
2016-10-31,0.7874
2016-11-01,-6.25
2016-11-02,-9.1667
2016-11-03,-5.5046
2016-11-04,-7.767
2016-11-07,-12.526299999999999
2016-11-08,9.5066
2016-11-09,4.3819
2016-11-10,-3.2636
2016-11-11,-0.9659
2016-11-14,0.0
2016-11-15,-1.0989
2016-11-16,-3.3333
2016-11-17,-13.5848
2016-11-18,3.0842
2016-11-21,-9.6774
2016-11-22,11.4286
2016-11-23,-1.5625
2016-11-25,-8.8319
2016-11-28,1.4285999999999999
2016-11-29,-4.2518
2016-11-30,-11.7404
2016-12-01,0.0
2016-12-02,1.1146
2016-12-05,7.1392
2016-12-06,-4.5096
2016-12-07,7.9448
2016-12-08,3.4888
2016-12-09,-5.7058
2016-12-12,-3.6421
2016-12-13,-1.5873
2016-12-14,0.0
2016-12-15,-0.8065
2016-12-16,-8.9431
2016-12-19,18.6049
2016-12-20,-6.6529
2016-12-21,-4.8387
2016-12-22,1.6949
2016-12-23,3.3333
2016-12-27,0.0
2016-12-28,-3.2258
2016-12-29,-3.3333
2016-12-30,1.7241
2017-01-03,1.6737
2017-01-04,1.6879
2017-01-05,-3.2787
2017-01-06,8.4746
2017-01-09,-6.4648
2017-01-10,-7.9557
2017-01-11,19.7822
2017-01-12,1.5152
2017-01-13,1.4739
2017-01-17,127.9831
2017-01-18,-34.8387
2017-01-19,-8.8985
2017-01-20,24.983
2017-01-23,-9.5652
2017-01-24,6.8269
2017-01-25,47.6148
2017-01-26,35.3659
2017-01-27,51.8018
2017-01-30,-21.365
2017-01-31,-18.8679
2017-02-01,73.4884
2017-02-02,36.7292
2017-02-03,-24.3137
2017-02-06,29.0155
2017-02-07,-1.2048
2017-02-08,0.2033
2017-02-09,0.4057
2017-02-10,-5.4545
2017-02-13,-7.265
2017-02-14,-5.53
2017-02-15,0.2439
2017-02-16,2.1898
2017-02-17,-4.5238
2017-02-21,-10.4738
2017-02-22,-2.507
2017-02-23,14.2857
2017-02-24,3.5
2017-02-27,10.628
2017-02-28,-10.4803
2017-03-01,-0.4878
2017-03-02,1.9607999999999999
2017-03-03,-5.5288
2017-03-06,-5.8524
2017-03-07,-3.5135
2017-03-08,-0.5602
2017-03-09,-1.4085
2017-03-10,-4.2857
2017-03-13,-3.8806000000000003
2017-03-14,-14.2857
2017-03-15,-8.6957
2017-03-16,-7.1429
2017-03-17,32.0513
2017-03-20,-10.0324
2017-03-21,39.5683
2017-03-22,0.5155
2017-03-23,-7.6923
2017-03-24,-1.6667
2017-03-27,-1.9774
2017-03-28,-7.781
2017-03-29,0.9375
2017-03-30,4.9536
2017-03-31,2.9499
2017-04-03,-5.4441
2017-04-04,-5.4545
2017-04-05,-3.2051
2017-04-06,0.6623
2017-04-07,-1.3158
2017-04-10,2.6667
2017-04-11,0.6494
2017-04-12,-0.9677
2017-04-13,-1.3029
2017-04-17,-0.6601
2017-04-18,-5.3156
2017-04-19,1.0526
2017-04-20,1.263
2017-04-21,-1.9331
2017-04-24,-3.4965
2017-04-25,-3.0005
2017-04-26,7.9491
2017-04-27,-2.0761
2017-04-28,-2.4735
2017-05-01,-2.1739
2017-05-02,1.0995
2017-05-03,4.4076
2017-05-04,2.1053
2017-05-05,-1.0309
2017-05-08,-2.4306
2017-05-09,-5.3381
2017-05-10,-0.7519
2017-05-11,-3.7879
2017-05-12,-1.1811
2017-05-15,-2.7888
2017-05-16,-4.5082
2017-05-17,18.8841
2017-05-18,0.361
2017-05-19,-0.7194
2017-05-22,-0.7246
2017-05-23,0.0
2017-05-24,3.2847
2017-05-25,-1.7314
2017-05-26,-4.9016
2017-05-30,-2.0678
2017-05-31,-1.9304999999999999
2017-06-01,0.7874
2017-06-02,3.9063
2017-06-05,-2.2556
2017-06-06,-1.9268999999999998
2017-06-07,0.3961
2017-06-08,1.5625
2017-06-09,1.1538
2017-06-12,-4.1825
2017-06-13,-5.1587
2017-06-14,2.9289
2017-06-15,-1.626
2017-06-16,-0.8264
2017-06-19,0.0
2017-06-20,2.0833
2017-06-21,-2.8571
2017-06-22,4.6218
2017-06-23,6.0241
2017-06-26,-5.303
2017-06-27,-4.0
2017-06-28,1.25
2017-06-29,-1.6461000000000001
2017-06-30,-0.4184
2017-07-03,-0.8403
2017-07-05,1.6949
2017-07-06,0.4167
2017-07-07,-2.0747
2017-07-10,0.8475
2017-07-11,-1.2605
2017-07-12,1.7021
2017-07-13,0.0
2017-07-14,0.0
2017-07-17,1.2551999999999999
2017-07-18,-1.2397
2017-07-19,1.2551999999999999
2017-07-20,-2.0661
2017-07-21,1.2658
2017-07-24,-2.5
2017-07-25,0.0
2017-07-26,-1.2821
2017-07-27,0.4329
2017-07-28,-0.8621
2017-07-31,-0.8696
2017-08-01,-9.2105
2017-08-02,-4.8309
2017-08-03,-4.3147
2017-08-04,-4.5093
2017-08-07,-7.2222
2017-08-08,2.6228
2017-08-09,-5.4732
2017-08-10,-8.642
2017-08-11,-0.6757
2017-08-14,12.2449
2017-08-15,13.3333
2017-08-16,-6.9519
2017-08-17,-1.4368
2017-08-18,-0.8746
2017-08-21,-1.7647
2017-08-22,1.6766
2017-08-23,2.4735
2017-08-24,-1.1494
2017-08-25,0.5814
2017-08-28,0.578
2017-08-29,2.8736
2017-08-30,-2.2346
2017-08-31,-1.7143000000000002
2017-09-01,2.907
2017-09-05,39.548
2017-09-06,-14.979800000000001
2017-09-07,-3.3333
2017-09-08,5.1724
2017-09-11,-0.7026
2017-09-12,-1.4151
2017-09-13,-4.3062000000000005
2017-09-14,-2.5
2017-09-15,-8.7179
2017-09-18,9.5506
2017-09-19,3.0769
2017-09-20,4.0498
2017-09-21,-2.4577
2017-09-22,-1.4706000000000001
2017-09-25,3.4826
2017-09-26,5.2885
2017-09-27,-3.1963
2017-09-28,-2.3585
2017-09-29,-0.9662
2017-10-02,3.4146
2017-10-03,2.8302
2017-10-04,0.0
2017-10-05,-1.3761
2017-10-06,-0.4651
2017-10-09,2.3364
2017-10-10,-1.8265
2017-10-11,1.3953
2017-10-12,-3.6696999999999997
2017-10-13,0.9524
2017-10-16,-2.3585
2017-10-17,-3.8647
2017-10-18,-3.5176
2017-10-19,-4.6875
2017-10-20,3.8251
2017-10-23,-2.6316
2017-10-24,-4.8649000000000004
2017-10-25,-5.1136
2017-10-26,2.9939999999999998
2017-10-27,1.1628
2017-10-30,-0.5747
2017-10-31,1.1561
2017-11-01,-4.5714
2017-11-02,-9.5808
2017-11-03,3.9735
2017-11-06,-1.2739
2017-11-07,-2.5806
2017-11-08,2.649
2017-11-09,0.0
2017-11-10,4.5161
2017-11-13,1.2346
2017-11-14,-4.878
2017-11-15,-1.2821
2017-11-16,5.1948
2017-11-17,0.0
2017-11-20,0.6173
2017-11-21,-3.681
2017-11-22,3.1847
2017-11-24,0.6173
2017-11-27,-2.454
2017-11-28,-0.6289
2017-11-29,-2.5316
2017-11-30,1.2987
2017-12-01,4.4872
2017-12-04,1.227
2017-12-05,0.6061
2017-12-06,-2.4096
2017-12-07,-3.7037
2017-12-08,0.641
2017-12-11,-0.6369
2017-12-12,-3.2051
2017-12-13,-3.3113
2017-12-14,0.6849
2017-12-15,-1.3605
2017-12-18,0.6897
2017-12-19,0.0
2017-12-20,1.3699
2017-12-21,-1.3514
2017-12-22,1.3699
2017-12-26,-1.3514
2017-12-27,0.6849
2017-12-28,-1.3605
2017-12-29,-2.7586
2018-01-02,0.7092
2018-01-03,7.0493
2018-01-04,4.605
2018-01-05,8.1693
2018-01-08,-5.814
2018-01-09,-3.0864
2018-01-10,-2.5478
2018-01-11,4.5752
2018-01-12,-3.75
2018-01-16,-3.2468
2018-01-17,-2.6846
2018-01-18,1.3793
2018-01-19,0.6803
2018-01-22,-2.027
2018-01-23,0.0069
2018-01-24,0.6827
2018-01-25,15.0685
2018-01-26,18.4524
2018-01-29,-3.0151
2018-01-30,-0.5181
2018-01-31,-5.7292
2018-02-01,-4.9669
2018-02-02,-5.052
2018-02-05,-5.7066
2018-02-06,-0.6494
2018-02-07,1.3136999999999999
2018-02-08,-4.4965
2018-02-09,1.9995
2018-02-12,-2.649
2018-02-13,-1.3605
2018-02-14,-2.7586
2018-02-15,8.5106
2018-02-16,-3.268
2018-02-20,-1.3514
2018-02-21,1.3699
2018-02-22,-2.027
2018-02-23,-1.3793
2018-02-26,2.0979
2018-02-27,-2.7397
2018-02-28,-1.4085
2018-03-01,0.7143
2018-03-02,-1.4184
2018-03-05,2.8777
2018-03-06,-1.3986
2018-03-07,4.9645
2018-03-08,-2.027
2018-03-09,1.3793
2018-03-12,-0.034
2018-03-13,-2.0143
2018-03-14,-14.5774
2018-03-15,2.4309
2018-03-16,-1.5795
2018-03-19,-4.8387
2018-03-20,-2.5423999999999998
2018-03-21,-1.7391
2018-03-22,-1.7699
2018-03-23,-5.4054
2018-03-26,-6.8476
2018-03-27,-9.0073
2018-03-28,-17.9663
2018-03-29,-30.2835
2018-04-02,2.947
2018-04-03,-5.7252
2018-04-04,2.8543
2018-04-05,0.1771
2018-04-06,4.1454
2018-04-09,-0.9244
2018-04-10,-1.9421
2018-04-11,-5.3204
2018-04-12,1.5175999999999998
2018-04-13,0.0
2018-04-16,-6.2828
2018-04-17,5.2166
2018-04-18,-1.2497
2018-04-19,-7.1369
2018-04-20,1.2958
2018-04-23,-2.9554
2018-04-24,-1.6136
2018-04-25,7.392
2018-04-26,1.5272000000000001
2018-04-27,-3.0085
2018-04-30,-1.1796
2018-05-01,1.5915
2018-05-02,1.3925
2018-05-03,-4.5064
2018-05-04,3.3708
2018-05-07,1.3043
2018-05-08,-2.8754999999999997
2018-05-09,-2.9607
2018-05-10,2.4135
2018-05-11,-1.5785
2018-05-14,2.7784
2018-05-15,0.5275
2018-05-16,-0.3061
2018-05-17,0.8096
2018-05-18,0.5673
2018-05-21,-0.584
2018-05-22,-0.1741
2018-05-23,-2.3758
2018-05-24,-0.7814
2018-05-25,-2.2502
2018-05-29,1.105
2018-05-30,1.8898000000000001
2018-05-31,5.9665
2018-06-01,3.3319
2018-06-04,-1.8367
2018-06-05,-2.7027
2018-06-06,-0.3205
2018-06-07,9.732
2018-06-08,8.2438
2018-06-11,8.2837
2018-06-12,-7.9667
2018-06-13,6.4832
2018-06-14,-3.6905
2018-06-15,3.2315
2018-06-18,-3.079
2018-06-19,-2.0473
2018-06-20,-4.4474
2018-06-21,-3.6536999999999997
2018-06-22,10.639
2018-06-25,-0.8668
2018-06-26,-10.7602
2018-06-27,-6.9986
2018-06-28,-5.3967
2018-06-29,2.2727
2018-07-02,-0.3111
2018-07-03,0.1115
2018-07-05,6.925
2018-07-06,17.0346
2018-07-09,-7.4555
2018-07-10,0.0192
2018-07-11,2.672
2018-07-12,2.9582
2018-07-13,-0.0145
2018-07-16,-3.5915
2018-07-17,-1.3343
2018-07-18,-6.3098
2018-07-19,-1.4285999999999999
2018-07-20,0.9938
2018-07-23,4.2844999999999995
2018-07-24,-3.106
2018-07-25,-0.5884
2018-07-26,-3.4694
2018-07-27,-3.8773999999999997
2018-07-30,1.1745
2018-07-31,0.0
2018-08-01,2.3913
2018-08-02,4.586
2018-08-03,-11.4901
2018-08-06,-6.422
2018-08-07,-8.1127
