ticker,WTNW US Equity
2019-01-31,5.0
2019-02-01,0.7937
2019-02-04,-0.7874
2019-02-05,1.5873
2019-02-06,0.9375
2019-02-07,-4.0248
2019-02-08,-2.0161
2019-02-11,13.5802
2019-02-12,4.3478
2019-02-13,33.3333
2019-02-14,1.0417
2019-02-15,2.9897
2019-02-19,-9.9099
2019-02-20,0.0
2019-02-21,-1.1222
2019-02-22,-4.4836
2019-02-25,0.0
2019-02-26,-1.1764999999999999
2019-02-27,1.1905000000000001
2019-02-28,-1.1764999999999999
2019-03-01,-4.7619
2019-03-04,6.2375
2019-03-05,-11.7543
2019-03-06,12.0
2019-03-07,-4.7619
2019-03-08,-3.75
2019-03-11,3.7013
2019-03-12,0.1879
2019-03-13,-10.0
2019-03-14,16.6667
2019-03-15,-10.7143
2019-03-18,5.3333
2019-03-19,-7.5949
2019-03-20,-16.2329
2019-03-21,-10.0572
2019-03-22,-9.0909
2019-03-25,4.0
2019-03-26,2.8846
2019-03-27,-4.6729
2019-03-28,-1.9607999999999999
2019-03-29,-18.0
2019-04-01,18.2927
2019-04-02,-19.5876
2019-04-03,-2.5641
2019-04-04,-7.8947
2019-04-05,0.0
2019-04-08,2.8571
2019-04-09,5.5556
2019-04-10,-10.526299999999999
2019-04-11,-0.0294
2019-04-12,-11.7387
2019-04-15,0.0
2019-04-16,6.6667
2019-04-17,-6.25
2019-04-18,0.0
2019-04-22,0.0
2019-04-23,13.3333
2019-04-24,-11.8235
2019-04-25,0.0667
2019-04-26,-10.0
2019-04-29,11.1111
2019-04-30,20.0
2019-05-01,-11.1111
2019-05-02,3.125
2019-05-03,0.0
2019-05-06,-9.0909
2019-05-07,6.6667
2019-05-08,-15.625
2019-05-09,14.8148
2019-05-10,-12.5806
2019-05-13,7.0111
2019-05-14,6.8966
2019-05-15,6.4516
2019-05-16,20.9091
2019-05-17,-2.2556
2019-05-21,2.5641
2019-05-22,0.0
2019-05-23,-11.25
2019-05-24,-1.4085
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,14.2857
2019-05-31,-15.0
2019-06-03,5.8824
2019-06-04,5.5556
2019-06-05,-12.3684
2019-06-07,20.1201
2019-06-10,-12.5
2019-06-11,-5.7143
2019-06-12,6.0606
2019-06-13,14.2857
2019-06-14,-2.5
2019-06-17,-2.5641
2019-06-18,-9.0
2019-06-20,4.0775
2019-06-21,-2.7508
2019-06-24,5.7143
2019-06-25,-6.7568
2019-06-26,1.4493
2019-06-27,-5.7143
2019-06-28,12.1212
2019-07-01,-12.973
2019-07-02,-6.8323
2019-07-03,-5.0
2019-07-05,4.4561
2019-07-08,-9.3047
2019-07-09,-11.1481
2019-07-10,-5.1105
2019-07-11,11.2063
2019-07-12,-13.095
2019-07-15,0.0
2019-07-16,-9.0909
2019-07-17,10.0
2019-07-18,-1.1364
2019-07-19,-1.1494
2019-07-22,-17.6744
2019-07-23,4.0395
2019-07-24,-2.4436999999999998
2019-07-25,3.3955
2019-07-26,4.7106
2019-07-29,-17.7378
2019-07-30,12.5
2019-07-31,-2.7778
2019-08-01,5.6571
2019-08-02,0.0541
2019-08-05,1.0811
2019-08-06,1.6042999999999998
2019-08-07,2.6316
2019-08-08,-1.5385
2019-08-09,9.0625
2019-08-12,-6.8768
2019-08-13,-7.7436
2019-08-14,0.0556
2019-08-15,-2.7778
2019-08-16,25.7143
2019-08-19,67.7273
2019-08-20,-37.9404
2019-08-21,-23.1441
2019-08-22,0.0
2019-08-23,-3.4659
2019-08-26,-23.4844
2019-08-27,15.3846
2019-08-28,6.2667
2019-08-29,-5.8971
2019-08-30,-6.6667
2019-09-03,-3.5714
2019-09-04,-13.3333
2019-09-05,53.8462
2019-09-06,11.1111
2019-09-09,24.5
2019-09-10,52.6104
2019-09-11,-33.7368
2019-09-12,-0.9134
2019-09-13,4.2084
2019-09-16,-13.538499999999999
2019-09-17,6.7616
2019-09-18,14.5833
2019-09-19,-3.6364
2019-09-20,-13.2075
2019-09-23,0.0
2019-09-24,-17.4348
2019-09-25,-1.0005
2019-09-26,-9.5745
2019-09-27,-13.2353
2019-09-30,5.7627
2019-10-01,-19.8718
2019-10-02,-36.0
2019-10-03,1.25
2019-10-04,-14.4321
2019-10-07,0.9955
2019-10-08,10.3214
2019-10-09,-5.6005
2019-10-10,-17.6955
2019-10-11,16.6667
2019-10-14,-2.8571
2019-10-15,-11.7647
2019-10-16,8.1667
2019-10-17,-7.5501000000000005
2019-10-18,-1.6667
2019-10-21,-3.3898
2019-10-22,22.807
2019-10-23,-3.0
2019-10-24,-29.4551
2019-10-25,0.0
2019-10-28,18.7891
2019-10-29,5.4482
2019-10-30,6.6667
2019-10-31,9.375
2019-11-01,57.1429
2019-11-04,-8.9091
2019-11-05,4.7904
2019-11-06,-4.7619
2019-11-07,-21.1
2019-11-08,-2.4081
2019-11-11,-5.1948
2019-11-12,-4.1096
2019-11-13,0.0
2019-11-14,-14.2857
2019-11-15,108.0
2019-11-18,-3.8462
2019-11-19,-4.1667
2019-11-20,-13.0435
2019-11-21,-4.5
2019-11-22,4.4503
2019-11-25,-8.7719
2019-11-26,-8.8462
2019-11-27,-1.8083
2019-11-29,3.1308
2019-12-02,19.0476
2019-12-03,0.0
2019-12-04,-10.0
2019-12-05,5.5556
2019-12-06,-5.2632
2019-12-09,3.2222
2019-12-10,-3.1216
2019-12-11,2.2222
2019-12-12,-3.3152
2019-12-13,-1.6301
2019-12-16,-8.8
2019-12-17,1.5038
2019-12-18,0.3086
2019-12-19,-15.3231
2019-12-20,-2.6163
2019-12-23,-6.4179
2019-12-24,8.453
2019-12-26,-4.4118
2019-12-27,-1.8462
2019-12-30,14.4201
2019-12-31,9.589
2020-01-02,-21.25
2020-01-03,11.1111
2020-01-06,-6.2143
2020-01-07,2.0564
2020-01-08,-10.4478
2020-01-09,0.0
2020-01-10,0.0
2020-01-13,-1.6667
2020-01-14,1.0847
2020-01-15,-26.727
2020-01-16,-6.1785
2020-01-17,41.4634
2020-01-21,3.4483
2020-01-22,-10.0
2020-01-23,-3.8889
2020-01-24,-15.264
2020-01-27,4.5978
2020-01-28,4.3478
2020-01-29,-2.0833
2020-01-30,-2.1277
2020-01-31,0.9783
2020-02-03,0.1076
2020-02-04,3.2258
2020-02-05,-4.1667
2020-02-06,-7.6087
2020-02-07,-5.8824
2020-02-10,-2.5
2020-02-11,-1.2821
2020-02-12,3.8961
2020-02-13,0.0
2020-02-14,0.0
2020-02-18,8.875
2020-02-19,-3.5591
2020-02-20,-4.7619
2020-02-21,12.5
2020-02-24,0.0
2020-02-25,11.1111
2020-02-26,30.0
2020-02-27,7.6923
2020-02-28,0.0
2020-03-02,-4.1429
2020-03-03,-10.5812
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,-1.3333
2020-03-09,1.3514
2020-03-10,-41.6667
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,0.0
2020-03-16,14.2857
2020-03-17,-15.0
2020-03-18,-20.5882
2020-03-19,-25.9259
2020-03-20,-14.5
2020-03-23,10.526299999999999
2020-03-24,-4.7619
2020-03-25,4.9889
2020-03-26,-41.7928
2020-03-27,35.4545
2020-03-30,0.6711
2020-04-01,30.0
2020-04-02,-2.5641
2020-04-03,31.5789
2020-04-06,-8.8
2020-04-07,9.6491
2020-04-08,0.0
2020-04-09,64.0
2020-04-13,-17.9024
2020-04-14,3.981
2020-04-15,-14.2857
2020-04-16,-3.3333
2020-04-17,-13.7931
2020-04-20,-20.0
2020-04-21,16.25
2020-04-22,7.5269
2020-04-23,-4.0
2020-04-24,-16.6667
2020-04-27,25.0
2020-04-28,0.0
2020-04-29,20.4
2020-04-30,25.9136
2020-05-01,5.5409
2020-05-04,-10.125
2020-05-05,11.2656
2020-05-06,0.0
2020-05-07,-8.75
2020-05-08,-4.1096
2020-05-11,12.857099999999999
2020-05-12,-2.5316
2020-05-13,1.5584
2020-05-14,25.3197
2020-05-15,-5.102
2020-05-18,3.6559
2020-05-19,8.9212
2020-05-20,-4.7619
2020-05-21,0.0
2020-05-22,0.5
2020-05-26,8.457699999999999
2020-05-27,2.7523
2020-05-28,1.7856999999999998
2020-05-29,-26.3158
2020-06-01,30.9524
2020-06-02,-12.4545
2020-06-03,14.2264
2020-06-04,-5.4545
2020-06-05,1.9231
2020-06-08,12.2642
2020-06-09,-0.8403
2020-06-10,16.9492
2020-06-11,-7.3187999999999995
2020-06-12,-3.0493
2020-06-15,-4.8387
2020-06-16,1.6949
2020-06-17,0.0
2020-06-18,1.6667
2020-06-19,11.4754
2020-06-22,0.0
2020-06-23,-26.4706
2020-06-24,-4.0
2020-06-25,-10.4167
2020-06-26,-23.2558
2020-06-29,51.5152
2020-06-30,-4.0
2020-07-01,14.5833
2020-07-02,45.4545
2020-07-06,-6.25
2020-07-07,0.0
2020-07-08,-3.3333
2020-07-09,-10.3448
2020-07-10,10.7692
2020-07-13,0.0
2020-07-14,-6.9444
2020-07-15,4.4776
2020-07-16,0.0
2020-07-17,-1.4285999999999999
2020-07-20,-11.4493
2020-07-21,6.383
2020-07-22,7.6923
2020-07-23,1.2857
2020-07-24,-1.2694
2020-07-27,-2.8571
2020-07-28,-11.7647
2020-07-29,-7.8333
2020-07-30,-0.5425
2020-07-31,-4.5455
