ticker,WTNW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,-1.0
2018-08-20,1.0101
2018-08-21,0.0
2018-08-22,-0.1
2018-08-23,0.1001
2018-08-24,-8.3
2018-08-27,-5.1254
2018-08-28,3.4483
2018-08-29,-10.0
2018-08-30,6.1728
2018-08-31,0.0
2018-09-05,0.0
2018-09-06,-6.9767
2018-09-07,6.25
2018-09-10,0.0
2018-09-11,11.7647
2018-09-12,-5.2632
2018-09-13,2.2222
2018-09-14,-1.087
2018-09-17,-2.1978
2018-09-18,-1.1236
2018-09-19,0.0
2018-09-20,-17.0455
2018-09-21,-4.1096
2018-09-25,17.1429
2018-09-26,-1.2195
2018-09-27,-3.5802
2018-09-28,2.4328
2018-10-02,-12.5
2018-10-03,-1.4285999999999999
2018-10-04,-1.4493
2018-10-05,-14.7059
2018-10-08,-13.7931
2018-10-09,22.0
2018-10-10,-14.7541
2018-10-11,1.5769
2018-10-12,2.1961
2018-10-15,-3.6866
2018-10-16,0.0192
2018-10-17,-32.6923
2018-10-18,42.8571
2018-10-19,0.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,4.0
2018-10-25,0.0
2018-10-26,-3.8462
2018-10-29,4.0
2018-10-31,-3.8462
2018-11-01,4.0
2018-11-05,-32.6923
2018-11-06,0.0
2018-11-07,14.2857
2018-11-08,-12.5
2018-11-09,0.0
2018-11-12,11.4286
2018-11-14,-10.2564
2018-11-16,30.0
2018-11-19,9.8901
2018-11-21,-2.0
2018-11-23,-2.0408
2018-11-26,0.0
2018-11-27,-2.0833
2018-11-28,0.0
2018-11-29,-0.2128
2018-11-30,-17.0576
2018-12-03,-20.3085
2018-12-06,9.6774
2018-12-07,14.7059
2018-12-10,-10.2564
2018-12-11,0.0
2018-12-12,0.0
2018-12-13,2.8571
2018-12-14,0.0
2018-12-17,-2.7778
2018-12-18,5.7143
2018-12-19,0.0
2018-12-21,-5.6757
2018-12-24,28.939799999999998
2018-12-26,-2.2222
2018-12-27,-6.8182
2018-12-28,-14.6341
2018-12-31,-5.7143
2019-01-02,12.1212
2019-01-03,5.1350999999999996
2019-01-07,-2.3136
2019-01-08,29.2105
2019-01-10,-22.6069
2019-01-11,0.0
2019-01-15,10.526299999999999
2019-01-16,-14.2857
2019-01-17,11.1111
2019-01-22,16.5
2019-01-23,0.8584
2019-01-24,4.2553
2019-01-25,6.1224
2019-01-28,-5.7692
2019-01-29,10.2041
2019-01-30,11.1111
