ticker,PGC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-05,-2.7778
2000-01-07,-0.5714
2000-01-13,2.6055
2000-01-18,-3.3708
2000-01-19,0.0
2000-01-20,4.6512
2000-01-24,-4.4444
2000-01-25,0.0
2000-01-27,0.0
2000-02-01,1.1628
2000-02-02,-2.0115
2000-02-03,2.0528
2000-02-04,0.0
2000-02-07,-0.8621
2000-02-08,-1.4493
2000-02-10,-0.8824
2000-02-16,0.0
2000-02-17,-6.8248999999999995
2000-02-18,4.1401
2000-02-22,-3.3639
2000-03-09,0.0
2000-03-10,3.481
2000-03-14,0.0
2000-03-21,-3.3639
2000-03-28,1.8987
2000-03-29,0.6211
2000-03-31,0.0124
2000-04-03,-2.1672
2000-04-04,0.0
2000-04-10,1.2658
2000-04-12,0.0
2000-04-14,-2.5
2000-04-19,-0.641
2000-04-20,1.2903
2000-04-25,-1.9108
2000-04-26,0.6494
2000-04-28,1.2903
2000-05-02,-1.2739
2000-05-03,1.9355
2000-05-04,-3.7975
2000-05-05,-1.3158
2000-05-08,0.0
2000-05-09,2.3333
2000-05-11,-0.3257
2000-06-09,-1.634
2000-06-13,0.0
2000-06-14,0.0
2000-06-15,0.9967
2000-06-16,-0.9868
2000-06-21,0.0
2000-06-23,-0.9967
2000-07-10,0.3502
2000-07-13,1.3423
2000-07-14,0.0
2000-07-18,-0.9934
2000-07-19,1.0033
2000-07-20,0.0
2000-07-21,0.0
2000-07-24,-0.6623
2000-07-26,0.0
2000-08-01,1.0
2000-08-03,-0.33
2000-08-17,-0.3311
2000-08-18,0.3322
2000-08-21,0.9272
2000-08-23,-0.9186
2000-08-28,0.3311
2000-08-29,0.0
2000-08-31,1.3201
2000-09-01,0.3257
2000-09-06,0.0
2000-09-11,-1.9481000000000002
2000-09-13,0.0
2000-09-14,1.3245
2000-09-15,1.9607999999999999
2000-09-18,1.2821
2000-09-19,1.8987
2000-09-20,11.8012
2000-09-21,-13.8889
2000-10-03,22.3776
2000-10-11,-17.7778
2000-10-12,22.973
2000-10-17,-5.4945
2000-10-18,-6.9767
2000-10-19,5.0
2000-10-24,1.1905000000000001
2000-10-25,0.5882
2000-10-26,2.3392
2000-10-27,-1.7143000000000002
2000-11-01,-2.3256
2000-11-02,1.1905000000000001
2000-11-06,0.5882
2000-11-07,0.0
2000-11-08,0.2924
2000-11-09,0.2915
2000-11-10,0.0
2000-11-13,-0.5814
2000-11-15,0.5848
2000-11-17,-0.8721
