ticker,SVBT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-08,-6.25
2018-07-11,3.7037
2018-07-12,1.4285999999999999
2018-07-13,0.7042
2018-07-17,-2.028
2018-07-18,0.2855
2018-07-19,0.0
2018-07-20,1.0676
2018-07-23,-0.8169
2018-07-25,-0.5936
2018-07-26,-0.0029
2018-07-30,1.2857
2018-08-01,-0.2116
2018-08-03,-0.8481
2018-08-06,0.0
2018-08-07,2.6372
2018-08-08,-0.9861
2018-08-09,2.3987
2018-08-10,2.0548
2018-08-13,-0.3356
2018-08-14,1.0101
2018-08-15,0.2
2018-08-16,1.1311
2018-08-17,0.9868
2018-08-20,1.6287
2018-08-21,2.2436
2018-08-22,-0.9404
2018-08-23,2.5316
2018-08-24,0.0
2018-08-27,0.6173
2018-08-28,0.0
2018-08-29,-0.6135
2018-08-30,0.6173
2018-08-31,-0.5521
2018-09-04,1.1721
2018-09-05,-0.4756
2018-09-06,0.6004
2018-09-07,-0.3532
2018-09-10,0.8434
2018-09-11,-0.6061
2018-09-12,0.122
2018-09-13,0.1218
2018-09-14,-0.0608
2018-09-17,-0.1826
2018-09-18,-0.1829
2018-09-21,-0.2443
2018-09-25,0.0
2018-09-26,0.0
2018-09-28,0.0
2018-10-01,0.0
2018-10-03,0.0
2018-10-04,1.2247
2018-10-05,-0.7864
2018-10-09,0.0
2018-10-10,0.0
2018-10-12,0.6098
2018-10-15,-0.9697
2018-10-16,0.4774
2018-10-17,-0.6578
2018-10-23,1.7781
2018-10-29,-1.6867
2018-10-30,0.0
2018-11-01,0.0123
2018-11-06,0.4779
2018-11-07,-0.4756
2018-11-08,0.3553
2018-11-12,-0.1587
2018-11-13,-0.0245
2018-12-06,-0.6559
2018-12-19,-0.3364
2018-12-31,-1.1875
2019-01-04,1.2018
2019-01-07,-1.1875
2019-01-09,1.2018
2019-01-11,-0.5
2019-01-28,-0.4774
2019-01-31,4.6453
2019-02-11,-4.041
2019-02-12,0.5657
2019-02-14,0.0
2019-02-19,0.0625
2019-02-20,1.1868
2019-02-21,-1.6667
2019-02-25,0.0
2019-02-26,0.1255
2019-03-01,0.3135
2019-03-04,-0.0625
2019-03-05,0.3752
2019-03-06,-0.3115
2019-03-07,-0.25
2019-03-08,3.3835
2019-03-11,-3.1515
2019-03-12,0.0
2019-03-13,0.0
2019-03-27,0.4394
2019-04-02,0.0
2019-04-05,0.0
2019-04-08,0.0
2019-04-15,2.5625
2019-04-24,-0.3656
2019-04-25,0.0
2019-04-30,-2.1407
2019-05-01,3.125
2019-05-09,-2.8485
2019-05-14,-0.1123
2019-05-16,3.4974
2019-05-29,-3.3309
2019-06-07,0.0
2019-06-11,-0.0624
2019-06-12,0.8495
2019-07-02,-0.5343
2019-07-12,-0.0625
2019-07-23,0.0
2019-08-01,0.375
2019-08-06,-0.3611
2019-08-13,1.2373
2019-08-19,0.0
2019-08-27,0.0
2019-08-30,0.0
2019-09-11,-1.2346
2019-09-24,0.0
2019-09-27,-0.3009
2019-10-02,0.2893
2019-10-18,-0.2884
2019-10-30,0.6163
2019-11-12,-0.0625
2019-11-18,0.3127
2019-11-19,-0.2494
2019-11-21,0.0
2019-11-25,0.0
2019-12-03,1.25
2019-12-04,0.0
2019-12-11,-1.7778
2019-12-23,0.87
2019-12-30,-0.0625
2020-01-02,0.0
2020-01-06,2.5641
2020-01-07,-2.3659
2020-01-08,-0.0125
2020-01-09,0.0625
2020-01-10,-0.0624
2020-01-15,0.0
2020-01-21,-0.0125
2020-02-05,0.6372
2020-02-06,1.8001
2020-02-10,-1.1951
2020-02-20,3.0116
2020-02-24,-2.9355
2020-02-28,-0.0123
2020-03-04,0.0
2020-03-09,-3.6790000000000003
2020-03-12,-0.0256
2020-03-16,-4.8109
2020-03-17,-0.0135
2020-03-20,-1.3515
2020-03-23,-6.7818000000000005
2020-03-31,-1.6902
2020-04-08,-2.8255
2020-05-01,2.9231
2020-05-04,1.6442
2020-05-29,-4.4118
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-10,0.0
2020-06-12,0.4
2020-06-15,-0.7692
2020-06-19,-0.7752
2020-06-23,0.0
2020-06-25,0.0
2020-06-29,-4.5313
2020-06-30,4.7463
2020-07-27,-4.6875
