ticker,ZYME US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-04-28,0.0
2017-05-01,0.5385
2017-05-02,0.2295
2017-05-03,1.374
2017-05-04,-1.2801
2017-05-05,-0.4577
2017-05-08,-0.1533
2017-05-09,-0.2302
2017-05-10,0.6923
2017-05-11,0.0
2017-05-12,-0.6875
2017-05-15,0.8462
2017-05-16,-0.8391
2017-05-17,0.0
2017-05-18,0.3846
2017-05-19,-0.0766
2017-05-22,0.1534
2017-05-23,0.0766
2017-05-24,0.306
2017-05-25,-0.3042
2017-05-26,-3.6734999999999998
2017-05-30,-3.336
2017-05-31,-3.6154
2017-06-01,-6.3086
2017-06-02,-4.6406
2017-06-05,-0.4771
2017-06-06,-4.4104
2017-06-07,-1.2036
2017-06-08,-2.335
2017-06-09,-2.4948
2017-06-12,1.5991
2017-06-13,-6.8206
2017-06-14,-2.1396
2017-06-15,-4.4879
2017-06-16,14.5783
2017-06-19,-2.2082
2017-06-20,5.4839
2017-06-21,-2.7523
2017-06-22,-1.3627
2017-06-23,-7.0138
2017-06-26,5.2571
2017-06-27,-2.823
2017-06-28,-2.0112
2017-06-29,-4.333
2017-06-30,-0.4768
2017-07-03,-0.8383
2017-07-05,2.4154999999999998
2017-07-06,-1.8868
2017-07-07,0.8413
2017-07-10,0.9535
2017-07-11,-0.9445
2017-07-12,-2.2646
2017-07-13,0.122
2017-07-14,-0.9963
2017-07-17,1.1294
2017-07-18,-1.7032
2017-07-19,0.1238
2017-07-20,-1.4833
2017-07-21,-0.5019
2017-07-24,-5.7768
2017-07-25,-2.4345
2017-07-26,-2.4691
2017-07-27,9.1421
2017-07-28,-6.701
2017-07-31,1.2431
2017-08-01,-3.4106
2017-08-02,-0.565
2017-08-03,1.1378
2017-08-04,-4.3553
2017-08-07,-4.8458
2017-08-08,3.5494
2017-08-09,7.8241
2017-08-10,-3.1099
2017-08-11,1.1412
2017-08-14,7.6164
2017-08-15,-3.0144
2017-08-16,3.2432
2017-08-17,-9.4241
2017-08-18,6.7919
2017-08-21,-3.9242
2017-08-22,1.6901000000000002
2017-08-23,-1.662
2017-08-24,-2.6761
2017-08-25,5.4993
2017-08-28,6.7215
2017-08-29,7.7120999999999995
2017-08-30,4.1766
2017-08-31,-1.0309
2017-09-01,-4.9769
2017-09-05,-0.7308
2017-09-06,1.4724
2017-09-07,-6.8924
2017-09-08,8.0519
2017-09-11,2.8846
2017-09-12,-3.8551
2017-09-13,-1.5796000000000001
2017-09-14,-4.6914
