ticker,NWSA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-06-20,-3.1646
2013-06-21,2.0915
2013-06-24,-0.5762
2013-06-25,1.2234
2013-06-26,-2.0356
2013-06-27,0.6494
2013-06-28,-1.6129
2013-07-01,-3.0164
2013-07-02,1.4199
2013-07-03,-0.8667
2013-07-05,5.3126999999999995
2013-07-08,1.8838
2013-07-09,-1.5356
2013-07-10,-2.0369
2013-07-11,-1.6894
2013-07-12,-1.3219
2013-07-15,-1.7415
2013-07-16,4.1581
2013-07-17,3.9920999999999998
2013-07-18,-2.6432
2013-07-19,3.2321
2013-07-22,-1.5028000000000001
2013-07-23,-0.5086
2013-07-24,0.3834
2013-07-25,-0.8912
2013-07-26,2.0552
2013-07-29,-2.3914
2013-07-30,2.8369
2013-07-31,-0.1254
2013-08-01,1.7891
2013-08-02,0.7709
2013-08-05,-2.0808
2013-08-06,1.125
2013-08-07,-1.4215
2013-08-08,1.1285
2013-08-09,-0.9299
2013-08-12,-0.3755
2013-08-13,-0.5653
2013-08-14,0.4422
2013-08-15,1.2579
2013-08-16,-0.7453
2013-08-19,-1.7522
2013-08-20,0.0
2013-08-21,0.3822
2013-08-22,-0.3173
2013-08-23,0.2546
2013-08-26,0.6984
2013-08-27,-0.826
2013-08-28,0.1971
2013-08-29,0.0635
2013-08-30,-0.4439
2013-09-03,0.5096
2013-09-04,1.5843
2013-09-05,1.31
2013-09-06,-0.3079
2013-09-09,0.8956
2013-09-10,1.3468
2013-09-11,2.99
2013-09-12,0.3226
2013-09-13,-1.2569
2013-09-16,0.4144
2013-09-17,0.2064
2013-09-18,0.2942
2013-09-19,-1.0208
2013-09-20,-1.3989
2013-09-23,-0.6312
2013-09-24,3.0853
2013-09-25,-1.4085
2013-09-26,-3.0357
2013-09-27,-0.7366
2013-09-30,-0.6803
2013-10-01,-0.934
2013-10-02,1.4456
2013-10-03,-1.6729
2013-10-04,-0.189
2013-10-07,0.4419
2013-10-08,-0.6914
2013-10-09,0.5063
2013-10-10,2.1411
2013-10-11,1.1714
2013-10-14,0.9141
2013-10-15,0.1208
2013-10-16,1.2063
2013-10-17,0.0894
2013-10-18,0.3275
2013-10-21,0.0
2013-10-22,0.8961
2013-10-23,0.6411
2013-10-24,1.052
2013-10-25,-0.8097
2013-10-28,0.8163
2013-10-29,0.9832
2013-10-30,-0.63
2013-10-31,1.4121000000000001
2013-11-01,0.9662
2013-11-04,-0.0281
2013-11-05,-0.4223
2013-11-06,-1.5550000000000002
