ticker,RVI US Equity
2018-11-13,-0.1425
2018-11-14,-0.107
2018-11-15,0.5714
2018-11-16,-0.8168
2018-11-19,0.2864
2018-11-20,-0.0357
2018-11-21,2.6786
2018-11-23,0.1739
2018-11-26,-0.1042
2018-11-27,-1.008
2018-11-28,0.9129
2018-11-29,0.9047
2018-11-30,-0.0345
2018-12-03,-1.9662
2018-12-04,-0.4926
2018-12-06,2.6167
2018-12-07,0.0
2018-12-10,-1.1371
2018-12-11,-0.1046
2018-12-12,0.1047
2018-12-13,-1.917
2018-12-14,1.6347
2018-12-17,-3.2601
2018-12-18,1.2873999999999999
2018-12-19,0.1495
2018-12-20,0.3733
2018-12-21,-2.4173
2018-12-24,-1.7912
2018-12-26,2.1731
2018-12-27,-2.7725
2018-12-28,-1.0937999999999999
2018-12-31,1.0664
2019-01-02,-0.1563
2019-01-03,1.3307
2019-01-04,2.6265
2019-01-07,4.1776
2019-01-08,5.5275
2019-01-09,-0.6505
2019-01-10,2.8601
2019-01-11,2.2446
2019-01-14,-1.5072
2019-01-15,-0.1996
2019-01-16,-0.7333
2019-01-17,0.7388
2019-01-18,-1.8
2019-01-22,-2.1045
2019-01-23,1.1096
2019-01-24,2.2291
2019-01-25,2.214
2019-01-28,0.6236
2019-01-29,-0.9132
2019-01-30,-1.2837
2019-01-31,1.4005
2019-02-01,-0.4933
2019-02-04,0.694
2019-02-05,1.9691
2019-02-06,-1.5127000000000002
2019-02-07,1.7647
2019-02-08,-0.578
2019-02-11,1.2597
2019-02-12,0.0
2019-02-13,-0.2552
2019-02-14,1.0233
2019-02-15,-1.9626000000000001
2019-02-19,2.0987999999999998
2019-02-20,0.8223
2019-02-21,-2.0703
2019-02-22,0.6086
2019-02-25,0.5731
2019-02-26,0.7281
2019-02-27,-2.3884
2019-02-28,0.2254
2019-03-01,0.4819
2019-03-04,-0.7353
2019-03-05,0.4187
2019-03-06,0.2245
2019-03-07,-0.48
2019-03-08,0.4823
2019-03-11,0.64
2019-03-12,0.3498
2019-03-13,-0.9506
2019-03-14,0.7678
2019-03-15,-1.5873
2019-03-18,0.8065
2019-03-19,0.736
2019-03-20,1.0801
2019-03-21,1.5399
2019-03-22,-1.6404
2019-03-25,0.0944
2019-03-26,-0.8174
2019-03-27,-0.7924
2019-03-28,0.6709
2019-03-29,-1.079
2019-04-01,3.2403
2019-04-02,1.7090999999999998
2019-04-03,0.0611
2019-04-04,0.0305
2019-04-05,2.442
2019-04-08,0.4172
2019-04-09,0.7418
2019-04-10,0.3829
2019-04-11,0.2347
2019-04-12,0.0878
2019-04-15,-0.117
2019-04-16,-2.1669
2019-04-17,-1.3469
2019-04-18,0.091
2019-04-22,-0.4547
2019-04-23,1.9184
2019-04-24,1.1951
2019-04-25,-1.5648
2019-04-26,2.2196
2019-04-29,0.0587
2019-04-30,-1.7595
2019-05-01,-1.1343
2019-05-02,-0.8756
2019-05-03,1.8885
2019-05-06,0.8371
2019-05-07,-2.6386
2019-05-08,-1.0049
2019-05-09,0.3076
2019-05-10,0.7053
2019-05-13,0.0305
2019-05-14,-0.4566
2019-05-15,0.5199
2019-05-16,0.1217
2019-05-17,-0.3646
2019-05-20,-1.6468
2019-05-21,1.2713
2019-05-22,-0.1837
2019-05-23,2.4847
2019-05-24,0.2394
2019-05-28,-1.1944
2019-05-29,-1.4203999999999999
2019-05-30,-0.4292
2019-05-31,-1.7241
2019-06-03,2.2556
2019-06-04,0.7659
2019-06-05,3.5573
2019-06-06,0.2936
2019-06-07,-0.0878
2019-06-10,-0.4688
2019-06-11,-0.5299
2019-06-12,0.5623
2019-06-13,1.5596999999999999
2019-06-14,0.2028
2019-06-17,0.2892
2019-06-18,-0.2307
2019-06-19,0.2023
2019-06-20,-0.7211
2019-06-21,-0.7263
2019-06-24,0.2049
2019-06-25,-0.3797
2019-06-26,-1.4365
2019-06-27,2.32
2019-06-28,1.1628
2019-07-01,-1.7241
2019-07-02,2.1637
2019-07-03,0.5724
2019-07-05,-1.679
2019-07-08,-0.9841
2019-07-09,2.6308
2019-07-10,3.0191
2019-07-11,-1.1059
2019-07-12,-1.1183
2019-07-15,0.0565
2019-07-16,0.8194
2019-07-17,1.3173
2019-07-18,0.2213
2019-07-19,-0.5796
2019-07-22,0.472
2019-07-23,1.8237
2019-07-24,-1.3296999999999999
2019-07-25,-0.0275
2019-07-26,1.1004
2019-07-29,0.2449
2019-07-30,1.6287
2019-07-31,0.5342
2019-08-01,0.5845
2019-08-02,-1.532
2019-08-05,-2.8433
2019-08-06,0.9663
2019-08-07,0.7383
2019-08-08,1.9273
2019-08-09,0.9854
2019-08-12,-0.2373
2019-08-13,-1.0045
2019-08-14,-2.1362
2019-08-15,0.6821
2019-08-16,0.5962
2019-08-19,0.5119
2019-08-20,1.2061
2019-08-21,-0.4502
2019-08-22,0.4789
2019-08-23,-2.4093
2019-08-26,2.9571
2019-08-27,-1.6337000000000002
2019-08-28,0.0536
2019-08-29,-0.3748
2019-08-30,-0.5912
2019-09-03,-0.0811
2019-09-04,0.7305
2019-09-05,1.1818
2019-09-06,-0.1327
2019-09-09,-1.2227999999999999
2019-09-10,-0.3229
2019-09-11,-0.459
2019-09-12,0.7052
2019-09-13,1.6429
2019-09-16,-0.5829
2019-09-17,0.2932
2019-09-18,-0.5846
2019-09-19,-0.1337
2019-09-20,0.0
2019-09-23,-0.2677
2019-09-24,-0.8857
2019-09-25,0.5686
2019-09-26,1.454
2019-09-27,-1.035
2019-09-30,-0.6704
2019-10-01,-0.9179
2019-10-02,0.4087
2019-10-03,-0.0814
2019-10-04,0.1358
2019-10-07,-0.2712
2019-10-08,-0.5711
2019-10-09,0.4923
2019-10-10,-0.2722
2019-10-11,0.0546
2019-10-14,-1.8549
2019-10-15,1.0839
2019-10-16,-0.1375
2019-10-17,-0.826
2019-10-18,-0.2499
2019-10-21,2.1987
2019-10-22,-2.5054
2019-10-23,0.0
2019-10-24,0.5587
2019-10-25,-1.5278
2019-10-28,0.4795
2019-10-29,0.8703
2019-10-30,2.6162
2019-10-31,-0.7052
2019-11-01,0.0819
2019-11-04,1.8832
2019-11-05,-1.0715
2019-11-06,-0.0271
2019-11-07,1.5439
2019-11-08,-2.3205999999999998
2019-11-11,0.6827
2019-11-12,-1.1391
2019-11-13,0.4938
2019-11-14,1.1739
2019-11-15,0.9174
2019-11-18,2.5667999999999997
2019-11-19,0.7821
2019-11-20,-3.104
2019-11-21,-0.4004
2019-11-22,2.6802
2019-11-25,-2.1665
2019-11-26,0.3387
2019-11-27,0.6751
2019-11-29,-0.7823
2019-12-02,-3.3512
2019-12-03,2.0979
2019-12-04,0.5993
2019-12-05,0.2837
2019-12-06,0.3112
2019-12-09,0.7332
2019-12-10,2.5476
2019-12-11,-0.4641
2019-12-12,-0.9325
2019-12-13,-0.3322
2019-12-16,-0.0833
2019-12-17,-0.5282
2019-12-18,2.4595000000000002
2019-12-19,2.755
2019-12-20,-3.7961
2019-12-23,1.1589
2019-12-24,0.6001
2019-12-26,-0.1627
2019-12-27,0.0815
2019-12-30,-0.1357
2019-12-31,0.0
2020-01-02,-1.6848
2020-01-03,-0.1658
2020-01-06,-0.0831
2020-01-07,-0.2494
2020-01-08,0.1389
2020-01-09,-2.3578
2020-01-10,-1.108
2020-01-13,-0.0575
2020-01-14,0.4886
2020-01-15,0.5435
2020-01-16,0.9104
2020-01-17,-0.1128
2020-01-21,0.0
2020-01-22,-0.8185
2020-01-23,0.9676
2020-01-24,-1.8037999999999998
2020-01-27,-2.2675
2020-01-28,-1.3216
2020-01-29,-0.0893
2020-01-30,-0.6851
2020-01-31,-1.4097
2020-02-03,0.6389
2020-02-04,1.5114999999999998
2020-02-05,1.6677
2020-02-06,-1.2302
2020-02-07,0.1779
2020-02-10,0.0888
2020-02-11,-0.4141
2020-02-12,0.6831
2020-02-13,1.2684
2020-02-14,0.67
2020-02-18,0.5498
2020-02-19,-2.1007
2020-02-20,-2.4103
2020-02-21,0.7831
2020-02-24,-0.6276
2020-02-25,-3.1579
2020-02-26,-1.7081
2020-02-27,-4.9289
2020-02-28,-7.6437
2020-03-02,1.2953999999999999
2020-03-03,-2.1314
2020-03-04,0.5082
2020-03-05,-9.7147
2020-03-06,-3.96
2020-03-09,-9.1628
2020-03-10,6.0064
2020-03-11,-1.3841
2020-03-12,-16.9298
2020-03-13,11.0876
2020-03-16,-10.5989
2020-03-17,7.2302
2020-03-18,-28.9043
2020-03-19,-6.1367
2020-03-20,-30.8321
2020-03-23,20.0859
2020-03-24,9.034
2020-03-25,-2.7071
2020-03-26,2.4452
2020-03-27,-2.5514
2020-03-30,6.0811
2020-03-31,-2.4682
2020-04-01,-13.3061
2020-04-02,-3.2015000000000002
2020-04-03,-3.9882999999999997
2020-04-06,7.4975
2020-04-07,5.9378
2020-04-08,2.1352
2020-04-09,4.5296
2020-04-13,1.5833
2020-04-14,5.5783000000000005
2020-04-15,-4.1181
2020-04-16,-8.0227
2020-04-17,3.7004
2020-04-20,-10.6202
2020-04-21,-3.8973
2020-04-22,-7.3195
2020-04-23,11.0993
2020-04-24,0.3842
2020-04-27,16.2679
2020-04-28,11.358
2020-04-29,11.3821
2020-04-30,-3.9814
2020-05-01,-8.9841
2020-05-04,-3.3409
2020-05-05,-0.8641
2020-05-06,-6.2599
2020-05-07,7.6923
2020-05-08,11.46
2020-05-11,-11.6901
2020-05-12,-5.9011
2020-05-13,-6.7797
2020-05-14,-0.1818
2020-05-15,0.2732
2020-05-18,8.0836
2020-05-19,-2.605
2020-05-20,4.1415
2020-05-21,-1.2428
2020-05-22,-1.2584
2020-05-26,1.8692
2020-05-27,6.422
2020-05-28,-7.1317
2020-05-29,-2.1941
2020-06-01,9.5772
2020-06-02,5.3543
2020-06-03,2.9148
2020-06-04,2.7596
2020-06-05,9.6113
2020-06-08,5.029
2020-06-09,-4.5427
2020-06-10,-9.7749
2020-06-11,-6.6287
2020-06-12,2.9771
2020-06-15,-5.0408
2020-06-16,2.5761
2020-06-17,-4.1096
2020-06-18,-1.5873
2020-06-19,1.6129
2020-06-22,-0.4762
2020-06-23,1.1164
2020-06-24,-3.8644
2020-06-25,1.6407
2020-06-26,-0.2421
2020-06-29,0.9709
2020-06-30,-0.9615
2020-07-01,3.3981
2020-07-02,-0.4695
2020-07-06,-0.7075
2020-07-07,-4.9881
2020-07-08,-0.9167
2020-07-09,-1.9344000000000001
2020-07-10,0.6861
2020-07-13,0.5111
2020-07-14,1.3559
2020-07-15,1.9231
2020-07-16,0.2461
2020-07-17,2.3731999999999998
2020-07-20,-2.558
2020-07-21,0.8203
2020-07-22,-0.3255
2020-07-23,-0.5714
2020-07-24,-1.4778
2020-07-27,0.4167
2020-07-28,3.1535
2020-07-29,1.2872
2020-07-30,2.3034
2020-07-31,-1.7081
