ticker,ADOM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-06-16,32.4138
2017-06-19,5.3365
2017-06-20,1.3617
2017-06-21,2.439
2017-06-22,0.5714
2017-06-23,0.4735
2017-06-26,0.8483
2017-06-27,0.6542
2017-06-28,34.6332
2017-06-29,8.2069
2017-06-30,2.2945
2017-07-03,2.8037
2017-07-05,3.0909
2017-07-06,0.5291
2017-07-07,-1.462
2017-07-10,1.4807000000000001
2017-07-11,0.0965
2017-07-12,0.1986
2017-07-13,-10.3207
2017-07-14,-1.6905000000000001
2017-07-17,-15.6746
2017-07-18,-2.6667
2017-07-19,-15.3102
2017-07-20,-12.4643
2017-07-21,-4.3478
2017-07-24,0.0011
2017-07-25,0.6807
2017-07-26,18.5102
2017-07-27,-4.4762
2017-07-28,-3.2901
2017-07-31,-7.3196
2017-08-01,-7.6752
2017-08-02,-18.6747
2017-08-03,-3.5556
2017-08-04,-1.8433000000000002
2017-08-07,1.5649
2017-08-08,18.6441
2017-08-09,6.4935
2017-08-10,27.9268
2017-08-11,0.572
2017-08-14,9.0047
2017-08-15,4.3478
2017-08-16,7.1667
2017-08-17,1.7885
2017-08-18,0.1528
2017-08-21,0.6865
2017-08-22,0.0
2017-08-23,-3.8636
2017-08-24,1.4184
2017-08-25,-0.3108
2017-08-28,1.7147000000000001
2017-08-29,0.0
2017-08-30,1.3027
2017-08-31,-11.1952
2017-09-01,1.7888
2017-09-05,-0.4184
2017-09-06,9.2017
2017-09-07,2.7318
2017-09-08,-3.6704
2017-09-11,-8.5537
2017-09-12,-2.9762
2017-09-13,-11.3059
2017-09-14,-20.8498
2017-09-15,-12.6092
2017-09-18,-0.5714
2017-09-19,-3.0172
2017-09-20,6.5184999999999995
2017-09-21,9.5967
2017-09-22,3.8071
2017-09-25,-12.5917
2017-09-26,-0.6993
2017-09-27,-2.1127
2017-09-28,5.3237
2017-09-29,-4.918
2017-10-02,2.0115
2017-10-03,-1.2676
2017-10-04,-0.9986
2017-10-05,-3.4582
2017-10-06,-0.1493
2017-10-09,-4.1854
2017-10-10,6.8643
2017-10-11,-2.1898
2017-10-12,3.4328
2017-10-13,-1.0101
2017-10-16,-5.2478
2017-10-17,-25.6923
2017-10-18,-13.2505
2017-10-19,0.4773
2017-10-20,0.4751
2017-10-23,-3.0733
2017-10-24,-10.4878
2017-10-25,7.9019
2017-10-26,11.1111
2017-10-27,9.5455
2017-10-30,-2.6971
2017-10-31,5.7569
2017-11-01,-8.2661
2017-11-02,6.5934
