ticker,PGNN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-11-25,0.0
2005-11-29,6.6667
2005-11-30,-4.4167
2005-12-01,-4.0976
2005-12-02,11.3636
2005-12-06,2.0408
2005-12-16,0.0
2005-12-19,0.0
2005-12-20,-2.0
2005-12-30,22.449
2006-01-04,0.0
2006-01-31,0.0
2006-03-31,6.6667
2006-04-03,0.0
2006-04-04,0.0
2006-04-06,0.0
2006-04-07,-6.25
2006-04-10,0.3333
2006-04-25,-10.299
2006-04-26,3.7037
2006-05-04,-1.7856999999999998
2006-05-16,0.0
2006-05-23,-3.6364
2006-05-25,-1.8868
2006-06-01,-3.8462
2006-06-02,-0.4
2006-06-07,-3.6145
2006-06-08,6.25
2006-06-09,-1.9607999999999999
2006-06-12,0.0
2006-06-13,2.0
2006-06-26,-9.4118
2006-06-27,3.8961
2006-06-30,8.3333
2006-07-07,-3.8462
2006-07-10,0.0
2006-07-13,-2.0
2006-07-14,0.8163
2006-07-25,6.0729
2006-07-26,0.0
2006-07-27,0.0
2006-07-31,3.0534
2006-08-03,-3.7037
2006-08-04,3.8462
2006-08-08,0.0
2006-08-10,0.0
2006-08-11,-3.3333
2006-08-14,3.4483
2006-08-18,-3.7037
2006-08-30,0.3846
2006-09-05,-1.1494
2006-09-06,-1.1628
2006-09-07,0.3922
2006-09-08,-0.7813
2006-09-11,0.3937
2006-09-18,0.7843
2006-09-19,-0.7782
2006-09-21,0.0
2006-09-27,-1.9607999999999999
2006-10-12,0.4
2006-10-16,0.7968
2006-10-25,-1.1858
2006-10-26,0.4
2006-11-13,-3.1873
2006-11-14,-2.0576
2006-11-16,2.9412000000000003
2006-11-28,-2.8571
2006-12-11,0.8403
2006-12-12,-2.0833
2006-12-13,2.1277
2006-12-14,-2.0833
2006-12-15,0.8511
2006-12-18,1.2658
2006-12-19,0.0
2006-12-22,4.1667
2006-12-29,0.0
2007-01-04,0.0
2007-01-16,-1.6
2007-01-17,0.813
2007-01-18,1.2097
2007-01-19,1.5936
2007-01-23,-1.9607999999999999
2007-01-24,-1.6
2007-01-25,1.626
2007-01-29,0.4
2007-01-30,-0.3984
2007-02-09,0.8
2007-02-13,-0.7937
2007-02-14,-1.6
2007-02-20,1.626
2007-02-21,-0.8
2007-02-26,-3.2258
2007-02-27,0.0
2007-02-28,4.5833
2007-03-05,-3.9840999999999998
2007-03-08,4.1494
2007-03-16,-0.3984
2007-03-21,-0.8
2007-03-29,0.8065
2007-04-09,0.0
2007-04-20,-0.8
