ticker,HTGC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-09,-0.3077
2005-06-10,-2.9321
2005-06-13,-0.3975
2005-06-14,-0.1596
2005-06-15,1.9184999999999999
2005-06-16,-0.0784
2005-06-17,1.6484
2005-06-20,0.0
2005-06-21,-0.3861
2005-06-22,0.3876
2005-06-23,-0.7722
2005-06-24,0.3891
2005-06-27,0.6202
2005-06-28,-0.2311
2005-06-29,0.0772
2005-06-30,-0.463
2005-07-01,-0.3876
2005-07-05,0.3891
2005-07-06,0.0
2005-07-07,-0.155
2005-07-08,0.5435
2005-07-11,-1.9304999999999999
2005-07-12,1.1811
2005-07-13,-0.3891
2005-07-14,0.0
2005-07-15,0.0
2005-07-18,-1.1719
2005-07-19,0.9486
2005-07-20,-0.1566
2005-07-21,-0.7843
2005-07-22,0.3953
2005-07-25,3.4646
2005-07-26,-0.3044
2005-07-27,0.7634
2005-07-28,-1.5909
2005-07-29,0.077
2005-08-01,0.7692
2005-08-02,0.7634
2005-08-03,0.6818
2005-08-04,1.5800999999999998
2005-08-05,1.8519
2005-08-08,-0.2909
2005-08-09,0.6565
2005-08-10,-2.6812
2005-08-11,3.1273
2005-08-12,1.083
2005-08-15,0.0
2005-08-16,-1.5714000000000001
2005-08-17,-2.0319
2005-08-18,0.0741
2005-08-19,-0.074
2005-08-22,0.6667
2005-08-23,1.3981
2005-08-24,0.1451
2005-08-25,-1.087
2005-08-26,-2.5641
2005-08-29,0.6767
2005-08-30,-2.7633
2005-08-31,2.0737
2005-09-01,-0.7524
2005-09-02,-0.6065
2005-09-06,-0.9916
2005-09-07,-0.1541
2005-09-08,-0.5401
2005-09-09,-2.3274
2005-09-12,1.5091
2005-09-13,-1.252
2005-09-14,-0.7924
2005-09-15,0.2396
2005-09-16,1.992
2005-09-19,-1.5625
2005-09-20,0.0
2005-09-21,1.4285999999999999
2005-09-22,-1.4085
2005-09-23,0.0794
2005-09-26,-1.9033
2005-09-27,-1.6977
2005-09-28,-0.7401
2005-09-29,3.5625999999999998
2005-09-30,2.0
2005-10-03,-3.9215999999999998
2005-10-04,-0.6531
2005-10-05,0.7395
2005-10-06,0.7341
2005-10-07,-2.915
2005-10-10,-7.1726
2005-10-11,-2.336
2005-10-12,-7.1757
2005-10-13,1.0902
2005-10-14,-0.9804
2005-10-17,0.0
2005-10-18,0.396
2005-10-19,0.0986
2005-10-20,-0.4926
2005-10-21,0.0
2005-10-24,4.9505
2005-10-25,2.8302
2005-10-26,-4.8165
