ticker,IMHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-16,60.7143
2007-02-27,-15.5556
2007-03-01,10.526299999999999
2007-03-12,-4.7619
2007-03-13,-5.0
2007-03-22,18.4211
2007-04-17,-40.0
2007-04-18,11.1111
2007-06-04,33.3333
2007-06-25,27.5
2007-06-27,7.8431
2007-06-28,0.0
2007-08-01,27.2727
2007-08-24,-27.1429
2007-08-28,243.1373
2007-08-29,-14.2857
2007-08-30,-8.6667
2007-09-04,-59.854
2007-09-06,0.0
2007-09-12,-3.6364
2007-09-21,-43.3962
2007-09-25,76.6667
2007-10-01,-43.3962
2007-10-03,0.0
2007-10-05,0.0
2007-10-08,16.6667
2007-10-12,185.7143
2007-10-23,-25.0
2007-10-25,-6.6667
2007-11-15,-21.4286
2007-11-20,-18.1818
2007-11-26,11.1111
2007-12-14,-50.0
2007-12-18,60.0
2007-12-20,0.0
2008-03-25,-37.5
2008-03-31,20.0
2008-04-16,-33.3333
2008-06-12,-50.0
2008-07-11,-50.0
2008-08-07,-60.0
2008-08-08,-25.0
2008-08-11,-33.3333
2008-08-12,0.0
2008-08-14,-50.0
2008-08-15,-40.0
2008-08-18,0.0
2008-08-20,0.0
2008-08-26,66.6667
2008-09-02,-40.0
2008-09-08,0.0
2008-09-11,0.0
2008-09-12,-33.3333
2008-09-15,50.0
2008-10-01,-33.3333
2008-10-17,-50.0
2008-12-26,0.0
2009-02-20,-68.75
2009-04-23,0.0
2009-08-19,540.0
2009-08-20,50.0
2009-08-25,-66.6667
2009-09-08,0.0
2009-09-14,0.0
2009-09-16,-12.5
2009-10-19,128.5714
2009-10-30,200.0
2009-11-02,-33.3333
2009-11-04,-12.5
2009-11-06,-14.2857
2009-11-10,-72.9167
2009-11-13,1130.7692
2009-11-16,-20.0
2009-11-18,-50.0
2009-11-19,0.0
2009-11-24,25.0
2009-11-25,40.0
2009-11-30,-14.2857
2009-12-02,16.6667
2009-12-08,14.2857
2009-12-16,0.0
2009-12-22,0.0
2010-02-24,-37.5
2010-03-11,-50.0
2010-03-23,-55.0
2010-04-16,0.0
2010-04-19,566.6667
2010-04-23,0.0
2010-04-26,-20.0
2010-04-27,-33.3333
2010-05-25,0.0
2010-09-27,175.0
2010-10-11,22.7273
2010-10-15,-79.1667
2010-10-18,-60.0
2010-12-16,-89.3333
2010-12-17,0.0
2011-01-04,733.3333
2011-01-14,0.0
2011-02-15,100.0
2011-02-16,0.0
2011-02-17,0.0
2011-02-28,0.0
2011-03-08,175.0
