ticker,IMHC US Equity
2011-08-12,-63.6364
2012-02-07,-10.0
2012-02-24,-16.6667
2012-02-28,-13.3333
2012-11-08,-15.3846
2013-03-05,0.0
2013-03-27,0.0
2013-12-09,0.0
2014-02-12,445.4545
2014-02-13,25.0
2014-02-14,0.0
2014-02-19,13.3333
2014-02-20,22.352899999999998
2014-02-21,20.1923
2014-02-24,24.0
2014-02-25,-14.8387
2014-02-27,6.0606
2014-02-28,-5.7143
2014-03-04,-5.303
2014-03-07,-19.2
2014-03-11,6.9307
2014-03-14,-2.7778
2014-03-19,0.9524
2014-03-20,-0.9434
2014-03-21,0.0
2014-03-24,-4.7619
2014-03-26,0.0
2014-03-28,-22.0
2014-04-09,28.2051
2014-04-24,10.0
2014-04-28,27.2727
2014-04-30,21.4286
2014-05-01,17.647100000000002
2014-05-02,-25.0
2014-05-05,20.0
2014-05-07,-21.6667
2014-05-16,-32.6241
2014-05-19,2.1053
2014-05-20,0.0
2014-05-27,0.0
2014-07-10,1.0309
2014-07-14,0.0
2014-08-05,2.0408
2014-08-19,0.0
2014-09-19,10.0
2014-10-14,-4.5455
2014-10-20,-14.2857
2014-10-21,0.0
2014-11-04,0.0
2014-11-18,-5.5556
2014-12-04,-5.8824
2014-12-08,0.0
2015-02-05,-3.75
2015-04-21,-2.5974
2015-05-04,-13.3333
2015-06-18,0.0
2015-07-28,0.0
2015-08-24,-7.6923
2015-09-25,0.0
2015-11-10,-16.6667
2015-11-13,-30.0
2015-11-16,-11.4286
2015-11-17,-12.9032
2015-11-19,-7.4074
2015-11-23,0.0
2015-11-24,-20.0
2015-12-07,75.0
2015-12-08,0.0
2015-12-09,-31.4286
2015-12-10,-16.6667
2015-12-15,-15.0
2015-12-18,17.647100000000002
2015-12-21,0.0
2016-01-12,16.0
2016-01-15,3.4483
2016-01-20,0.0
2016-02-02,-16.6667
2016-02-24,70.0
2016-02-25,17.647100000000002
2016-02-26,-12.5
2016-03-03,42.8571
2016-03-04,50.0
2016-03-07,33.3333
2016-03-11,-15.0
2016-03-28,17.647100000000002
2016-03-29,0.0
2016-03-30,-9.2375
2016-03-31,25.6025
2016-04-18,-29.8246
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,12.5
2016-04-22,0.0
2016-04-27,-11.1111
2016-05-12,-6.25
2016-05-16,-13.3333
2016-05-23,-15.3846
2016-07-20,-9.0909
2016-07-21,3.025
2016-08-03,-2.9362
2016-08-12,-60.0
2016-09-13,0.0
2017-03-28,0.0
2017-04-07,25.0
2017-04-10,0.0
2017-04-18,0.0
2017-04-19,20.0
2017-05-04,0.0
2017-05-05,-50.0
2017-05-18,0.0
2017-05-19,-20.0
2017-05-22,108.3333
2017-05-23,10.8
2017-05-24,8.3032
2017-05-25,0.0
2017-05-26,0.0
2017-05-30,13.3333
2017-06-07,-11.7647
2017-06-15,0.0
2017-06-27,0.0
2017-07-06,0.0
2017-07-24,-33.3333
2017-07-25,-24.5
2017-07-27,58.9404
2017-07-31,25.0
2017-08-04,66.7
2017-08-09,-10.018
2017-08-11,11.1333
2017-10-31,-20.016
2017-11-01,25.0
2017-12-08,50.0
2017-12-12,20.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-18,16.6667
2017-12-19,138.0952
2017-12-20,14.0
2017-12-21,2.4561
2017-12-22,0.0
2017-12-27,-16.0959
2017-12-28,22.449
2017-12-29,8.3333
2018-01-02,0.0
2018-01-04,-15.3846
2018-01-05,0.0
2018-01-11,-0.3636
2018-01-16,-30.292
2018-01-17,0.0
2018-01-18,70.1571
2018-01-19,-23.0769
2018-01-22,0.0
2018-01-23,-20.0
2018-01-31,-10.0
2018-02-06,-13.8889
2018-02-07,-9.6774
2018-02-08,-7.1429
2018-02-09,0.0
2018-02-12,-11.538499999999999
2018-02-13,-12.1739
2018-02-16,-0.9901
2018-02-20,30.0
2018-02-21,-23.0769
2018-02-22,-25.0
2018-02-23,0.0
2018-02-27,0.0
2018-03-02,33.3333
2018-03-05,-35.0
2018-03-06,53.8462
2018-03-13,0.0
2018-03-15,-20.0
2018-03-16,-12.5
2018-03-19,-7.1429
2018-03-26,0.0
2018-03-27,0.0
2018-04-02,-21.5385
2018-04-03,0.0
2018-04-04,-21.5686
2018-04-18,-25.0
2018-04-20,66.6667
2018-04-26,190.0
2018-04-27,13.7931
2018-04-30,0.0
2018-05-02,9.0909
2018-05-11,-27.7778
2018-06-06,-23.0769
2018-06-15,25.0
2018-06-19,-36.0
2018-06-20,-6.25
2018-07-02,0.0
2018-07-05,-20.0
2018-07-06,-16.6667
2018-07-10,-40.0
2018-07-12,0.0
2018-07-17,-33.3333
2018-07-26,0.0
2018-07-27,0.0
2018-07-30,-15.0
2018-07-31,-11.7647
2018-08-01,-33.3333
2018-08-02,0.0
2018-08-03,0.0
2018-08-06,-40.0
2018-08-07,-30.0
2018-08-08,19.0476
2018-08-13,0.0
2018-08-20,60.0
2018-08-24,37.5
2018-08-29,18.1818
2018-09-12,92.3077
2018-09-13,0.0
2018-09-21,-20.0
2018-10-08,-55.0
2018-10-11,-11.1111
2018-10-15,0.0
2018-10-17,-12.5
2018-10-23,-12.857099999999999
2018-11-13,0.0
2018-12-03,0.0
2018-12-04,-16.3934
2018-12-06,-1.9607999999999999
2018-12-27,-10.0
2019-01-30,11.1111
2019-04-23,20.0
2019-04-24,100.0
2019-04-29,-16.6667
2019-04-30,-20.0
2019-05-03,87.5
2019-05-08,-33.3333
2019-05-16,-5.0
2019-05-17,-5.2632
2019-05-20,0.0
2019-05-21,-5.5556
2019-05-23,0.0
2019-05-24,-5.8824
2019-05-28,25.0
2019-05-29,-40.0
2019-05-30,33.3333
2019-05-31,6.25
2019-06-03,-17.647100000000002
2019-06-04,0.0
2019-06-05,14.2857
2019-06-21,0.0
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,0.0
2019-07-01,0.0
2019-07-02,0.0
2019-07-08,0.0
2019-07-09,6.25
2019-07-10,0.0
2019-07-25,-11.7647
2019-07-26,-6.6667
2019-07-29,0.0
2019-08-16,0.0
2019-08-20,0.0
2019-08-21,-14.2857
2019-08-22,-16.6667
2019-09-04,0.0
2019-09-06,0.0
2019-09-10,0.0
2019-09-13,10.0
2019-11-19,-36.3636
2019-12-27,42.8571
2020-01-07,0.0
2020-01-10,0.0
2020-01-17,40.0
2020-01-21,-28.5714
2020-01-24,0.0
2020-02-18,0.0
2020-02-21,0.0
2020-02-24,20.0
2020-02-25,50.0
2020-02-28,33.3333
2020-03-02,-3.3333
2020-03-03,12.069
2020-03-04,-11.538499999999999
2020-03-05,-13.0435
2020-03-10,-5.0
2020-03-11,-10.4211
2020-03-16,-23.6193
2020-03-17,0.0
2020-03-19,18.4615
2020-03-31,3.8961
2020-04-06,-5.0
2020-04-16,23.6842
2020-04-21,-25.5319
2020-04-29,17.8571
2020-05-14,9.0909
2020-05-22,11.1111
2020-05-26,40.0
2020-05-27,7.1429
2020-05-28,16.0
2020-05-29,0.5747
2020-06-01,2.8571
2020-06-02,11.1111
2020-06-03,45.0
2020-06-04,-5.1724
2020-06-05,9.0909
2020-06-08,30.0
2020-06-09,15.3846
2020-06-10,8.9444
2020-06-11,4.0286
2020-06-12,45.098
2020-06-15,-8.2432
2020-06-16,2.3564
2020-06-17,12.5899
2020-06-18,12.4601
2020-06-19,-14.2045
2020-06-22,11.9205
2020-06-23,-2.9586
2020-06-24,-6.0976
2020-06-25,-38.3117
2020-06-26,-6.3158
2020-06-29,-31.4607
2020-06-30,-9.8361
2020-07-01,-1.8
2020-07-02,-12.8124
2020-07-06,-8.4731
2020-07-07,16.0093
2020-07-08,-10.6
2020-07-09,2.9083
2020-07-10,-0.8696
2020-07-13,0.0
2020-07-14,-7.8947
2020-07-15,-17.7381
2020-07-16,-24.7467
2020-07-17,45.0
2020-07-20,-4.5093
2020-07-21,-16.1111
2020-07-22,-0.6623
2020-07-23,-13.3333
2020-07-24,0.7692
2020-07-27,0.0
2020-07-28,-8.3969
2020-07-29,16.6667
2020-07-30,-21.4286
2020-07-31,0.0
