ticker,WMGR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-24,233.3333
2015-04-23,155.0
2015-08-11,-50.9804
2015-08-21,300.0
2015-08-24,0.0
2015-08-27,0.0
2015-09-10,-80.0
2016-02-10,0.0
2016-06-22,15.5
2018-02-22,120.7792
2018-04-03,0.0
2018-05-25,98.0392
2018-08-30,-90.099
2018-09-07,1850.0
2019-01-18,-74.3592
2019-01-28,-79.9998
2019-01-29,-35.0
2019-01-30,0.0
2019-01-31,15.3846
2019-02-01,-13.3333
2019-02-07,-0.3846
2019-02-08,0.3861
2019-02-11,53.8462
2019-02-12,-35.0
2019-02-13,7.6923
2019-02-14,7.1429
2019-02-15,-0.6667
2019-02-19,-6.0403
2019-02-21,3.5714
2019-03-01,-5.5172
2019-03-04,-0.7299
2019-03-13,0.7353
2019-03-15,0.0
2019-03-18,1.4599
2019-03-19,4.3165
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,-3.0345
2019-03-27,2.4182
2019-04-02,-2.7778
2019-04-08,-6.4286
2019-04-10,-8.3969
2019-04-11,8.3333
2019-04-12,-0.7692
2019-04-16,8.5271
2019-04-17,-27.8571
2019-04-18,5.9406
2019-04-22,-3.7382999999999997
2019-04-23,6.7961
2019-04-26,-20.9091
2019-04-29,0.0
2019-05-03,-39.0805
2019-05-06,-15.0943
2019-05-07,6.0
2019-05-09,0.0
2019-05-10,-37.1069
2019-05-13,33.3333
2019-05-17,0.0
2019-05-20,17.75
2019-05-21,97.4522
2019-05-23,-3.2258
2019-05-24,-38.8889
2019-05-28,54.5455
2019-05-29,-35.2941
2019-05-30,27.2727
2019-05-31,0.0
2019-06-03,0.0
2019-06-04,12.857099999999999
2019-06-05,-24.0506
2019-06-07,1.6667
2019-06-10,-16.3934
2019-06-11,31.7941
2019-06-12,14.5578
2019-06-13,-22.0779
2019-06-14,-1.6667
2019-06-17,-8.4746
2019-06-18,-9.2593
2019-06-19,2.0408
2019-06-20,2.0
2019-06-25,-11.7647
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,-11.1111
2019-07-01,0.0
2019-07-02,-5.0
2019-07-08,-7.8947
2019-07-09,-17.1429
2019-07-10,13.7931
2019-07-11,-9.0909
2019-07-12,0.0
2019-07-15,-33.3333
2019-07-16,17.5
2019-07-17,27.234
2019-07-18,-18.0602
2019-07-19,22.449
2019-07-22,-22.6667
2019-07-23,5.1724
2019-07-24,-54.918
2019-07-25,-27.2727
2019-07-26,37.375
2019-07-29,27.2975
