ticker,WMGR US Equity
2019-07-30,-28.5919
2019-07-31,16.1161
2019-08-01,7.7586
2019-08-02,-16.0
2019-08-05,-14.2857
2019-08-06,-20.8889
2019-08-07,15.1685
2019-08-08,2.439
2019-08-09,0.0
2019-08-12,-0.119
2019-08-13,-29.6782
2019-08-14,-20.339
2019-08-15,-14.8936
2019-08-16,25.0
2019-08-19,-20.2
2019-08-20,-24.812
2019-08-21,50.0
2019-08-22,-4.4444
2019-08-23,-6.9767
2019-08-26,17.5
2019-08-27,6.383
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,-14.0
2019-09-04,-1.9302000000000001
2019-09-05,-1.5888
2019-09-06,-3.6145
2019-09-09,5.0
2019-09-10,0.0
2019-09-11,19.0476
2019-09-12,-20.0
2019-09-13,10.0
2019-09-16,6.8182
2019-09-17,-25.5319
2019-09-19,0.0
2019-09-20,34.0
2019-09-23,-1.919
2019-09-24,-21.7391
2019-09-25,8.3333
2019-09-26,1.0256
2019-09-27,1.5228000000000002
2019-09-30,0.0
2019-10-01,-10.0
2019-10-02,11.1111
2019-10-03,-10.0
2019-10-04,29.7222
2019-10-07,-20.7709
2019-10-08,0.0
2019-10-09,-5.4054
2019-10-10,34.2857
2019-10-11,-34.0426
2019-10-14,3.2258
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,25.0
2019-10-23,-12.5
2019-10-24,14.2857
2019-10-25,-12.5
2019-10-28,0.0
2019-10-30,14.2857
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,12.5
2019-11-05,-11.1111
2019-11-06,12.5
2019-11-07,17.7778
2019-11-08,-5.6604
2019-11-11,-20.8
2019-11-12,-1.5152
2019-11-13,10.2564
2019-11-14,-6.9767
2019-11-15,12.5
2019-11-18,75.5556
2019-11-19,-36.7089
2019-11-20,0.0
2019-11-21,0.2
2019-11-22,-8.1836
2019-11-25,-4.0217
2019-11-26,-0.3398
2019-11-27,2.2727
2019-11-29,0.0
2019-12-03,13.3333
2019-12-04,3.9215999999999998
2019-12-05,0.0
2019-12-06,-5.6604
2019-12-09,0.0
2019-12-10,-8.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,-45.6522
2019-12-16,56.0
2019-12-17,-3.8462
2019-12-18,4.0
2019-12-19,-12.4744
2019-12-20,17.1818
2019-12-23,-12.5
2019-12-26,5.1429
2019-12-27,22.2826
2019-12-30,-26.4444
2019-12-31,2.719
2020-01-02,17.352899999999998
2020-01-03,-2.2556
2020-01-06,2.8205
2020-01-07,1.6209
2020-01-09,-18.773
2020-01-10,30.5589
2020-01-13,4.1305
2020-01-14,-4.4444
2020-01-15,4.6512
2020-01-16,-13.3333
2020-01-17,2.5641
2020-01-21,0.0
2020-01-22,-13.75
2020-01-23,0.0
2020-01-24,12.463799999999999
2020-01-27,-12.3711
2020-01-28,30.0
2020-01-29,0.0
2020-01-30,-12.3303
2020-01-31,13.5484
2020-02-03,-20.4545
2020-02-04,10.4286
2020-02-06,-13.8422
2020-02-07,33.033
2020-02-10,0.0
2020-02-11,-0.2257
2020-02-12,-24.6606
2020-02-13,0.0
2020-02-18,2.1021
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,30.2941
2020-02-24,1.5800999999999998
2020-02-25,72.2222
2020-02-26,12.129
2020-02-27,-30.9551
2020-02-28,0.0
2020-03-02,8.1667
2020-03-03,0.1541
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,-18.4615
2020-03-10,13.2075
2020-03-11,16.6667
2020-03-12,0.0
2020-03-13,0.0
2020-03-16,-14.1429
2020-03-17,-16.8053
2020-03-18,0.0
2020-03-19,0.0
2020-03-20,-30.0
2020-03-23,185.7143
2020-03-24,-10.0
2020-03-25,33.3333
2020-03-26,-16.6667
2020-03-27,-10.2
2020-03-30,44.7661
2020-03-31,-13.461500000000001
2020-04-01,-19.9111
2020-04-02,22.0866
2020-04-03,-4.5455
2020-04-06,-28.5714
2020-04-07,0.0
2020-04-28,-73.3333
2020-04-29,100.0
2020-04-30,-25.0
2020-05-01,0.0
2020-05-04,0.0
2020-05-13,33.3333
2020-05-15,0.0
2020-05-18,25.0
2020-05-19,-60.0
2020-05-20,-50.0
2020-05-21,400.0
2020-05-26,20.0
2020-05-27,-1.6667
2020-06-01,-83.0508
2020-06-02,0.0
2020-06-03,85.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-09,8.1081
2020-06-10,0.0
2020-06-11,0.0
2020-06-15,0.0
2020-06-18,145.0
2020-06-19,-18.3673
2020-06-24,50.0
2020-06-25,0.0
2020-06-29,-66.6667
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-23,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,50.0
2020-07-31,0.0
