ticker,TCNB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-14,1.4925
2007-10-19,-1.4706000000000001
2007-12-06,-0.4975
2007-12-07,1.5
2008-02-27,-21.1823
2008-02-28,3.125
2008-03-10,24.2424
2008-04-07,0.0
2008-04-10,-2.439
2008-04-14,0.0
2008-04-15,-2.5
2008-05-20,-2.5641
2008-05-29,-13.6842
2008-06-03,3.6585
2008-06-09,-3.5294
2008-07-15,-2.439
2008-07-17,0.0
2008-08-01,0.0
2008-08-12,0.0
2008-08-19,8.125
2008-09-29,-5.2023
2008-10-20,-8.5366
2008-11-26,-2.0
2008-11-28,2.0408
2008-12-10,-2.0
2008-12-12,-4.7619
2008-12-15,0.0
2008-12-16,3.5714
2008-12-23,-3.4483
2008-12-24,-7.1429
2008-12-31,7.6923
2009-01-06,-7.1429
2009-01-16,-3.8462
2009-01-20,12.0
2009-01-28,-10.7143
2009-01-29,0.0
2009-02-03,0.8
2009-02-12,-4.7619
2009-02-20,0.0
2009-02-24,-1.6667
2009-03-04,-32.2034
2009-03-06,0.0
2009-03-09,12.5
2009-03-12,0.0
2009-03-13,-1.1111
2009-03-25,0.0
2009-03-27,1.1236
2009-03-30,0.0
2009-04-03,11.1111
2009-04-09,0.0
2009-04-13,-10.0
2009-04-16,11.1111
2009-04-17,-10.0
2009-04-20,5.5556
2009-04-29,5.2632
2009-05-04,20.0
2009-05-07,-16.6667
2009-05-20,0.0
2009-05-22,0.0
2009-05-27,5.0
2009-05-28,0.0
2009-06-03,4.7619
2009-06-04,9.0909
2009-06-09,-8.3333
2009-06-10,-0.1818
2009-06-11,0.1821
2009-07-02,0.0
2009-07-17,0.0
2009-07-29,0.0
2009-07-31,9.0909
2009-08-24,-16.6667
2009-10-05,20.0
2009-10-14,-8.3333
2009-11-04,0.0
2009-11-06,-8.1818
2009-11-17,-0.9901
2009-11-18,8.0
2009-11-30,-16.6667
2009-12-01,8.8889
2009-12-11,-8.1633
2009-12-16,27.7778
2009-12-21,-13.0435
2009-12-28,-15.0
2010-01-20,29.4118
2010-02-02,-22.7273
2010-02-03,0.0
2010-02-08,3.5294
2010-02-09,2.2727
2010-02-16,-5.5556
2010-02-26,0.0
2010-03-05,-5.8824
2010-03-09,0.0
2010-04-05,-0.0031
2010-04-12,-2.497
2010-04-14,-5.1282
2010-04-23,-5.4054
2010-05-05,-14.2857
2010-05-12,11.6667
2010-05-14,-5.9701
2010-05-18,-4.7619
2010-05-19,35.0
2010-05-26,-1.2346
