ticker,SSGOF US Equity
2015-03-10,0.2521
2015-03-11,-1.9279
2015-03-12,0.5128
2015-03-13,4.5918
2015-03-16,0.813
2015-03-17,0.0
2015-03-18,-4.8387
2015-03-19,-0.2542
2015-03-20,1.2744
2015-03-23,-1.1745
2015-03-24,3.82
2015-03-25,5.3966
2015-03-26,-0.2327
2015-03-27,1.0886
2015-03-30,-1.5385
2015-03-31,-7.0313
2015-04-01,9.2437
2015-04-02,0.7692
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,0.7634
2015-04-09,-0.8333
2015-04-10,-1.4515
2015-04-13,0.0
2015-04-14,0.0
2015-04-15,2.3256
2015-04-16,0.7576
2015-04-17,-1.0526
2015-04-20,-1.6717
2015-04-21,1.932
2015-04-22,-0.3033
2015-04-23,1.1407
2015-04-24,4.5113
2015-04-27,14.3885
2015-04-28,0.0
2015-04-29,1.2579
2015-04-30,0.6211
2015-05-01,0.0
2015-05-04,-14.8148
2015-05-05,-51.4493
2015-05-06,-74.6269
2015-05-07,38.2353
2015-05-08,-27.6596
2015-05-11,-17.647100000000002
2015-05-12,-28.5714
2015-05-13,-29.6875
2015-05-14,-27.2889
2015-05-15,-2.2005
2015-05-18,-10.0
2015-05-19,6.6667
2015-05-20,-11.1979
2015-05-21,-6.1584
2015-05-22,-12.5
2015-05-26,22.8571
2015-05-27,-17.4419
2015-05-28,21.1268
2015-05-29,-18.6047
2015-06-01,0.0
2015-06-03,-14.2857
2015-06-04,-30.0
2015-06-05,0.0
2015-06-08,0.0
2015-06-09,-7.1429
2015-06-10,28.2051
2015-06-11,19.5
2015-06-12,0.0
2015-06-15,-23.0126
2015-06-16,8.6957
2015-06-17,2.5
2015-06-18,0.0
2015-06-19,28.2927
2015-06-22,0.0
2015-06-23,0.0
2015-06-24,-23.9544
2015-06-25,0.0
2015-07-02,-2.25
2015-07-09,-17.647100000000002
2015-07-10,0.0
2015-07-14,0.0
2015-07-15,-0.6211
2015-07-21,-5.0
2015-07-22,-20.3947
2015-07-23,0.0
2015-08-07,0.4132
2015-08-11,-1.2346
2015-08-17,-13.3333
2015-08-18,0.0
2015-08-20,0.0
2015-08-24,0.0
2015-08-31,0.0
2015-09-03,-23.0769
2015-09-08,0.0
2015-09-15,0.0
2015-09-16,0.0
2015-09-21,0.0
2015-09-22,0.0
2015-09-23,0.0
2015-09-25,0.0
2015-09-28,0.0
2015-10-06,-65.0
2015-10-07,3.5714
2015-10-12,0.0
2015-10-13,148.2759
2015-10-15,0.0
2015-11-04,-55.5556
2015-11-05,0.0
2015-11-06,0.0
2015-11-13,150.0
2015-11-23,-50.0
2015-11-30,0.0
2015-12-24,-17.5
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,6.0606
2015-12-31,0.0
2016-01-08,-8.5714
2016-01-11,0.0
2016-01-12,0.0
2016-01-29,0.0
2016-02-01,262.5
2016-02-02,-17.2414
2016-02-03,0.0
2016-02-04,45.8333
2016-02-05,-11.4286
2016-02-08,-0.4032
2016-02-09,0.0
2016-02-10,-14.979800000000001
2016-02-18,-23.8095
2016-02-23,0.0
2016-03-04,0.0
2016-03-07,15.0
2016-03-08,73.913
2016-03-22,-55.0
2016-04-05,-20.8333
2016-04-08,-1.7544
2016-04-11,19.6429
2016-04-12,0.0
2016-04-15,-14.9254
2016-04-20,-56.1404
2016-05-02,124.0
2016-05-13,-28.5714
2016-06-01,0.0
2016-06-08,0.0
2016-07-13,0.0
2016-07-15,0.0
2016-08-03,0.0
2016-08-05,0.0
2016-08-16,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-09-23,0.0
2016-09-30,40.0
2016-10-05,-28.5714
2016-10-07,3.75
2016-10-11,-3.6145
2016-10-17,0.0
2016-10-25,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-11,0.0
2016-11-14,278.75
2016-11-15,-26.0726
2016-11-16,-24.1071
2016-11-17,60.0
2016-11-18,-58.8235
2016-11-21,42.8571
2016-11-23,51.875
2016-11-28,170.3704
2016-11-29,-2.2831
2016-11-30,-24.9221
2016-12-01,3.112
2016-12-02,28.7726
2016-12-05,-43.75
2016-12-06,0.0
2016-12-08,-33.3333
2016-12-09,0.0
2016-12-12,30.0
2016-12-19,2.5641
2016-12-20,-25.0
2016-12-21,0.0
2016-12-23,0.0
2016-12-27,-56.6667
2016-12-28,159.6154
2016-12-29,-61.4815
2017-01-31,0.0
2017-02-09,0.0
2017-02-10,284.6154
2017-02-14,-36.75
2017-03-15,-67.1937
2017-03-22,2.4096
2017-03-24,841.1765
2017-03-27,100.25
2017-03-28,209.613
2017-03-29,-51.6129
2017-03-31,-46.6667
2017-04-03,-1.25
2017-04-04,-36.7089
2017-04-05,78.0
2017-04-06,-23.5955
2017-04-07,-19.6691
2017-04-10,24.4851
2017-04-12,-19.6691
2017-04-13,9.8398
2017-04-17,-40.0
2017-04-19,-30.5556
2017-04-20,77.0
2017-04-21,-10.5932
2017-04-28,1.1058
2017-05-03,-21.5625
2017-05-05,-4.3825
2017-05-08,0.0
2017-05-09,48.75
2017-05-15,-44.8179
2017-05-16,43.9086
2017-05-22,-49.2063
2017-05-23,-14.9306
2017-05-24,0.4082
2017-05-26,-0.4065
2017-05-31,124.0816
2017-06-26,-41.7122
2017-06-28,-23.5
2017-06-29,-30.719
2017-07-11,34.1415
2017-07-19,-26.1551
2017-07-27,0.0
2017-07-28,0.0
2017-08-01,0.0
2017-08-17,-1.9048
2017-08-30,0.0
2017-09-13,0.0
2017-09-14,-4.8544
2017-09-15,-32.6531
2017-10-11,-19.0152
2017-10-20,-6.4546
2017-10-25,-20.0
2017-10-27,-2.5
2017-11-02,-20.5128
2017-11-07,93.5484
2017-11-09,-48.3333
2017-11-17,3.2258
2017-11-22,-3.125
2017-11-28,0.0
2017-11-29,-32.2581
2017-12-11,0.0
2017-12-12,18.5714
2017-12-19,20.3614
2017-12-26,0.0
2017-12-29,-29.9299
2018-01-04,143.0
2018-01-05,0.0
2018-01-11,-58.8477
2018-01-31,143.0
2018-02-01,-41.2111
2018-02-02,0.0
2018-02-08,0.0
2018-02-15,-26.6667
2018-03-05,36.3636
2018-03-09,0.0
2018-04-05,-30.0
2018-04-13,42.8571
2018-04-16,248.3333
2018-04-17,-24.4019
2018-04-18,12.6582
2018-04-23,17.4157
2018-04-25,-14.8325
2018-04-26,34.8315
2018-04-30,-0.8333
2018-05-18,0.8403
2018-05-21,0.0
2018-05-23,-8.3333
2018-06-04,4.5455
2018-06-05,0.0
2018-06-06,0.0
2018-06-08,4.3478
2018-06-18,0.0
2018-06-21,-8.3333
2018-06-22,-77.2727
2018-06-25,340.0
2018-06-26,-10.9091
2018-06-28,12.2449
2018-07-10,-77.2727
2018-07-12,292.0
2018-07-17,0.0
2018-07-20,0.0
2018-07-23,0.0
2018-07-27,11.2245
2018-08-14,10.0917
2018-08-16,0.0
2018-08-23,-78.3333
2018-08-27,36.1538
2018-09-13,-26.5537
2018-09-14,0.0
2018-09-25,-3.8462
2018-09-26,292.0
2018-09-27,0.0
2018-10-12,-48.9796
2018-10-15,0.0
2018-11-09,-20.0
2018-11-13,-37.5
2018-11-21,0.0
2018-11-28,0.0
2018-11-29,13.6
2018-12-07,-11.9718
2018-12-11,0.0
2018-12-18,-48.0
2019-01-07,0.0
2019-01-17,2.6923
2019-01-22,49.8127
2019-02-15,0.0
2019-04-02,-35.0
2019-05-29,-15.3846
2019-06-03,0.0
2019-06-10,0.0
2019-06-13,-36.0
2019-07-29,-14.7727
2019-08-22,-20.8333
2019-09-17,20.0
2019-10-10,601.7544
2019-10-14,-75.0
2019-10-21,0.0
2019-11-14,220.0
2019-12-26,-68.75
2020-01-03,0.0
2020-01-07,-50.0
2020-01-14,0.0
2020-01-27,100.0
2020-02-14,0.0
2020-02-20,-50.0
2020-03-17,0.0
2020-03-18,0.0
2020-04-01,-60.0
2020-04-14,50.0
2020-04-24,113.3333
2020-04-27,-53.125
2020-04-30,0.0
2020-05-01,0.0
2020-06-02,66.6667
