ticker,UCIX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-02-20,-80.0
2009-08-26,1920.0
2010-02-18,2.9703
2010-02-23,25.0
2010-02-24,7.6923
2010-02-25,10.7143
2010-02-26,3.2258
2010-03-01,1.25
2010-03-02,6.1728
2010-03-03,-0.5814
2010-03-04,0.5848
2010-03-05,1.7442
2010-03-08,25.7143
2010-03-09,-4.5455
2010-03-10,-10.4762
2010-03-11,3.7234
2010-03-12,2.5641
2010-03-15,-2.5
2010-03-16,-7.6923
2010-03-17,2.7778
2010-03-22,2.7027
2010-03-23,0.0
2010-03-25,-3.6842
2010-03-30,9.2896
2010-03-31,-6.5
2010-04-01,2.1390000000000002
2010-04-05,7.3298
2010-04-06,0.0
2010-04-08,2.439
2010-04-09,0.0
2010-04-12,0.0
2010-04-16,-11.9048
2010-04-21,-2.7027
2010-05-19,11.1111
2010-05-25,-6.5
2010-06-07,-45.9893
2011-02-25,0.0
2011-03-14,-85.1485
2011-03-15,33.4167
2011-03-18,154.8407
2011-03-21,0.0
2011-03-22,0.0
2011-03-23,1.9607999999999999
2011-03-25,-86.5385
2011-03-29,0.0
2011-04-11,114.2857
2011-05-06,66.6667
2011-06-06,-12.0
2011-06-17,0.0
2011-07-28,-4.5455
2011-10-06,9.5238
2012-01-05,8.6957
2012-02-29,0.0
2012-03-01,120.0
2012-03-23,-34.5455
2012-04-05,0.0
2012-04-27,-16.6667
2012-05-11,0.0
2012-05-16,0.0
2012-05-17,0.0
2012-06-01,3.3333
2012-06-21,61.2903
2012-06-29,102.0
2013-04-09,-65.3465
2013-04-25,25.6607
2013-05-14,-20.4206
2013-05-28,2.8571
2013-07-11,0.0
2013-08-09,-2.7778
2013-10-01,-42.8571
2013-11-29,25.0
2013-12-17,0.0
2014-02-07,0.0
2014-03-18,-8.0
2014-03-31,30.4348
2014-04-02,70.0
2014-04-04,0.0
2014-04-21,0.0
2014-06-09,-52.9412
2014-08-13,0.0
2014-11-05,112.5
2014-11-06,0.0
2014-12-09,-64.7059
2014-12-10,-5.5556
2014-12-17,0.0
2014-12-18,0.0
2014-12-23,0.5882
2014-12-24,-12.2807
2015-01-22,-20.0
2015-01-27,0.0
2015-01-30,0.0
2015-02-09,-4.0104
2015-03-05,-30.548000000000002
2015-03-11,0.0
2015-04-27,-2.5
2015-04-28,-87.1795
2015-05-27,0.0
2015-05-28,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-07-06,0.0
2015-07-08,0.0
2015-07-15,0.0
2015-07-22,0.0
2015-08-04,-1.875
2015-08-25,103.8217
2015-08-28,25.0
2015-09-04,300.0
2015-09-08,10.0
2015-09-10,-45.4545
2015-09-11,0.0
2015-09-15,0.0
2015-09-23,0.0
2015-10-08,0.0
2015-11-16,0.0
2015-12-01,50.0
2015-12-02,-22.2222
2015-12-07,0.0
2015-12-16,-7.1429
2016-01-07,0.0
2016-01-15,0.0
2016-01-25,38.4615
2016-02-09,-27.7778
2016-02-12,7.6923
2016-03-11,14.2857
2016-03-17,-25.0
2016-05-17,33.3333
2016-06-29,-25.0
2016-07-22,66.6667
2016-09-20,-35.0
2017-01-18,0.0
2017-05-04,0.0
2017-05-17,12.4038
2017-07-06,36.8691
2017-08-17,-35.0
2017-11-20,0.0
2018-03-26,100.0
2018-04-03,0.0
2018-04-10,276.6154
2018-04-25,-86.7239
2018-05-14,0.0
2018-06-06,0.0
2018-06-25,592.3077
2018-08-29,-28.8889
2018-08-30,40.625
2018-08-31,6.6667
2018-09-10,-25.0
2018-09-13,25.0
2018-09-19,-22.2222
2018-09-24,-28.5714
2018-10-04,20.0
2018-10-05,0.0
2018-10-08,-33.3333
2018-10-17,-15.0
2018-10-22,47.0588
2018-10-25,-32.0
2018-11-06,-41.1765
2018-11-14,-20.0
2018-12-07,0.0
2018-12-20,0.0
2018-12-27,0.0
2019-01-08,0.0
2019-01-22,75.0
2019-01-25,0.0
2019-02-04,0.0
2019-02-12,0.0
2019-02-13,-42.8571
2019-02-14,3.75
2019-02-28,0.0
2019-03-21,-3.6145
2019-04-03,-12.5
2019-04-23,0.0
2019-04-30,171.4286
2019-05-01,0.0
2019-05-02,-63.1579
2019-06-18,25.7143
2019-06-19,115.9091
2019-07-22,152.6316
2019-07-23,-79.1667
2019-08-23,0.0
2019-08-28,15.0
2019-09-26,-29.3478
2020-01-21,-58.9744
2020-01-23,50.0
2020-02-03,4.1667
2020-03-12,-20.0
