ticker,YRD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-18,-9.0
2015-12-21,2.3077
2015-12-22,3.1149
2015-12-23,-1.5625
2015-12-24,0.5291
2015-12-28,4.7368
2015-12-29,-1.005
2015-12-30,-3.2487
2015-12-31,-0.8395
2016-01-04,-5.1852
2016-01-05,-5.9152000000000005
2016-01-06,0.1186
2016-01-07,-9.4787
2016-01-08,-3.4031000000000002
2016-01-11,-10.5691
2016-01-12,7.4242
2016-01-13,-1.5514999999999999
2016-01-14,6.1605
2016-01-15,0.9447
2016-01-19,-1.2032
2016-01-20,-4.4655000000000005
2016-01-21,-0.8499
2016-01-22,1.0
2016-01-25,-0.9901
2016-01-26,-2.0
2016-01-27,1.0204
2016-01-28,-2.1645
2016-01-29,0.59
2016-02-01,-9.824
2016-02-02,-20.6504
2016-02-03,-0.8197
2016-02-04,-2.8926
2016-02-05,-7.234
2016-02-08,-5.7339
2016-02-09,-6.8126999999999995
2016-02-10,-1.8277
2016-02-11,-5.3191
2016-02-12,3.3708
2016-02-16,17.3913
2016-02-17,-1.3889
2016-02-18,3.7559
2016-02-19,8.5973
2016-02-22,15.2083
2016-02-23,3.4358
2016-02-24,-3.8462
2016-02-25,6.1818
2016-02-26,5.8219
2016-02-29,-3.7217000000000002
2016-03-01,-0.8403
2016-03-02,1.5253999999999999
2016-03-03,-0.1669
2016-03-04,-10.2007
2016-03-07,2.4209
2016-03-08,6.0
2016-03-09,7.0326
2016-03-10,27.4038
2016-03-11,1.7610000000000001
2016-03-14,-4.8208
2016-03-15,-2.5974
2016-03-16,-1.6
2016-03-17,4.336
2016-03-18,12.3377
2016-03-21,7.5145
2016-03-22,2.9032
2016-03-23,-4.2842
2016-03-24,4.6943
2016-03-28,3.8582
2016-03-29,0.3012
2016-03-30,18.6186
2016-03-31,-1.7722
2016-04-01,10.0515
2016-04-04,10.2264
2016-04-05,-12.1105
2016-04-06,1.6922000000000001
2016-04-07,-12.4406
2016-04-08,-0.4525
2016-04-11,1.5455
2016-04-12,3.4915
2016-04-13,4.4118
2016-04-14,1.4913
2016-04-15,-1.3061
2016-04-18,-10.5873
2016-04-19,0.0
2016-04-20,-4.0703
2016-04-21,2.7001
2016-04-22,9.2019
2016-04-25,7.2227
2016-04-26,-1.2831000000000001
2016-04-27,-4.3867
2016-04-28,2.8887
2016-04-29,1.8993
2016-05-02,-6.7261
2016-05-03,0.4344
2016-05-04,1.2976
2016-05-05,1.1102
2016-05-06,0.9291
2016-05-09,-10.5439
