ticker,FENG US Equity
2011-09-29,2.2305
2011-09-30,3.2727
2011-10-03,0.4401
2011-10-04,-8.8519
2011-10-05,0.3846
2011-10-06,5.364
2011-10-07,-9.0909
2011-10-10,-13.8
2011-10-11,6.7285
2011-10-12,0.6522
2011-10-13,3.0238
2011-10-14,-3.5639
2011-10-17,-4.1304
2011-10-18,1.5873
2011-10-19,-1.3393
2011-10-20,5.4299
2011-10-21,4.0773
2011-10-24,-0.8247
2011-10-25,-4.3659
2011-10-26,2.1739
2011-10-27,9.3617
2011-10-28,1.9455
2011-10-31,-0.7634
2011-11-01,-6.1538
2011-11-02,7.377
2011-11-03,-2.4809
2011-11-04,-8.0235
2011-11-07,6.5957
2011-11-08,3.7923999999999998
2011-11-09,-1.7308
2011-11-10,-1.9569
2011-11-11,1.5968
2011-11-14,-0.5894
2011-11-15,1.1858
2011-11-16,1.9531
2011-11-17,2.2989
2011-11-18,2.0599
2011-11-21,0.5505
2011-11-22,7.2993
2011-11-23,-14.7959
2011-11-25,8.5828
2011-11-28,2.5735
2011-11-29,-6.6308
2011-11-30,18.2342
2011-12-01,5.5195
2011-12-02,-2.1538
2011-12-05,12.1069
2011-12-06,0.0
2011-12-07,-7.8541
2011-12-08,-6.8493
2011-12-09,1.4706000000000001
2011-12-12,-6.4412
2011-12-13,3.0981
2011-12-14,-1.0017
2011-12-15,-7.7572
2011-12-16,5.6673
2011-12-19,-8.1315
2011-12-20,2.8249
2011-12-21,-0.7326
2011-12-22,0.738
2011-12-23,0.5495
2011-12-27,-1.0929
2011-12-28,-2.5783
2011-12-29,5.482
2011-12-30,0.8961
2012-01-03,2.4867
2012-01-04,-3.2929
2012-01-05,4.8387
2012-01-06,-2.2222
2012-01-09,3.1469
2012-01-10,3.5593
2012-01-11,1.1457
2012-01-12,1.1327
2012-01-13,-1.6
2012-01-17,2.439
2012-01-18,0.5556
2012-01-19,0.0789
2012-01-20,-0.1577
2012-01-23,3.1596
2012-01-24,0.9188
2012-01-25,0.607
2012-01-26,3.7707
2012-01-27,2.3256
2012-01-30,2.1307
2012-01-31,0.8345
2012-02-01,-0.6897
2012-02-02,-0.8333
2012-02-03,-0.4202
2012-02-06,-8.7201
2012-02-07,1.5408
2012-02-08,-5.0076
2012-02-09,5.9105
2012-02-10,-3.0166
2012-02-13,1.5552000000000001
2012-02-14,0.7657
2012-02-15,8.2067
2012-02-16,3.9326
2012-02-17,-0.6757
2012-02-21,-3.5374
2012-02-22,2.9619
2012-02-23,-0.274
2012-02-24,-2.6099
2012-02-27,2.5388
2012-02-28,1.9257
2012-02-29,-1.4845
2012-03-01,1.9178
2012-03-02,0.1344
2012-03-05,-2.4161
2012-03-06,-5.6396
2012-03-07,0.2915
2012-03-08,4.6512
2012-03-09,2.6389
2012-03-12,2.3004
2012-03-13,1.8519
2012-03-14,-1.1688
2012-03-15,-1.9710999999999999
2012-03-16,-2.815
2012-03-19,1.3793
2012-03-20,-3.4013999999999998
2012-03-21,0.5634
2012-03-22,-1.1204
2012-03-23,5.5241
2012-03-26,2.6846
2012-03-27,0.2614
2012-03-28,-0.3911
2012-03-29,-4.1885
2012-03-30,0.4098
2012-04-02,2.8571
2012-04-03,2.6455
2012-04-04,-2.9638999999999998
2012-04-05,1.1952
2012-04-09,-1.4436
2012-04-10,-2.6631
2012-04-11,2.5991999999999997
2012-04-12,1.3333
2012-04-13,-1.3158
2012-04-16,-2.6667
2012-04-17,2.8767
2012-04-18,-1.8641999999999999
2012-04-19,1.0855
2012-04-20,-3.6242
2012-04-23,-5.0139
2012-04-24,-2.0528
2012-04-25,-2.2455
2012-04-26,2.4502
2012-04-27,-2.5411
2012-04-30,-3.3742
2012-05-01,0.0
2012-05-02,-0.3175
2012-05-03,-1.2739
2012-05-04,-0.8065
2012-05-07,-1.626
2012-05-08,-0.1653
2012-05-09,-2.9801
2012-05-10,2.3891
2012-05-11,-3.8333
2012-05-14,-3.9861
2012-05-15,-4.1516
2012-05-16,-3.1226
2012-05-17,-6.6908
2012-05-18,-7.0833
2012-05-21,-2.4664
2012-05-22,11.0345
2012-05-23,4.1408
2012-05-24,-2.3857
2012-05-25,0.0
2012-05-29,4.277
2012-05-30,-2.3438
2012-05-31,-0.8
2012-06-01,-5.2419
2012-06-04,-3.617
2012-06-05,0.6623
2012-06-06,-0.6579
2012-06-07,0.4415
2012-06-08,-3.7363
2012-06-11,0.2283
2012-06-12,1.139
2012-06-13,2.027
2012-06-14,3.7528
2012-06-15,18.0851
2012-06-18,0.3604
2012-06-19,-6.2837
2012-06-20,0.0
2012-06-21,-4.7893
2012-06-22,2.2133
2012-06-25,-4.3307
2012-06-26,-3.7037
2012-06-27,1.4957
2012-06-28,-1.0526
2012-06-29,1.7021
2012-07-02,-3.3473
2012-07-03,1.0823
2012-07-05,-0.6424
2012-07-06,0.431
2012-07-09,-3.4335
2012-07-10,0.6667
2012-07-11,-1.3245
2012-07-12,-0.8949
2012-07-13,0.4515
2012-07-16,-1.573
2012-07-17,-7.5342
2012-07-18,3.7037
2012-07-19,-1.6667
2012-07-20,0.9685
2012-07-23,-4.3165
2012-07-24,1.5038
2012-07-25,-4.6914
2012-07-26,1.2953000000000001
2012-07-27,0.5115
2012-07-30,-1.7812000000000001
2012-07-31,1.2953000000000001
2012-08-01,0.5115
2012-08-02,-0.7634
2012-08-03,1.2821
2012-08-06,-1.7722
2012-08-07,-1.8041
2012-08-08,-3.6745
2012-08-09,5.7221
2012-08-10,1.2887
2012-08-13,4.3257
2012-08-14,-8.2927
2012-08-15,0.0
2012-08-16,-0.5319
2012-08-17,3.2086
2012-08-20,1.8135
2012-08-21,1.2723
2012-08-22,-0.2513
2012-08-23,-1.7631999999999999
2012-08-24,0.5128
2012-08-27,-2.551
2012-08-28,1.8325
2012-08-29,-4.1131
2012-08-30,0.5362
2012-08-31,1.0667
2012-09-04,-4.2216
2012-09-05,-0.8264
2012-09-06,-1.6667
2012-09-07,0.2825
2012-09-10,-3.9436999999999998
2012-09-11,-0.5865
2012-09-12,3.8348
2012-09-13,0.5682
2012-09-14,-2.8249
2012-09-17,2.6163
2012-09-18,-1.6997
2012-09-19,-1.4409
2012-09-20,-1.1696
2012-09-21,-0.8876
2012-09-24,0.2985
2012-09-25,0.8929
2012-09-26,-1.1799
2012-09-27,2.3881
2012-09-28,-0.2915
2012-10-01,1.462
2012-10-02,-0.5764
2012-10-03,2.8986
2012-10-04,3.0986
2012-10-05,4.0984
2012-10-08,-0.2625
2012-10-09,-2.1053
2012-10-10,-0.5376
2012-10-11,1.8919000000000001
2012-10-12,1.061
2012-10-15,0.7874
2012-10-16,1.0417
2012-10-17,-1.2887
2012-10-18,-3.3943
2012-10-19,-0.8108
2012-10-22,2.1798
2012-10-23,2.9333
2012-10-24,-0.5181
2012-10-25,-0.5208
2012-10-26,-3.6649000000000003
2012-10-31,-2.1739
2012-11-01,2.5
2012-11-02,-1.084
2012-11-05,-0.274
2012-11-06,0.0
2012-11-07,0.0
2012-11-08,-2.4725
2012-11-09,-2.8169
2012-11-12,-2.029
2012-11-13,1.4793
2012-11-14,-2.3324
2012-11-15,-0.597
2012-11-16,-2.4024
2012-11-19,-1.2308
2012-11-20,-1.2461
2012-11-21,-3.7855
2012-11-23,2.623
2012-11-26,1.9169
2012-11-27,-0.3135
2012-11-28,0.9434
2012-11-29,0.6231
2012-11-30,0.9288
2012-12-03,-1.227
2012-12-04,-3.1056
2012-12-05,-0.641
2012-12-06,-0.9677
2012-12-07,3.9088000000000003
2012-12-10,-0.3135
2012-12-11,0.6289
2012-12-12,0.3125
2012-12-13,5.296
2012-12-14,4.142
2012-12-17,3.4091
2012-12-18,-1.0989
2012-12-19,0.5556
2012-12-20,0.8287
2012-12-21,-4.1096
2012-12-24,2.0
2012-12-26,0.0
2012-12-27,-0.5602
2012-12-28,-1.4085
2012-12-31,4.0
2013-01-02,-2.4725
2013-01-03,0.8451
2013-01-04,1.3966
2013-01-07,-2.2039
2013-01-08,-0.8451
2013-01-09,-1.1364
2013-01-10,0.5747
2013-01-11,0.8571
2013-01-14,-0.2833
2013-01-15,0.2841
2013-01-16,-0.2833
2013-01-17,0.2841
2013-01-18,1.4163999999999999
2013-01-22,0.838
2013-01-23,0.0
2013-01-24,0.554
2013-01-25,-0.2755
2013-01-28,-2.2099
2013-01-29,-0.9887
2013-01-30,0.1427
2013-01-31,1.4245
2013-02-01,0.5618
2013-02-04,2.2346
2013-02-05,1.6393
2013-02-06,-0.5376
2013-02-07,0.8108
2013-02-08,0.0
2013-02-11,0.0
2013-02-12,-2.1448
2013-02-13,1.6438000000000001
2013-02-14,-0.8086
2013-02-15,-0.8152
2013-02-19,0.8219
2013-02-20,0.2717
2013-02-21,-1.897
2013-02-22,-0.2762
2013-02-25,2.2161
2013-02-26,2.439
2013-02-27,0.7937
2013-02-28,0.0
2013-03-01,1.0499
2013-03-04,-0.5195
2013-03-05,1.0444
2013-03-06,1.292
2013-03-07,0.2551
2013-03-08,1.7812000000000001
2013-03-11,-0.75
2013-03-12,-0.5038
2013-03-13,1.0127
2013-03-14,2.7569
2013-03-15,0.4878
2013-03-18,-3.3981
2013-03-19,-2.0101
2013-03-20,-1.2821
2013-03-21,3.1169000000000002
2013-03-22,0.0
2013-03-25,0.5038
2013-03-26,1.5038
2013-03-27,-2.4691
2013-03-28,5.3165
2013-04-01,1.6827
2013-04-02,4.4917
2013-04-03,0.2262
2013-04-04,-2.9345
2013-04-05,-2.5581
2013-04-08,-2.864
2013-04-09,-0.4914
2013-04-10,-0.7407
2013-04-11,0.7463
2013-04-12,-0.9877
2013-04-15,-6.4838000000000005
2013-04-16,-3.4667
2013-04-17,-1.6575
2013-04-18,-2.2472
2013-04-19,2.5862
2013-04-22,-1.9607999999999999
2013-04-23,-0.2857
2013-04-24,2.8653
2013-04-25,3.3426
2013-04-26,-1.6173
2013-04-29,0.8219
2013-04-30,-0.8152
2013-05-01,2.7397
2013-05-02,-0.5333
2013-05-03,0.2681
2013-05-06,0.5348
2013-05-07,0.5319
2013-05-08,4.2328
2013-05-09,0.0
2013-05-10,2.2843
2013-05-13,-0.7444
2013-05-14,5.0
2013-05-15,3.8095
2013-05-16,0.4587
2013-05-17,-3.8813
2013-05-20,2.1378
2013-05-21,4.186
2013-05-22,9.1518
2013-05-23,-5.5215
2013-05-24,-0.4329
2013-05-28,4.3478
2013-05-29,2.0833
2013-05-30,0.4082
2013-05-31,-5.2846
2013-06-03,6.6524
2013-06-04,-3.6217
2013-06-05,3.9666
2013-06-06,2.4096
2013-06-07,4.3137
2013-06-10,7.1429
2013-06-11,-1.7544
2013-06-12,3.2143
2013-06-13,-11.7647
2013-06-14,-0.1961
2013-06-17,3.9293
2013-06-18,2.6465
2013-06-19,0.5525
2013-06-20,-1.0989
2013-06-21,3.3333
2013-06-24,-6.6308
2013-06-25,2.4952
2013-06-26,0.9363
2013-06-27,1.4842
2013-06-28,0.3656
2013-07-01,3.4608
2013-07-02,0.5282
2013-07-03,-8.056
2013-07-05,6.0952
2013-07-08,-1.2567
2013-07-09,-0.3636
2013-07-10,0.0
2013-07-11,0.0
2013-07-12,-0.1825
2013-07-15,-3.2907
2013-07-16,1.8904
2013-07-17,1.6698
2013-07-18,1.6423
2013-07-19,-1.4363000000000001
2013-07-22,4.7359
2013-07-23,1.3913
2013-07-24,0.0
2013-07-25,0.1715
2013-07-26,-0.6849
2013-07-29,-1.8965999999999998
2013-07-30,-1.7574999999999998
2013-07-31,0.1789
2013-08-01,7.1429
2013-08-02,-1.3333
2013-08-05,2.8716
2013-08-06,8.3744
2013-08-07,6.2121
2013-08-08,2.7104
2013-08-09,0.5556
2013-08-12,13.5359
2013-08-13,7.4209
2013-08-14,2.718
2013-08-15,-2.0948
2013-08-16,0.3378
2013-08-19,-0.8979
2013-08-20,-0.1133
2013-08-21,1.7006999999999999
2013-08-22,0.3344
2013-08-23,-0.2222
2013-08-26,-0.8909
2013-08-27,-2.809
2013-08-28,0.578
2013-08-29,1.6092
2013-08-30,-0.2262
2013-09-03,2.7211
2013-09-04,4.1943
2013-09-05,4.0254
2013-09-06,3.666
2013-09-09,10.9037
2013-09-10,-5.7573
2013-09-11,2.3496
2013-09-12,-2.7548
2013-09-13,-1.2276
2013-09-16,3.4417
2013-09-17,-0.8318
2013-09-18,1.3048
2013-09-19,3.9558
2013-09-20,3.1858
2013-09-23,2.3156
2013-09-24,1.8441
2013-09-25,-2.3045
2013-09-26,2.6116
2013-09-27,-3.9409
2013-09-30,-3.8462
2013-10-01,4.0
2013-10-02,4.5299
2013-10-03,-2.5348
2013-10-04,2.8523
2013-10-07,2.9364
2013-10-08,-9.1918
2013-10-09,-4.9738
2013-10-10,3.4894
2013-10-11,5.3239
2013-10-14,-1.6848999999999998
2013-10-15,-5.8269
2013-10-16,6.1874
2013-10-17,5.4841
2013-10-18,0.4062
2013-10-21,4.6926
2013-10-22,-0.6955
2013-10-23,-5.2918
2013-10-24,-8.9565
2013-10-25,-3.8809
2013-10-28,-14.9296
2013-10-29,6.6225000000000005
2013-10-30,-3.9337
2013-10-31,-3.2328
2013-11-01,1.4477
2013-11-04,2.3052
2013-11-05,3.5408
2013-11-06,-4.0415
2013-11-07,-4.3197
2013-11-08,2.5959
2013-11-11,10.231
2013-11-12,-4.6906
2013-11-13,7.2251
2013-11-14,-11.2305
2013-11-15,13.9714
2013-11-18,-0.6757
2013-11-19,-9.3294
2013-11-20,-0.2144
2013-11-21,-1.9334
2013-11-22,4.1621
2013-11-25,-4.4164
2013-11-26,1.8702
2013-11-27,2.2678
2013-11-29,4.1183
2013-12-02,-2.0284
2013-12-03,-0.5176
2013-12-04,2.0812
2013-12-05,0.0
2013-12-06,-6.2181
2013-12-09,0.6522
2013-12-10,-4.2117
2013-12-11,-3.1567
2013-12-12,4.6566
2013-12-13,-0.7786
2013-12-16,-0.7848
2013-12-17,-2.9379
2013-12-18,2.2119
2013-12-19,2.9613
2013-12-20,0.2212
2013-12-23,4.0839
2013-12-24,-0.8484
2013-12-26,0.2139
2013-12-27,0.1067
2013-12-30,0.9595
2013-12-31,1.6895
2014-01-02,4.8806
2014-01-03,0.9901
2014-01-06,-3.8235
2014-01-07,4.791
2014-01-08,5.4475
2014-01-09,0.369
2014-01-10,-2.8493
2014-01-13,-6.1495
2014-01-14,3.629
2014-01-15,8.2685
2014-01-16,1.8868
2014-01-17,0.1764
2014-01-21,0.8803
2014-01-22,0.8726
2014-01-23,-7.9585
2014-01-24,-5.6391
2014-01-27,-3.1873
2014-01-28,2.7778
2014-01-29,-1.9019
2014-01-30,1.4285999999999999
2014-01-31,-2.9175
2014-02-03,-7.4611
2014-02-04,6.8309
2014-02-05,-2.8302
2014-02-06,7.0119
2014-02-07,0.1008
2014-02-10,0.8056
2014-02-11,1.8981
2014-02-12,2.451
2014-02-13,0.2871
2014-02-14,-1.7176
2014-02-18,2.9126
2014-02-19,2.2641999999999998
2014-02-20,1.5683
2014-02-21,0.9991
2014-02-24,5.036
2014-02-25,-2.8253
2014-02-26,-0.8811
2014-02-27,-1.3333
2014-02-28,-2.8829000000000002
2014-03-03,0.9276
2014-03-04,10.2941
2014-03-05,10.5833
2014-03-06,-4.22
2014-03-07,0.7081
2014-03-10,-4.0625
2014-03-11,-4.4788
2014-03-12,3.4101
2014-03-13,-4.4518
2014-03-14,-3.0198
2014-03-17,0.089
2014-03-18,2.6667
2014-03-19,-1.5584
2014-03-20,-1.0554
2014-03-21,-4.5333
2014-03-24,-3.9106
2014-03-25,-0.4845
2014-03-26,0.2921
2014-03-27,-3.9806
2014-03-28,3.4378
2014-03-31,1.3685
2014-04-01,6.2681000000000004
2014-04-02,1.1797
2014-04-03,-4.574
2014-04-04,-3.8534
2014-04-07,-8.7977
2014-04-08,7.074
2014-04-09,4.9049
2014-04-10,-4.5802
2014-04-11,-2.1
2014-04-14,2.145
2014-04-15,-3.5
2014-04-16,5.0777
2014-04-17,1.5779
2014-04-21,2.3301
2014-04-22,3.4156
2014-04-23,-4.8624
2014-04-24,0.2893
2014-04-25,-4.4231
2014-04-28,-6.2374
2014-04-29,1.073
2014-04-30,-1.8047
2014-05-01,1.5135
2014-05-02,0.639
2014-05-05,3.9153000000000002
2014-05-06,0.0
2014-05-07,-3.1568
2014-05-08,-3.7855
2014-05-09,-4.5902
2014-05-12,5.2692
2014-05-13,-2.2851
2014-05-14,2.1158
2014-05-15,1.8538999999999999
2014-05-16,-1.0707
2014-05-19,3.2468
2014-05-20,0.4193
2014-05-21,2.1921
2014-05-22,0.3064
2014-05-23,2.9532
2014-05-27,-0.8902
2014-05-28,2.5948
2014-05-29,0.8755
2014-05-30,-4.6287
2014-06-02,0.0
2014-06-03,-0.1011
2014-06-04,-0.4049
2014-06-05,0.9146
2014-06-06,1.4099
2014-06-09,2.7805
2014-06-10,1.5459
2014-06-11,0.3806
2014-06-12,-0.8531
2014-06-13,-0.7648
2014-06-16,2.5048
2014-06-17,2.9135
2014-06-18,0.7306
2014-06-19,0.1813
2014-06-20,-1.3575
2014-06-23,1.7431
2014-06-24,0.1803
2014-06-25,-1.1701
2014-06-26,-0.9107
2014-06-27,-1.3787
2014-06-30,-0.1864
2014-07-01,2.521
2014-07-02,-0.7286
2014-07-03,-1.1927
2014-07-07,-0.0929
2014-07-08,-6.4126
2014-07-09,-1.7875
2014-07-10,1.0111
2014-07-11,-1.001
2014-07-14,1.2133
2014-07-15,-0.1998
2014-07-16,-1.4014
2014-07-17,-3.0457
2014-07-18,2.3037
2014-07-21,2.5589
2014-07-22,2.2954
2014-07-23,-0.3902
2014-07-24,-0.6856
2014-07-25,0.5917
2014-07-28,1.1764999999999999
2014-07-29,0.969
2014-07-30,2.1113
2014-07-31,-5.2632
2014-08-01,-1.3889
2014-08-04,4.9296
2014-08-05,-0.4794
2014-08-06,0.4817
2014-08-07,0.8629
2014-08-08,2.3764
2014-08-11,3.9926
2014-08-12,-8.2143
2014-08-13,-0.4864
2014-08-14,-0.2933
2014-08-15,1.9607999999999999
2014-08-18,2.3077
2014-08-19,1.2218
2014-08-20,-1.9499
2014-08-21,0.7576
2014-08-22,0.094
2014-08-25,-2.1596
2014-08-26,-0.1919
2014-08-27,-1.9231
2014-08-28,0.8824
2014-08-29,0.5831
2014-09-02,-4.058
2014-09-03,-1.6113
2014-09-04,1.1259000000000001
2014-09-05,1.6194
2014-09-08,-1.1952
2014-09-09,-2.621
2014-09-10,-1.2422
2014-09-11,4.2977
2014-09-12,3.2161
2014-09-15,-3.8948
2014-09-16,2.4316
2014-09-17,-3.1652
2014-09-18,0.9193
2014-09-19,-1.7206000000000001
2014-09-22,-3.5015
2014-09-23,0.8538
2014-09-24,0.6349
2014-09-25,-1.367
2014-09-26,1.1727
2014-09-29,-0.843
2014-09-30,-0.6376
2014-10-01,-4.385
2014-10-02,2.0134
2014-10-03,1.3158
2014-10-06,-1.0823
2014-10-07,-1.9694
2014-10-08,2.1205
2014-10-09,-1.0929
2014-10-10,-3.3149
2014-10-13,-2.9714
2014-10-14,-2.2379
2014-10-15,8.3133
2014-10-16,1.7798
2014-10-17,0.9836
2014-10-20,2.0563
2014-10-21,0.0
2014-10-22,-2.2269
2014-10-23,1.3014999999999999
2014-10-24,1.8201
2014-10-27,-1.5773000000000001
2014-10-28,5.4487
2014-10-29,-1.6211
2014-10-30,0.9269
2014-10-31,4.6939
2014-11-03,-0.6823
2014-11-04,1.0795
2014-11-05,-3.8834999999999997
2014-11-06,2.4242
2014-11-07,0.5917
2014-11-10,1.8627
2014-11-11,-1.5399
2014-11-12,-0.782
2014-11-13,-3.2512
2014-11-14,-0.3055
2014-11-17,-0.4086
2014-11-18,-3.1795
2014-11-19,-2.0127
2014-11-20,-1.7297
2014-11-21,-0.44
2014-11-24,-0.1105
2014-11-25,-0.2212
2014-11-26,0.1109
2014-11-28,-1.5504
2014-12-01,-2.3622
2014-12-02,-1.6129
2014-12-03,-0.1171
2014-12-04,-1.8757000000000001
2014-12-05,-2.0311
2014-12-08,-1.4634
2014-12-09,3.8366
2014-12-10,-2.9797000000000002
2014-12-11,-0.1229
2014-12-12,-0.861
2014-12-15,-0.4963
2014-12-16,-4.9875
2014-12-17,-1.1811
2014-12-18,7.3041
2014-12-19,4.9505
2014-12-22,1.0613
2014-12-23,-0.3501
2014-12-24,-0.5855
2014-12-26,2.2379
2014-12-29,-1.7281
2014-12-30,-0.1172
2014-12-31,-2.4648
2015-01-02,1.083
2015-01-05,-1.0714
2015-01-06,-3.6101
2015-01-07,-0.7491
2015-01-08,0.1258
2015-01-09,-2.2613
2015-01-12,-1.671
2015-01-13,2.6144
2015-01-14,1.9108
2015-01-15,-2.375
2015-01-16,1.6644999999999999
2015-01-20,3.4005
2015-01-21,0.0
2015-01-22,1.218
2015-01-23,2.2864
2015-01-26,-11.0588
2015-01-27,0.6614
2015-01-28,2.4967
2015-01-29,-2.5641
2015-01-30,1.0526
2015-02-02,-0.651
2015-02-03,5.2425
2015-02-04,-0.4981
2015-02-05,0.6258
2015-02-06,0.8706
2015-02-09,-1.603
2015-02-10,-0.3759
2015-02-11,-1.6352
2015-02-12,-1.6623999999999999
2015-02-13,2.9909
2015-02-17,-2.1465
2015-02-18,-1.0323
2015-02-19,0.5215
2015-02-20,-0.3891
2015-02-23,-2.474
2015-02-24,-1.8692
2015-02-25,0.2721
2015-02-26,0.6784
2015-02-27,-1.0782
2015-03-02,-1.9074
2015-03-03,0.5556
2015-03-04,-1.105
2015-03-05,-0.838
2015-03-06,1.4085
2015-03-09,0.1389
2015-03-10,-12.2053
2015-03-11,-4.5814
2015-03-12,2.9801
2015-03-13,-1.2862
2015-03-16,-2.7687
2015-03-17,-2.0101
2015-03-18,-1.0256
2015-03-19,1.7271
2015-03-20,-1.528
2015-03-23,4.6552
2015-03-24,0.9885
2015-03-25,-3.5888999999999998
2015-03-26,-2.1997
2015-03-27,1.7301
2015-03-30,-2.3810000000000002
2015-03-31,-1.2195
2015-04-01,-0.1764
2015-04-02,2.1201
2015-04-06,0.519
2015-04-07,3.0981
2015-04-08,9.8497
2015-04-09,-1.2158
2015-04-10,-1.6923
2015-04-13,2.1909
2015-04-14,0.1531
2015-04-15,7.0336
2015-04-16,3.7143
2015-04-17,-3.3058
2015-04-20,1.7094
2015-04-21,0.0
2015-04-22,1.4006
2015-04-23,0.1381
2015-04-24,0.2759
2015-04-27,1.6505999999999998
2015-04-28,-1.2179
2015-04-29,-1.6438000000000001
2015-04-30,0.4178
2015-05-01,-0.6935
2015-05-04,6.4246
2015-05-05,-3.8058
2015-05-06,-2.0464
2015-05-07,-0.4178
2015-05-08,1.6783000000000001
2015-05-11,2.3384
2015-05-12,-4.3011
2015-05-13,-2.5281000000000002
2015-05-14,-3.8905
2015-05-15,1.0495
2015-05-18,3.7092
2015-05-19,-0.4292
2015-05-20,-0.8621
2015-05-21,1.8841
2015-05-22,4.6942
2015-05-26,1.087
2015-05-27,-1.4785
2015-05-28,-1.5007000000000001
2015-05-29,-1.9391
2015-06-01,1.4123999999999999
2015-06-02,3.3426
2015-06-03,5.6604
2015-06-04,1.0204
2015-06-05,2.1465
2015-06-08,-1.7305000000000001
2015-06-09,-0.5031
2015-06-10,5.8154
2015-06-11,9.9164
2015-06-12,3.3696
2015-06-15,-0.1052
2015-06-16,-1.2631999999999999
2015-06-17,1.1727
2015-06-18,-3.0558
2015-06-19,-4.5652
2015-06-22,0.2278
2015-06-23,0.7955
2015-06-24,-0.9019
2015-06-25,-2.0478
2015-06-26,-4.2973
2015-06-29,-6.1893
2015-06-30,2.458
2015-07-01,-1.3889
2015-07-02,-2.3047
2015-07-06,-9.5675
2015-07-07,-5.6522
2015-07-08,0.768
2015-07-09,13.4146
2015-07-10,-2.4194
2015-07-13,0.4132
2015-07-14,-0.2743
2015-07-15,-2.8886
2015-07-16,0.0
2015-07-17,2.1246
2015-07-20,0.1387
2015-07-21,3.0471
2015-07-22,0.0
2015-07-23,-0.1344
2015-07-24,-2.1534
2015-07-27,-3.4388
2015-07-28,-4.5584
2015-07-29,1.0448
2015-07-30,0.0
2015-07-31,-1.3294000000000001
2015-08-03,0.2994
2015-08-04,-1.4925
2015-08-05,1.3636
2015-08-06,-0.1495
2015-08-07,-0.2994
2015-08-10,0.6006
2015-08-11,-5.5224
2015-08-12,-7.425
2015-08-13,-0.8532
2015-08-14,0.3442
2015-08-17,0.5146
2015-08-18,-3.0717
2015-08-19,-2.993
2015-08-20,-5.9891
2015-08-21,-8.3012
2015-08-24,-6.3158
2015-08-25,-11.236
2015-08-26,1.5190000000000001
2015-08-27,8.9776
2015-08-28,13.5011
2015-08-31,-3.4274
2015-09-01,-3.1315
2015-09-02,0.431
2015-09-03,-0.4292
2015-09-04,-1.0776
2015-09-08,0.6536
2015-09-09,3.4632
2015-09-10,-1.4644
2015-09-11,0.8493
2015-09-14,-4.4211
2015-09-15,4.4053
2015-09-16,3.1646
2015-09-17,-0.818
2015-09-18,-4.5361
2015-09-21,-2.8078
2015-09-22,-0.8889
2015-09-23,0.8969
2015-09-24,-2.0
2015-09-25,-0.2268
2015-09-28,-2.2727
2015-09-29,-0.6977
2015-09-30,2.5761
2015-10-01,3.1963
2015-10-02,2.2124
