ticker,CWH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-07,2.2727
2016-10-10,-1.0667
2016-10-11,-2.5157
2016-10-12,-1.3825
2016-10-13,-1.8692
2016-10-14,0.2857
2016-10-17,-2.5641
2016-10-18,3.0702
2016-10-19,0.9929
2016-10-20,1.4981
2016-10-21,1.107
2016-10-24,2.5091
2016-10-25,1.2906
2016-10-26,-0.3076
2016-10-27,-1.8951
2016-10-28,0.4492
2016-10-31,0.0
2016-11-01,-1.8784
2016-11-02,-1.6408
2016-11-03,0.3707
2016-11-04,1.7082000000000002
2016-11-07,-3.4044
2016-11-08,-1.2688
2016-11-09,4.4265
2016-11-10,1.5041
2016-11-11,8.0826
2016-11-14,1.7865
2016-11-15,-2.1224
2016-11-16,0.0834
2016-11-17,-0.0417
2016-11-18,-0.0417
2016-11-21,0.5004
2016-11-22,4.6888
2016-11-23,3.4879
2016-11-25,3.1023
2016-11-28,-0.2972
2016-11-29,3.0924
2016-11-30,0.8312
2016-12-01,-0.3943
2016-12-02,-2.5909
2016-12-05,0.1847
2016-12-06,0.6287
2016-12-07,3.0871
2016-12-08,2.5312
2016-12-09,5.2156
2016-12-12,2.2802
2016-12-13,-1.1309
2016-12-14,-1.732
2016-12-15,4.9884
2016-12-16,0.6335
2016-12-19,0.2203
2016-12-20,0.691
2016-12-21,0.9357
2016-12-22,-0.1545
2016-12-23,-0.1238
2016-12-27,2.9749
2016-12-28,-1.1435
2016-12-29,-2.3135
2016-12-30,1.5581
2017-01-03,0.8592
2017-01-04,4.0767
2017-01-05,-2.8647
2017-01-06,-1.294
2017-01-09,-1.189
2017-01-10,-0.6479
2017-01-11,0.0
2017-01-12,-1.4596
2017-01-13,-2.931
2017-01-17,1.526
2017-01-18,0.0
2017-01-19,-1.8548
2017-01-20,1.7269
2017-01-23,1.6336
2017-01-24,-0.4727
2017-01-25,-1.3616
2017-01-26,3.4671
2017-01-27,0.2792
2017-01-30,1.3614
2017-01-31,-3.9072
2017-02-01,1.8107
2017-02-02,-0.7488
2017-02-03,0.2515
2017-02-06,-0.439
2017-02-07,-1.1969
2017-02-08,1.3707
2017-02-09,4.2138
2017-02-10,-0.1509
2017-02-13,-1.0577
2017-02-14,1.3745
2017-02-15,3.495
2017-02-16,-2.0961
2017-02-17,-1.9923
2017-02-21,2.8519
2017-02-22,0.6785
2017-02-23,-1.1134
2017-02-24,3.1111
2017-02-27,1.8965999999999998
2017-02-28,-0.8178
2017-03-01,3.4689
2017-03-02,-3.2152
