ticker,ILCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-08,-6.9767
2012-06-20,2.5
2012-06-26,-0.9756
2012-07-03,-0.9852
2012-07-10,-0.4975
2012-07-11,0.0
2012-07-13,-10.0
2012-07-18,22.2222
2012-07-19,13.6364
2012-07-20,16.0
2012-07-23,12.069
2012-07-24,23.0769
2012-07-26,6.25
2012-07-27,5.8824
2012-07-30,5.5556
2012-07-31,-5.2632
2012-08-01,-26.6667
2012-08-03,-9.0909
2012-08-06,-8.3333
2012-08-07,0.0
2012-08-09,25.4545
2012-08-10,-33.3333
2012-08-14,-8.6957
2012-08-15,23.8095
2012-08-30,-23.0769
2012-09-07,-25.0
2012-09-10,133.3333
2012-09-24,71.4286
2012-09-26,-25.0
2012-09-27,-53.3333
2012-10-11,78.5714
2012-10-16,-12.0
2012-11-01,59.0909
2012-11-02,-25.7143
2012-11-09,-37.6923
2012-11-12,-1.2346
2012-11-13,-25.0
2012-11-15,0.0
2012-11-16,41.6667
2012-11-19,-0.1471
2012-12-04,-64.6539
2012-12-06,66.6667
2012-12-12,-36.0
2012-12-14,-34.375
2012-12-17,-6.5476
2012-12-19,-15.9236
2012-12-21,0.0
2012-12-26,-2.2727
2012-12-27,24.031
2013-01-03,-44.0625
2013-01-04,78.7709
2013-01-15,-49.375
2013-01-16,-20.9877
2013-01-17,-2.3438
2013-01-18,-48.8
2013-01-22,0.0
2013-01-23,3.125
2013-01-24,0.0
2013-01-25,-3.0303
2013-01-28,-12.5
2013-01-29,-17.8571
2013-01-30,-2.1739
2013-01-31,-15.5556
2013-02-01,-2.6316
2013-02-04,21.6216
2013-02-05,6.6667
2013-02-06,-27.0833
2013-02-07,-22.8571
2013-02-08,11.1111
2013-02-11,-3.3333
2013-02-12,-44.8276
2013-02-13,100.0
2013-02-14,-9.375
2013-02-15,-37.931
2013-02-19,-11.1111
2013-02-20,-31.25
2013-02-21,0.0
2013-02-22,-27.2727
2013-02-25,125.0
2013-02-26,-22.2222
2013-02-27,-7.1429
2013-02-28,0.0
2013-03-01,-23.0769
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,-20.0
2013-03-07,25.0
2013-03-08,10.0
2013-03-11,-9.0909
2013-03-12,0.0
2013-03-13,-20.0
2013-03-14,-25.0
2013-03-15,0.0
2013-03-18,0.0
2013-03-19,0.0
2013-03-20,0.0
2013-03-21,-16.6667
2013-03-22,60.0
2013-03-25,-25.0
2013-03-26,0.0
2013-03-27,0.0
2013-03-28,33.3333
