ticker,CODX US Equity
2017-11-29,0.9634
2017-11-30,-3.2443
2017-12-01,1.3807
2017-12-04,-3.6965
2017-12-05,-6.0606
2017-12-06,7.0968
2017-12-07,-5.2209
2017-12-08,-6.7797
2017-12-11,-13.6364
2017-12-12,6.1842
2017-12-13,-9.7893
2017-12-14,-6.5934
2017-12-15,-7.6471
2017-12-18,-9.5541
2017-12-19,-3.8731999999999998
2017-12-20,-12.8205
2017-12-21,17.647100000000002
2017-12-22,9.642900000000001
2017-12-26,2.9316
2017-12-27,-1.5823
2017-12-28,-7.3955
2017-12-29,-8.3333
2018-01-02,4.5455
2018-01-03,0.7246
2018-01-04,-10.0719
2018-01-05,11.2
2018-01-08,0.3597
2018-01-09,9.6774
2018-01-10,0.6536
2018-01-11,2.5974
2018-01-12,1.2658
2018-01-16,-6.5625
2018-01-17,-2.0067
2018-01-18,3.413
2018-01-19,-2.9703
2018-01-22,1.0204
2018-01-23,-5.7239
2018-01-24,0.7143
2018-01-25,3.1915
2018-01-26,-2.4055
2018-01-29,1.7606000000000002
2018-01-30,1.3841
2018-01-31,-1.0239
2018-02-01,-6.5517
2018-02-02,-5.1661
2018-02-05,7.7821
2018-02-06,-6.1372
2018-02-07,3.0769
2018-02-08,-3.7313
2018-02-09,-2.3256
2018-02-12,0.7937
2018-02-13,1.9685000000000001
2018-02-14,-5.0193
2018-02-15,2.439
2018-02-16,1.1905000000000001
2018-02-20,-8.2353
2018-02-21,2.1368
2018-02-22,-6.2762
2018-02-23,-13.392900000000001
2018-02-26,-3.0928
2018-02-27,-17.0213
2018-02-28,10.8974
2018-03-01,19.0751
2018-03-02,16.5049
2018-03-05,4.5833
2018-03-06,6.7729
2018-03-07,2.9851
2018-03-08,-3.9855
2018-03-09,-10.566
2018-03-12,-3.7975
2018-03-13,-1.3158
2018-03-14,2.6667
2018-03-15,-4.7619
2018-03-16,-4.0909
2018-03-19,6.6350999999999996
2018-03-20,-5.3333
2018-03-21,4.8545
2018-03-22,-1.0477
2018-03-23,5.8824
2018-03-26,1.2821
2018-03-27,-1.2658
2018-03-28,-0.9402
2018-03-29,-5.9534
2018-04-02,3.6696999999999997
2018-04-03,-7.0796
2018-04-04,5.2381
2018-04-05,-4.0724
2018-04-06,-1.8868
2018-04-09,-10.5769
2018-04-10,5.3763
2018-04-11,-3.0612
2018-04-12,0.0
2018-04-13,1.5789
2018-04-16,-3.1088
2018-04-17,4.2781
2018-04-18,-4.0513
2018-04-19,2.3944
2018-04-20,4.395
2018-04-23,-1.0
2018-04-24,1.0101
2018-04-25,-6.0
2018-04-26,5.8511
2018-04-27,-1.5074999999999998
2018-04-30,-2.0408
2018-05-01,0.5208
2018-05-02,-0.5181
2018-05-03,-0.526
2018-05-04,-1.5655000000000001
2018-05-07,-2.1277
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,-1.6303999999999998
2018-05-11,1.6575
2018-05-14,0.5435
2018-05-15,-3.5189
2018-05-16,-4.7566
2018-05-17,0.5882
2018-05-18,0.5848
2018-05-21,-1.7442
2018-05-22,2.9586
2018-05-23,-1.1494
2018-05-24,-4.6512
2018-05-25,-1.2195
2018-05-29,118.5185
2018-05-30,-5.6497
2018-05-31,-13.1737
2018-06-01,65.1724
2018-06-04,-7.3069
2018-06-05,18.9189
2018-06-06,-0.5682
2018-06-07,-5.5238
2018-06-08,-13.104800000000001
2018-06-11,-2.5174
2018-06-12,-4.7959
2018-06-13,0.75
2018-06-14,5.4591
2018-06-15,2.1176
2018-06-18,-6.682
2018-06-19,-3.7037
2018-06-20,-0.5128
2018-06-21,-2.5773
2018-06-22,-0.7937
2018-06-25,7.2
2018-06-26,-4.4776
2018-06-27,-0.7813
2018-06-28,0.2625
2018-06-29,1.5707
2018-07-02,-1.5464
2018-07-03,-0.2618
2018-07-05,-0.8189
2018-07-06,12.2049
2018-07-09,-9.9057
2018-07-10,-4.9738
2018-07-11,-1.6529
2018-07-12,0.0
2018-07-13,1.4006
2018-07-16,-5.5193
2018-07-17,6.1341
2018-07-18,-3.8567
2018-07-19,-1.4327
2018-07-20,-0.0029
2018-07-23,-2.032
2018-07-24,0.0
2018-07-25,4.7478
2018-07-26,0.0
2018-07-27,-3.6827
2018-07-30,2.0588
2018-07-31,1.4409
2018-08-01,2.2727
2018-08-02,4.1639
2018-08-03,-1.6294
2018-08-06,-2.6675
2018-08-07,-0.0111
2018-08-08,1.571
2018-08-09,-3.1922
2018-08-10,-0.8499
2018-08-13,-0.6
2018-08-14,-3.3429
2018-08-15,0.2171
2018-08-16,-0.2967
2018-08-17,-2.6786
2018-08-20,-0.6116
2018-08-21,-1.5385
2018-08-22,-0.9375
2018-08-23,-2.2082
2018-08-24,0.9677
2018-08-27,1.5974
2018-08-28,0.4182
2018-08-29,3.9677
2018-08-30,-2.4096
2018-08-31,0.9259
2018-09-04,-0.9174
2018-09-05,-3.3951000000000002
2018-09-06,0.639
2018-09-07,0.0
2018-09-10,1.9048
2018-09-11,-2.8037
2018-09-12,-1.9231
2018-09-13,-4.902
2018-09-14,-9.622
2018-09-17,1.1407
2018-09-18,1.5038
2018-09-19,-2.2222
2018-09-20,4.1667
2018-09-21,-4.3636
2018-09-24,1.5209000000000001
2018-09-25,-1.4981
2018-09-26,0.3802
2018-09-27,-0.3788
2018-09-28,0.0
2018-10-01,-5.327
2018-10-02,-3.209
2018-10-03,-0.8299
2018-10-04,2.4937
2018-10-05,-3.2495
2018-10-08,-2.7257
2018-10-09,-2.4031000000000002
2018-10-10,2.6667
2018-10-11,4.7619
2018-10-12,3.3058
2018-10-15,-2.74
2018-10-16,7.3411
2018-10-17,-3.8314
2018-10-18,3.5857
2018-10-19,-3.8462
2018-10-22,-3.2
2018-10-23,0.657
2018-10-24,0.2504
2018-10-25,-1.7199
2018-10-26,-1.25
2018-10-29,1.6878
2018-10-30,0.0788
2018-10-31,-4.2249
2018-11-01,6.9264
2018-11-02,-4.4534
2018-11-05,-0.8475
2018-11-06,-0.4274
2018-11-07,0.8584
2018-11-08,-1.6979
2018-11-09,-0.0043
2018-11-12,-0.8658
2018-11-13,-3.4934
2018-11-14,12.2172
2018-11-15,-8.871
2018-11-16,-0.4425
2018-11-19,-10.8889
2018-11-20,-0.2494
2018-11-21,2.0
2018-11-23,5.3922
2018-11-26,-0.9302
2018-11-27,5.6338
2018-11-28,-0.8889
2018-11-29,-5.8296
2018-11-30,-1.4285999999999999
2018-12-03,1.9324
2018-12-04,5.8768
2018-12-06,-2.8648
2018-12-07,3.2258
2018-12-10,2.6786
2018-12-11,-6.5217
2018-12-12,1.4465
2018-12-13,-5.0938
2018-12-14,-7.1981
2018-12-17,-5.7782
2018-12-18,-4.9724
2018-12-19,-2.907
2018-12-20,0.0
2018-12-21,-10.1796
2018-12-24,1.3333
2018-12-26,-11.1842
2018-12-27,-14.8148
2018-12-28,8.6957
2018-12-31,19.2
2019-01-02,4.0268
2019-01-03,-17.1806
2019-01-04,-2.7888
2019-01-07,-4.1349
2019-01-08,1.1452
2019-01-09,-1.6446
2019-01-10,-2.5292
2019-01-11,-4.3103
2019-01-14,14.4144
2019-01-15,-13.3858
2019-01-16,-0.9182
2019-01-17,0.9267
2019-01-18,6.3636
2019-01-22,-8.547
2019-01-23,-3.7382999999999997
2019-01-24,-6.6408000000000005
2019-01-25,6.0628
2019-01-28,-5.4025
2019-01-29,15.6302
2019-01-30,100.7888
2019-01-31,-39.2857
2019-02-01,-4.4118
2019-02-04,1.5385
2019-02-05,-1.5152
2019-02-06,-2.3077
2019-02-07,-5.5118
2019-02-08,1.6667
2019-02-11,-1.6393
2019-02-12,-3.3333
2019-02-13,0.0
2019-02-14,0.8621
2019-02-15,-0.8547
2019-02-19,3.4483
2019-02-20,-2.5
2019-02-21,-0.4274
2019-02-22,1.2876
2019-02-25,2.5339
2019-02-26,2.4878
2019-02-27,0.4032
2019-02-28,-0.4016
2019-03-01,-3.2258
2019-03-04,2.5
2019-03-05,-0.813
2019-03-06,-3.2787
2019-03-07,4.2373
2019-03-08,-2.439
2019-03-11,-0.8333
2019-03-12,0.0
2019-03-13,0.8403
2019-03-14,-4.1667
2019-03-15,0.0
2019-03-18,0.8696
2019-03-19,3.4483
2019-03-20,-1.6667
2019-03-21,2.5423999999999998
2019-03-22,-3.3058
2019-03-25,1.7094
2019-03-26,-2.521
2019-03-27,-4.3103
2019-03-28,-7.2072
2019-03-29,2.9126
2019-04-01,0.9434
2019-04-02,4.6729
2019-04-03,0.8929
2019-04-04,-5.3097
2019-04-05,0.0
2019-04-08,0.0
2019-04-09,0.9346
2019-04-10,0.0
2019-04-11,-0.7222
2019-04-12,0.7275
2019-04-15,-1.3889
2019-04-16,-3.2864
2019-04-17,-0.9709
2019-04-18,0.9804
2019-04-22,-3.6505
2019-04-23,4.7965
2019-04-24,-0.9615
2019-04-25,-0.9709
2019-04-26,0.0
2019-04-29,-0.0098
2019-04-30,-0.9707
2019-05-01,-1.2376
2019-05-02,-1.5539
2019-05-03,-0.1527
2019-05-06,0.357
2019-05-07,-0.7114
2019-05-08,3.3777
2019-05-09,15.8416
2019-05-10,-6.2137
2019-05-13,-4.9121
2019-05-14,4.4662
2019-05-15,-11.9266
2019-05-16,-2.6042
2019-05-17,-3.8396
2019-05-20,-3.3478
2019-05-21,4.7181
2019-05-22,8.8242
2019-05-23,-12.6729
2019-05-24,-3.4343
2019-05-28,-2.1673999999999998
2019-05-29,1.8359999999999999
2019-05-30,-1.4423
2019-05-31,-2.3171
2019-06-03,0.4994
2019-06-04,-1.8634
2019-06-05,-2.5316
2019-06-06,0.0
2019-06-07,12.857099999999999
2019-06-10,-4.4879
2019-06-11,1.7349
2019-06-12,-2.7712
2019-06-13,-0.4629
2019-06-14,-0.93
2019-06-17,-2.1739
2019-06-18,-6.553
2019-06-19,4.7021
2019-06-20,1.8325
2019-06-21,-4.7016
2019-06-24,-5.3191
2019-06-25,5.3371
2019-06-26,2.0133
2019-06-27,4.5615
2019-06-28,0.5
2019-07-01,0.2488
2019-07-02,2.3573
2019-07-03,4.8606
2019-07-05,-4.0573
2019-07-08,1.2048
2019-07-09,-0.0357
2019-07-10,3.7871
2019-07-11,24.498
2019-07-12,-13.8249
2019-07-15,-7.0053
2019-07-16,6.383
2019-07-17,-3.2432
2019-07-18,28.4916
2019-07-19,-2.6087
2019-07-22,3.5714
2019-07-23,4.3103
2019-07-24,11.5702
2019-07-25,-2.963
2019-07-26,1.5267
2019-07-29,-1.5038
2019-07-30,0.0
2019-07-31,-2.2901
2019-08-01,-3.125
2019-08-02,2.4194
2019-08-05,0.7874
2019-08-06,3.125
2019-08-07,-0.7576
2019-08-08,-2.2824
2019-08-09,-0.0078
2019-08-12,1.5625
2019-08-13,-3.0769
2019-08-14,-2.3810000000000002
2019-08-15,-8.9431
2019-08-16,-1.7856999999999998
2019-08-19,5.2545
2019-08-20,-4.1285
2019-08-21,1.3514
2019-08-22,0.4444
2019-08-23,0.0
2019-08-26,-2.2124
2019-08-27,-1.3575
2019-08-28,-0.9174
2019-08-29,-0.9259
2019-08-30,0.0
2019-09-03,2.8037
2019-09-04,5.4545
2019-09-05,-6.0345
2019-09-06,0.0
2019-09-09,-2.7523
2019-09-10,-0.9434
2019-09-11,1.581
2019-09-12,-0.6188
2019-09-13,2.8302
2019-09-16,-0.9174
2019-09-17,-0.9259
2019-09-18,6.5421
2019-09-19,-1.7544
2019-09-20,-5.3571
2019-09-23,3.7736
2019-09-24,0.0
2019-09-25,-0.9091
2019-09-26,0.4587
2019-09-27,-2.2831
2019-09-30,-3.7382999999999997
2019-10-01,-1.4563
2019-10-02,-0.4926
2019-10-03,4.9505
2019-10-04,5.6604
2019-10-07,-2.6786
2019-10-08,0.9174
2019-10-09,-3.6364
2019-10-10,0.9434
2019-10-11,-2.3364
2019-10-14,0.4785
2019-10-15,-2.8571
2019-10-16,-0.5098
2019-10-17,4.4541
2019-10-18,-0.9434
2019-10-21,0.9524
2019-10-22,-1.8868
2019-10-23,-1.2115
2019-10-24,-0.7203
2019-10-25,-2.9412000000000003
2019-10-28,-4.5456
2019-10-29,0.9737
2019-10-30,3.3431
2019-10-31,-2.6468
2019-11-01,2.0833
2019-11-04,-1.3265
2019-11-05,0.3102
2019-11-06,-4.1134
2019-11-07,-0.0108
2019-11-08,2.1505
2019-11-11,-3.1895
2019-11-12,-1.6092
2019-11-13,-2.7517
2019-11-14,2.2727
2019-11-15,-1.7778
2019-11-18,10.0905
2019-11-19,-3.9252000000000002
2019-11-20,-0.5348
2019-11-21,-0.5341
2019-11-22,-1.6359
2019-11-25,1.6156000000000001
2019-11-26,-4.8237
2019-11-27,0.9541
2019-11-29,0.1918
2019-12-02,15.1444
2019-12-03,0.4976
2019-12-04,-0.9709
2019-12-05,-2.9412000000000003
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,1.0101
2019-12-11,-2.0
2019-12-12,0.5102
2019-12-13,1.5228000000000002
2019-12-16,6.49
2019-12-17,-1.3992
2019-12-18,-3.5238
2019-12-19,-3.2577
2019-12-20,0.0102
2019-12-23,-1.5305
2019-12-24,-1.4403000000000001
2019-12-26,-2.2077
2019-12-27,-0.301
2019-12-30,-1.3263
2019-12-31,-2.1746
2020-01-02,1.6867999999999999
2020-01-03,0.0769
2020-01-06,0.0
2020-01-07,2.1734
2020-01-08,-1.6760000000000002
2020-01-09,0.0109
2020-01-10,28.6682
2020-01-13,1.8935
2020-01-14,-7.5
2020-01-15,-4.5045
2020-01-16,0.0
2020-01-17,2.8208
2020-01-21,5.5143
2020-01-22,-1.7391
2020-01-23,79.646
2020-01-24,-7.3892
2020-01-27,82.4468
2020-01-28,-24.4898
2020-01-29,11.583
2020-01-30,-6.5744
2020-01-31,20.7407
2020-02-03,-7.9755
2020-02-04,-9.0
2020-02-05,-5.1282
2020-02-06,18.9189
2020-02-07,-2.5974
2020-02-10,32.0
2020-02-11,-17.6768
2020-02-12,-3.9877000000000002
2020-02-13,7.6677
2020-02-14,-1.4837
2020-02-18,-12.0482
2020-02-19,3.0822
2020-02-20,1.3289
2020-02-21,0.0
2020-02-24,28.8525
2020-02-25,9.7964
2020-02-26,106.2572
2020-02-27,79.3258
2020-02-28,-17.1053
2020-03-02,34.6183
2020-03-03,-19.3711
2020-03-04,-16.4345
2020-03-05,18.75
2020-03-06,-9.5439
2020-03-09,-23.7393
2020-03-10,-29.9084
2020-03-11,91.2917
2020-03-12,-10.7739
2020-03-13,-16.1565
2020-03-16,-7.8093
2020-03-17,17.4917
2020-03-18,0.1873
2020-03-19,-0.9346
2020-03-20,-1.4151
2020-03-23,-9.473700000000001
2020-03-24,-13.5307
2020-03-25,9.5355
2020-03-26,4.9107
2020-03-27,-2.6596
2020-03-30,-10.3825
2020-03-31,-7.0732
2020-04-01,-2.0997
2020-04-02,14.0751
2020-04-03,-3.6428000000000003
2020-04-06,25.7317
2020-04-07,-11.8332
2020-04-08,-4.2904
2020-04-09,1.1494
2020-04-13,12.8409
2020-04-14,0.2014
2020-04-15,-4.5226
2020-04-16,43.6842
2020-04-17,-4.1026
2020-04-20,11.3827
2020-04-21,-8.0247
2020-04-22,-0.2237
2020-04-23,2.0179
2020-04-24,5.4945
2020-04-27,-3.4722
2020-04-28,-2.6619
2020-04-29,-8.5735
2020-04-30,-8.3266
2020-05-01,18.7831
2020-05-04,11.3586
2020-05-05,-7.6667
2020-05-06,3.5379
2020-05-07,2.7894
2020-05-08,5.156
2020-05-11,10.0
2020-05-12,-0.3519
2020-05-13,37.8458
2020-05-14,-5.5081
2020-05-15,-22.8649
2020-05-18,2.2261
2020-05-19,8.0229
2020-05-20,-1.4324
2020-05-21,-3.014
2020-05-22,2.9412000000000003
2020-05-26,-2.8032
2020-05-27,-2.6068
2020-05-28,-0.5125
2020-05-29,3.0338
2020-06-01,0.0
2020-06-02,-2.4444
2020-06-03,-3.5877
2020-06-04,0.0
2020-06-05,-5.6113
2020-06-08,0.1252
2020-06-09,0.9375
2020-06-10,-1.0526
2020-06-11,-4.1302
2020-06-12,1.6319
2020-06-15,11.8818
2020-06-16,-4.1906
2020-06-17,-1.0785
2020-06-18,-3.513
2020-06-19,8.2235
2020-06-22,-4.3503
2020-06-23,13.4021
2020-06-24,-2.5667999999999997
2020-06-25,0.0549
2020-06-26,-0.8228
2020-06-29,-3.5398
2020-06-30,10.9518
2020-07-01,0.5685
2020-07-02,-2.9291
2020-07-06,-4.3408999999999995
2020-07-07,-0.7194
2020-07-08,5.7414
2020-07-09,-5.0606
2020-07-10,0.9994
2020-07-13,-3.9582
2020-07-14,3.6634
2020-07-15,-2.4848
2020-07-16,7.0215
2020-07-17,-2.3810000000000002
2020-07-20,2.8184
2020-07-21,16.9742
2020-07-22,-4.2361
2020-07-23,4.8941
2020-07-24,-2.1086
2020-07-27,1.3749
2020-07-28,-2.4864
2020-07-29,2.3644
2020-07-30,1.721
2020-07-31,6.8566
