ticker,BHVN US Equity
2017-09-22,0.2446
2017-09-25,2.9826
2017-09-26,0.0263
2017-09-27,0.2106
2017-09-28,-0.1839
2017-09-29,-1.6316000000000002
2017-10-02,-4.8689
2017-10-03,-6.9741
2017-10-04,-0.2418
2017-10-05,-2.8485
2017-10-06,0.1248
2017-10-09,0.0312
2017-10-10,2.8963
2017-10-11,2.6029
2017-10-12,-3.9528
2017-10-13,-2.6413
2017-10-16,-0.4732
2017-10-17,1.6482
2017-10-18,1.0602
2017-10-19,0.9565
2017-10-20,-3.209
2017-10-23,-1.6104
2017-10-24,-2.9204
2017-10-25,-0.562
2017-10-26,0.266
2017-10-27,6.366
2017-10-30,-4.0835
2017-10-31,-2.3074
2017-11-01,-2.3287
2017-11-02,-1.4646
2017-11-03,1.7629000000000001
2017-11-06,0.7133
2017-11-07,-2.0236
2017-11-08,-4.6472
2017-11-09,-5.2347
2017-11-10,0.8381
2017-11-13,-4.0801
2017-11-14,-3.9386
2017-11-15,-1.845
2017-11-16,5.9315
2017-11-17,0.9858
2017-11-20,-2.0695
2017-11-21,0.2791
2017-11-22,1.4314
2017-11-24,1.8424
2017-11-27,-0.1155
2017-11-28,-2.3121
2017-11-29,-0.355
2017-11-30,-8.4323
2017-12-01,-2.3779
2017-12-04,-6.2002
2017-12-05,-0.3777
2017-12-06,-3.128
2017-12-07,1.7123
2017-12-08,1.0582
2017-12-11,3.2842000000000002
2017-12-12,0.3226
2017-12-13,6.7524
2017-12-14,-5.6368
2017-12-15,1.596
2017-12-18,6.2388
2017-12-19,6.5061
2017-12-20,6.5054
2017-12-21,1.3408
2017-12-22,3.2709
2017-12-26,-2.0996
2017-12-27,-2.0356
2017-12-28,0.2226
2017-12-29,-0.1111
2018-01-02,4.1142
2018-01-03,1.1748
2018-01-04,1.513
2018-01-05,3.8475
2018-01-08,-0.1669
2018-01-09,0.5349
2018-01-10,-9.9102
2018-01-11,-3.5437
2018-01-12,1.1864
2018-01-16,0.4917
2018-01-17,1.3549
2018-01-18,7.5752
2018-01-19,7.8357
2018-01-22,2.6248
2018-01-23,3.3999
2018-01-24,-5.3695
2018-01-25,2.9646
2018-01-26,1.3932
2018-01-29,1.0687
2018-01-30,-0.5438
2018-01-31,4.9818
2018-02-01,-5.3819
2018-02-02,-1.9572
2018-02-05,1.0917
2018-02-06,0.2468
2018-02-07,0.1539
2018-02-08,-6.5765
2018-02-09,-2.2697
2018-02-12,2.8273
2018-02-13,2.0295
2018-02-14,-4.0744
2018-02-15,-2.3746
2018-02-16,1.4388
2018-02-20,-0.1013
2018-02-21,-2.1636
2018-02-22,7.3255
2018-02-23,6.5679
2018-02-26,1.7221
2018-02-27,1.8414000000000001
2018-02-28,-1.1665
2018-03-01,-4.3671
2018-03-02,4.8442
2018-03-05,-2.266
2018-03-06,-7.5881
2018-03-07,-1.4337
2018-03-08,-2.5124
2018-03-09,3.4249
2018-03-12,-0.5902
2018-03-13,-4.5844000000000005
2018-03-14,-1.3826
2018-03-15,-4.4865
2018-03-16,-0.1101
2018-03-19,2.2777
2018-03-20,3.6638
2018-03-21,-0.9009
2018-03-22,-4.8601
2018-03-23,-9.004
2018-03-26,-7.2698
2018-03-27,-2.047
2018-03-28,8.1814
2018-03-29,5.8774999999999995
2018-04-02,-4.7748
2018-04-03,2.3237
2018-04-04,0.1992
2018-04-05,-2.5845000000000002
2018-04-06,-3.5918
2018-04-09,3.0483
2018-04-10,5.5875
2018-04-11,-1.5564
2018-04-12,8.419
2018-04-13,-2.953
2018-04-16,-0.4508
2018-04-17,-0.566
2018-04-18,4.7438
2018-04-19,-1.1957
2018-04-20,-0.33
2018-04-23,4.8565000000000005
2018-04-24,-7.2632
2018-04-25,2.535
2018-04-26,0.3321
2018-04-27,6.3994
2018-04-30,0.795
2018-05-01,-1.3717
2018-05-02,0.765
2018-05-03,-3.3816
2018-05-04,-0.3571
2018-05-07,-1.5412
2018-05-08,-1.0921
2018-05-09,0.2208
2018-05-10,-2.6441
2018-05-11,2.5651
2018-05-14,5.48
2018-05-15,3.8006
2018-05-16,0.6046
2018-05-17,1.1352
2018-05-18,3.1694
2018-05-21,3.84
2018-05-22,2.3421
2018-05-23,0.7829
2018-05-24,3.1969
2018-05-25,-0.1158
2018-05-29,-0.3188
2018-05-30,1.5993
2018-05-31,0.1717
2018-06-01,0.0857
2018-06-04,-1.7985
2018-06-05,4.157
2018-06-06,0.0558
2018-06-07,-4.8815
2018-06-08,4.6041
2018-06-11,1.2335
2018-06-12,3.9047
2018-06-13,2.8252
2018-06-14,2.7735
2018-06-15,3.0769
2018-06-18,1.884
2018-06-19,1.561
2018-06-20,-2.2464
2018-06-21,-2.8786
2018-06-22,0.5729
2018-06-25,-1.9069
2018-06-26,0.8331
2018-06-27,-4.8072
2018-06-28,0.0526
2018-06-29,3.8906
2018-07-02,4.3269
2018-07-03,1.6493
2018-07-05,-1.2408
2018-07-06,3.8898
2018-07-09,-2.2326
2018-07-10,-2.117
2018-07-11,-0.7533
2018-07-12,1.9832999999999998
2018-07-13,0.3601
2018-07-16,-10.5981
2018-07-17,-1.8732
2018-07-18,0.8454
2018-07-19,-1.5143
2018-07-20,1.263
2018-07-23,-1.654
2018-07-24,-0.4411
2018-07-25,-1.4123999999999999
2018-07-26,-2.1067
2018-07-27,-2.8121
2018-07-30,-1.6239
2018-07-31,3.6014
2018-08-01,2.6941
2018-08-02,-1.1848
2018-08-03,-0.0571
2018-08-06,1.7709000000000001
2018-08-07,-2.133
2018-08-08,0.0287
2018-08-09,-1.6915
2018-08-10,-1.8956
2018-08-13,-0.3864
2018-08-14,-2.1486
2018-08-15,1.0369
2018-08-16,5.9463
2018-08-17,-0.6838
2018-08-20,-2.926
2018-08-21,2.6005000000000003
2018-08-22,2.5922
2018-08-23,0.5334
2018-08-24,-0.5306
2018-08-27,0.8141
2018-08-28,5.3189
2018-08-29,-2.3797
2018-08-30,2.6002
2018-08-31,-0.0528
2018-09-04,-2.113
2018-09-05,0.0
2018-09-06,-4.3713
2018-09-07,0.1693
2018-09-10,0.8169
2018-09-11,1.2572999999999999
2018-09-12,6.4018
2018-09-13,-3.0861
2018-09-14,-1.5788
2018-09-17,-2.5014
2018-09-18,2.9281
2018-09-19,0.9212
2018-09-20,4.5638
2018-09-21,-3.2862999999999998
2018-09-24,-3.5572
2018-09-25,3.1379
2018-09-26,0.5871
2018-09-27,0.3449
2018-09-28,-0.7139
2018-10-01,-0.8522
2018-10-02,0.8864
2018-10-03,4.5527
2018-10-04,-7.6649
2018-10-05,0.3861
2018-10-08,-0.3846
2018-10-09,-1.1307
2018-10-10,-2.371
2018-10-11,3.0
2018-10-12,3.1068
2018-10-15,-1.7218
2018-10-16,-1.8340999999999998
2018-10-17,0.5298
2018-10-18,-0.8599
2018-10-19,-2.1265
2018-10-22,3.5735
2018-10-23,-3.6710000000000003
2018-10-24,-4.7278
2018-10-25,6.3459
2018-10-26,0.0283
2018-10-29,-1.0461
2018-10-30,-0.2286
2018-10-31,3.2359999999999998
2018-11-01,10.9847
2018-11-02,-0.2499
2018-11-05,-1.8542
2018-11-06,0.1532
2018-11-07,5.7609
2018-11-08,-0.699
2018-11-09,-5.534
2018-11-12,-6.3464
2018-11-13,1.2346
2018-11-14,-8.7263
2018-11-15,1.6924000000000001
2018-11-16,1.9562
2018-11-19,-6.1856
2018-11-20,-1.0379
2018-11-21,4.38
2018-11-23,-3.753
2018-11-26,0.2763
2018-11-27,-7.6852
2018-11-28,3.6484
2018-11-29,1.056
2018-11-30,7.6314
2018-12-03,25.3898
2018-12-04,-3.4022
2018-12-06,4.2021
2018-12-07,-5.1981
2018-12-10,-0.5164
2018-12-11,-9.5156
2018-12-12,2.8954
2018-12-13,-3.1325
2018-12-14,3.2338
2018-12-17,-1.0619
2018-12-18,-2.066
2018-12-19,-7.3699
2018-12-20,-4.7619
2018-12-21,-7.6087
2018-12-24,3.5629999999999997
2018-12-26,11.295
2018-12-27,-0.2333
2018-12-28,1.3446
2018-12-31,6.6628
2019-01-02,-0.7842
2019-01-03,-5.3421
2019-01-04,6.133
2019-01-07,2.1161
2019-01-08,0.3985
2019-01-09,0.0794
2019-01-10,-0.1586
2019-01-11,-1.7214
2019-01-14,-4.5271
2019-01-15,-1.3548
2019-01-16,1.6309
2019-01-17,5.7432
2019-01-18,-1.8902999999999999
2019-01-22,-2.7137000000000002
2019-01-23,-1.8968
2019-01-24,-1.8481999999999998
2019-01-25,3.8239
2019-01-28,-2.1205
2019-01-29,-1.1117
2019-01-30,10.4065
2019-01-31,-0.5483
2019-02-01,9.32
2019-02-04,2.0893
2019-02-05,0.4234
2019-02-06,-1.2181
2019-02-07,-1.4228
2019-02-08,3.2475
2019-02-11,0.5359
2019-02-12,1.6221999999999999
2019-02-13,0.9578
2019-02-14,-0.8358
2019-02-15,3.3713
2019-02-19,-2.4901
2019-02-20,-0.1582
2019-02-21,-1.675
2019-02-22,3.5911999999999997
2019-02-25,1.0
2019-02-26,-2.9043
2019-02-27,2.1981
2019-02-28,-2.4834
2019-03-01,8.7767
2019-03-04,-1.4214
2019-03-05,0.7422
2019-03-06,-4.7569
2019-03-07,3.0055
2019-03-08,1.7593
2019-03-11,3.3945
2019-03-12,0.7137
2019-03-13,0.5062
2019-03-14,0.9267
2019-03-15,0.0
2019-03-18,-1.3174000000000001
2019-03-19,1.2338
2019-03-20,-1.5385
2019-03-21,8.1372
2019-03-22,-4.5786999999999995
2019-03-25,1.4356
2019-03-26,2.501
2019-03-27,-3.8207
2019-03-28,1.7502
2019-03-29,-0.5218
2019-04-01,-1.4572
2019-04-02,-1.045
2019-04-03,-1.5739999999999998
2019-04-04,-0.8097
2019-04-05,2.4286
2019-04-08,0.1395
2019-04-09,-2.5269
2019-04-10,0.6328
2019-04-11,-1.5213
2019-04-12,19.9588
2019-04-15,2.8846
2019-04-16,3.3044000000000002
2019-04-17,-2.7786999999999997
2019-04-18,-0.0332
2019-04-22,1.1968
2019-04-23,5.1248
2019-04-24,-1.3281
2019-04-25,1.9161000000000001
2019-04-26,-0.5438
2019-04-29,-1.8277999999999999
2019-04-30,-4.7581
2019-05-01,-3.208
2019-05-02,-1.3637000000000001
2019-05-03,-0.14
2019-05-06,5.0123
2019-05-07,-2.3698
2019-05-08,6.4615
2019-05-09,1.9106999999999998
2019-05-10,-1.2447
2019-05-13,-3.8609
2019-05-14,4.8955
2019-05-15,-2.2622999999999998
2019-05-16,3.2373
2019-05-17,-3.0887000000000002
2019-05-20,-0.178
2019-05-21,0.0972
2019-05-22,0.5343
2019-05-23,-2.2226
2019-05-24,1.8448
2019-05-28,-5.0461
2019-05-29,0.0681
2019-05-30,-3.7447
2019-05-31,-0.1592
2019-06-03,-1.0096
2019-06-04,1.4493
2019-06-05,0.0176
2019-06-06,-1.7810000000000001
2019-06-07,20.3052
2019-06-10,-5.0142
2019-06-11,-2.5766
2019-06-12,0.8547
2019-06-13,0.7035
2019-06-14,0.0
2019-06-17,-8.9235
2019-06-18,-23.6053
2019-06-19,-7.2341
2019-06-20,-1.8942
2019-06-21,2.9589
2019-06-24,-3.0687
2019-06-25,-0.0251
2019-06-26,5.6044
2019-06-27,1.1661
2019-06-28,3.0111
2019-07-01,-1.2103
2019-07-02,-0.5317
2019-07-03,3.6021
2019-07-05,-3.7236000000000002
2019-07-08,-1.3514
2019-07-09,2.1256
2019-07-10,1.087
2019-07-11,-1.4184
2019-07-12,-1.3228
2019-07-15,7.5259
2019-07-16,-0.9186
2019-07-17,-1.766
2019-07-18,0.5393
2019-07-19,-1.4304999999999999
2019-07-22,2.6077
2019-07-23,-3.8895
2019-07-24,2.0464
2019-07-25,-2.8616
2019-07-26,3.5723000000000003
2019-07-29,0.7839
2019-07-30,-4.0
2019-07-31,-0.3704
2019-08-01,-1.7193
2019-08-02,-2.4586
2019-08-05,-4.096
2019-08-06,-1.1625
2019-08-07,1.5086
2019-08-08,2.267
2019-08-09,-3.0049
2019-08-12,-4.3169
2019-08-13,3.052
2019-08-14,-2.1118
2019-08-15,-1.3681
2019-08-16,4.6146
2019-08-19,-2.6772
2019-08-20,-2.0697
2019-08-21,0.107
2019-08-22,3.287
2019-08-23,-0.2846
2019-08-26,0.7784
2019-08-27,-2.6776999999999997
2019-08-28,-0.0794
2019-08-29,2.3034
2019-08-30,1.4234
2019-09-03,-2.7813
2019-09-04,9.3176
2019-09-05,-1.8007
2019-09-06,1.4425
2019-09-09,-0.6026
2019-09-10,1.3578999999999999
2019-09-11,8.5167
2019-09-12,-0.8377
2019-09-13,4.5576
2019-09-16,2.105
2019-09-17,-1.4577
2019-09-18,4.5435
2019-09-19,-3.5779
2019-09-20,-1.6981000000000002
2019-09-23,-1.2583
2019-09-24,-3.0454
2019-09-25,-2.4059
2019-09-26,-1.8260999999999998
2019-09-27,-3.4643
2019-09-30,0.4817
2019-10-01,-0.743
2019-10-02,1.8353000000000002
2019-10-03,3.6519
2019-10-04,-1.0753
2019-10-07,-3.099
2019-10-08,-2.4821
2019-10-09,1.7132
2019-10-10,0.3609
2019-10-11,3.1168
2019-10-14,0.2558
2019-10-15,3.5019
2019-10-16,-0.829
2019-10-17,1.0393
2019-10-18,0.559
2019-10-21,0.2224
2019-10-22,2.2631
2019-10-23,1.9961
2019-10-24,-3.1483
2019-10-25,2.7235
2019-10-28,2.2236
2019-10-29,-1.7988
2019-10-30,-3.6635
2019-10-31,1.5255
2019-11-01,2.9617
2019-11-04,-0.8037
2019-11-05,0.1279
2019-11-06,-3.4497
2019-11-07,1.4777
2019-11-08,5.0424
2019-11-11,-0.869
2019-11-12,2.3168
2019-11-13,-1.02
2019-11-14,1.0305
2019-11-15,4.2024
2019-11-18,0.9984
2019-11-19,-0.0582
2019-11-20,2.211
2019-11-21,2.2391
2019-11-22,4.8627
2019-11-25,1.5929
2019-11-26,-0.6969
2019-11-27,1.1404
2019-11-29,-0.5724
2019-12-02,-3.6288
2019-12-03,-2.6792
2019-12-04,0.4836
2019-12-05,-0.4813
2019-12-06,2.0275
2019-12-09,-3.464
2019-12-10,1.7941
2019-12-11,-4.731
2019-12-12,-0.6621
2019-12-13,2.823
2019-12-16,5.1096
2019-12-17,-3.6459
2019-12-18,-1.8637000000000001
2019-12-19,0.7481
2019-12-20,1.2376
2019-12-23,1.7115
2019-12-24,2.4778000000000002
2019-12-26,2.454
2019-12-27,-1.3209
2019-12-30,-4.5868
2019-12-31,1.8331
2020-01-02,-1.9471
2020-01-03,-1.0865
2020-01-06,1.7803
2020-01-07,4.0566
2020-01-08,-0.0179
2020-01-09,0.9122
2020-01-10,0.5317
2020-01-13,-8.3216
2020-01-14,0.0192
2020-01-15,-0.9998
2020-01-16,0.4078
2020-01-17,8.3366
2020-01-21,-0.0179
2020-01-22,2.3036
2020-01-23,-2.3041
2020-01-24,-2.6264
2020-01-27,-2.2936
2020-01-28,5.9906
2020-01-29,-9.8157
2020-01-30,-4.7348
2020-01-31,0.0
2020-02-03,1.4848
2020-02-04,6.5637
2020-02-05,2.8223000000000003
2020-02-06,0.2411
2020-02-07,-5.1804
2020-02-10,-8.1756
2020-02-11,-4.0161
2020-02-12,-0.1107
2020-02-13,1.1303
2020-02-14,-0.6575
2020-02-18,2.4266
2020-02-19,-0.3231
2020-02-20,-0.8643
2020-02-21,-1.177
2020-02-24,-1.8747
2020-02-25,-1.5509
2020-02-26,1.895
2020-02-27,-8.5369
2020-02-28,8.1823
2020-03-02,5.4348
2020-03-03,-0.6873
2020-03-04,6.2284
2020-03-05,0.7736
2020-03-06,-6.6465
2020-03-09,-12.4216
2020-03-10,8.8461
2020-03-11,-10.42
2020-03-12,-14.7998
2020-03-13,5.8001000000000005
2020-03-16,-22.6595
2020-03-17,10.8688
2020-03-18,-0.459
2020-03-19,0.3623
2020-03-20,-2.8881
2020-03-23,-0.8449
2020-03-24,15.9168
2020-03-25,-1.5584
2020-03-26,6.9594000000000005
2020-03-27,-1.48
2020-03-30,-5.5839
2020-03-31,2.1615
2020-04-01,-12.5184
2020-04-02,1.7803
2020-04-03,-4.2574
2020-04-06,10.5826
2020-04-07,-5.7668
2020-04-08,11.6441
2020-04-09,7.3778
2020-04-13,-6.181
2020-04-14,4.6765
2020-04-15,-5.2824
2020-04-16,-0.2077
2020-04-17,14.1795
2020-04-20,8.8258
2020-04-21,-0.6938
2020-04-22,3.3727
2020-04-23,3.0995
2020-04-24,6.1709
2020-04-27,3.7897
2020-04-28,-1.4974
2020-04-29,1.4161000000000001
2020-04-30,-3.2854
2020-05-01,-4.31
2020-05-04,8.342600000000001
2020-05-05,-0.1843
2020-05-06,-1.2105
2020-05-07,0.1454
2020-05-08,-1.1613
2020-05-11,4.8049
2020-05-12,-6.4464
2020-05-13,-3.6807
2020-05-14,-1.5552000000000001
2020-05-15,6.6576
2020-05-18,6.8134
2020-05-19,-0.8122
2020-05-20,3.7547
2020-05-21,0.5005
2020-05-22,11.8177
2020-05-26,2.7921
2020-05-27,0.1666
2020-05-28,-3.843
2020-05-29,8.0796
2020-06-01,2.9614000000000003
2020-06-02,3.6692
2020-06-03,-0.5999
2020-06-04,1.7048999999999999
2020-06-05,1.0977999999999999
2020-06-08,2.3624
2020-06-09,-1.7058
2020-06-10,-2.7709
2020-06-11,-7.3046
2020-06-12,6.7961
2020-06-15,3.6061
2020-06-16,-0.5118
2020-06-17,5.8504000000000005
2020-06-18,3.0829
2020-06-19,-2.0881
2020-06-22,1.3897
2020-06-23,-1.0856
2020-06-24,-3.91
2020-06-25,3.5551
2020-06-26,-3.4882
2020-06-29,-0.9714
2020-06-30,5.4674
2020-07-01,-0.9848
2020-07-02,-1.6439
2020-07-06,0.5056
2020-07-07,0.7267
2020-07-08,8.1437
2020-07-09,-2.6427
2020-07-10,-2.306
2020-07-13,-6.191
2020-07-14,4.8167
2020-07-15,4.7874
2020-07-16,-3.4429
2020-07-17,-1.3829
2020-07-20,1.1548
2020-07-21,-1.427
2020-07-22,0.6066
2020-07-23,-2.5216
2020-07-24,-2.0807
2020-07-27,0.1005
2020-07-28,-3.2846
2020-07-29,-5.4575
2020-07-30,0.7843
2020-07-31,-0.3268
