ticker,GLRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-02,0.1304
2012-10-03,0.0
2012-10-09,-0.3906
2012-10-12,4.5752
2012-10-24,-3.125
2012-10-25,0.0
2012-11-05,-0.9032
2012-11-07,0.2604
2012-11-08,0.0
2012-11-12,0.0
2012-12-10,-1.2987
2012-12-17,2.8947000000000003
2012-12-21,1.023
2012-12-27,0.0
2013-01-03,-6.2025
2013-01-07,5.2632
2013-02-04,-2.3077
2013-02-25,1.0499
2013-02-27,1.2987
2013-03-19,-1.2821
2013-04-01,0.0
2013-04-02,1.8182
2013-04-12,0.0
2013-04-16,0.0016
2013-04-17,-0.0016
2013-04-18,0.0
2013-04-19,0.0
2013-04-22,0.1291
2013-04-23,0.1258
2013-04-25,-0.2545
2013-06-21,0.1276
2013-06-28,-0.1274
2013-07-01,0.0
2013-07-25,0.1276
2013-07-26,0.0
2013-07-31,0.2548
2013-08-01,0.0
2013-08-08,-0.6353
2013-08-22,0.3836
2013-08-27,0.0
2013-08-28,0.2548
2013-09-06,1.3977
2013-09-25,-1.5038
2013-10-16,0.3817
2013-10-18,-0.1267
2013-10-21,0.1269
2013-11-12,0.0
2013-12-02,-0.3802
2013-12-27,0.2545
2013-12-30,1.2690000000000001
2013-12-31,-0.8772
2014-01-02,0.3793
2014-01-03,0.3778
2014-01-06,-0.2509
2014-01-07,-0.3774
2014-01-08,0.5051
2014-01-09,-0.2513
2014-01-10,0.3778
2014-01-13,0.0
2014-01-14,-0.2509
2014-01-15,0.0
2014-01-16,0.0
2014-01-21,0.1258
2014-01-22,-0.2513
2014-01-23,0.6297
2014-01-24,-0.6258
2014-01-27,0.1259
2014-01-28,0.0
2014-01-29,-0.1258
2014-01-30,0.2519
2014-01-31,0.3769
2014-02-03,-0.3755
2014-02-07,0.1256
2014-02-10,0.0
2014-02-13,0.0
2014-02-14,0.1255
2014-02-18,0.1253
2014-02-24,-0.2503
2014-02-25,-0.3764
2014-02-28,0.3778
2014-03-03,-0.2494
2014-03-04,0.1242
2014-03-06,0.3769
2014-03-11,-0.3755
2014-03-12,0.0024
2014-03-13,-0.1264
2014-03-19,0.6273
2014-03-20,-0.125
2014-03-21,-0.2519
2014-03-24,0.0031
2014-03-27,0.2494
2014-03-28,0.1252
2014-03-31,-0.375
2014-04-01,0.3764
2014-04-02,-0.5
2014-04-03,0.318
2014-04-04,0.8101
2014-04-07,-0.6211
2014-04-08,0.25
2014-04-09,-0.2494
2014-04-10,0.0
2014-04-11,-0.875
