ticker,HMMR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-23,233.3333
2014-09-24,-25.0
2014-09-25,-16.6667
2014-09-26,-20.0
2014-09-30,-5.0
2014-10-01,-21.0526
2014-10-03,33.3333
2014-10-22,25.0
2014-11-11,-44.0
2014-11-17,5.7143
2014-11-18,6.7568
2014-11-19,3.7975
2014-11-20,4.878
2014-11-21,4.6512
2014-11-24,2.2222
2014-11-25,1.087
2014-11-28,0.0
2014-12-03,-2.1505
2014-12-04,0.0
2014-12-10,1.0989
2014-12-16,1.087
2014-12-19,-3.2258
2015-01-02,3.3333
2015-01-07,2.1505
2015-01-09,1.0526
2015-01-13,-2.6042
2015-01-14,1.6042999999999998
2015-01-15,15.7895
2015-01-16,-3.6364
2015-01-20,6.6038
2015-01-21,-27.4336
2015-01-22,-14.6341
2015-01-23,-1.4285999999999999
2015-01-26,-20.2899
2015-01-27,12.7273
2015-01-28,-14.5161
2015-01-29,-3.7736
2015-01-30,-29.4118
2015-02-02,-8.3333
2015-02-03,45.4545
2015-02-05,-37.5
2015-02-06,33.3333
2015-02-09,-12.5
2015-02-10,-8.5714
2015-02-12,25.0
2015-02-17,-25.0
2015-02-18,33.3333
2015-02-23,-25.0
2015-02-24,33.3333
2015-02-25,-7.5
2015-02-26,-16.2162
2015-02-27,-3.2258
2015-03-02,0.0
2015-03-04,10.0
2015-03-05,21.2121
2015-03-06,7.5
2015-03-09,-9.3023
2015-03-12,2.5641
2015-03-16,-12.5
2015-03-19,-8.5714
2015-03-20,0.0
2015-03-23,-2.9688
2015-03-24,-0.161
2015-03-27,9.6774
2015-04-01,-5.8824
2015-04-02,0.0
2015-04-06,3.125
2015-04-07,9.0909
2015-04-08,25.0
2015-04-09,0.0
2015-04-10,31.1111
2015-04-13,6.0169
2015-04-14,15.7474
2015-04-15,-8.1492
2015-04-16,-9.0226
2015-04-17,9.0909
2015-04-20,6.0606
2015-04-21,4.2857
2015-04-22,-4.7945
2015-04-23,-4.8921
2015-04-24,-3.4796
2015-04-27,5.1724
2015-04-28,-20.7433
2015-04-29,-26.6659
2015-04-30,-30.7692
2015-05-01,28.7037
2015-05-04,-7.9137
2015-05-05,-23.4375
2015-05-06,-4.0816
2015-05-07,25.9574
2015-05-08,8.1081
2015-05-11,1.8944999999999999
2015-05-12,7.3414
2015-05-13,2.5714
2015-05-14,-21.727
2015-05-15,-6.4057
2015-05-18,10.2662
2015-05-19,-10.3448
2015-05-20,-4.2308
2015-05-21,-7.6305
