ticker,MNCLU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-02-07,0.05
2019-02-08,0.05
2019-02-11,0.2997
2019-02-12,-0.0996
2019-02-13,0.0
2019-02-14,-0.1994
2019-02-15,0.0
2019-02-20,0.029
2019-02-21,0.0709
2019-02-22,0.005
2019-02-25,0.0948
2019-02-26,-0.0997
2019-02-28,-0.0998
2019-03-01,0.1998
2019-03-04,-0.0997
2019-03-05,0.1996
2019-03-07,-0.1992
2019-03-11,0.0
2019-03-12,-0.1996
2019-03-14,0.7
2019-03-20,0.0993
2019-03-21,-0.5952
2019-03-22,0.7984
2019-03-25,0.0
2019-03-26,0.0
2019-03-28,0.0
2019-03-29,-0.198
2019-04-01,0.0992
2019-04-02,0.2973
2019-04-03,-0.1976
2019-04-04,0.099
2019-04-08,0.3956
2019-04-09,-0.4926
2019-04-10,-0.297
2019-04-15,0.2979
2019-04-17,0.198
2019-04-22,0.0
2019-04-25,0.1976
2019-04-29,0.0986
2019-04-30,0.0
2019-05-01,-0.0985
2019-05-03,0.0
2019-05-06,0.0
2019-05-07,0.0
2019-05-10,-0.0986
2019-05-14,0.0987
2019-05-15,0.0
2019-05-21,-0.0986
2019-05-22,0.4936
2019-05-24,-0.0285
2019-05-28,0.225
2019-05-30,0.0
2019-05-31,-0.098
2019-06-03,0.0
2019-06-04,0.5888
2019-06-05,-0.2927
2019-06-07,-0.1957
2019-06-10,0.098
2019-06-11,0.1959
2019-06-13,0.4888
2019-06-14,-0.2918
2019-06-17,0.0
2019-06-18,0.0976
2019-06-19,0.1949
2019-06-26,0.1946
2019-06-28,-0.0097
2019-07-02,0.2039
2019-07-10,0.0969
2019-07-11,-0.0968
2019-07-12,0.0
2019-07-15,-0.0969
2019-07-16,-0.097
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.4854
2019-07-22,-0.3865
2019-07-23,-0.097
2019-07-25,0.4854
2019-07-29,0.0
2019-07-30,-0.0193
2019-07-31,0.0193
2019-08-01,-0.0966
2019-08-02,0.0967
2019-08-05,-0.1932
2019-08-06,0.0
2019-08-08,0.6776
2019-08-09,0.0
2019-08-13,0.0
2019-08-14,-0.2885
2019-08-20,0.2893
2019-08-21,0.3846
2019-08-29,0.0
2019-08-30,0.0
2019-09-04,-0.1916
2019-09-05,-0.5902
2019-09-09,-0.1786
2019-09-18,0.5803
2019-09-20,0.0
2019-09-24,0.3846
2019-09-25,-0.1916
2019-09-30,0.1919
2019-10-11,-0.3831
2019-10-16,0.5769
2019-10-17,-0.0956
2019-10-18,0.0957
2019-10-21,0.0
2019-10-22,-0.1912
2019-10-23,-0.7663
2019-10-24,0.7722
2019-10-25,0.0958
2019-10-28,0.4526
2019-10-29,0.0257
2019-10-30,-0.0952
2019-10-31,0.0
2019-11-01,-0.286
2019-11-06,0.3824
2019-11-07,-0.0952
2019-11-08,0.0953
2019-11-11,0.0
2019-11-14,-0.1429
2019-11-15,-0.0477
2019-11-21,0.1908
2019-11-29,0.0
2019-12-06,0.4762
2019-12-09,2.8436
2019-12-11,0.1668
2019-12-12,0.4775
2019-12-17,0.0
2019-12-18,-0.0916
2019-12-19,-0.1833
2019-12-23,-0.3673
2019-12-30,0.0
2020-01-08,0.0
2020-01-22,-0.4608
2020-01-24,0.0
2020-03-10,-2.3148
2020-03-12,-2.3697
2020-03-16,1.3951
2020-03-17,-0.4184
2020-03-24,-1.9231
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-31,0.0
2020-04-09,1.4706000000000001
2020-05-04,-0.2899
2020-05-20,4.9419
2020-06-22,1.5697
