ticker,FBEC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-12,60.3175
2006-06-01,0.0
2007-02-27,-5.9406
2007-03-23,0.0
2007-04-02,6.3158
2007-04-03,-0.9901
2007-04-09,1.0
2007-04-10,13.8614
2007-04-13,-4.3478
2007-05-31,-8.6364
2007-08-16,24.3781
2007-09-10,-16.0
2007-09-11,0.0
2007-09-13,0.0
2007-09-17,0.0
2007-10-15,14.2857
2007-10-17,0.0
2007-10-31,8.3333
2007-11-21,-15.3846
2007-11-27,0.0
2007-12-26,13.6364
2008-01-22,0.0
2008-06-17,-4.0
2008-08-19,0.0
2008-10-22,-15.0
2009-01-05,-6.8627
2009-02-18,-31.5789
2009-03-02,-21.5385
2009-03-30,-37.2549
2009-06-12,-37.5
2009-06-16,10.0
2009-07-08,13.6364
2009-07-10,0.0
2009-10-19,20.0
2009-11-30,300.0
2009-12-01,0.0
2009-12-03,0.0
2009-12-04,4.1667
2009-12-07,-13.6
2009-12-17,-47.2222
2009-12-31,14.0351
2010-01-04,0.0
2010-01-05,55.3846
2010-01-07,-35.6436
2010-02-16,0.0
2010-02-19,0.0
2010-04-07,52.3077
2010-04-08,-14.1414
2010-04-09,-23.5294
2010-04-30,-4.6154
2010-05-03,-27.4194
2010-05-11,0.0
2010-05-20,-33.3333
2010-05-25,-13.3333
2010-07-08,11.538499999999999
2010-07-15,-20.6897
2010-07-16,0.0
2010-07-19,65.2174
2010-07-21,0.0
2010-07-23,-7.8947
2010-08-04,-11.4286
2010-08-23,45.1613
2010-08-24,-28.8889
2010-08-26,21.875
2010-08-27,15.3846
2010-09-02,0.0
2010-09-07,0.0
2010-09-09,-28.8889
2010-09-10,34.5313
2010-09-13,-9.4077
2010-09-22,-12.8205
2010-09-23,-5.8824
2010-10-19,-21.875
2010-10-27,0.0
2010-11-11,32.0
2010-11-12,-12.1212
2010-11-16,-13.7931
2010-12-01,-24.0
2010-12-14,0.0
2011-01-12,-10.526299999999999
2011-01-21,-11.7647
2011-01-25,60.0
2011-01-28,0.0
2011-02-14,0.0
2011-03-03,-37.5
2011-03-04,-33.3333
2011-03-17,50.0
2011-03-24,-6.6667
2011-04-01,-14.2857
2011-04-12,25.0
2011-05-02,133.3333
2011-05-06,0.0
2011-05-16,0.0
2011-05-19,0.0
2011-05-26,-51.4286
2011-06-09,0.0
2011-08-22,-11.7647
2011-09-15,0.0
2011-09-26,-22.0
2011-10-12,-5.9829
2011-10-13,-9.0909
2011-10-14,-20.0
