ticker,PVNNF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-03-15,0.0
2017-03-23,-9.0909
2017-03-30,0.0
2017-04-04,0.5
2017-04-21,-0.4975
2017-06-21,0.0
2017-07-03,0.0
2017-08-28,-25.0
2017-12-08,-56.6667
2017-12-18,0.0154
2017-12-19,-15.3976
2017-12-20,81.8182
2017-12-22,-75.0
2017-12-26,180.0
2018-01-02,-7.1429
2018-01-04,42.3077
2018-01-16,-5.9459
2018-01-22,3.4483
2018-01-23,3.3333
2018-01-24,1.0753
2018-01-26,-46.8085
2018-01-30,30.0
2018-01-31,0.0
2018-02-05,0.0
2018-02-12,-36.9231
2018-02-15,21.9512
2018-02-16,30.0
2018-02-20,0.0
2018-02-22,0.0
2018-02-27,0.0
2018-02-28,-27.6923
2018-03-02,6.383
2018-03-09,30.0
2018-03-13,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-23,-3.0769
2018-04-02,19.0476
2018-04-04,-38.6667
2018-04-09,41.3043
2018-04-12,-15.3846
2018-04-17,9.0909
2018-04-19,8.3333
2018-04-20,10.7692
2018-04-23,-2.7778
2018-04-24,7.1429
2018-04-25,1.3333
2018-04-30,-2.6316
2018-05-04,-5.4054
2018-05-08,-7.1429
2018-05-18,9.2308
2018-05-22,-7.0423
2018-05-25,-16.6667
2018-05-30,-7.2727
2018-05-31,17.647100000000002
2018-06-27,-25.0
2018-06-28,22.2222
2018-07-02,-36.3636
2018-07-03,57.1429
2018-07-10,0.0
2018-07-11,0.0
2018-07-17,0.0
2018-08-08,0.0
2018-08-09,-0.9091
2018-08-10,-44.9541
2018-08-13,200.0
2018-08-17,-11.1111
2018-08-20,12.5
2018-08-22,0.5556
2018-08-28,4.9724
2018-09-12,-36.8421
2018-09-19,-15.0
2018-09-20,0.0
2018-09-27,0.0
2018-10-09,0.0
2018-10-15,-55.8824
2018-10-17,11.1111
2018-11-08,104.0
2018-11-13,-21.5686
2018-11-19,-25.0
2018-11-20,-33.3333
2018-11-21,50.0
2018-11-28,-54.5333
2018-11-29,119.9413
2018-12-10,-63.3333
2018-12-11,172.7273
2018-12-17,0.0
2019-01-10,-50.0
2019-01-14,33.3333
2019-01-22,10.0
2019-01-23,-27.2727
2019-01-24,87.5
2019-01-29,-40.0
2019-01-30,11.1111
2019-02-12,-40.0
2019-02-13,16.6667
2019-02-21,-14.2857
2019-02-22,0.0
2019-03-04,0.0
2019-03-05,0.0
2019-03-11,-50.0
2019-03-12,66.6667
2019-03-15,100.0
2019-03-18,0.0
2019-03-19,5.0
2019-03-20,19.0476
2019-03-22,0.0
2019-03-26,20.0
2019-03-27,0.0
2019-03-28,20.0
2019-03-29,-30.5556
2019-04-04,4.0
2019-04-05,-23.0769
2019-04-22,25.0
2019-04-23,100.0
2019-04-24,-60.0
2019-04-25,10.0
2019-05-06,-9.0909
2019-05-20,-35.0
2019-05-22,0.0
2019-05-28,0.0
2019-06-07,0.0
2019-06-24,0.0
2019-07-01,-19.2308
2019-07-03,109.5238
2019-07-08,-22.7273
2019-07-16,17.647100000000002
2019-07-19,-30.0
2019-08-09,-21.4286
2019-08-12,81.8182
2019-08-20,0.0
2019-08-27,-50.0
2019-08-29,100.0
2019-10-03,-47.5
2019-10-15,90.4762
2019-11-12,-50.0
2019-11-29,-25.0
2019-12-05,233.3333
2019-12-09,-68.0
2019-12-24,87.5
2019-12-30,-26.6667
2020-01-02,0.0
2020-01-29,0.0
2020-02-03,-13.6364
2020-02-10,26.3158
2020-02-11,0.0
2020-02-19,-16.6667
2020-02-24,-15.0
2020-02-25,0.0
2020-02-27,0.0
2020-03-25,5.8824
2020-03-31,22.2222
2020-04-01,54.5455
2020-04-02,-41.1765
2020-04-03,-10.0
2020-04-07,55.5556
2020-04-08,-28.5714
2020-04-09,68.1
2020-04-16,-52.4093
2020-04-17,125.0
2020-04-21,-5.5556
2020-04-22,-29.4118
2020-04-23,16.6667
2020-04-24,7.1429
2020-04-27,0.0
2020-04-28,-6.6667
2020-05-04,42.8571
2020-05-05,25.0
2020-05-07,-20.0
2020-05-08,0.0
2020-05-19,0.0
2020-06-01,0.0
2020-06-10,150.0
2020-06-11,0.0
2020-06-12,-26.0
2020-06-16,-18.9189
2020-06-19,25.0
2020-06-22,-60.0
2020-06-24,66.6667
2020-06-25,-20.0
2020-06-26,0.0
2020-06-29,25.0
2020-07-02,-56.0
2020-07-10,1.9091
2020-07-28,123.0152
2020-07-29,0.0
