ticker,GIGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-09-22,1.1494
2010-09-23,0.0
2010-09-28,0.0
2010-09-29,1.1364
2010-09-30,0.0
2010-10-04,-8.9888
2010-10-05,4.9383
2010-10-06,5.8824
2010-10-28,0.0
2010-11-10,-8.8889
2010-11-23,9.7561
2010-11-30,0.0
2010-12-07,0.0
2010-12-08,0.0
2010-12-10,11.1111
2010-12-16,0.0
2010-12-20,6.0
2010-12-21,-3.7736
2010-12-22,2.9412000000000003
2010-12-23,0.9524
2010-12-27,1.8868
2010-12-28,0.9259
2010-12-29,0.9174
2010-12-30,0.0
2011-01-03,-3.6364
2011-01-04,2.8302
2011-01-05,0.9174
2011-01-07,0.9091
2011-01-10,0.1802
2011-01-12,0.7194
2011-01-13,0.5357
2011-01-14,0.1776
2011-01-18,0.1773
2011-01-19,0.531
2011-01-20,0.1761
2011-01-21,0.3515
2011-01-24,1.0508
2011-01-25,0.1733
2011-01-26,0.346
2011-01-27,0.8621
2011-01-28,0.0
2011-01-31,0.3419
2011-02-01,0.5111
2011-02-02,-0.1695
2011-02-03,0.1698
2011-02-04,0.1695
2011-02-07,0.1692
2011-02-08,0.0
2011-02-09,0.0
2011-02-10,1.3514
2011-02-14,0.1667
2011-02-15,0.3328
2011-02-16,-1.99
2011-02-17,2.3689
2011-02-18,0.3306
2011-02-22,-1.1532
2011-02-23,0.0
2011-02-24,1.1667
2011-02-25,0.9885
2011-02-28,0.3263
2011-03-01,0.3252
2011-03-02,0.4862
2011-03-03,0.3226
2011-03-04,0.1608
2011-03-07,0.321
2011-03-08,0.0
2011-03-09,2.4
2011-03-10,0.4688
2011-03-11,0.0
2011-03-14,1.0886
2011-03-15,0.7692
2011-03-16,0.3053
2011-03-17,0.1522
2011-03-18,0.152
2011-03-21,0.1517
2011-03-22,-9.0909
2011-03-23,10.0
2011-03-24,-0.7576
2011-03-25,0.7634
2011-03-28,-0.7576
2011-03-29,0.3053
2011-03-30,0.1522
2011-03-31,0.0
2011-04-01,0.6079
2011-04-04,-0.9063
2011-04-05,0.3049
2011-04-06,0.6079
2011-04-07,0.0
2011-04-08,0.4532
2011-04-11,0.0
2011-04-12,0.0
2011-04-13,-1.5038
2011-04-14,1.5267
2011-04-15,0.0
2011-04-18,0.3008
2011-04-19,0.1499
2011-04-20,0.2994
2011-04-21,-0.7463
2011-04-25,1.3534
2011-04-26,-0.5935
2011-04-27,0.0
2011-04-28,-0.7463
2011-04-29,0.0
2011-05-02,0.0
