ticker,NMEX US Equity
2012-12-07,-1.2346
2012-12-10,6.25
2012-12-11,26.4706
2012-12-12,6.9767
2012-12-13,0.0
2012-12-17,-23.913
2012-12-18,-5.7143
2012-12-20,21.2121
2012-12-21,-17.5
2012-12-24,0.0
2012-12-26,0.0
2012-12-27,0.0
2012-12-28,0.0
2012-12-31,18.1818
2013-01-02,-14.8718
2013-01-03,0.0
2013-01-04,20.4819
2013-01-08,-15.0
2013-01-09,5.8824
2013-01-10,37.6042
2013-01-11,-11.1784
2013-01-14,0.0
2013-01-15,28.5511
2013-01-17,-0.9945
2013-01-18,0.0
2013-01-22,2.8571
2013-01-23,-37.5
2013-01-24,0.0
2013-01-25,0.0
2013-01-28,1.1111
2013-01-29,-3.8462
2013-01-31,2.8571
2013-02-01,0.0
2013-02-04,0.0
2013-02-05,-11.1111
2013-02-06,6.25
2013-02-07,-5.8824
2013-02-11,25.0
2013-02-12,20.0
2013-02-14,12.5
2013-02-19,-18.5185
2013-02-20,21.8182
2013-02-21,-14.1791
2013-02-22,-4.3478
2013-02-25,0.0
2013-02-28,9.0909
2013-03-01,4.5833
2013-03-04,-7.9681
2013-03-05,1.7316
2013-03-06,-14.8936
2013-03-07,45.0
2013-03-08,-16.8966
2013-03-11,4.1494
2013-03-12,-12.3008
2013-03-13,14.0261
2013-03-14,11.5538
2013-03-15,3.5714
2013-03-18,-10.0
2013-03-19,1.5326
2013-03-20,9.434
2013-03-21,-6.8966
2013-03-22,-3.7037
2013-03-25,-0.7692
2013-03-26,2.7132
2013-03-27,3.7736
2013-03-28,9.0909
2013-04-01,6.6667
2013-04-02,-12.5
2013-04-03,7.1429
2013-04-04,-3.3333
2013-04-05,3.4483
2013-04-08,16.3333
2013-04-09,-2.5788
2013-04-10,-23.5294
2013-04-11,-65.3846
2013-04-12,-45.1389
2013-04-15,-59.1139
2013-04-16,57.8947
2013-04-17,-21.9608
2013-04-18,-31.6583
2013-04-19,11.7647
2013-04-22,10.526299999999999
2013-04-23,47.619
2013-04-24,0.0
2013-04-25,-28.0242
2013-04-26,12.0448
2013-04-29,5.25
2013-04-30,-20.6651
2013-05-01,-20.9581
2013-05-02,30.303
2013-05-03,0.0
2013-05-06,-9.3023
2013-05-07,5.7692
2013-05-08,-7.8788
2013-05-09,-4.6053
2013-05-10,-3.4483
2013-05-13,7.5
2013-05-14,0.9967
2013-05-15,-15.7895
2013-05-16,-0.7813
2013-05-17,3.9370000000000003
2013-05-20,-8.3333
2013-05-21,5.7851
2013-05-22,17.5781
2013-05-23,-16.9435
2013-05-24,-4.0
2013-05-28,-0.8333
2013-05-29,-3.3613
2013-05-30,-16.5217
2013-05-31,8.3333
2013-06-03,-0.9615
2013-06-04,-21.3592
2013-06-05,-12.3457
2013-06-06,16.1972
2013-06-07,-3.0303
2013-06-10,-10.0
2013-06-11,5.5556
2013-06-12,0.0
2013-06-13,15.7895
2013-06-14,-1.1364
2013-06-17,-8.046
2013-06-18,-1.875
2013-06-19,-8.2803
2013-06-20,-25.6944
2013-06-21,0.0
2013-06-24,12.1495
2013-06-26,-13.3333
2013-06-27,90.3846
2013-06-28,-19.1919
2013-07-02,-21.875
2013-07-05,28.0
2013-07-08,1.25
2013-07-09,0.0
2013-07-10,-1.2346
2013-07-11,-8.75
2013-07-12,-12.3288
2013-07-15,0.0
2013-07-17,0.0
2013-07-18,2.3438
2013-07-19,18.3206
2013-07-22,-1.9355
2013-07-23,5.2632
2013-07-24,0.0
2013-07-25,0.0
2013-07-26,10.0
2013-07-29,18.1818
2013-07-30,0.0
2013-07-31,-8.6538
2013-08-01,-32.6316
2013-08-02,0.0
2013-08-05,37.5
2013-08-06,0.0
2013-08-07,-17.0455
2013-08-08,36.9863
2013-08-09,-12.0
2013-08-12,-7.9545
2013-08-15,-20.9877
2013-08-21,-18.75
2013-08-22,15.3846
2013-08-27,-26.6667
2013-08-28,45.4545
2013-08-29,0.0
2013-08-30,12.5
2013-09-03,2.2222
2013-09-04,0.0
2013-09-05,0.0
2013-09-06,0.0
2013-09-09,8.6957
2013-09-10,0.0
2013-09-11,-9.0
2013-09-16,-20.8791
2013-09-17,-30.5556
2013-09-18,110.0
2013-09-19,-14.2857
2013-09-20,11.1111
2013-09-25,-10.0
2013-09-26,0.0
2013-09-27,55.5556
2013-09-30,0.0
2013-10-04,-21.4286
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,-4.5455
2013-10-10,-9.5238
2013-10-15,0.0
2013-10-17,-12.6316
2013-10-18,0.0
2013-10-21,-3.6145
2013-10-22,-1.25
2013-10-24,-3.5601000000000003
2013-10-28,5.0041
2013-11-01,1.25
2013-11-04,0.0
2013-11-08,-13.5802
2013-11-12,14.2857
2013-11-13,26.25
2013-11-14,0.0
2013-11-15,-1.9802
2013-11-19,6.0606
2013-11-20,-34.2857
2013-11-21,13.0435
2013-11-22,-6.4103
2013-11-25,0.0
2013-11-26,0.0
2013-11-27,0.0
2013-11-29,0.0
2013-12-02,0.0
2013-12-04,0.0
2013-12-09,0.0
2013-12-11,0.0
2013-12-12,-4.1096
2013-12-13,1.4285999999999999
2013-12-16,-1.4085
2013-12-17,15.0
2013-12-19,-9.937899999999999
2013-12-20,-3.4483
2013-12-23,-14.2857
2013-12-24,0.0
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,0.0
2013-12-31,0.0
2014-01-02,0.0
2014-01-06,0.0
2014-01-07,15.0
2014-01-08,-13.0435
2014-01-09,0.0
2014-01-10,-16.6667
2014-01-13,0.0
2014-01-15,0.0
2014-01-16,140.0
2014-01-23,-58.3333
2014-01-24,0.0
2014-01-27,40.0
2014-02-04,0.0
2014-02-06,-40.5357
2014-02-21,0.0
2014-02-24,-0.3003
2014-02-26,92.7711
2014-02-27,15.0
2014-02-28,-7.6087
2014-03-05,-5.8824
2014-03-06,0.0
2014-03-11,1.25
2014-03-13,-1.2346
2014-03-17,0.0
2014-03-18,25.0
2014-03-19,-9.0
2014-03-20,1.2363
2014-03-25,-1.2212
2014-03-27,0.0
2014-03-31,0.0
2014-04-03,15.9341
2014-04-07,-24.1706
2014-04-08,0.0
2014-04-09,6.25
2014-04-10,17.647100000000002
2014-04-11,-7.5
2014-04-14,8.1081
2014-04-21,20.0
2014-04-23,8.3333
2014-04-25,0.0
2014-04-28,23.0769
2014-04-29,12.5
2014-04-30,-5.5556
2014-05-01,5.8824
2014-05-06,-32.2222
2014-05-07,0.0
2014-05-08,-2.459
2014-05-12,-24.3697
2014-05-14,0.0
2014-05-15,0.0
2014-05-19,16.6667
2014-05-22,-14.2857
2014-05-28,16.6667
2014-05-29,-7.1429
2014-06-03,-7.6923
2014-06-05,0.0
2014-06-11,0.0
2014-06-13,16.6667
2014-06-16,-14.2857
2014-06-18,-11.1111
2014-06-19,6.25
2014-06-20,23.5294
2014-06-23,71.4286
2014-06-24,0.0
2014-06-25,-40.5556
2014-06-30,-6.5421
2014-07-01,70.0
2014-07-02,58.8235
2014-07-03,-22.2222
2014-07-07,-28.8095
2014-07-08,40.4682
2014-07-09,-4.7619
2014-07-10,-0.5
2014-07-11,0.0
2014-07-14,-4.5226
2014-07-15,-34.2105
2014-07-16,0.8
2014-07-17,0.0
2014-07-18,1.5873
2014-07-21,0.0
2014-07-22,-2.3438
2014-07-23,27.2
2014-07-24,-11.9497
2014-07-25,0.0
2014-07-28,42.1429
2014-07-29,0.5025
2014-07-30,-5.0
2014-07-31,0.0
2014-08-01,-10.526299999999999
2014-08-04,0.0
2014-08-05,0.0
2014-08-06,1.4706000000000001
2014-08-07,0.0
2014-08-11,-4.3478
2014-08-13,-3.0303
2014-08-14,-6.25
2014-08-18,0.0
2014-08-20,-6.6667
2014-08-25,-14.2857
2014-08-26,12.5
2014-08-28,5.1852
2014-08-29,0.0
2014-09-04,1.4085
2014-09-08,0.0
2014-09-09,0.0
2014-09-10,0.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-15,0.0
2014-09-16,-16.6667
2014-09-17,-4.1667
2014-09-19,0.0
2014-09-22,0.0
2014-09-24,0.0
2014-09-25,0.0
2014-09-26,39.1304
2014-09-29,0.0
2014-10-01,-18.75
2014-10-03,23.0769
2014-10-08,-12.5
2014-10-09,-1.7856999999999998
2014-10-10,-9.0909
2014-10-14,0.0
2014-10-15,-4.0
2014-10-22,0.0
2014-10-28,25.0
2014-10-29,-23.3333
2014-10-31,0.0
2014-11-03,1.3043
2014-11-05,3.0043
2014-11-07,-6.6667
2014-11-10,-17.1317
2014-11-13,-19.1919
2014-11-17,0.0
2014-11-18,-6.6667
2014-11-20,-14.2857
2014-11-25,0.0
2014-11-26,44.4792
2014-11-28,-30.7859
2014-12-04,0.0
2014-12-08,8.125
2014-12-18,-5.973
2014-12-19,0.0
2014-12-24,0.0
2014-12-29,0.0
2014-12-30,6.5574
2015-01-06,0.0
2015-01-09,23.0769
2015-01-15,-18.75
2015-01-26,1.5385
2015-01-30,2.2727
2015-02-05,3.7037
2015-02-06,-12.857099999999999
2015-02-10,14.7541
2015-02-19,-14.2857
2015-02-23,0.0
2015-03-05,16.6667
2015-03-06,-23.125
2015-03-10,6.6202
2015-03-11,-9.3682
2015-03-24,15.3846
2015-04-10,14.2708
2015-04-28,23.9745
2015-05-06,0.0
2015-05-18,-38.6765
2015-05-19,0.0
2015-05-22,0.0
2015-05-28,5.5156
2015-06-01,0.0
2015-06-03,-5.2273
2015-06-04,5.5156
2015-06-09,-12.7273
2015-06-26,-16.6667
2015-07-06,15.0
2015-07-09,0.0
2015-07-10,8.6957
2015-07-14,25.0
2015-07-15,-4.0
2015-07-17,100.0
2015-07-21,-41.6667
2015-07-23,71.4286
2015-07-24,-41.6667
2015-07-28,10.7143
2015-07-29,29.0323
2015-08-03,-9.0
2015-08-07,4.3956
2015-08-10,3.1579
2015-08-11,1.0204
2015-08-18,-7.0707
2015-08-24,-2.1739
2015-08-25,-5.5556
2015-08-26,-5.8824
2015-08-27,0.0
2015-09-01,17.5
2015-09-09,-25.5319
2015-09-10,0.0
2015-09-18,2.8571
2015-09-21,8.3333
2015-09-22,-6.4103
2015-09-24,-1.3699
2015-09-28,8.3333
2015-10-02,-10.2564
2015-10-05,-24.2857
2015-10-06,-5.4245
2015-10-07,-1.2469000000000001
2015-10-12,-9.0909
2015-10-13,6.9444
2015-10-14,-10.6494
2015-10-15,-2.3256
2015-10-16,-4.7619
2015-10-20,15.0
2015-10-21,6.5217
2015-11-02,-14.2857
2015-11-10,-2.3810000000000002
2015-11-18,4.878
2015-11-20,-2.3256
2015-11-23,-7.1429
2015-12-03,-15.3846
2015-12-04,6.0606
2015-12-07,-20.0
2015-12-08,-1.7856999999999998
2015-12-09,5.4545
2015-12-10,20.6897
2015-12-11,0.0
2015-12-15,-24.2857
2015-12-16,3.7736
2015-12-18,-1.8182
2015-12-22,1.8519
2015-12-23,9.0909
2015-12-31,-16.6667
2016-01-08,0.0
2016-01-21,18.0
2016-01-26,-15.2542
2016-02-03,12.0
2016-02-10,3.5714
2016-02-19,-3.4483
2016-02-23,0.0
2016-02-24,0.0
2016-02-29,0.0
2016-03-01,-35.7143
2016-03-08,5.5556
2016-03-09,5.2632
2016-03-10,-5.9375
2016-03-14,6.3123000000000005
2016-03-16,-2.5
2016-03-21,10.2564
2016-03-22,16.5698
2016-03-28,-22.1945
2016-03-30,2.5641
2016-03-31,0.0
2016-04-06,50.0
2016-04-13,-15.625
2016-04-14,0.7407
2016-04-15,0.0
2016-04-28,-9.8039
2016-05-18,6.5217
2016-06-02,6.1224
2016-06-08,-2.4038
2016-06-09,-0.9852
2016-06-24,-0.4975
2016-07-14,0.0
2016-07-15,0.0
2016-07-21,6.0
2016-08-10,-5.6604
2016-08-12,20.0
2016-08-15,-13.3333
2016-08-26,-3.8462
2016-08-30,0.0
2016-09-07,24.0
2016-09-09,-9.0726
2016-09-12,-5.9867
2016-09-28,-9.434
2016-10-04,0.0
2016-10-05,-12.5
2016-10-12,0.0
2016-10-24,9.5238
2016-11-01,73.913
2016-11-07,0.0
2016-11-09,-35.0
2016-11-10,-3.3654
2016-11-11,-17.9104
2016-11-14,0.0
2016-11-17,93.9394
2016-11-25,0.0
2016-12-05,-37.5
2016-12-14,-12.0
2016-12-20,4.5455
2016-12-21,0.0
2016-12-30,-13.0435
2017-01-12,-25.0
2017-01-13,46.6667
2017-01-17,-31.8182
2017-01-18,33.3333
2017-01-20,0.0
2017-01-24,10.0
2017-01-25,-31.8182
2017-02-14,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-14,53.3333
2017-03-15,8.6957
2017-03-20,-40.0
2017-03-24,0.8333
2017-04-03,45.4545
2017-04-05,0.0
2017-04-17,0.0
2017-04-19,-22.7273
2017-04-24,29.4118
2017-04-26,-4.5455
2017-04-28,-4.7619
2017-05-01,-15.3125
2017-05-23,-10.3321
2017-06-13,-0.5761
2017-06-19,-33.7748
2017-06-20,50.0
2017-06-21,0.0
2017-06-22,0.0
2017-07-05,-26.6667
2017-07-17,-12.7273
2017-07-19,49.0625
2017-07-25,-42.6974
2017-07-31,82.9268
2017-08-08,0.0
2017-08-11,-40.8
2017-08-18,124.0991
2017-08-21,-5.0754
2017-08-25,-20.0635
2017-08-28,0.0
2017-08-30,15.894
2017-08-31,0.2857
2017-09-05,42.4501
2017-09-07,20.0
2017-09-11,-49.3333
2017-09-12,64.4737
2017-09-13,0.0
2017-09-20,0.0
2017-09-26,-32.0
2017-09-28,47.0588
2017-09-29,-20.0
2017-10-02,50.0
2017-10-03,0.0
2017-10-04,50.0
2017-10-10,0.0
2017-10-11,10.0
2017-10-12,-5.0505
2017-10-16,0.0
2017-10-17,-14.8936
2017-10-18,0.0
2017-10-19,0.0
2017-10-27,-2.5
2017-10-31,-23.0769
2017-11-02,28.3333
2017-11-03,0.0
2017-11-08,-22.0779
2017-11-13,0.0
2017-11-15,-16.6667
2017-11-17,4.0
2017-11-21,42.3077
2017-11-22,-32.4324
2017-11-24,0.0
2017-11-29,-15.2
2017-12-01,13.2075
2017-12-04,-11.6667
2017-12-06,17.9245
2017-12-11,39.6
2017-12-18,-28.3668
2017-12-19,0.0
2017-12-20,0.0
2017-12-29,0.0
2018-01-05,12.0
2018-01-08,22.8929
2018-01-12,19.1514
2018-01-16,-25.6098
2018-01-18,63.4426
2018-01-19,0.3009
2018-01-22,0.0
2018-01-24,0.0
2018-01-26,0.0
2018-01-31,-18.0
2018-02-02,4.878
2018-02-06,16.2791
2018-02-07,0.0
2018-02-09,22.2
2018-02-13,2.2913
2018-02-14,-2.0
2018-02-16,-18.3673
2018-02-20,20.0
2018-02-21,0.0
2018-02-22,-16.6667
2018-02-23,0.0
2018-03-01,21.1
2018-03-02,-5.0372
2018-03-05,-13.0435
2018-03-06,0.0
2018-03-07,20.0
2018-03-08,0.0
2018-03-09,8.3333
2018-03-12,-34.6154
2018-03-13,0.2353
2018-03-14,53.5211
2018-03-16,-23.5474
2018-03-19,30.8
2018-03-20,-29.6636
2018-03-27,8.6957
2018-04-06,0.0
2018-04-16,-15.0
2018-04-18,-17.647100000000002
2018-04-20,-11.4286
2018-04-26,35.4839
2018-04-27,7.1429
2018-04-30,33.3333
2018-05-01,0.0
2018-05-07,0.0
2018-05-08,-33.1667
2018-05-14,37.1571
2018-05-15,28.8909
2018-05-16,5.7977
2018-05-17,4.7333
2018-05-21,-13.9402
2018-05-22,10.9467
2018-05-23,-19.7333
2018-05-24,66.113
2018-05-29,-18.0
2018-06-01,0.9756
2018-06-05,8.6957
2018-06-06,1.2222
2018-06-07,-33.9188
2018-06-08,42.8571
2018-06-11,-18.6047
2018-06-12,0.0
2018-06-13,0.0
2018-06-14,14.1429
2018-06-18,-18.6483
2018-06-19,-23.0769
2018-06-20,30.0
2018-06-27,0.0
2018-06-28,0.0
2018-07-02,-7.6923
2018-07-06,8.3333
2018-07-09,-1.6923
2018-07-20,-4.5383
2018-07-24,0.0
2018-07-25,4.7541
2018-07-26,0.0
2018-07-27,9.5462
2018-07-31,0.0
2018-08-01,-7.1429
2018-08-02,7.6923
2018-08-03,0.0
2018-08-06,-14.2857
2018-08-07,0.0
2018-08-08,-0.0833
2018-08-09,-3.2527
2018-08-10,3.3621
2018-08-13,-16.5972
2018-08-14,0.0
2018-08-15,40.0
2018-08-16,0.0
2018-08-17,-0.1429
2018-08-20,-19.8856
2018-08-21,25.0
2018-08-23,-14.2857
2018-08-29,-0.4167
2018-08-30,-3.7657
2018-08-31,0.0
2018-09-04,-13.0435
2018-09-05,40.0
2018-09-07,-17.8571
2018-09-13,0.0
2018-09-17,-21.7391
2018-09-18,22.2222
2018-09-20,0.0
2018-09-24,-18.1818
2018-10-02,22.2222
2018-10-05,-18.1818
2018-10-08,22.2222
2018-10-09,-9.0909
2018-10-10,-10.0
2018-10-12,-6.4444
2018-10-15,0.0
2018-10-17,0.9264
2018-10-23,-0.9179
2018-10-24,0.0
2018-11-01,18.2898
2018-11-02,-7.6305
2018-11-12,-13.0435
2018-11-15,-0.25
2018-11-16,-48.6216
2018-11-19,95.122
2018-12-04,-61.25
2018-12-10,158.0645
2018-12-11,0.0
2018-12-17,-31.25
2018-12-18,0.0
2018-12-27,27.2727
2018-12-28,-7.1429
2019-01-02,23.0769
2019-01-04,0.0
2019-01-07,0.25
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,115.7107
2019-01-14,-34.3988
2019-01-15,23.3589
2019-01-16,25.7143
2019-01-17,0.5682
2019-01-18,-32.2034
2019-01-22,50.0
2019-01-24,-0.1111
2019-01-28,0.1112
2019-01-31,-44.4444
2019-02-01,75.81
2019-02-06,-37.4325
2019-02-08,-9.0909
2019-02-11,10.0
2019-02-14,2.4455
2019-02-15,-2.2096
2019-02-19,0.0
2019-02-20,0.0
2019-02-27,2.2595
2019-03-01,-27.234
2019-03-06,95.122
2019-03-08,0.0
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,0.7562
2019-03-15,-0.6265
2019-03-21,12.3596
2019-03-25,0.0
2019-03-26,11.1111
2019-03-28,11.0
2019-03-29,8.1081
2019-04-01,0.0
2019-04-02,-4.375
2019-04-03,-0.6536
2019-04-04,-2.6316
2019-04-05,-18.9189
2019-04-08,17.7778
2019-04-12,-36.7925
2019-04-18,2.9851
2019-04-22,42.029
2019-04-26,-35.7143
2019-05-01,0.0
2019-05-02,-14.2857
2019-05-13,-1.8519
2019-05-23,-18.8679
2019-05-28,-3.1047
2019-06-03,-18.1567
2019-06-11,46.6276
2019-06-14,-28.0
2019-06-20,94.1667
2019-06-25,0.0
2019-06-26,38.7697
2019-07-01,-47.4227
2019-07-17,0.0
2019-07-22,-1.9607999999999999
2019-07-23,10.15
2019-07-29,-25.3745
2019-08-12,-0.2433
2019-08-23,-12.1951
2019-08-26,0.0
2019-08-28,20.5556
2019-09-04,0.2304
2019-09-05,-15.8621
2019-09-09,-1.6393
2019-09-12,0.0
2019-09-18,11.1111
2019-09-19,-10.0
2019-09-20,-2.5
2019-09-24,0.0
2019-09-30,23.9316
2019-10-02,-13.7931
2019-10-16,16.0
2019-10-22,-28.7356
2019-10-29,25.8065
2019-10-30,-23.0769
2019-10-31,0.0
2019-11-08,16.6667
2019-11-20,-5.7143
2019-12-04,106.0606
2019-12-09,-51.4706
2019-12-16,106.0606
2019-12-17,0.0
2019-12-18,-47.3529
2019-12-19,89.9441
2019-12-20,0.0
2019-12-26,0.0
2019-12-27,0.0
2019-12-31,-46.9118
2020-01-02,0.0
2020-01-03,0.0
2020-01-21,0.0
2020-02-14,0.0
2020-02-24,-6.9252
2020-03-11,-16.6667
2020-03-18,0.0
2020-03-31,-17.5
2020-04-07,-13.4199
2020-04-09,0.0
2020-04-13,45.0
2020-04-23,224.1379
2020-04-24,-4.2553
2020-04-28,-12.2222
2020-04-29,-72.1519
2020-04-30,4.5455
2020-05-01,0.0
2020-05-12,73.913
2020-05-13,-34.5
2020-05-20,1.145
2020-05-21,0.0
2020-05-22,38.8679
2020-05-28,443.4783
2020-05-29,-80.5
2020-06-01,151.2821
2020-06-02,-53.0612
2020-06-03,-45.6522
2020-06-09,80.0
2020-06-10,-11.1111
2020-06-11,11.25
2020-06-12,-4.0449
2020-06-15,-29.7424
2020-06-18,33.3333
2020-06-25,-35.0
2020-07-09,41.9231
2020-07-10,-8.3062
2020-07-17,6.1031
2020-07-21,-27.0195
2020-07-23,0.0
2020-07-29,14.5038
2020-07-30,30.1667
2020-07-31,28.041
