ticker,INFN US Equity
2007-10-26,-0.3864
2007-10-29,-0.2586
2007-10-30,-2.1175
2007-10-31,-2.5606999999999998
2007-11-01,0.0906
2007-11-02,-1.4939
2007-11-05,0.0919
2007-11-06,3.5354
2007-11-07,-3.7694
2007-11-08,-5.7604
2007-11-09,1.6625999999999999
2007-11-12,-1.2025000000000001
2007-11-13,2.8238
2007-11-14,-3.4091
2007-11-15,-0.1961
2007-11-16,6.0904
2007-11-19,-0.787
2007-11-20,-2.9398
2007-11-21,-3.8942
2007-11-23,3.5018000000000002
2007-11-26,-4.0599
2007-11-27,-4.2317
2007-11-28,6.7859
2007-11-29,5.7635
2007-11-30,1.5836000000000001
2007-12-03,2.5218
2007-12-04,-11.806799999999999
2007-12-05,0.4057
2007-12-06,-2.0202
2007-12-07,-0.3608
2007-12-10,-2.5349
2007-12-11,0.5839
2007-12-12,-3.6939
2007-12-13,-4.1644
2007-12-14,-3.0875
2007-12-17,-1.1799
2007-12-18,0.2388
2007-12-19,-2.5015
2007-12-20,-4.7036999999999995
2007-12-21,-3.9744
2007-12-24,-2.737
2007-12-26,1.2354
2007-12-27,-4.339
2007-12-28,-0.4252
2007-12-31,5.6228
2008-01-02,-4.7844
2008-01-03,-10.2619
2008-01-04,-11.987400000000001
2008-01-07,0.3584
2008-01-08,2.7679
2008-01-09,-2.8670999999999998
2008-01-10,1.4311
2008-01-11,-2.9101
2008-01-14,-2.089
2008-01-15,-10.0186
2008-01-16,-3.8144
2008-01-17,-5.5734
2008-01-18,4.8808
2008-01-22,-1.7316
2008-01-23,10.1322
2008-01-24,2.7
2008-01-25,-3.0185
2008-01-28,4.8193
2008-01-29,-0.7663
2008-01-30,-3.2819
2008-01-31,1.6966
2008-02-01,44.1254
2008-02-04,-7.8057
2008-02-05,-5.6129999999999995
2008-02-06,-0.2347
2008-02-07,-3.5294
2008-02-08,-2.439
2008-02-11,6.5
2008-02-12,1.3302
2008-02-13,3.7838000000000003
2008-02-14,0.0
2008-02-15,-1.7856999999999998
2008-02-19,-3.3333
2008-02-20,5.4859
2008-02-21,-2.8232
2008-02-22,-0.9174
2008-02-25,4.7068
2008-02-26,2.2108
2008-02-27,-1.442
2008-02-28,-4.9012
2008-02-29,-10.1538
2008-03-03,-6.7637
2008-03-04,4.5914
2008-03-05,1.6681
2008-03-06,-4.1451
2008-03-07,-0.7207
2008-03-10,-9.7096
2008-03-11,6.5327
2008-03-12,-1.1320999999999999
2008-03-13,5.4389
2008-03-14,-4.7964
2008-03-17,-5.5133
2008-03-18,6.0362
2008-03-19,4.649
2008-03-20,1.7226
2008-03-24,14.3494
2008-03-25,1.8706
2008-03-26,-3.596
2008-03-27,-1.0317
2008-03-28,-2.1652
2008-03-31,-1.6393
2008-04-01,1.6667
2008-04-02,-0.8197
2008-04-03,4.2975
2008-04-04,-4.0412
2008-04-07,1.0735
2008-04-08,3.4314
2008-04-09,0.7899
2008-04-10,1.6458
2008-04-11,-5.0887
2008-04-14,-0.6499
2008-04-15,2.0442
2008-04-16,9.4551
2008-04-17,4.246
2008-04-18,7.514
2008-04-21,-0.0653
2008-04-22,4.8366
2008-04-23,-21.7581
2008-04-24,-2.2311
2008-04-25,7.824
2008-04-28,0.0
2008-04-29,-6.3492
2008-04-30,2.1792
2008-05-01,-2.0537
2008-05-02,-0.3226
2008-05-05,0.9709
2008-05-06,4.3269
2008-05-07,-4.3011
2008-05-08,2.809
2008-05-09,1.8735
2008-05-12,-0.2299
2008-05-13,1.0753
2008-05-14,0.0
2008-05-15,3.1155
2008-05-16,0.6632
2008-05-19,2.8551
2008-05-20,-0.3559
2008-05-21,-4.5714
2008-05-22,-1.4969999999999999
2008-05-23,1.1398
2008-05-27,1.3524
2008-05-28,-0.4448
2008-05-29,3.723
2008-05-30,2.5126
2008-06-02,-1.5406
2008-06-03,1.2802
2008-06-04,-1.264
2008-06-05,-0.3556
2008-06-06,-5.149
2008-06-09,-3.3008
2008-06-10,1.9455
2008-06-11,-6.6411999999999995
2008-06-12,1.4718
2008-06-13,4.8347999999999995
2008-06-16,6.1491
2008-06-17,-25.5612
2008-06-18,-2.8209999999999997
2008-06-19,0.1001
2008-06-20,-0.4
2008-06-23,-7.2289
2008-06-24,-3.5714
2008-06-25,5.6117
2008-06-26,-4.5696
2008-06-27,-0.7795
2008-06-30,-1.0101
2008-07-01,-5.102
2008-07-02,-2.8674
2008-07-03,0.123
2008-07-07,-0.1229
2008-07-08,14.2681
2008-07-09,-9.2573
2008-07-10,0.4745
2008-07-11,3.3058
2008-07-14,-7.0857
2008-07-15,-2.583
2008-07-16,4.4192
2008-07-17,2.1765
2008-07-18,2.6036
2008-07-21,0.1153
2008-07-22,3.5714
2008-07-23,17.2414
2008-07-24,0.5693
2008-07-25,2.6414999999999997
2008-07-28,1.3787
2008-07-29,6.5277
2008-07-30,-3.8298
2008-07-31,-0.354
2008-08-01,1.5098
2008-08-04,-0.5249
2008-08-05,1.4952
2008-08-06,-0.5199
2008-08-07,-4.3554
2008-08-08,4.1894
2008-08-11,0.2622
2008-08-12,-1.1334
2008-08-13,-3.0864
2008-08-14,1.3649
2008-08-15,2.7828
2008-08-18,0.524
2008-08-19,-1.8245
2008-08-20,1.5044
2008-08-21,-0.5231
2008-08-22,0.6135
2008-08-25,-4.7909
2008-08-26,-3.2022
2008-08-27,3.1191
2008-08-28,1.7415
2008-08-29,-0.7207
2008-09-02,-4.4465
2008-09-03,0.6648
2008-09-04,-5.1887
2008-09-05,-6.6667
2008-09-08,1.3859
2008-09-09,-12.8286
2008-09-10,-4.7045
2008-09-11,5.0633
2008-09-12,3.1325
2008-09-15,-6.4252
2008-09-16,7.6155
2008-09-17,-8.4687
2008-09-18,7.0976
2008-09-19,18.3432
2008-09-22,-8.6
2008-09-23,-0.4376
2008-09-24,1.0989
2008-09-25,5.1087
2008-09-26,5.0672
2008-09-29,-10.5315
2008-09-30,5.1705
2008-10-01,-0.9414
2008-10-02,-13.9388
2008-10-03,-2.5766999999999998
2008-10-06,-9.4458
2008-10-07,-4.8679
2008-10-08,-3.8012
2008-10-09,-5.0152
2008-10-10,14.56
2008-10-13,8.9385
2008-10-14,-3.8462
2008-10-15,-16.0
2008-10-16,13.8095
2008-10-17,-2.371
2008-10-20,7.1429
2008-10-21,6.5333
2008-10-22,-5.8824
2008-10-23,-4.7872
2008-10-24,-2.2346
2008-10-27,-1.5714000000000001
2008-10-28,8.5631
2008-10-29,1.3369
2008-10-30,2.6385
2008-10-31,0.0
2008-11-03,-2.3136
2008-11-04,6.7105
2008-11-05,-6.0419
2008-11-06,-2.7559
2008-11-07,4.9933
2008-11-10,-2.3136
2008-11-11,-3.8158
2008-11-12,-5.8824
2008-11-13,5.814
2008-11-14,-7.2802
2008-11-17,-1.6296
2008-11-18,10.0904
2008-11-19,-0.8208
2008-11-20,-1.7931
2008-11-21,5.4775
2008-11-24,13.0493
2008-11-25,0.0
2008-11-26,10.3651
2008-11-28,4.1622
2008-12-01,-16.4959
2008-12-02,11.5337
2008-12-03,0.6601
2008-12-04,0.8743
2008-12-05,3.6836
2008-12-08,5.1202
2008-12-09,-3.5785
2008-12-10,2.9897
2008-12-11,-7.3073
2008-12-12,0.324
2008-12-15,-13.24
2008-12-16,7.5682
2008-12-17,2.3068
2008-12-18,-3.1567
2008-12-19,1.8626
2008-12-22,-2.1714
2008-12-23,-1.285
2008-12-24,1.3018
2008-12-26,-0.1168
2008-12-29,-3.5088
2008-12-30,5.2121
2008-12-31,3.2258
2009-01-02,0.2232
2009-01-05,0.0
2009-01-06,1.2248999999999999
2009-01-07,0.33
2009-01-08,1.6447
2009-01-09,-4.4229
2009-01-12,-1.3544
2009-01-13,3.0892
2009-01-14,-6.3263
2009-01-15,4.6209
2009-01-16,-1.4723
2009-01-20,-8.046
2009-01-21,7.0
2009-01-22,-4.7897
2009-01-23,1.8405
2009-01-26,1.4458
2009-01-27,0.3563
2009-01-28,4.142
2009-01-29,-5.4545
2009-01-30,-17.5481
2009-02-02,-4.8105
2009-02-03,6.585
2009-02-04,-4.454
2009-02-05,4.3609
2009-02-06,3.0259
2009-02-09,-2.2378
2009-02-10,1.7167
2009-02-11,-1.5471
2009-02-12,1.7143000000000002
2009-02-13,5.1966
2009-02-17,-8.6782
2009-02-18,-2.7778
2009-02-19,1.9548999999999999
2009-02-20,0.885
2009-02-23,-2.6316
2009-02-24,8.2583
2009-02-25,-0.6935
2009-02-26,-0.9777
2009-02-27,1.5514999999999999
2009-03-02,-6.8056
2009-03-03,-2.5335
2009-03-04,1.8349
2009-03-05,-7.8078
2009-03-06,-3.0945
2009-03-09,-3.8655
2009-03-10,14.5105
2009-03-11,-1.5267
2009-03-12,10.6977
2009-03-13,0.5602
2009-03-16,-0.8357
2009-03-17,6.1798
2009-03-18,5.291
2009-03-19,-2.0101
2009-03-20,-3.9744
2009-03-23,10.9479
2009-03-24,-9.0253
2009-03-25,0.3968
2009-03-26,3.0303
2009-03-27,-4.3478
2009-03-30,-4.0107
2009-03-31,3.0641
2009-04-01,9.0541
2009-04-02,1.1152
2009-04-03,3.5539
2009-04-06,-0.8284
2009-04-07,-4.1766
2009-04-08,4.4832
2009-04-09,3.2181
2009-04-13,-0.8083
2009-04-14,0.1164
2009-04-15,3.4884
2009-04-16,4.7191
2009-04-17,1.2876
2009-04-20,-4.1314
2009-04-21,2.6519
2009-04-22,-14.6394
2009-04-23,5.0441
2009-04-24,1.4405999999999999
2009-04-27,-2.2485
2009-04-28,-1.4527999999999999
2009-04-29,-0.7371
2009-04-30,4.4554
2009-05-01,3.1991
2009-05-04,1.6073
2009-05-05,-2.8249
2009-05-06,1.7442
2009-05-07,-4.6857
2009-05-08,3.1175
2009-05-11,-5.6977
2009-05-12,-0.8631
2009-05-13,-1.2438
2009-05-14,1.3854
2009-05-15,0.8696
2009-05-18,0.4926
2009-05-19,0.9804
2009-05-20,1.6989999999999998
2009-05-21,-3.3413
2009-05-22,1.8519
2009-05-26,3.2727
2009-05-27,-3.4038
2009-05-28,1.0936
2009-05-29,2.6442
2009-06-01,6.3232
2009-06-02,0.5507
2009-06-03,3.0668
2009-06-04,10.3082
2009-06-05,-4.2389
2009-06-08,0.7042
2009-06-09,2.7972
2009-06-10,-2.6239
2009-06-11,1.4969999999999999
2009-06-12,-0.4916
2009-06-15,-0.4941
2009-06-16,-4.8659
2009-06-17,0.7307
2009-06-18,-2.0725
2009-06-19,0.0
2009-06-22,-4.9735
2009-06-23,0.8909
2009-06-24,1.5453000000000001
2009-06-25,-0.1087
2009-06-26,-0.9793
2009-06-29,1.2088
2009-06-30,-0.8686
2009-07-01,2.1906
2009-07-02,-5.5734
2009-07-06,-2.1566
2009-07-07,-1.7401
2009-07-08,-0.9445
2009-07-09,1.5495
2009-07-10,-0.3521
2009-07-13,0.2356
2009-07-14,3.6428000000000003
2009-07-15,0.5669
2009-07-16,0.2255
2009-07-17,1.2373
2009-07-20,-18.5556
2009-07-21,-2.1828
2009-07-22,-0.8368
2009-07-23,4.9226
2009-07-24,0.134
2009-07-27,1.071
2009-07-28,-2.7815
2009-07-29,-0.6812
2009-07-30,-3.0178
2009-07-31,-4.2433
2009-08-03,2.9542
2009-08-04,4.4475999999999996
2009-08-05,-1.0989
2009-08-06,-1.1111
2009-08-07,5.4775
2009-08-10,-0.7989
2009-08-11,-1.0738
2009-08-12,4.4776
2009-08-13,-0.6494
2009-08-14,-2.3529
2009-08-17,-4.9531
2009-08-18,-1.2676
2009-08-19,2.5678
2009-08-20,0.5563
2009-08-21,0.6916
2009-08-24,-1.5110000000000001
2009-08-25,-2.2315
2009-08-26,0.0
2009-08-27,0.1427
2009-08-28,1.567
2009-08-31,-1.8233000000000001
2009-09-01,-1.4285999999999999
2009-09-02,0.5797
2009-09-03,1.0086
2009-09-04,-0.1427
2009-09-08,1.1429
2009-09-09,1.1299
2009-09-10,-1.6760000000000002
2009-09-11,0.9943
2009-09-14,1.2658
2009-09-15,13.6111
2009-09-16,5.7457
2009-09-17,-4.1618
2009-09-18,-1.9300000000000002
2009-09-21,0.369
2009-09-22,5.8824
2009-09-23,-0.1157
2009-09-24,-3.1286
2009-09-25,-0.3589
2009-09-28,-0.4802
2009-09-29,-1.9300000000000002
2009-09-30,-2.214
2009-10-01,-5.7862
2009-10-02,-3.2043
2009-10-05,4.9655000000000005
2009-10-06,1.5769
2009-10-07,2.8461
2009-10-08,0.3774
2009-10-09,2.7569
2009-10-12,-0.2439
2009-10-13,-0.7335
2009-10-14,0.7389
2009-10-15,-0.6112
2009-10-16,-0.861
2009-10-19,0.7444
2009-10-20,-1.2315
2009-10-21,1.7456
2009-10-22,3.0637
2009-10-23,-4.1617
2009-10-26,-3.3499
2009-10-27,0.0
2009-10-28,-2.3106999999999998
2009-10-29,0.1314
2009-10-30,-2.4934
2009-11-02,-2.8264
2009-11-03,3.1856
2009-11-04,-2.953
2009-11-05,2.9046
2009-11-06,0.2688
2009-11-09,2.681
2009-11-10,-2.4804
2009-11-11,3.8822
2009-11-12,-0.2577
2009-11-13,0.7752
2009-11-16,3.0769
2009-11-17,4.1045
2009-11-18,-1.3142
2009-11-19,-2.4213
2009-11-20,-1.6129
2009-11-23,3.2787
2009-11-24,-0.6105
2009-11-25,-0.2457
2009-11-27,-0.4926
2009-11-30,1.8564
2009-12-01,2.6731
2009-12-02,4.497
2009-12-03,0.6795
2009-12-04,2.2497
2009-12-07,0.11
2009-12-08,1.2088
2009-12-09,1.6287
2009-12-10,0.1068
2009-12-11,-0.4269
2009-12-14,0.2144
2009-12-15,-1.1764999999999999
2009-12-16,0.8658
2009-12-17,-1.7167
2009-12-18,-0.4367
2009-12-21,-0.6579
2009-12-22,-2.0971
2009-12-23,-0.2255
2009-12-24,1.0169
2009-12-28,0.0
2009-12-29,-1.0067
2009-12-30,1.1299
2009-12-31,-0.8939
2010-01-04,2.3675
2010-01-05,1.4317
2010-01-06,-1.0858
2010-01-07,0.5488
2010-01-08,1.2009
2010-01-11,-7.767
2010-01-12,-2.6901
2010-01-13,-0.9615
2010-01-14,0.2427
2010-01-15,-1.0896
2010-01-19,0.0
2010-01-20,0.4896
2010-01-21,1.3397999999999999
2010-01-22,-4.8077
2010-01-25,-1.7677
2010-01-26,0.2571
2010-01-27,-6.1538
2010-01-28,-3.5519
2010-01-29,-2.9745
2010-02-01,2.6277
2010-02-02,1.5647
2010-02-03,-1.9607999999999999
2010-02-04,-2.8571
2010-02-05,1.6176
2010-02-08,-1.7366000000000001
2010-02-09,0.4418
2010-02-10,2.6393
2010-02-11,4.4286
2010-02-12,3.2832
2010-02-16,1.8542999999999998
2010-02-17,-3.251
2010-02-18,2.2849
2010-02-19,0.2628
2010-02-22,-0.2621
2010-02-23,-1.3141
2010-02-24,3.4621
2010-02-25,-2.7027
2010-02-26,0.2646
2010-03-01,0.2639
2010-03-02,6.1842
2010-03-03,0.6196
2010-03-04,-0.8621
2010-03-05,1.7391
2010-03-08,-0.4884
2010-03-09,1.8405
2010-03-10,1.2048
2010-03-11,0.4762
2010-03-12,-2.2512
2010-03-15,-0.9697
2010-03-16,0.8568
2010-03-17,-1.335
2010-03-18,0.0
2010-03-19,-1.353
2010-03-22,0.3741
2010-03-23,3.2298
2010-03-24,-2.7677
2010-03-25,1.1139000000000001
2010-03-26,2.0808
2010-03-29,0.7194
2010-03-30,0.3571
2010-03-31,1.0676
2010-04-01,-0.7042
2010-04-05,1.7730000000000001
2010-04-06,2.6713
2010-04-07,-0.905
2010-04-08,-1.0274
2010-04-09,2.7682
2010-04-12,3.4792
2010-04-13,3.6875999999999998
2010-04-14,5.1255
2010-04-15,-1.393
2010-04-16,-1.2109
2010-04-19,-0.8172
2010-04-20,2.9866
2010-04-21,0.0
2010-04-22,0.0
2010-04-23,0.0
2010-04-26,-0.3
2010-04-27,-3.8114
2010-04-28,1.3556
2010-04-29,0.3086
2010-04-30,-6.2564
2010-05-03,1.5316999999999998
2010-05-04,-3.2328
2010-05-05,-2.1158
2010-05-06,-6.5984
2010-05-07,-4.1413
2010-05-10,3.939
2010-05-11,0.7335
2010-05-12,2.3058
2010-05-13,-3.6773
2010-05-14,-4.6798
2010-05-17,1.4212
2010-05-18,-1.9108
2010-05-19,-1.9481000000000002
2010-05-20,-5.298
2010-05-21,-3.4965
2010-05-24,-3.4783
2010-05-25,5.5556
2010-05-26,-0.4267
2010-05-27,3.5714
2010-05-28,-2.8966
2010-06-01,-4.8295
2010-06-02,0.2985
2010-06-03,2.1577
2010-06-04,-6.1908
2010-06-07,-4.0373
2010-06-08,-3.8834999999999997
2010-06-09,-3.1145
2010-06-10,4.0834
2010-06-11,7.6795
2010-06-14,5.2713
2010-06-15,3.2401
2010-06-16,-0.1427
2010-06-17,-1.4285999999999999
2010-06-18,5.942
2010-06-21,-1.6416
2010-06-22,-2.6426
2010-06-23,-0.8571
2010-06-24,-3.0259
2010-06-25,2.526
2010-06-28,-0.4348
2010-06-29,-4.9491
2010-06-30,-1.5314
2010-07-01,0.311
2010-07-02,-1.8605
2010-07-06,-0.4739
2010-07-07,3.0159
2010-07-08,2.7735
2010-07-09,-1.0495
2010-07-12,-1.6667
2010-07-13,2.7735
2010-07-14,1.7991000000000001
2010-07-15,0.7364
2010-07-16,-5.9942
2010-07-19,0.9331
2010-07-20,1.5408
2010-07-21,-3.4901
2010-07-22,9.9057
2010-07-23,30.7582
2010-07-26,4.4858
2010-07-27,-1.8848
2010-07-28,-3.4152
2010-07-29,-1.326
2010-07-30,1.3437999999999999
2010-08-02,0.0
2010-08-03,-0.884
2010-08-04,5.0167
2010-08-05,-2.2293
2010-08-06,-2.3887
2010-08-09,2.2247
2010-08-10,-2.6115
2010-08-11,-4.5809999999999995
2010-08-12,-3.0445
2010-08-13,-2.2947
2010-08-16,4.5735
2010-08-17,0.7092
2010-08-18,-1.7606000000000002
2010-08-19,-3.4648
2010-08-20,0.2475
2010-08-23,-0.6173
2010-08-24,2.8571
2010-08-25,3.1401
2010-08-26,-2.9274
2010-08-27,5.0663
2010-08-30,-3.3295
2010-08-31,0.2375
2010-09-01,4.2358
2010-09-02,2.5291
2010-09-03,5.2106
2010-09-07,-0.3161
2010-09-08,3.6997999999999998
2010-09-09,1.7328999999999999
2010-09-10,-0.1002
2010-09-13,5.015
2010-09-14,5.9216999999999995
2010-09-15,0.0
2010-09-16,-0.3156
2010-09-17,0.588
2010-09-20,7.7338000000000005
2010-09-21,-0.6678
2010-09-22,0.0
2010-09-23,5.4622
2010-09-24,2.2311
2010-09-27,-8.1839
2010-09-28,0.0849
2010-09-29,2.3749000000000002
2010-09-30,-3.314
2010-10-01,1.114
2010-10-04,-4.322
2010-10-05,3.4544
2010-10-06,-2.911
2010-10-07,1.94
2010-10-08,2.4221
2010-10-11,0.0
2010-10-12,1.6047
2010-10-13,0.3325
2010-10-14,-1.4913
2010-10-15,4.7097999999999995
2010-10-18,-0.9639
2010-10-19,-35.5231
2010-10-20,2.2641999999999998
2010-10-21,0.984
2010-10-22,-0.8526
2010-10-25,3.5627
2010-10-26,-1.6606999999999998
2010-10-27,1.3269
2010-10-28,-1.7856999999999998
2010-10-29,-0.7273
2010-11-01,-0.6105
2010-11-02,1.1057
2010-11-03,4.1312
2010-11-04,0.0
2010-11-05,-0.3501
2010-11-08,2.3419
2010-11-09,-2.0595
2010-11-10,1.0514000000000001
2010-11-11,-0.4624
2010-11-12,-5.3426
2010-11-15,1.9632
2010-11-16,-1.2034
2010-11-17,1.5834000000000001
2010-11-18,-1.6787
2010-11-19,2.6829
2010-11-22,2.9691
2010-11-23,-3.1142
2010-11-24,-0.7143
2010-11-26,1.0791
2010-11-29,-2.1352
2010-11-30,-0.8485
2010-12-01,0.7335
2010-12-02,3.8834999999999997
2010-12-03,4.0888
2010-12-06,4.5174
2010-12-07,2.6577
2010-12-08,5.2301
2010-12-09,-0.994
2010-12-10,3.4137
2010-12-13,-0.3883
2010-12-14,-1.9493
2010-12-15,0.994
2010-12-16,8.2677
2010-12-17,-0.8182
2010-12-20,-1.0082
2010-12-21,-0.8333
2010-12-22,-2.7077
2010-12-23,-1.0557
2010-12-27,1.8429
2010-12-28,-2.2857
2010-12-29,0.3899
2010-12-30,0.0
2010-12-31,0.2913
2011-01-03,2.4201
2011-01-04,-2.1739
2011-01-05,2.8019
2011-01-06,3.9474
2011-01-07,-2.8029
2011-01-10,-0.2791
2011-01-11,-2.0522
2011-01-12,-0.9524
2011-01-13,-1.7308
2011-01-14,3.9139
2011-01-18,-2.6365
2011-01-19,-5.3191
2011-01-20,-2.9622
2011-01-21,-2.8421
2011-01-24,1.3001
2011-01-25,-3.3155
2011-01-26,1.6593
2011-01-27,-2.2851
2011-01-28,-17.9287
2011-01-31,-0.4749
2011-02-01,5.6578
2011-02-02,-1.9355
2011-02-03,2.3684
2011-02-04,8.6118
2011-02-07,1.4201
2011-02-08,0.1167
2011-02-09,-1.049
2011-02-10,1.0601
2011-02-11,2.2145
2011-02-14,-5.0171
2011-02-15,-3.1212
2011-02-16,1.3631
2011-02-17,4.5232
2011-02-18,-3.1579
2011-02-22,-5.0725
2011-02-23,-2.1628
2011-02-24,2.4707
2011-02-25,3.1726
2011-02-28,-1.476
2011-03-01,-3.6205
2011-03-02,2.2021
2011-03-03,3.9290000000000003
2011-03-04,-0.6098
2011-03-07,-2.2086
2011-03-08,4.7679
2011-03-09,-2.3952
2011-03-10,-3.4356
2011-03-11,-0.5083
2011-03-14,1.788
2011-03-15,-2.0075
2011-03-16,-2.8169
2011-03-17,-0.527
2011-03-18,0.6623
2011-03-21,0.9211
2011-03-22,4.3025
2011-03-23,1.5
2011-03-24,3.4483
2011-03-25,-0.4762
2011-03-28,-0.5981
2011-03-29,-0.361
2011-03-30,0.7246
2011-03-31,0.5995
2011-04-01,-1.4303
2011-04-04,-2.7811
2011-04-05,3.607
2011-04-06,2.8811999999999998
2011-04-07,0.2334
2011-04-08,1.2806
2011-04-11,-6.5517
2011-04-12,-3.8129999999999997
2011-04-13,0.8951
2011-04-14,1.5209000000000001
2011-04-15,0.0
2011-04-18,-0.1248
2011-04-19,-2.25
2011-04-20,2.8772
2011-04-21,0.6837
2011-04-25,2.2222
2011-04-26,1.2077
2011-04-27,-2.2673
2011-04-28,-2.3199
2011-04-29,-2.25
2011-05-02,-3.7084
2011-05-03,-1.0624
2011-05-04,0.9396
2011-05-05,1.0638
2011-05-06,-1.1842
2011-05-09,1.1984
2011-05-10,2.6316
2011-05-11,-3.2051
2011-05-12,0.9272
2011-05-13,-0.6562
2011-05-16,-2.3778
2011-05-17,-3.7889
2011-05-18,1.9691
2011-05-19,-0.069
2011-05-20,-0.7591
2011-05-23,-2.7816
2011-05-24,-2.0029
2011-05-25,1.1679
2011-05-26,0.1443
2011-05-27,1.0086
2011-05-31,1.2839
2011-06-01,-4.2254
2011-06-02,0.5882
2011-06-03,-3.2164
2011-06-06,-1.0574
2011-06-07,-0.6107
2011-06-08,-4.6083
2011-06-09,1.6103
2011-06-10,-3.0111
2011-06-13,0.1634
2011-06-14,2.7732
2011-06-15,-3.6508000000000003
2011-06-16,-0.3295
2011-06-17,-0.4959
2011-06-20,0.4983
2011-06-21,6.7769
2011-06-22,-1.2384
2011-06-23,3.1348
2011-06-24,0.0
2011-06-27,3.9514
2011-06-28,-1.9005999999999998
2011-06-29,1.3413
2011-06-30,1.6176
2011-07-01,1.4472
2011-07-05,0.2853
2011-07-06,2.9872
2011-07-07,4.9724
2011-07-08,-4.2105
2011-07-11,-3.5714
2011-07-12,-3.9886
2011-07-13,-0.1484
2011-07-14,-3.4175
2011-07-15,0.1538
2011-07-18,-4.7619
2011-07-19,5.9677
2011-07-20,7.9148
2011-07-21,2.2567
2011-07-22,-0.2759
2011-07-25,-3.0429
2011-07-26,0.5706
2011-07-27,-6.6667
2011-07-28,-0.7599
2011-07-29,-1.5314
2011-08-01,10.1866
2011-08-02,0.0706
2011-08-03,1.5514999999999999
2011-08-04,-7.9167
2011-08-05,1.3575
2011-08-08,-8.482099999999999
2011-08-09,5.8537
2011-08-10,-5.3763
2011-08-11,10.2273
2011-08-12,1.1782
2011-08-15,3.9301
2011-08-16,-4.3417
2011-08-17,-0.5857
2011-08-18,-4.7128
2011-08-19,2.0093
2011-08-22,3.7879
2011-08-23,3.3577
2011-08-24,3.8136
2011-08-25,-3.9455999999999998
2011-08-26,3.2578
2011-08-29,5.6241
2011-08-30,-0.1299
2011-08-31,-2.2757
2011-09-01,-4.0585
2011-09-02,-3.0513
2011-09-06,0.4292
2011-09-07,8.547
2011-09-08,-0.9186
2011-09-09,-4.3709
2011-09-12,6.5097000000000005
2011-09-13,4.6814
2011-09-14,2.9814
2011-09-15,3.7394
2011-09-16,-3.7209
2011-09-19,-2.8986
2011-09-20,1.99
2011-09-21,-4.5122
2011-09-22,-2.682
2011-09-23,3.2808
2011-09-26,1.0165
2011-09-27,5.7862
2011-09-28,-5.5886
2011-09-29,0.7557
2011-09-30,-3.5
2011-10-03,-6.9948
2011-10-04,4.8747
2011-10-05,3.4529
2011-10-06,3.9795
2011-10-07,-2.5926
2011-10-10,4.8162
2011-10-11,1.451
2011-10-12,-0.9535
2011-10-13,-1.5644
2011-10-14,0.1222
