ticker,BEUT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-08-18,10.0
2014-08-25,218.1818
2014-09-03,100.0
2014-09-09,0.0
2014-09-10,2.0
2014-12-10,-1.9607999999999999
2015-01-16,-18.0
2015-01-22,0.0
2016-01-06,2.439
2016-01-11,7.0536
2016-01-12,-19.9333
2016-01-13,30.5556
2016-01-14,2.1277
2016-01-20,6.25
2016-01-21,-9.8039
2016-01-22,8.6957
2016-01-26,0.0
2016-01-27,0.0
2016-01-29,2.0
2016-02-01,37.2549
2016-02-02,-8.5893
2016-02-03,4.6884
2016-02-04,-11.9239
2016-02-05,10.1695
2016-02-08,-10.0
2016-02-09,2.5641
2016-02-10,8.3333
2016-02-11,3.0769
2016-02-12,-10.4478
2016-02-16,-2.5
2016-02-18,-2.5641
2016-02-19,-1.7763
2016-02-22,23.2418
2016-02-23,-4.058
2016-02-24,1.2085
2016-02-25,0.7463
2016-02-26,-5.037
2016-02-29,-4.8557
2016-03-01,-11.4778
2016-03-02,-24.0565
2016-03-03,23.1402
2016-03-09,32.7061
2016-03-10,-11.9403
2016-03-14,-30.5085
2016-03-15,40.2439
2016-03-16,-28.6957
2016-03-17,51.2195
2016-03-18,0.8266
2016-03-21,15.9768
2016-03-22,-10.3448
2016-03-23,9.2115
2016-03-24,0.0176
2016-03-28,0.0
2016-03-29,-2.8169
2016-03-30,2.8986
2016-03-31,4.2254
2016-04-01,-5.6757
2016-04-04,2.5788
2016-04-05,-3.6313
2016-04-06,7.2464
2016-04-07,-4.4595
2016-04-08,-6.6478
2016-04-11,0.0
2016-04-12,0.0
2016-04-13,-10.625
2016-04-14,-8.4552
2016-04-15,1.8519
2016-04-18,-27.2955
2016-04-19,2.7821
2016-04-20,16.7883
2016-04-21,1.0417
2016-04-22,-29.8969
2016-04-25,2.9779
2016-04-26,2.8204000000000002
2016-04-27,-2.7778
2016-04-28,-24.5714
2016-04-29,-9.0909
2016-05-02,-0.4167
2016-05-03,0.0
2016-05-04,-35.1464
2016-05-05,2.6612999999999998
2016-05-06,4.3205
2016-05-09,-3.6145
2016-05-10,-0.625
2016-05-11,15.6053
2016-05-12,8.8065
2016-05-13,45.0
2016-05-16,-13.4483
2016-05-17,15.5378
2016-05-18,-13.7931
2016-05-19,12.0
2016-05-20,-10.7143
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,4.0
2016-05-27,-3.8462
2016-05-31,-17.0
2016-06-01,10.6024
2016-06-02,0.2179
2016-06-03,-10.8696
2016-06-06,0.0
