ticker,BEUT US Equity
2016-06-07,0.9756
2016-06-08,0.0
2016-06-09,0.4831
2016-06-10,-1.3522
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,-9.7472
2016-06-17,0.0
2016-06-20,0.0
2016-06-21,-8.2011
2016-06-22,0.0
2016-06-23,-5.8824
2016-06-24,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,-6.25
2016-07-05,-4.75
2016-07-06,5.0744
2016-07-07,0.0416
2016-07-08,6.5335
2016-07-11,-6.2891
2016-07-13,-23.3014
2016-07-14,6.6304
2016-07-15,-18.4506
2016-07-18,-2.5
2016-07-19,-2.5641
2016-07-20,0.0
2016-07-22,0.0
2016-07-25,-26.3158
2016-07-29,-14.2857
2016-08-01,83.125
2016-08-03,-8.9875
2016-08-10,-45.0
2016-08-11,9.0909
2016-08-12,0.0
2016-08-15,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-29,100.0
2016-08-30,41.6667
2016-08-31,0.0
2016-09-02,1.4706000000000001
2016-09-06,0.0
2016-09-07,21.7391
2016-09-08,-9.5238
2016-09-09,5.2632
2016-09-12,24.5
2016-09-13,-23.2932
2016-09-14,20.4188
2016-09-15,8.6957
2016-09-16,0.0
2016-09-19,126.0
2016-09-20,-20.354
2016-09-21,6.6667
2016-09-22,35.4167
2016-09-23,7.6923
2016-09-26,0.0
2016-09-27,-18.5714
2016-09-28,-7.0285
2016-09-29,-8.479800000000001
2016-09-30,-12.3711
2016-10-03,-3.0588
2016-10-04,-0.4854
2016-10-05,4.878
2016-10-06,0.0
2016-10-07,0.0
2016-10-10,2.3256
2016-10-11,-6.8182
2016-10-12,-2.439
2016-10-13,5.0781
2016-10-14,-16.7286
2016-10-17,-2.8571
2016-10-18,0.0
2016-10-19,5.8456
2016-10-20,-0.2431
2016-10-24,-5.2925
2016-10-25,5.8824
2016-10-26,22.2222
2016-10-27,-27.2727
2016-10-28,-6.25
2016-10-31,0.0
2016-11-01,-20.0
2016-11-02,-15.8333
2016-11-03,29.2079
2016-11-04,-8.6207
2016-11-07,0.6289
2016-11-08,8.3333
2016-11-09,0.0
2016-11-10,-19.2308
2016-11-11,21.4286
2016-11-14,-1.9607999999999999
2016-11-15,0.0
2016-11-17,0.0
2016-11-18,-4.0
2016-11-22,-7.5
2016-11-23,0.0
2016-11-28,-5.4054
2016-11-29,4.7619
2016-11-30,-7.7273
2016-12-01,0.9852
2016-12-02,-7.3171
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,15.7895
2016-12-12,-36.3068
2016-12-13,0.6244
2016-12-14,-0.266
2016-12-15,6.6667
2016-12-16,6.6667
2016-12-19,-6.25
2016-12-20,-6.2083
2016-12-21,-0.0444
2016-12-23,-14.6667
2016-12-27,0.4167
2016-12-28,0.0
2016-12-29,7.8838
2016-12-30,0.0
2017-01-03,0.7692
2017-01-04,0.4294
2017-01-05,10.213799999999999
2017-01-06,29.4397
2017-01-09,11.8881
2017-01-10,37.5595
2017-01-13,-13.4574
2017-01-17,-23.6
2017-01-18,-8.377
2017-01-23,0.0
2017-01-25,1.1429
2017-01-26,-1.1299
2017-01-30,0.0
2017-01-31,-6.5714
2017-02-03,-14.3731
2017-02-07,0.0
2017-02-08,14.2857
2017-02-09,0.0
2017-02-10,0.0
2017-02-14,-12.5
2017-02-15,-14.2857
2017-02-16,8.3333
2017-02-22,-18.5577
2017-02-24,2.4793
2017-02-27,1.3825
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,26.5341
2017-03-06,-22.7661
2017-03-10,6.9767
2017-03-14,-4.3478
2017-03-15,26.5341
2017-03-16,-20.9699
2017-03-17,0.0
2017-03-20,-1.3636
2017-03-23,-0.4608
2017-03-28,-0.463
2017-03-30,0.0
2017-03-31,2.3256
2017-04-04,-2.2727
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,16.1628
2017-04-10,-13.9139
2017-04-12,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-24,-1.9767000000000001
2017-04-25,-0.3559
2017-04-27,-0.119
2017-05-02,0.0
2017-05-05,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,-14.1836
2017-05-18,0.0
2017-05-19,-11.1111
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,20.7813
2017-06-07,-17.2057
2017-06-12,0.0
2017-06-15,0.0
2017-06-19,0.0
2017-06-20,0.0
2017-06-21,-1.25
2017-06-30,26.5823
2017-07-10,-34.0
2017-07-24,-24.2424
2017-07-25,0.2
2017-08-04,-0.1996
2017-08-09,0.0
2017-08-10,0.2
2017-08-11,0.0
2017-08-18,0.0
2017-08-24,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-18,0.0
2017-09-19,0.0
2017-09-21,0.0
2017-09-26,0.1996
2017-10-05,-0.1992
2017-10-16,0.0
2017-10-19,0.0
2017-10-23,0.1996
2017-10-24,-0.1992
2017-10-25,0.0
2017-10-26,-30.1397
2017-10-31,0.0
2017-11-03,0.0
2017-11-06,0.0
2017-11-14,0.0
2017-11-16,0.0
2017-12-01,0.0
2017-12-13,11.4286
2017-12-20,0.0
2017-12-26,0.0
2017-12-27,0.0
2017-12-29,-10.2564
2018-01-05,2.8571
2018-01-16,-16.6667
2018-01-23,0.0
2018-01-30,16.6667
2018-02-06,-13.7143
2018-02-07,0.0
2018-02-12,0.0
2018-02-27,49.6689
2018-03-02,-33.1858
2018-03-14,32.4503
2018-03-19,-24.5
2018-03-23,0.0
2018-03-28,0.0
2018-04-04,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-05-02,0.0
2018-05-07,0.0
2018-05-11,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-31,-0.6623
2018-06-04,0.0
2018-06-06,0.0
2018-06-12,0.0
2018-06-13,0.0
2018-06-19,26.6667
2018-06-20,0.0
2018-07-05,-21.0526
2018-07-18,0.0
2018-07-24,0.0
2018-07-27,0.0
2018-07-31,0.0
2018-08-06,0.0
2018-08-13,0.0
2018-08-28,1.3333
2018-09-10,0.0
2018-09-13,11.8421
2018-09-18,-11.4706
2018-09-21,0.0
2018-10-10,0.0
2018-10-12,0.0
2018-10-26,-3.6545
2018-11-06,0.0
2018-11-16,0.0
2018-11-19,0.0
2018-11-26,0.0
2018-12-04,0.0
2018-12-13,0.3448
2018-12-19,-0.3436
2018-12-24,0.1724
2018-12-27,-0.1721
2018-12-28,0.0
2019-01-08,0.0
2019-02-04,0.0
2019-02-12,0.1724
2019-02-27,-0.1721
2019-03-01,0.0
2019-03-08,0.0
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-27,22.4138
2019-04-11,-15.493
2019-04-16,648.3333
2019-04-18,-99.1091
2019-04-23,1150.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-24,0.8
2019-06-03,0.0
2019-06-11,0.0
2019-06-20,-0.7937
2019-06-25,-19.6
2019-07-10,0.0
2019-08-22,0.0
2019-09-09,0.0
2019-09-16,3.7811
2019-09-19,-3.6433
2019-09-25,-9.9502
2019-09-26,-3.8674
2019-10-09,-19.5402
2019-10-10,0.0
2019-10-16,-8.5714
2019-11-01,-10.9375
2019-11-06,-12.2807
2019-11-13,1.4
2019-11-14,-1.3807
2019-11-15,0.0
2019-11-18,0.0
2019-11-22,0.0
2019-12-16,-13.0
2019-12-18,-14.9425
2019-12-23,-4.0541
2019-12-26,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-02,40.8451
2020-01-03,-2.32
2020-01-07,0.0
2020-01-08,2.3750999999999998
2020-01-09,0.0
2020-01-16,-24.0
2020-01-17,64.4737
2020-01-23,0.0
2020-02-05,0.0
2020-02-11,-32.16
2020-02-14,-16.2736
2020-02-19,0.0
2020-02-28,0.0
2020-03-11,0.0
2020-03-24,0.0
2020-04-07,-64.7887
2020-04-29,40.0
2020-05-01,-97.1429
2020-05-11,400.0
2020-05-12,-20.0
2020-06-08,275.0
2020-06-16,111.6667
2020-06-19,120.4724
2020-07-08,15.0
2020-07-10,129.8137
2020-07-14,-14.1892
2020-07-15,-52.7559
2020-07-22,0.0
2020-07-27,0.0
2020-07-29,0.0
