ticker,FLKI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-27,0.0
2007-01-16,-3.3333
2007-01-17,-30.3448
2007-01-19,18.8119
2007-01-22,0.0
2007-01-23,0.0
2007-01-24,-4.1667
2007-01-25,-0.8696
2007-01-26,-3.5088
2007-01-29,-31.8182
2007-01-31,40.0
2007-02-05,-80.0
2007-02-06,376.1905
2007-02-08,1.0
2007-02-09,18.8119
2007-02-14,-15.8333
2007-02-16,0.0
2007-02-20,0.9901
2007-02-21,0.0
2007-02-22,0.9804
2007-02-23,0.0
2007-02-26,0.0
2007-02-27,0.9709
2007-02-28,0.9615
2007-03-01,0.0
2007-03-02,0.0
2007-03-05,0.0
2007-03-06,0.0
2007-03-07,1.9048
2007-03-08,0.0
2007-03-13,0.0
2007-03-19,-15.8879
2007-03-20,-5.5556
2007-03-21,5.8824
2007-03-23,-4.4444
2007-03-26,4.6512
2007-03-27,-13.3333
2007-03-28,3.8462
2007-03-29,2.4691
2007-03-30,1.2048
2007-04-02,1.1905000000000001
2007-04-03,-1.1764999999999999
2007-04-04,-2.3810000000000002
2007-04-05,-2.561
2007-04-09,0.1252
2007-04-10,3.75
2007-04-11,-0.1205
2007-04-12,0.0
2007-04-13,0.1206
2007-04-16,-4.8193
2007-04-17,6.3291
2007-04-18,-4.7619
2007-04-19,3.125
2007-04-20,-0.1212
2007-04-23,0.7282
2007-04-24,12.0482
2007-04-25,3.7634
2007-04-26,1.5544
2007-04-27,2.0408
2007-04-30,1.0
2007-05-02,0.0
2007-05-03,0.0
2007-05-04,0.0
2007-05-07,-0.9035
2007-05-09,0.9117
2007-05-10,0.0
2007-05-11,0.0
2007-05-15,0.0
2007-05-16,-10.8911
2007-05-17,0.0
2007-05-18,-0.1111
2007-05-21,0.1112
2007-05-22,0.0
2007-05-23,-38.8889
2007-05-24,-1.8182
2007-05-25,-16.6667
2007-05-29,88.8889
2007-05-30,5.8824
2007-05-31,-0.1111
2007-06-01,-33.2592
2007-06-04,50.0
2007-06-05,0.0
2007-06-06,0.0
2007-06-07,-5.5556
2007-06-08,11.7647
2007-06-11,0.0
2007-06-12,0.0
2007-06-13,-1.0526
2007-06-14,0.0
2007-06-15,1.0638
2007-06-18,-0.1053
2007-06-19,2.2129
2007-06-20,2.0619
2007-06-21,-24.2424
2007-06-22,32.0
2007-06-25,0.0
2007-06-28,-2.2727
2007-06-29,0.2584
2007-07-02,0.0
2007-07-03,1.0309
2007-07-05,-6.1224
2007-07-06,-0.1087
