ticker,RVTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-12-28,29.25
2002-12-04,197.8723
2003-01-07,-30.3896
2003-03-13,64.1791
2003-03-17,-22.7273
2003-03-18,38.2353
2003-03-19,0.0
2003-03-20,0.0
2003-03-21,0.0
2003-03-24,27.6596
2003-03-25,-21.6667
2003-03-27,-2.1277
2003-03-28,-4.3478
2003-03-31,9.0909
2003-04-01,-41.6667
2003-04-04,-14.2857
2003-04-07,0.0
2003-04-09,16.6667
2003-04-22,0.0
2003-04-23,28.5714
2003-04-24,13.8889
2003-04-29,7.3171
2003-04-30,13.6364
2003-05-02,-16.0
2003-05-06,-9.5238
2003-05-07,5.2632
2003-05-08,-10.0
2003-05-12,-5.5556
2003-05-13,11.7647
2003-05-15,5.2632
2003-05-16,0.0
2003-05-20,-15.0
2003-05-22,17.647100000000002
2003-05-23,-5.0
2003-06-03,-21.0526
2003-06-04,0.0
2003-06-17,40.0
2003-06-18,28.5714
2003-06-19,0.0
2003-06-20,-14.8148
2003-06-23,-13.0435
2003-06-24,20.0
2003-06-25,8.3333
2003-06-26,-11.538499999999999
2003-06-27,8.6957
2003-07-02,-12.0
2003-07-03,9.0909
2003-07-08,8.3333
2003-07-10,0.0
2003-07-14,-11.538499999999999
2003-07-17,13.0435
2003-07-18,-1.9231
2003-07-21,13.7255
2003-07-22,-6.8966
2003-07-23,29.6296
2003-07-24,5.7143
2003-07-25,8.1081
2003-07-28,0.0
2003-07-29,0.0
2003-07-30,-5.0
2003-07-31,2.6316
2003-08-01,-2.5641
2003-08-05,0.0
2003-08-06,2.6316
2003-08-07,2.5641
2003-08-08,-2.5
2003-08-11,-7.6923
2003-08-12,0.0
2003-08-13,0.0
2003-08-14,0.0
2003-08-15,2.7778
2003-08-18,2.7027
2003-08-20,-7.8947
2003-08-21,0.0
2003-08-22,8.5714
2003-08-25,-5.2632
2003-08-26,-2.7778
2003-08-28,-14.2857
2003-08-29,5.0
2003-09-02,-4.7619
2003-09-03,10.0
2003-09-04,39.3939
2003-09-05,0.0
2003-09-08,8.6957
2003-09-09,0.0
2003-09-10,-16.0
2003-09-11,19.0476
2003-09-16,-10.2
2003-09-17,0.2227
2003-09-18,3.0
2003-09-19,-5.0701
2003-09-22,-2.2727
2003-09-23,-4.6512
2003-09-24,9.7561
2003-09-25,-7.7778
2003-09-29,0.0
2003-09-30,6.0241
2003-10-01,2.2727
2003-10-02,-3.3333
2003-10-06,5.7471
2003-10-08,0.0
2003-10-09,-13.0435
