ticker,OPRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-09-26,7.8
2019-09-27,0.5566
2019-09-30,-0.246
2019-10-01,-3.9457
2019-10-02,-1.1553
2019-10-03,-6.3636
2019-10-04,4.0222
2019-10-07,2.7333
2019-10-08,-1.1681
2019-10-09,2.1011
2019-10-10,0.836
2019-10-11,-0.7653
2019-10-14,0.1285
2019-10-15,0.3209
2019-10-16,1.7913999999999999
2019-10-17,1.1942
2019-10-18,-1.4907
2019-10-21,0.8197
2019-10-22,1.626
2019-10-23,-0.5538
2019-10-24,1.3614
2019-10-25,3.7241
2019-10-28,-2.0012
2019-10-29,-2.7027
2019-10-30,0.6173
2019-10-31,-1.1043
2019-11-01,0.8065
2019-11-04,0.9846
2019-11-05,-1.0969
2019-11-06,-0.4929
2019-11-07,5.2632
2019-11-08,0.9412
2019-11-11,6.5268
2019-11-12,1.2582
2019-11-13,7.1853
2019-11-14,-2.5705999999999998
2019-11-15,1.8624
2019-11-18,-2.387
2019-11-19,4.6306
2019-11-20,-5.9672
2019-11-21,-4.2834
2019-11-22,1.326
2019-11-25,1.9628999999999999
2019-11-26,0.3209
2019-11-27,1.5991
2019-11-29,11.1752
2019-12-02,-1.3686
2019-12-03,-4.8325
2019-12-04,0.8547
2019-12-05,0.4487
2019-12-06,0.5459
2019-12-09,0.691
2019-12-10,-1.5686
2019-12-11,-0.4482
2019-12-12,-2.7514
2019-12-13,2.8292
2019-12-16,1.3007
2019-12-17,3.8025
2019-12-18,1.7602
2019-12-19,2.5244999999999997
2019-12-20,-4.1952
2019-12-23,6.8539
2019-12-24,5.6125
2019-12-26,4.3863
2019-12-27,-5.697
2019-12-30,2.3136
2019-12-31,-0.335
2020-01-02,-0.7143
2020-01-03,-0.6771
2020-01-06,0.1704
2020-01-07,-0.7656
2020-01-08,-1.0287
2020-01-09,-0.7796
2020-01-10,-1.0039
2020-01-13,3.1305
2020-01-14,1.4536
2020-01-15,-3.287
2020-01-16,0.4357
2020-01-17,-7.2451
2020-01-21,0.0
2020-01-22,0.7951
2020-01-23,-3.5731
2020-01-24,-1.9731
2020-01-27,1.2273
2020-01-28,3.9767
2020-01-29,-0.1866
2020-01-30,4.9065
2020-01-31,-6.2806
2020-02-03,-5.0856
2020-02-04,0.0
2020-02-05,6.9104
2020-02-06,-3.6066000000000003
2020-02-07,0.5345
2020-02-10,3.9149000000000003
2020-02-11,-1.5349
2020-02-12,-0.992
2020-02-13,-2.4809
2020-02-14,1.0274
2020-02-18,0.1937
2020-02-19,0.145
2020-02-20,0.0483
2020-02-21,-2.5567
2020-02-24,-0.8416
2020-02-25,-1.6975
2020-02-26,2.0315
2020-02-27,-1.7919
2020-02-28,6.589
2020-03-02,2.7104
2020-03-03,-1.9444
2020-03-04,1.8414000000000001
2020-03-05,0.4636
2020-03-06,-3.784
2020-03-09,-8.3453
2020-03-10,-0.5756
2020-03-11,-13.8947
2020-03-12,-19.132
2020-03-13,5.291
2020-03-16,-2.0101
2020-03-17,-1.7582
2020-03-18,-3.2066
2020-03-19,3.0046
2020-03-20,-19.2969
2020-03-23,-6.3021
2020-03-24,13.7488
2020-03-25,3.0435
2020-03-26,0.4219
2020-03-27,-3.3613
2020-03-30,0.4348
2020-03-31,-8.658
2020-04-01,-25.0237
2020-04-02,1.0114
2020-04-03,-15.1439
2020-04-06,6.1947
2020-04-07,9.5833
2020-04-08,-4.436
2020-04-09,1.4588999999999999
2020-04-13,-5.8824
2020-04-14,6.25
2020-04-15,-9.4118
2020-04-16,-6.4935
2020-04-17,3.3951000000000002
2020-04-20,-4.1791
2020-04-21,-8.2555
2020-04-22,0.3396
2020-04-23,-4.9069
2020-04-24,-6.0498
2020-04-27,13.6364
2020-04-28,9.1667
2020-04-29,19.2366
2020-04-30,-4.2254
2020-05-01,-6.1497
2020-05-04,3.8462
2020-05-05,-12.3457
2020-05-06,-2.3474
2020-05-07,2.7244
2020-05-08,9.9844
2020-05-11,-2.2695
2020-05-12,-5.6604
2020-05-13,-3.8462
2020-05-14,-3.84
2020-05-15,13.8103
2020-05-18,9.9415
2020-05-19,-8.6436
2020-05-20,12.3726
2020-05-21,8.6788
2020-05-22,-2.0262000000000002
2020-05-26,7.056
2020-05-27,11.0227
2020-05-28,1.2282
2020-05-29,-2.4267
2020-06-01,4.2487
2020-06-02,10.5368
2020-06-03,12.3201
2020-06-04,2.3219
2020-06-05,2.5039
2020-06-08,15.6489
2020-06-09,-6.2706
2020-06-10,-7.7465
2020-06-11,-2.5191
2020-06-12,0.0783
2020-06-15,3.5994
2020-06-16,3.5498
2020-06-17,-2.6258
2020-06-18,-0.2247
2020-06-19,9.5345
2020-06-22,-7.4709
2020-06-23,6.3704
2020-06-24,-4.1086
2020-06-25,3.1227
2020-06-26,-10.0704
2020-06-29,4.4636
2020-06-30,0.7496
2020-07-01,-0.744
2020-07-02,-0.9745
2020-07-06,5.9803
2020-07-07,-9.357099999999999
2020-07-08,2.4429
2020-07-09,-2.8462
2020-07-10,3.3254
2020-07-13,-1.5326
2020-07-14,0.0778
2020-07-15,4.7434
2020-07-16,0.5939
2020-07-17,-1.476
2020-07-20,1.4981
2020-07-21,5.2399000000000004
2020-07-22,1.1219999999999999
2020-07-23,-3.19
2020-07-24,-2.0057
2020-07-27,5.4459
2020-07-28,2.5997
2020-07-29,1.2162
2020-07-30,2.4699999999999998
2020-07-31,-6.8404
