ticker,ICCT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-04-30,-8.9286
2019-05-01,-1.9607999999999999
2019-05-02,-48.0
2019-05-03,288.4615
2019-05-06,0.0
2019-05-07,-21.7822
2019-05-13,-55.6962
2019-05-14,71.4286
2019-05-15,-33.3333
2019-05-17,-12.5
2019-05-20,-14.2857
2019-05-21,233.3333
2019-05-22,0.0
2019-06-03,-75.0
2019-06-12,0.0
2019-06-14,0.0
2019-06-27,0.0
2019-07-09,20.0
2019-07-12,0.0
2019-07-22,0.0
2019-07-30,83.3333
2019-08-01,18.1818
2019-08-02,15.3846
2019-08-05,29.3333
2019-08-06,-18.8144
2019-08-08,0.0
2019-08-13,90.4762
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-19,0.0
2019-08-20,0.8333
2019-08-21,-0.8264
2019-08-22,0.0
2019-08-26,-0.6667
2019-08-27,-39.5973
2019-08-29,-11.1111
2019-09-04,6.25
2019-09-05,0.0
2019-09-10,0.0
2019-09-23,-5.8824
2019-10-02,0.0
2019-10-03,0.0
2019-10-07,12.5
2019-10-11,-8.3333
2019-10-14,1.3818
2019-10-21,-9.1344
2019-11-08,-26.302599999999998
2019-11-14,42.8316
2019-11-25,13.75
2019-12-05,-12.0879
2019-12-06,-25.0
2019-12-13,200.0
2019-12-16,-6.6667
2019-12-17,1.1905000000000001
2019-12-18,-37.6471
2019-12-23,-5.6604
2019-12-24,-10.0
2019-12-31,0.0
2020-01-03,11.1111
2020-01-23,-35.99
2020-02-07,26.5427
2020-02-20,-24.0741
2020-02-21,13.8211
2020-02-24,-18.5714
2020-02-25,7.4561
2020-02-26,-2.0408
2020-02-27,20.0
2020-03-02,-19.4444
2020-03-09,-6.6379
2020-03-12,-5.8172
2020-03-18,-50.9804
2020-03-19,116.0
2020-03-20,-25.9259
2020-03-25,-6.25
2020-03-26,-26.6667
2020-03-31,63.6364
2020-04-02,-11.1111
2020-04-15,10.0
2020-04-20,0.0
2020-04-21,-0.4545
2020-04-24,0.4566
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,-54.5455
2020-04-30,0.0
2020-05-06,45.0
2020-05-07,3.4483
2020-05-11,-33.3333
2020-05-14,0.0
2020-05-26,25.0
2020-05-28,-11.0
2020-06-02,23.5955
2020-06-03,0.0
2020-06-05,0.0
2020-06-18,-9.0909
2020-06-19,-20.0
2020-06-22,25.0
2020-06-23,-28.0
2020-06-25,0.0
2020-06-26,14.75
2020-07-01,-25.4418
2020-07-06,3.8961
2020-07-07,9.375
2020-07-08,0.0
2020-07-09,71.4286
2020-07-10,-3.3333
2020-07-13,-5.1724
2020-07-14,-20.0
2020-07-15,-9.0909
2020-07-16,-37.5
2020-07-17,59.92
2020-07-20,0.0
2020-07-21,-19.96
2020-07-23,0.0
2020-07-27,0.0
2020-07-29,-12.5
2020-07-30,0.0
2020-07-31,-3.5714
