ticker,CZR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-23,-2.069
2014-09-24,1.8779
2014-09-25,-7.8341
2014-09-26,10.0
2014-09-29,-3.8636
2014-09-30,-0.4728
2014-10-01,-2.6128
2014-10-02,4.1463
2014-10-03,-2.8103
2014-10-06,-0.4819
2014-10-07,-3.1477
2014-10-08,6.25
2014-10-09,-3.5294
2014-10-10,-2.439
2014-10-13,-0.3781
2014-10-14,0.3796
2014-10-15,0.0
2014-10-16,-1.0
2014-10-17,1.0101
2014-10-20,1.125
2014-10-21,-0.8653
2014-10-22,1.2469000000000001
2014-10-23,-0.4926
2014-10-24,1.4851
2014-10-27,1.2195
2014-10-28,0.0
2014-10-29,-2.6506
2014-10-30,0.7426
2014-10-31,1.2285
2014-11-03,2.9126
2014-11-04,-0.9434
2014-11-05,1.6667
2014-11-06,-0.7026
2014-11-07,0.0
2014-11-10,-0.9434
2014-11-11,0.0
2014-11-12,1.6667
2014-11-13,0.9368
2014-11-14,0.232
2014-11-17,-1.3889
2014-11-18,-0.2347
2014-11-19,-1.1764999999999999
2014-11-20,0.2381
2014-11-21,2.1378
2014-11-24,0.2326
2014-11-25,-2.0882
2014-11-26,-1.8957000000000002
2014-11-28,0.0
2014-12-01,0.9662
2014-12-02,2.1531000000000002
2014-12-03,0.2342
2014-12-04,-0.3505
2014-12-05,-0.5862
2014-12-08,-2.3585
2014-12-09,-0.7246
2014-12-10,-1.4599
2014-12-11,0.7407
2014-12-12,-0.7353
2014-12-15,2.4691
2014-12-16,2.4096
2014-12-17,-0.2353
2014-12-18,1.4151
2014-12-19,-1.3953
2014-12-22,2.3585
2014-12-23,-0.2304
2014-12-24,1.1547
2014-12-26,-3.8813
2014-12-29,0.8076
2014-12-30,-2.4505
2014-12-31,-2.1739
2015-01-02,-0.2469
2015-01-05,5.198
2015-01-06,-4.2353
2015-01-07,5.4054
2015-01-08,-2.0979
2015-01-09,-0.3571
2015-01-12,0.3584
2015-01-13,-0.119
2015-01-14,-2.2646
2015-01-15,0.7317
2015-01-16,1.4527999999999999
2015-01-20,-0.2387
2015-01-21,-3.5885
2015-01-22,-0.4963
2015-01-23,0.3741
2015-01-26,-1.1179999999999999
2015-01-27,0.5025
2015-01-28,0.5
2015-01-29,-1.2438
2015-01-30,-0.1259
2015-02-02,-1.3871
2015-02-03,-0.5115
2015-02-04,0.0
2015-02-05,6.6838
2015-02-06,-0.7229
2015-02-09,1.4563
2015-02-10,-0.5263
2015-02-11,0.0481
