ticker,BASX US Equity
2017-05-19,6.6176
2017-05-22,-0.069
2017-05-23,-0.3106
2017-05-24,1.1076
2017-05-25,-3.5262000000000002
2017-05-26,3.2292
2017-05-30,-5.7064
2017-05-31,0.2187
2017-06-01,3.0193
2017-06-02,-3.9548
2017-06-05,-0.8088
2017-06-06,2.5945
2017-06-07,-8.6705
2017-06-08,-5.3402
2017-06-09,7.8145
2017-06-12,0.1938
2017-06-13,3.5202999999999998
2017-06-14,-7.0628
2017-06-15,-9.3285
2017-06-16,1.5521
2017-06-19,3.1441
2017-06-20,1.3124
2017-06-21,-10.1964
2017-06-22,-3.8623
2017-06-23,2.2265
2017-06-26,1.6098
2017-06-27,8.7605
2017-06-28,1.2425
2017-06-29,5.1629
2017-06-30,0.2012
2017-07-03,5.7028
2017-07-05,-2.6596
2017-07-06,-4.4887
2017-07-07,0.3269
2017-07-10,5.2953
2017-07-11,2.0503
2017-07-12,1.8954
2017-07-13,2.1949
2017-07-14,3.1671
2017-07-17,0.741
2017-07-18,-2.3818
2017-07-19,4.0904
2017-07-20,-3.3437
2017-07-21,-2.1041
2017-07-24,-5.9016
2017-07-25,5.7684999999999995
2017-07-26,4.7218
2017-07-27,0.2097
2017-07-28,-16.9166
2017-07-31,-5.9614
2017-08-01,-3.6607
2017-08-02,-0.8341
2017-08-03,2.8971999999999998
2017-08-04,-6.0854
2017-08-07,-10.6867
2017-08-08,-5.4142
2017-08-09,-5.4379
2017-08-10,1.1501000000000001
2017-08-11,-1.137
2017-08-14,-2.724
2017-08-15,-3.4848
2017-08-16,-1.4828999999999999
2017-08-17,-3.1414
2017-08-18,4.8649000000000004
2017-08-21,-2.384
2017-08-22,0.0
2017-08-23,-0.066
2017-08-24,-2.7741
2017-08-25,1.9022000000000001
2017-08-28,-2.4667
2017-08-29,-0.1367
2017-08-30,-2.8747
2017-08-31,0.3524
2017-09-01,6.882
2017-09-05,4.5335
2017-09-06,1.9485000000000001
2017-09-07,3.8841
2017-09-08,-7.0623
2017-09-11,-1.4049
2017-09-12,0.3238
2017-09-13,0.9684
2017-09-14,-4.2199
2017-09-15,1.2684
2017-09-18,2.3731
2017-09-19,3.0264
2017-09-20,11.0
2017-09-21,-1.0135
2017-09-22,-1.9340000000000002
2017-09-25,0.6381
2017-09-26,8.2997
2017-09-27,0.6386
2017-09-28,1.6922000000000001
2017-09-29,0.364
2017-10-02,2.487
2017-10-03,0.1517
2017-10-04,-1.262
2017-10-05,1.0735999999999999
2017-10-06,-6.2721
2017-10-09,1.5110999999999999
2017-10-10,-0.1595
2017-10-11,2.1832
2017-10-12,-4.4294
2017-10-13,0.3817
2017-10-16,2.6616
2017-10-17,-0.4762
2017-10-18,-4.0404
2017-10-19,-4.2659
2017-10-20,-0.0579
2017-10-23,-5.3850999999999996
2017-10-24,-3.8556
2017-10-25,0.6365
2017-10-26,4.9968
2017-10-27,4.6386
2017-10-30,3.1664
2017-10-31,5.2455
2017-11-01,1.0604
2017-11-02,-2.8332
2017-11-03,8.5853
2017-11-06,18.1004
2017-11-07,-1.0105
2017-11-08,-3.4028
2017-11-09,-1.5852
2017-11-10,-2.0582
2017-11-13,-1.4162
2017-11-14,-8.2947
2017-11-15,-2.3749000000000002
2017-11-16,-0.1553
2017-11-17,7.3095
2017-11-20,2.0773
2017-11-21,-0.142
2017-11-22,2.7014
2017-11-24,-1.569
2017-11-27,-2.3441
2017-11-28,2.5444
2017-11-29,1.0768
2017-11-30,3.6128
2017-12-01,5.5431
2017-12-04,0.1271
2017-12-05,-3.1303
2017-12-06,-4.3231
2017-12-07,3.3775
2017-12-08,-3.1347
2017-12-11,3.8286
2017-12-12,2.1071
2017-12-13,2.1496
2017-12-14,-2.8199
2017-12-15,-1.689
2017-12-18,0.8811
2017-12-19,-0.0437
2017-12-20,4.7181999999999995
2017-12-21,2.0442
2017-12-22,-3.0662
2017-12-26,6.3686
2017-12-27,-5.5511
2017-12-28,-2.6448
2017-12-29,1.2074
2018-01-02,4.6016
2018-01-03,1.5479
2018-01-04,2.4067
2018-01-05,0.2742
2018-01-08,2.6563
2018-01-09,-0.3044
2018-01-10,-2.9771
2018-01-11,1.1802
2018-01-12,-3.1493
2018-01-16,-4.2553
2018-01-17,0.4193
2018-01-18,-2.2547
2018-01-19,-0.0854
2018-01-22,1.4536
2018-01-23,0.9692
2018-01-24,-6.803
2018-01-25,-3.7618
2018-01-26,-5.8632
2018-01-29,-2.2244
2018-01-30,-1.7694999999999999
2018-01-31,0.3088
2018-02-01,2.9759
2018-02-02,-5.6801
2018-02-05,-5.4411
2018-02-06,2.067
2018-02-07,-4.9808
2018-02-08,-0.288
2018-02-09,0.751
2018-02-12,0.2294
2018-02-13,-0.7437
2018-02-14,4.7262
2018-02-15,1.4309
2018-02-16,1.6278000000000001
2018-02-20,2.7763
2018-02-21,-0.7792
2018-02-22,0.5236
2018-02-23,5.9375
2018-02-26,-1.7207
2018-02-27,-14.3072
2018-02-28,-5.5458
2018-03-01,3.2756
2018-03-02,1.4961
2018-03-05,2.5354
2018-03-06,0.575
2018-03-07,-6.518
2018-03-08,4.0367
2018-03-09,3.8213
2018-03-12,2.0385
2018-03-13,-2.7192
2018-03-14,-0.8557
2018-03-15,-5.4085
2018-03-16,-0.9124
2018-03-19,-5.1565
2018-03-20,-3.4951
2018-03-21,4.1583
2018-03-22,-4.5074
2018-03-23,0.0674
2018-03-26,-2.2237
2018-03-27,-2.2743
2018-03-28,-0.4937
2018-03-29,2.3388
2018-04-02,-8.0332
2018-04-03,0.5271
2018-04-04,-0.2247
2018-04-05,10.8859
2018-04-06,-7.3798
2018-04-09,-1.6082
2018-04-10,8.5438
2018-04-11,2.1218
2018-04-12,1.2064
2018-04-13,0.7285
2018-04-16,2.3011
2018-04-17,-1.6067
2018-04-18,1.1104
2018-04-19,1.2274
2018-04-20,-1.0211
2018-04-23,2.6435
2018-04-24,0.9422
2018-04-25,0.6223
2018-04-26,1.4224
2018-04-27,-2.1341
2018-04-30,0.81
2018-05-01,-1.4833
2018-05-02,7.591
2018-05-03,-3.9067
2018-05-04,-20.9951
2018-05-07,7.9877
2018-05-08,0.9957
2018-05-09,5.1408
2018-05-10,-0.067
2018-05-11,0.0
2018-05-14,-2.681
2018-05-15,1.5152
2018-05-16,1.7639
2018-05-17,6.8
2018-05-18,-1.9351
2018-05-21,-0.9548
2018-05-22,-1.2852999999999999
2018-05-23,-2.4089
2018-05-24,0.7338
2018-05-25,-11.2583
2018-05-29,-1.9403000000000001
2018-05-30,4.4901
2018-05-31,-3.7873
2018-06-01,-5.2233
2018-06-04,-1.5974
2018-06-05,5.6006
2018-06-06,-0.2306
2018-06-07,2.4653
2018-06-08,-4.2105
2018-06-11,1.0989
2018-06-12,-0.854
2018-06-13,1.8794
2018-06-14,-1.7679
2018-06-15,-1.252
2018-06-18,-1.1094
2018-06-19,-1.3622
2018-06-20,-1.7872
2018-06-21,-1.8197
2018-06-22,2.8644
2018-06-25,-5.2416
2018-06-26,1.0372
2018-06-27,-0.5133
2018-06-28,-2.7515
2018-06-29,-1.7683
2018-07-02,-4.5005
2018-07-03,4.524
2018-07-05,3.156
2018-07-06,3.2343
2018-07-09,1.7782
2018-07-10,-1.5807
2018-07-11,0.4227
2018-07-12,-0.6734
2018-07-13,-1.2711999999999999
2018-07-16,-3.0043
2018-07-17,0.0885
2018-07-18,0.3537
2018-07-19,-2.2026
2018-07-20,-2.5225
2018-07-23,-3.1423
2018-07-24,-2.4809
2018-07-25,0.0978
2018-07-26,2.9326
2018-07-27,3.4188
2018-07-30,4.0404
2018-07-31,-0.4413
2018-08-01,-26.6844
2018-08-02,-8.5852
2018-08-03,2.5132
2018-08-06,6.9677
2018-08-07,6.6345
2018-08-08,2.3756
2018-08-09,-1.6575
2018-08-10,5.9551
2018-08-13,-7.4231
2018-08-14,-1.26
2018-08-15,-1.0441
2018-08-16,1.6413
2018-08-17,1.8454000000000002
2018-08-20,3.171
2018-08-21,1.6465
2018-08-22,0.216
2018-08-23,-2.4784
2018-08-24,0.663
2018-08-27,0.8782
2018-08-28,1.197
2018-08-29,2.6882
2018-08-30,-4.1885
2018-08-31,-3.1694
2018-09-04,-0.6772
2018-09-05,-0.5682
2018-09-06,-8.1143
2018-09-07,-2.3632
2018-09-10,0.5096
2018-09-11,5.1965
2018-09-12,6.0241
2018-09-13,-0.3409
2018-09-14,3.0787
2018-09-17,-2.4336
2018-09-18,3.5147
2018-09-19,1.2048
2018-09-20,-0.974
2018-09-21,1.0929
2018-09-24,1.9459
2018-09-25,10.8165
2018-09-26,-3.445
2018-09-27,-1.1893
2018-09-28,0.2006
2018-10-01,0.7007
2018-10-02,0.5964
2018-10-03,6.1265
2018-10-04,-0.6518
2018-10-05,1.4058
2018-10-08,10.536
2018-10-09,-0.4181
2018-10-10,-9.9916
2018-10-11,-0.4664
2018-10-12,-4.5923
2018-10-15,-0.1965
2018-10-16,1.5748
2018-10-17,-4.5543
2018-10-18,-8.4264
2018-10-19,-0.2217
2018-10-22,-3.5556
2018-10-23,-3.5714
2018-10-24,-5.2569
2018-10-25,3.2787
2018-10-26,-1.9536
2018-10-29,-7.5965
2018-10-30,4.1779
2018-10-31,0.5175
2018-11-01,0.5148
2018-11-02,8.1946
2018-11-05,0.1183
2018-11-06,-5.3191
2018-11-07,1.8727
2018-11-08,-2.8186
2018-11-09,-4.918
2018-11-12,-5.7029
2018-11-13,-2.1097
2018-11-14,2.1552
2018-11-15,1.9691
2018-11-16,-1.931
2018-11-19,-0.1406
2018-11-20,-3.5211
2018-11-21,1.6058
2018-11-23,-9.9138
2018-11-26,-1.5949
2018-11-27,-1.1345
2018-11-28,-0.8197
2018-11-29,7.6033
2018-11-30,-3.533
2018-12-03,5.0955
2018-12-04,-9.3939
2018-12-06,-6.1873
2018-12-07,-1.426
2018-12-10,-5.2441
2018-12-11,0.0
2018-12-12,-0.3817
2018-12-13,-3.0651
2018-12-14,-3.1621
2018-12-17,-0.8163
2018-12-18,-3.0864
2018-12-19,-8.7049
2018-12-20,-3.4884
2018-12-21,0.241
2018-12-24,-4.8077
2018-12-26,3.7879
2018-12-27,-3.6496
2018-12-28,-4.2929
2018-12-31,1.3193
2019-01-02,22.3958
2019-01-03,1.2766
2019-01-04,2.9412000000000003
2019-01-07,18.3673
2019-01-08,2.069
2019-01-09,3.0405
2019-01-10,1.3115
2019-01-11,-2.7508
2019-01-14,-7.3211
2019-01-15,-1.4363000000000001
2019-01-16,-2.5501
2019-01-17,-2.0561
2019-01-18,5.3435
2019-01-22,-3.9855
2019-01-23,-2.8302
2019-01-24,-0.7767
2019-01-25,0.7828
2019-01-28,-6.4078
2019-01-29,-1.8672
2019-01-30,2.1142
2019-01-31,-1.6562999999999999
2019-02-01,0.6316
2019-02-04,6.6946
2019-02-05,4.3137
2019-02-06,-4.6992
2019-02-07,-4.142
2019-02-08,-7.2016
2019-02-11,3.7694
2019-02-12,2.9915000000000003
2019-02-13,2.2822
2019-02-14,2.0284
2019-02-15,0.7952
2019-02-19,0.9862
2019-02-20,1.7578
2019-02-21,-1.9194
2019-02-22,-6.2622
2019-02-25,2.9228
2019-02-26,0.2028
2019-02-27,0.0
2019-02-28,-2.2267
2019-03-01,1.8634
2019-03-04,-7.3171
2019-03-05,-3.2895
2019-03-06,-3.8548999999999998
2019-03-07,-6.8396
2019-03-08,-1.2658
2019-03-11,-1.2821
2019-03-12,3.6364
2019-03-13,10.0251
2019-03-14,-2.5057
2019-03-15,7.243
2019-03-18,6.7538
2019-03-19,0.0
2019-03-20,-0.2041
2019-03-21,-2.6585
2019-03-22,-3.3613
2019-03-25,-5.2174
2019-03-26,1.1468
2019-03-27,-5.4422
2019-03-28,-4.0767
2019-03-29,-5.0
2019-04-01,-1.0526
2019-04-02,-2.1277
2019-04-03,-3.2609
2019-04-04,-2.809
2019-04-05,6.9364
2019-04-08,1.0811
2019-04-09,-4.8128
2019-04-10,-4.7753
2019-04-11,-6.1947
2019-04-12,6.2893
2019-04-15,-6.8047
2019-04-16,4.127
2019-04-17,-2.1341
2019-04-18,-1.5575999999999999
2019-04-22,7.2785
2019-04-23,0.295
2019-04-24,-6.7647
2019-04-25,-3.4699999999999998
2019-04-26,-5.5556
2019-04-29,0.346
2019-04-30,-13.1034
2019-05-01,0.7937
2019-05-02,1.1811
2019-05-03,1.1673
2019-05-06,-1.9231
2019-05-07,3.1373
2019-05-08,-5.7034
2019-05-09,-0.8065
2019-05-10,13.4146
2019-05-13,-7.8853
2019-05-14,2.7237
2019-05-15,-4.1667
2019-05-16,5.9289
2019-05-17,-9.3284
2019-05-20,-4.9383
2019-05-21,-6.9264
2019-05-22,-5.5814
2019-05-23,-14.7783
2019-05-24,4.0462
2019-05-28,-7.7778
2019-05-29,0.0
2019-05-30,3.012
2019-05-31,11.6959
2019-06-03,4.1885
2019-06-04,30.1508
2019-06-05,-5.0193
2019-06-06,-2.8455
2019-06-07,-2.9289
2019-06-10,-2.1552
2019-06-11,-1.3216
2019-06-12,-13.392900000000001
2019-06-13,8.2474
2019-06-14,-8.0952
2019-06-17,8.8083
2019-06-18,4.2857
2019-06-19,5.0228
2019-06-20,5.2174
2019-06-21,9.0909
2019-06-24,-7.9545
2019-06-25,-16.4609
2019-06-26,-1.9704000000000002
2019-06-27,-5.5276
2019-06-28,1.0638
2019-07-01,2.6316
2019-07-02,-7.1795
2019-07-03,1.105
2019-07-05,4.3716
2019-07-08,5.2356
2019-07-09,-1.99
2019-07-10,10.6599
2019-07-11,0.9174
2019-07-12,0.0
2019-07-15,-8.1818
2019-07-16,-0.9901
2019-07-17,-5.0
2019-07-18,-5.2632
2019-07-19,4.4444
2019-07-22,-0.5319
2019-07-23,4.8128
2019-07-24,-3.0612
2019-07-25,-7.8947
2019-07-26,-4.5714
2019-07-29,-6.5868
2019-07-30,7.6923
2019-07-31,5.9524
2019-08-01,-1.1236
2019-08-02,-9.0909
2019-08-05,-6.25
2019-08-06,1.3333
2019-08-07,1.3158
2019-08-08,4.5455
2019-08-09,0.6211
2019-08-12,-3.7037
2019-08-13,-3.8462
2019-08-14,-4.0
2019-08-15,-6.25
2019-08-16,8.8889
2019-08-19,4.7619
2019-08-20,-1.9481000000000002
2019-08-21,-1.3245
2019-08-22,-1.3423
2019-08-23,-6.8027
2019-08-26,-5.8394
2019-08-27,-1.5504
2019-08-28,3.9370000000000003
2019-08-29,3.0303
2019-08-30,-2.2059
2019-09-03,-0.7519
2019-09-04,3.0303
2019-09-05,3.6765
2019-09-06,3.5461
2019-09-09,10.9589
2019-09-10,21.6049
2019-09-11,0.5076
2019-09-12,-2.0202
2019-09-13,-4.1237
2019-09-16,12.3656
2019-09-17,-17.2249
2019-09-18,-8.0925
2019-09-19,-9.434
2019-09-20,29.1667
2019-09-23,-5.914
2019-09-24,-4.5714
2019-09-25,-4.7904
2019-09-26,-5.0314
2019-09-27,-1.9868000000000001
2019-09-30,-2.7027
2019-10-01,-7.6389
2019-10-02,-3.7594
2019-10-03,1.5625
2019-10-04,-7.6923
2019-10-07,-0.8333
2019-10-08,-11.7647
2019-10-09,-4.7619
2019-10-10,2.0
2019-10-11,0.0
2019-10-14,-10.6471
2019-10-15,-3.2697
2019-10-16,-0.3063
2019-10-17,-7.828
2019-10-18,-5.9005
2019-10-21,-0.5378
2019-10-22,-1.0815
2019-10-23,-6.6667
2019-10-24,4.8857
2019-10-25,-11.4925
2019-10-28,-0.3881
2019-10-29,1.9311
2019-10-30,-6.0321
2019-10-31,-8.0645
2019-11-01,13.807
2019-11-04,5.5958
2019-11-05,6.5547
2019-11-06,-10.9056
2019-11-07,2.768
2019-11-08,-2.0051
2019-11-11,-6.856
2019-11-12,-2.4426
2019-11-13,-4.9908
2019-11-14,-4.6693
2019-11-15,-2.7273
2019-11-18,-6.8091
2019-11-19,2.3332
2019-11-20,-3.42
2019-11-21,1.4703
2019-11-22,-7.6327
2019-11-25,-0.5745
2019-11-26,-2.7333
2019-11-27,1.6221
2019-11-29,3.1924
2019-12-02,-5.2288
2019-12-03,-56.7816
2019-12-04,-7.9787
2019-12-05,-11.5607
2019-12-06,20.915
2019-12-09,-2.7027
2019-12-10,-4.4444
2019-12-11,-4.0698
2019-12-12,26.6667
2019-12-13,-0.933
2019-12-16,10.6013
2019-12-17,0.5677
2019-12-18,4.3856
2019-12-19,-0.1664
2019-12-20,16.6667
2019-12-23,28.5714
2019-12-24,-18.8889
2019-12-26,-9.2466
2019-12-27,5.6604
2019-12-30,-0.3571
2019-12-31,-5.0179
2020-01-02,7.5472
2020-01-03,3.1579
2020-01-06,7.3639
2020-01-07,2.9621
2020-01-08,-10.7692
2020-01-09,7.7586
2020-01-10,-4.032
2020-01-13,-4.9683
2020-01-14,-2.2807
2020-01-15,-2.5135
2020-01-16,-0.5525
2020-01-17,-3.3333
2020-01-21,0.0383
2020-01-22,3.6921
2020-01-23,-0.2733
2020-01-24,-3.2963
2020-01-27,2.9874
2020-01-28,0.0
2020-01-29,-5.2629
2020-01-30,1.2766
2020-01-31,-5.3488
2020-02-03,-1.7199
2020-02-04,-0.4167
2020-02-05,-16.7364
2020-02-06,-1.005
2020-02-07,-1.0152
2020-02-10,7.641
2020-02-11,-9.4807
2020-02-12,1.5263
2020-02-13,2.6439
2020-02-14,-2.7778
2020-02-18,-4.9351
2020-02-19,5.4098
2020-02-20,3.6807
2020-02-21,2.5
2020-02-24,-14.5854
2020-02-25,8.1668
2020-02-26,-5.491
2020-02-27,-11.7318
2020-02-28,-5.0633
2020-03-02,13.3333
2020-03-03,-3.0
2020-03-04,-1.4857
2020-03-05,-1.5082
2020-03-06,5.0
2020-03-09,-22.619
2020-03-10,-15.3846
2020-03-11,10.0
2020-03-12,-9.0909
2020-03-13,-27.2727
2020-03-16,25.0
2020-03-17,0.0
2020-03-18,2.0
2020-03-19,23.0392
2020-03-20,-0.3984
2020-03-23,-12.0
2020-03-24,-7.2727
2020-03-25,27.1569
2020-03-26,0.2313
2020-03-27,7.3077
2020-03-30,-5.7706
2020-03-31,2.6246
2020-04-01,-3.8547000000000002
2020-04-02,-11.835
2020-04-03,-4.6786
2020-04-06,12.3853
2020-04-07,-11.0204
2020-04-08,5.5046
2020-04-09,7.6087
2020-04-13,5.4545
2020-04-14,-1.3793
2020-04-15,-2.0979
2020-04-16,11.0317
2020-04-17,0.0715
2020-04-20,-3.5714
2020-04-21,11.1111
2020-04-22,-9.5333
2020-04-23,-7.1481
2020-04-24,3.5714
2020-04-27,14.4828
2020-04-28,-2.9451
2020-04-29,-2.4138
2020-04-30,13.0742
2020-05-01,4.375
2020-05-04,3.5928
2020-05-05,8.3237
2020-05-06,22.7321
2020-05-07,0.0
2020-05-08,8.6957
2020-05-11,12.0
2020-05-12,37.5
2020-05-13,2.5974
2020-05-14,-13.9241
2020-05-15,-19.1176
2020-05-18,3.0182
2020-05-19,-1.5178
2020-05-20,3.9427
2020-05-21,3.1034
2020-05-22,12.0401
2020-05-26,-7.4627
2020-05-27,-0.0323
2020-05-28,-3.1946
2020-05-29,6.6667
2020-06-01,3.0938
2020-06-02,-6.0321
2020-06-03,2.3548
2020-06-04,-2.3007
2020-06-05,3.5323
2020-06-08,18.3985
2020-06-09,5.2632
2020-06-10,0.0
2020-06-11,-17.5
2020-06-12,18.1818
2020-06-15,2.5641
2020-06-16,-5.0
2020-06-17,-2.6316
2020-06-18,-6.3514
2020-06-19,-3.3189
2020-06-22,-1.4925
2020-06-23,-13.2576
2020-06-24,-5.6769
2020-06-25,-0.037
2020-06-26,-11.0782
2020-06-29,4.1667
2020-06-30,-24.0
2020-07-01,10.526299999999999
2020-07-02,4.7619
2020-07-06,-0.4545
2020-07-07,-22.3744
2020-07-08,8.2353
2020-07-09,0.4891
2020-07-10,1.6766
2020-07-13,2.3404
2020-07-14,9.1476
2020-07-15,2.3810000000000002
2020-07-16,11.5814
2020-07-17,-0.2043
2020-07-20,0.2464
2020-07-21,-8.375
2020-07-22,-8.1401
2020-07-23,8.8119
2020-07-24,-6.1647
2020-07-27,4.097
2020-07-28,-6.8468
2020-07-29,0.0
2020-07-30,2.475
2020-07-31,0.0488
