ticker,NNSV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-16,-50.0
2014-01-23,0.0
2014-01-30,-70.0
2014-01-31,0.0
2014-02-03,-33.3333
2014-02-06,0.0
2014-02-07,-50.0
2014-02-14,90.0
2014-02-18,-26.3158
2014-02-19,0.0
2014-02-20,-14.2857
2014-02-21,16.6667
2014-02-24,-36.9643
2014-02-25,0.0
2014-02-26,-9.3484
2014-02-27,25.0
2014-02-28,19.75
2014-03-03,50.3132
2014-03-05,-11.5278
2014-03-06,0.471
2014-03-11,2.5
2014-03-13,0.0
2014-03-18,-14.6341
2014-03-19,100.0
2014-03-20,-50.0
2014-03-21,28.5714
2014-03-24,0.0
2014-03-25,-13.3333
2014-03-26,-10.2564
2014-03-27,-28.5714
2014-03-28,20.0
2014-03-31,-16.4583
2014-04-01,-0.4988
2014-04-02,20.3008
2014-04-03,0.0
2014-04-07,0.0
2014-04-08,-25.2083
2014-04-09,-33.1476
2014-04-10,0.0
2014-04-15,33.3333
2014-04-16,0.0
2014-04-22,-25.0
2014-04-23,0.0
2014-04-28,0.0
2014-05-07,-32.9167
2014-05-19,-0.6211
2014-05-22,0.0
2014-05-23,50.0
2014-05-29,-16.6667
2014-06-02,20.0
2014-06-20,-27.9167
2014-06-23,1.7341
2014-07-01,-54.5455
2014-07-02,50.0
2014-07-03,100.0
2014-07-23,-56.6667
2014-07-24,114.4231
2014-07-25,-28.2511
2014-07-29,0.0
2014-08-06,-49.375
2014-08-14,-1.2346
2014-08-15,0.0
2014-09-05,-30.0
2014-09-16,-21.4286
2014-09-19,-18.1818
2014-09-23,0.0
2014-09-25,100.0
2014-10-07,288.8889
2014-10-08,0.0
2014-10-09,-42.8571
2014-10-10,5.0
2014-10-13,19.0476
2014-10-20,-20.0
2014-10-22,-50.0
2014-10-27,0.0
2014-10-29,0.0
2014-11-03,0.0
2014-11-05,10.0
2014-11-07,127.2727
2014-11-11,-20.0
2014-11-13,50.0
2014-11-17,0.0
2014-12-10,-33.3333
2014-12-17,-15.0
2014-12-18,0.0
2014-12-23,0.0
2014-12-29,0.0
2015-01-08,0.0
2015-01-13,17.647100000000002
2015-01-14,-10.0
2015-01-15,38.8889
2015-01-21,0.0
2015-01-23,-24.75
2015-02-06,-20.2658
2015-02-10,0.0
2015-02-12,-19.1667
2015-03-09,-9.2784
2015-03-10,-50.0
2015-03-11,-27.2727
2015-03-13,-25.0
2015-03-19,97.9167
2015-03-23,-43.1579
2015-03-24,-25.9259
