ticker,NNSV US Equity
2015-03-25,-27.5
2015-03-26,65.5172
2015-03-27,20.8333
2015-03-30,-36.2069
2015-04-01,8.1081
2015-04-02,20.0
2015-04-06,-29.1667
2015-04-07,17.647100000000002
2015-04-08,20.0
2015-04-10,-27.0833
2015-04-13,37.1429
2015-04-14,-27.0833
2015-04-15,31.4286
2015-04-20,-30.4348
2015-04-21,56.25
2015-04-22,6.0
2015-04-23,-9.434
2015-04-24,0.0
2015-04-28,0.0
2015-04-29,4.1667
2015-04-30,12.0
2015-05-01,8.9286
2015-05-04,100.0
2015-05-05,-34.4262
2015-05-06,10.0
2015-05-07,9.0909
2015-05-08,-19.7917
2015-05-11,3.8961
2015-05-12,-40.0
2015-05-14,0.0
2015-05-15,-16.6667
2015-05-19,80.0
2015-05-20,52.7778
2015-05-21,21.8182
2015-05-22,-16.4179
2015-06-04,0.0
2015-06-18,0.0
2015-07-14,-59.8214
2015-07-16,0.0
2015-07-17,0.0
2015-07-20,-17.7778
2015-07-31,0.0
2015-08-04,0.0
2015-08-11,0.0
2015-08-18,0.0
2015-08-19,-21.6216
2015-08-21,0.0
2015-08-24,0.0
2015-09-01,148.2759
2015-09-02,-8.3333
2015-09-03,66.6667
2015-09-04,-12.7273
2015-09-08,0.0
2015-09-09,16.6667
2015-09-10,-7.1429
2015-09-14,-7.6923
2015-09-15,0.0
2015-09-16,66.6667
2015-09-17,-28.125
2015-09-18,-4.3478
2015-09-21,16.3636
2015-09-22,-6.25
2015-09-24,-40.0
2015-09-25,-30.5556
2015-09-28,-4.0
2015-09-29,22.9167
2015-09-30,18.6441
2015-10-02,71.4286
2015-10-05,-31.6667
2015-10-12,3.6585
2015-10-16,-60.0
2015-10-20,17.647100000000002
2015-10-22,15.0
2015-10-28,67.3913
2015-11-05,45.4545
2015-11-06,-28.5714
2015-11-09,-27.5
2015-11-10,-13.7931
2015-11-12,6.0
2015-11-13,16.9811
2015-11-16,-1.6129
2015-11-17,4.918
2015-11-18,0.0
2015-11-19,-37.5
2015-11-23,40.0
2015-11-24,14.2857
2015-11-27,0.0
2015-11-30,0.0
2015-12-15,4.6875
2015-12-16,-28.3582
2015-12-17,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,-45.8333
2015-12-28,-7.6923
2016-01-05,33.3333
2016-01-06,0.0
2016-01-07,6.25
2016-01-14,-23.5294
2016-01-15,-69.2308
2016-01-19,25.0
2016-01-20,0.0
2016-01-21,-40.0
2016-01-22,33.3333
2016-01-25,37.5
2016-01-26,-27.2727
2016-01-27,-25.0
2016-01-28,0.0
2016-01-29,0.0
2016-02-01,66.6667
2016-02-02,0.0
2016-02-03,-40.0
2016-02-04,16.6667
2016-02-05,42.8571
2016-02-08,10.0
2016-02-09,0.0
2016-02-10,0.0
2016-02-11,-27.2727
2016-02-12,-12.5
2016-02-16,-14.2857
2016-02-18,-16.6667
2016-02-19,60.0
2016-02-23,-25.0
2016-02-24,0.0
2016-02-25,0.0
2016-02-29,33.3333
2016-03-01,0.0
2016-03-02,0.0
2016-03-03,25.0
2016-03-04,-20.0
2016-03-07,37.5
2016-03-08,18.1818
2016-03-10,-38.4615
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,-25.0
2016-03-22,33.3333
2016-03-24,0.0
2016-03-28,0.0
2016-03-30,20.0
2016-03-31,66.6667
2016-04-04,-28.0
2016-04-05,38.8889
2016-04-06,-40.0
2016-04-07,-16.6667
2016-04-08,27.0
2016-04-12,-37.0079
2016-04-13,12.5
2016-04-14,33.3333
2016-04-18,-25.0
2016-04-19,11.1111
2016-04-22,-20.0
2016-04-26,47.5
2016-04-27,1.6949
2016-04-29,-12.7083
2016-05-04,-4.5346
2016-05-06,0.625
2016-05-09,0.0
2016-05-10,-0.6211
2016-05-26,-10.0
2016-06-01,0.0
2016-06-02,4.4444
2016-06-08,-4.2553
2016-06-13,0.0
2016-06-14,11.1111
2016-06-23,-3.0
2016-06-30,3.0928
2016-07-05,-18.0
2016-07-06,43.5976
2016-07-07,1.9108
2016-07-11,85.0
2016-07-20,0.0
2016-07-22,-63.0631
2016-08-01,70.7317
2016-08-02,-21.4286
2016-08-12,-25.4545
2016-08-18,9.7561
2016-08-19,0.0
2016-08-24,3.0556
2016-08-25,-11.5903
2016-08-26,-2.439
2016-08-29,0.0
2016-09-12,50.0
2016-09-13,6.6667
2016-09-16,-53.125
2016-09-19,0.0
2016-09-21,33.3333
2016-09-22,375.0
2016-10-03,-60.0
2016-10-04,5.2632
2016-10-05,50.0
2016-10-06,-25.0
2016-10-10,11.1111
2016-10-11,-20.0
2016-10-12,0.0
2016-10-13,-9.6094
2016-10-14,10.6309
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,-12.5
2016-10-20,0.0
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,-21.4286
2016-10-28,-33.0682
2016-11-01,49.4058
2016-11-02,0.0
2016-11-03,45.4545
2016-11-04,0.0
2016-11-07,0.0
2016-11-08,-6.0156
2016-11-10,-57.4397
2016-11-11,150.0
2016-11-14,0.0
2016-11-15,-6.0156
2016-11-16,6.4007
2016-11-17,0.0
2016-11-18,-12.5
2016-11-21,14.2857
2016-11-25,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-12-15,12.5
2016-12-16,0.0
2016-12-19,0.0
2016-12-20,28.8889
2016-12-21,3.4483
2016-12-22,0.0
2016-12-23,-1.6667
2016-12-27,1.6949
2016-12-28,-16.6667
2017-01-26,-10.0
2017-02-01,93.3333
2017-02-02,14.9425
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,-63.0
2017-02-09,-13.0068
2017-02-10,86.2136
2017-02-13,66.8405
2017-02-14,-49.0
2017-02-16,7.8431
2017-02-17,0.0
2017-02-21,6.3636
2017-02-22,19.6581
2017-02-23,0.0
2017-02-28,7.1429
2017-03-03,27.3333
2017-03-09,-42.4084
2017-03-10,1.25
2017-03-13,13.9169
2017-03-15,-5.4187
2017-03-24,25.0
2017-03-31,-20.0
2017-04-04,66.6667
2017-04-07,-39.1875
2017-04-11,54.5735
2017-04-12,8.4109
2017-04-13,22.6618
2017-04-17,20.0
2017-04-19,0.0
2017-04-20,33.3333
2017-04-21,12.5
2017-04-24,6.6667
2017-04-25,0.0
2017-04-26,0.0
2017-04-28,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,-6.25
2017-05-04,0.0
2017-05-08,0.0
2017-05-09,6.6667
2017-05-10,-6.25
2017-05-11,11.1111
2017-05-12,-30.0
2017-05-15,9.5714
2017-05-16,-8.7353
2017-05-17,40.0
2017-05-18,-2.0408
2017-05-22,0.0
2017-06-07,-6.25
2017-06-09,-55.5556
2017-06-12,0.95
2017-06-13,27.5433
2017-07-05,-18.2168
2017-07-11,4.321
2017-07-12,-4.142
2017-07-14,0.0
2017-07-18,0.0
2017-08-10,-5.0332
2017-08-24,-20.6
2017-09-01,10.2015
2017-09-07,-8.2857
2017-11-30,-0.3115
2018-01-03,25.0
2018-02-13,-95.0
2018-02-22,-99.99
2018-03-27,999900.0025
2018-12-12,-99.99
2019-03-07,999900.0025
2019-03-25,0.0
2019-05-29,-99.0
2019-12-10,800.0
2019-12-30,3233.3333
2020-02-07,66.6667
2020-02-11,100.0
2020-07-20,-99.7
