ticker,AIT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-1.5038
2000-01-05,-2.2901
2000-01-06,-1.9531
2000-01-07,-3.1873
2000-01-10,2.4691
2000-01-11,-4.0161
2000-01-12,0.4184
2000-01-13,2.0833
2000-01-14,2.8571
2000-01-18,0.3968
2000-01-19,3.1621
2000-01-20,2.2989
2000-01-21,0.7491
2000-01-24,-4.8327
2000-01-25,2.7344
2000-01-26,-0.3802
2000-01-27,-1.5267
2000-01-28,0.0
2000-01-31,-1.1628
2000-02-01,0.3922
2000-02-02,1.9531
2000-02-03,0.0
2000-02-04,-1.5326
2000-02-07,-1.5564
2000-02-08,0.7905
2000-02-09,5.4902
2000-02-10,-0.4015
2000-02-11,-3.7594
2000-02-14,0.7813
2000-02-15,-1.1628
2000-02-16,-0.3922
2000-02-17,0.7874
2000-02-18,-3.5156
2000-02-22,3.2389
2000-02-23,-1.5686
2000-02-24,3.9840999999999998
2000-02-25,3.8314
2000-02-28,0.0
2000-02-29,7.0111
2000-03-01,-3.1034
2000-03-02,-3.2028
2000-03-03,-1.1029
2000-03-06,2.6022
2000-03-07,0.7246
2000-03-08,0.3597
2000-03-09,0.0
2000-03-10,-2.1505
2000-03-13,-0.7326
2000-03-14,-1.476
2000-03-15,-0.3745
2000-03-16,4.5113
2000-03-17,-2.8777
2000-03-20,-2.5926
2000-03-21,-6.0837
2000-03-22,2.4291
2000-03-23,1.1858
2000-03-24,0.0
2000-03-27,-2.7344
2000-03-28,0.8032
2000-03-29,0.0
2000-03-30,-1.1952
2000-03-31,3.2258
2000-04-03,1.1719
2000-04-04,-0.3861
2000-04-05,1.938
2000-04-06,-2.2814
2000-04-07,-1.5564
2000-04-10,-3.9526
2000-04-11,-1.2346
2000-04-12,0.4167
2000-04-13,1.2448
2000-04-14,-1.6393
2000-04-17,-2.0833
2000-04-18,1.7021
2000-04-19,0.8368
2000-04-20,6.639
2000-04-24,0.7782
2000-04-25,3.0888
2000-04-26,2.6217
2000-04-27,-2.1898
2000-04-28,3.7313
2000-05-01,2.1583
2000-05-02,1.0563
2000-05-03,-4.1812
2000-05-04,-2.5455
2000-05-05,0.0
2000-05-08,-1.4925
2000-05-09,3.0303
2000-05-10,-1.8382
2000-05-11,2.9663
2000-05-12,0.7326
2000-05-15,-2.9091
2000-05-16,2.2472
2000-05-17,0.0
2000-05-18,1.0989
2000-05-19,1.087
2000-05-22,-1.4337
2000-05-23,4.0
2000-05-24,0.3497
