ticker,NNBR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.1724
2000-01-04,0.0
2000-01-06,0.9091
2000-01-07,3.6036
2000-01-10,0.0
2000-01-11,2.1739
2000-01-12,-2.1277
2000-01-13,1.7391
2000-01-14,12.8205
2000-01-18,6.0606
2000-01-19,-2.1429
2000-01-20,-4.3796
2000-01-21,2.2901
2000-01-24,-2.9851
2000-01-25,1.5385
2000-01-26,0.0
2000-01-27,-1.5152
2000-01-28,1.5385
2000-01-31,-1.5152
2000-02-01,1.5385
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,-3.0303
2000-02-07,1.5625
2000-02-08,0.0
2000-02-09,1.5385
2000-02-10,-4.5455
2000-02-11,4.7619
2000-02-14,1.1364
2000-02-15,1.8727
2000-02-16,3.6765
2000-02-17,2.8369
2000-02-18,4.6552
2000-02-22,0.1647
2000-02-23,1.3158
2000-02-24,1.2987
2000-02-25,2.5641
2000-02-28,-0.1563
2000-02-29,-3.5994
2000-03-01,1.2987
2000-03-02,0.0
2000-03-03,1.9231
2000-03-06,-1.8868
2000-03-07,0.0
2000-03-08,-2.5641
2000-03-09,-4.6053
2000-03-10,-2.069
2000-03-13,-6.338
2000-03-14,0.7519
2000-03-15,2.4478
2000-03-16,1.4706000000000001
2000-03-17,-2.8986
2000-03-20,3.7313
2000-03-21,6.4748
2000-03-22,-2.7027
2000-03-23,-1.3889
2000-03-24,0.0
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,2.8169
2000-03-30,-1.3699
2000-03-31,20.8333
2000-04-03,-2.8736
2000-04-04,7.1006
2000-04-05,-6.0773
2000-04-06,3.5294
2000-04-07,-1.1364
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,-4.5977
2000-04-13,1.2048
2000-04-14,0.0
2000-04-17,-0.5952
2000-04-18,0.0
2000-04-19,-1.7964
2000-04-20,-2.439
2000-04-24,-1.875
2000-04-25,0.0
2000-04-26,-0.6369
2000-04-27,-1.9231
2000-04-28,-1.9607999999999999
2000-05-01,0.0
2000-05-02,-4.0
2000-05-03,0.0
2000-05-04,-0.8681
2000-05-05,0.8757
2000-05-08,-2.7778
2000-05-09,-2.1429
2000-05-10,2.1898
2000-05-11,2.8571
2000-05-12,-1.3889
2000-05-15,2.8169
2000-05-16,-1.3699
2000-05-17,-2.7778
2000-05-18,0.0
2000-05-19,2.1429
2000-05-22,-3.4965
2000-05-23,0.0
2000-05-24,1.4493
2000-05-25,-0.5143
2000-05-26,2.8986
