ticker,CNXS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-08-12,1897.4522
2008-08-13,119.3878
2008-09-19,0.0
2008-10-10,-2.3256
2008-10-27,7.619
2008-10-28,0.0
2008-11-03,11.0619
2008-11-05,-0.3984
2008-11-10,-10.8
2008-11-11,0.0
2008-11-12,-1.3453
2008-11-13,2.2727
2008-11-14,11.1111
2008-11-21,-15.2
2008-12-01,18.3962
2008-12-08,-14.741
2008-12-09,17.2897
2008-12-10,5.1793
2008-12-11,1.8939
2008-12-12,-3.3457
2008-12-15,-1.9231
2008-12-16,5.4902
2008-12-18,-14.4981
2008-12-19,0.0
2008-12-22,-71.7391
2009-01-12,61.5385
2009-01-14,7.619
2009-01-20,4.4248
2009-02-03,-57.6271
2009-03-06,-56.0
2009-03-30,0.0
2009-03-31,0.0
2009-04-08,-54.5455
2009-05-04,-30.0
2009-09-17,-14.2857
2009-11-06,733.3333
2009-11-09,4.0
2009-11-10,0.0
2009-11-11,2.8846
2009-11-12,0.9346
2009-11-13,3.7037
2009-11-16,7.1429
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,-0.8333
2009-11-20,0.0
2009-11-23,0.8403
2009-11-27,0.0
2009-11-30,0.0
2009-12-01,0.0
2009-12-04,3.3333
2009-12-07,0.0
2009-12-08,-11.2903
2009-12-09,9.0909
2009-12-11,5.0
2009-12-16,-9.5238
2009-12-17,-3.5088
2009-12-18,14.5455
2009-12-30,-12.6984
2009-12-31,10.9091
2010-01-06,-8.1967
2010-01-08,-1.7856999999999998
2010-01-11,7.2727
2010-01-15,6.7797
2010-01-22,-4.7619
2010-01-27,-3.3333
2010-01-29,-1.7241
2010-02-05,0.0
2010-02-08,5.2632
2010-02-19,13.3333
2010-02-22,-12.5
2010-02-23,12.605
2010-03-01,0.0
2010-03-03,1.4925
2010-03-05,-15.4412
2010-03-08,6.087
2010-03-09,-1.6393
2010-03-10,0.0
2010-03-11,11.6667
2010-03-16,1.4925
2010-03-17,17.647100000000002
2010-03-18,0.0
2010-03-19,6.25
2010-03-25,-5.8824
2010-03-31,12.5
2010-04-01,0.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,3.3333
2010-04-09,1.0753
2010-04-12,5.3191
2010-04-13,3.0303
2010-04-14,10.7843
2010-04-15,-5.3097
2010-04-16,4.6729
2010-04-19,-8.9286
2010-04-20,-1.9607999999999999
2010-04-21,3.0
2010-04-22,0.0
2010-04-23,2.9126
2010-04-26,-0.9434
2010-04-27,3.8095
