ticker,SLGL US Equity
2018-06-25,-5.9929
2018-06-26,0.0
2018-06-27,-4.875
2018-06-28,0.0
2018-06-29,1.4455
2018-07-02,-0.6477
2018-07-03,0.5215
2018-07-05,-8.9494
2018-07-06,-0.2849
2018-07-09,-1.8571
2018-07-10,-6.9869
2018-07-11,0.4695
2018-07-12,1.0903
2018-07-13,7.396
2018-07-16,-3.0129
2018-07-17,3.2544
2018-07-18,-2.0057
2018-07-19,0.1462
2018-07-20,1.8978000000000002
2018-07-23,-2.149
2018-07-24,0.1464
2018-07-25,0.0
2018-07-26,1.6082
2018-07-27,-6.4748
2018-07-30,4.6154
2018-07-31,2.9412000000000003
2018-08-01,2.8571
2018-08-02,-2.0833
2018-08-03,-3.4043
2018-08-06,-2.2026
2018-08-07,-2.4024
2018-08-08,1.3846
2018-08-09,-2.7298999999999998
2018-08-10,2.0265
2018-08-13,-3.5168
2018-08-14,0.6339
2018-08-15,-1.7323
2018-08-16,0.1603
2018-08-17,0.808
2018-08-20,-1.5951
2018-08-21,0.8065
2018-08-22,4.0
2018-08-23,-0.6154
2018-08-24,-1.8576000000000001
2018-08-27,-1.1041
2018-08-28,6.8581
2018-08-29,-4.1791
2018-08-30,-0.3115
2018-08-31,-1.7187999999999999
2018-09-04,2.2258
2018-09-05,-0.4666
2018-09-06,21.875
2018-09-07,-4.2308
2018-09-10,3.7483
2018-09-11,-4.3871
2018-09-12,0.2699
2018-09-13,3.4993
2018-09-14,-3.3810000000000002
2018-09-17,-7.4024
2018-09-18,2.4709
2018-09-19,1.1348
2018-09-20,3.5063
2018-09-21,-5.1491
2018-09-24,3.5714
2018-09-25,-6.2069
2018-09-26,0.5882
2018-09-27,4.6784
2018-09-28,4.7486
2018-10-01,1.4667
2018-10-02,6.4389
2018-10-03,-8.0247
2018-10-04,-0.6711
2018-10-05,0.1351
2018-10-08,-2.6991
2018-10-09,0.5548
2018-10-10,-10.7586
2018-10-11,-6.0278
2018-10-12,-1.1513
2018-10-15,1.9967000000000001
2018-10-16,7.9935
2018-10-17,-3.6254
2018-10-18,3.1348
2018-10-22,-2.7356
2018-10-23,0.9375
2018-10-24,-4.1796
2018-10-25,2.4233000000000002
2018-10-26,3.1546
2018-10-29,1.8349
2018-10-30,-3.9039
2018-10-31,4.5313
2018-11-01,1.6442
2018-11-02,2.6721
2018-11-05,1.6944
2018-11-06,1.407
2018-11-07,6.7251
2018-11-08,-6.3
2018-11-09,-2.6389
2018-11-12,-0.9986
2018-11-13,2.7378
2018-11-14,-4.6283
2018-11-15,-1.4706000000000001
2018-11-16,4.4776
2018-11-19,-2.8571
2018-11-20,-0.8824
2018-11-21,1.3353
2018-11-23,2.6384
2018-11-26,-0.1455
2018-11-27,1.0
2018-11-28,-0.8656
2018-11-29,1.0159
2018-11-30,-5.791
2018-12-03,1.7991000000000001
2018-12-04,-2.2091
2018-12-06,-4.3675
2018-12-07,-2.1874000000000002
2018-12-10,-1.6277
2018-12-11,-0.18
2018-12-12,-0.3115
2018-12-13,-2.9605
2018-12-14,-1.8643999999999998
2018-12-17,5.3541
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.3279
2018-12-21,-2.7778
2018-12-24,0.3361
2018-12-26,0.1675
2018-12-27,0.5017
2018-12-28,-0.1647
2018-12-31,0.3317
2019-01-02,5.4817
2019-01-03,-5.1969
2019-01-04,-2.3256
2019-01-07,2.3810000000000002
2019-01-08,1.1628
2019-01-09,-1.4778
2019-01-10,-0.1667
2019-01-11,-2.6711
2019-01-14,-0.5146
2019-01-15,0.0
2019-01-16,-0.6897
2019-01-17,0.8681
2019-01-18,0.0
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,-0.1721
2019-01-25,-1.5516999999999999
2019-01-28,6.4799
2019-01-29,-3.7829
2019-01-30,2.2222
2019-01-31,0.1672
2019-02-01,-1.3356
2019-02-04,1.7428
2019-02-05,1.1143
2019-02-06,6.5493
2019-02-07,0.3365
2019-02-08,0.0
2019-02-11,-0.0769
2019-02-12,0.2309
2019-02-13,1.3687
2019-02-14,-1.5017
2019-02-15,2.9231
2019-02-19,-2.8401
2019-02-20,-0.6154
2019-02-21,1.548
2019-02-22,6.7073
2019-02-25,0.4286
2019-02-26,1.4224999999999999
2019-02-27,0.8415
2019-02-28,-2.6426
2019-03-01,0.1429
2019-03-04,-0.1427
2019-03-05,2.5486
2019-03-06,-2.4852
2019-03-07,0.0014
2019-03-08,1.8371
2019-03-11,-1.8054000000000001
2019-03-12,0.0
2019-03-13,-0.1429
2019-03-14,-4.721
2019-03-15,2.4024
2019-03-18,2.0528
2019-03-19,-2.0115
2019-03-20,1.173
2019-03-22,-2.6087
2019-03-25,0.8929
2019-03-26,2.5074
2019-03-27,0.5281
2019-03-28,-3.3879
2019-03-29,0.2963
2019-04-01,0.1477
2019-04-02,5.0147
2019-04-03,2.7302999999999997
2019-04-04,-3.7515
2019-04-05,0.3551
2019-04-08,3.2696
2019-04-09,-1.0417
2019-04-10,-3.2548
2019-04-11,3.9370000000000003
2019-04-12,-2.2039
2019-04-15,-0.1408
2019-04-16,4.0903
2019-04-17,-3.1843
2019-04-18,-2.7292
2019-04-22,4.4604
2019-04-23,-3.4435000000000002
2019-04-24,-0.2853
2019-04-25,1.4020000000000001
2019-04-26,2.991
2019-04-29,-1.5068000000000001
2019-04-30,0.6954
2019-05-01,-2.9006
2019-05-02,0.7112
2019-05-03,-0.7062
2019-05-06,-0.1422
2019-05-07,0.5698
2019-05-08,-0.8499
2019-05-09,2.7143
2019-05-10,4.3115
2019-05-13,4.4
2019-05-14,2.1711
2019-05-15,-2.0
2019-05-16,4.5918
2019-05-17,1.1683
2019-05-20,-4.1672
2019-05-22,-0.127
2019-05-23,3.8413
2019-05-24,2.4864
2019-05-28,10.129
2019-05-29,0.3664
2019-05-30,-6.2099
2019-05-31,-4.1096
2019-06-03,2.2619
2019-06-04,7.1013
2019-06-05,0.5435
2019-06-06,-3.8919
2019-06-07,2.6997
2019-06-10,1.3143
2019-06-11,-1.3795
2019-06-12,-5.1785
2019-06-13,-1.5029
2019-06-14,-0.2077
2019-06-17,0.9139
2019-06-18,0.4662
2019-06-19,1.2772999999999999
2019-06-20,4.4146
2019-06-21,1.4755
2019-06-24,-3.3665
2019-06-25,6.1688
2019-06-26,-1.4752
2019-06-27,-2.1390000000000002
2019-06-28,-0.4776
2019-07-01,-1.1673
2019-07-02,1.5878
2019-07-03,-2.1098
2019-07-05,1.8994
2019-07-08,12.9386
2019-07-09,-4.2718
2019-07-10,-1.927
2019-07-11,6.7218
2019-07-12,1.5504
2019-07-15,-1.4313
2019-07-16,-2.2236
2019-07-17,-0.894
2019-07-18,-2.8581
2019-07-19,0.7826
2019-07-22,-2.551
2019-07-23,2.9318999999999997
2019-07-24,2.9502
2019-07-25,-2.4704
2019-07-26,3.2421
2019-07-29,2.2571
2019-07-30,-1.9194
2019-07-31,-0.2935
2019-08-01,-0.2944
2019-08-02,-0.0984
2019-08-05,-3.5468
2019-08-06,-10.9295
2019-08-07,-8.1422
2019-08-08,-3.8702
2019-08-09,9.8701
2019-08-12,-4.1371
2019-08-13,2.3428
2019-08-14,3.6145
2019-08-15,-4.3023
2019-08-16,3.2807
2019-08-19,-0.7647
2019-08-20,0.1778
2019-08-21,-2.0899
2019-08-22,-0.7663
2019-08-23,2.4361
2019-08-26,-1.308
2019-08-27,-2.8916
2019-08-28,0.0
2019-08-29,1.6129
2019-08-30,1.9536
2019-09-03,-1.1976
2019-09-04,0.0
2019-09-05,-3.6364
2019-09-06,3.0189
2019-09-09,2.5641
2019-09-10,-3.6905
2019-09-11,2.6947
2019-09-12,1.7092
2019-09-13,1.6568
2019-09-16,1.163
2019-09-17,-0.1139
2019-09-18,-1.121
2019-09-19,3.5805
2019-09-20,-0.4499
2019-09-23,-1.8203
2019-09-24,4.0408
2019-09-25,-1.4989
2019-09-26,0.5727
2019-09-27,-1.178
2019-09-30,1.5819
2019-10-01,0.1112
2019-10-02,-5.3333
2019-10-03,1.2911000000000001
2019-10-04,-2.5492
2019-10-07,1.1272
2019-10-08,-4.4057
2019-10-09,1.1058
2019-10-10,-1.8248
2019-10-11,-2.7323
2019-10-14,-4.4525
2019-10-15,3.8667
2019-10-16,4.7176
2019-10-17,-0.2145
2019-10-18,-2.0885
2019-10-21,-0.7528
2019-10-22,-1.4475
2019-10-23,2.3668
2019-10-24,-2.7569
2019-10-25,2.7062
2019-10-28,-3.3877
2019-10-29,3.6364
2019-10-30,-1.817
2019-10-31,2.1059
2019-11-01,0.0
2019-11-04,-0.25
2019-11-05,0.2506
2019-11-06,3.625
2019-11-07,4.7045
2019-11-08,-0.1152
2019-11-11,0.9227
2019-11-12,3.8548999999999998
2019-11-13,-9.1039
2019-11-14,-7.8692
2019-11-15,5.1248
2019-11-18,0.0
2019-11-19,0.0
2019-11-21,-0.0863
2019-11-22,-0.9145
2019-11-25,4.6716999999999995
2019-11-26,-1.4186
2019-11-27,-1.3754
2019-11-29,2.8536
2019-12-02,1.5392000000000001
2019-12-03,-1.3971
2019-12-04,2.4096
2019-12-05,5.5294
2019-12-06,-6.8004
2019-12-09,1.7943
2019-12-10,-0.1175
2019-12-11,1.3976
2019-12-12,1.4062000000000001
2019-12-13,-0.5984
2019-12-16,-1.1534
2019-12-17,1.2518
2019-12-18,9.2582
2019-12-19,3.3274
2019-12-20,-4.3408
2019-12-23,3.7274000000000003
2019-12-24,2.2587
2019-12-26,-1.6074000000000002
2019-12-27,-5.8154
2019-12-30,58.1798
2019-12-31,17.4658
2020-01-02,-8.1633
2020-01-03,-0.6349
2020-01-06,-1.4058
2020-01-07,-3.9533
2020-01-08,0.6073
2020-01-09,-0.1341
2020-01-10,-0.0672
2020-01-13,-2.7554
2020-01-14,1.7968
2020-01-15,-5.0916
2020-01-16,0.7868
2020-01-17,-0.7097
2020-01-21,-4.1458
2020-01-22,-1.9388999999999998
2020-01-23,2.1293
2020-01-24,-4.0208
2020-01-27,0.1552
2020-01-28,1.859
2020-01-29,3.1179
2020-01-30,-3.9823
2020-01-31,-1.4593
2020-02-03,-2.4162
2020-02-04,-1.3578000000000001
2020-02-05,-6.2348
2020-02-06,2.7634
2020-02-07,-8.5714
2020-02-10,-9.4669
2020-02-11,20.3046
2020-02-12,3.7131
2020-02-13,13.9138
2020-02-14,-24.2857
2020-02-18,5.1887
2020-02-19,6.4574
2020-02-20,0.5055
2020-02-21,0.0838
2020-02-24,-6.1139
2020-02-25,-3.5682
2020-02-26,0.0925
2020-02-27,-1.2939
2020-02-28,-4.8689
2020-03-02,1.8700999999999999
2020-03-03,-1.6425
2020-03-04,2.2593
2020-03-05,-1.8252000000000002
2020-03-06,-7.3386
2020-03-09,-8.3421
2020-03-10,-0.9217
2020-03-11,-4.0698
2020-03-12,-12.6061
2020-03-13,3.4674
2020-03-16,-12.6005
2020-03-17,-0.3067
2020-03-18,-9.538499999999999
2020-03-19,14.7959
2020-03-20,5.4815
2020-03-23,-2.7388
2020-03-24,4.4043
2020-03-25,4.5643
2020-03-26,1.4563
2020-03-27,-2.0873
2020-03-30,-7.4567
2020-03-31,1.5827
2020-04-01,-8.7819
2020-04-02,0.4658
2020-04-03,-4.9459
2020-04-06,12.5203
2020-04-07,0.1445
2020-04-08,3.8961
2020-04-09,-1.1111
2020-04-13,5.3371
2020-04-14,7.8667
2020-04-15,-1.1125
2020-04-16,0.5
2020-04-17,1.8657
2020-04-20,-1.9536
2020-04-21,-2.6151999999999997
2020-04-22,4.4757
2020-04-23,-0.612
2020-04-24,1.3547
2020-04-27,2.4301
2020-04-28,0.0
2020-04-29,0.8304
2020-04-30,-2.9412000000000003
2020-05-01,-3.0303
2020-05-04,-3.125
2020-05-05,8.2581
2020-05-06,4.7676
2020-05-07,1.1377
2020-05-08,-1.6873
2020-05-11,2.4027
2020-05-12,-2.7933
2020-05-13,-4.023
2020-05-14,-3.8323
2020-05-15,-7.2229
2020-05-18,10.0671
2020-05-19,5.2439
2020-05-20,-5.562
2020-05-21,-0.6135
2020-05-22,0.3086
2020-05-26,2.0308
2020-05-27,1.0856
2020-05-28,-8.7112
2020-05-29,0.915
2020-06-01,2.4611
2020-06-02,2.1492
2020-06-03,-0.3713
2020-06-04,-0.8696
2020-06-05,4.386
2020-06-08,-1.6806999999999999
2020-06-09,-4.7619
2020-06-10,3.4615
2020-06-11,-2.0954
2020-06-12,2.0137
2020-06-15,-0.1241
2020-06-16,-0.3727
2020-06-17,2.6185
2020-06-18,-0.3645
2020-06-19,0.6098
2020-06-22,2.303
2020-06-23,11.4336
2020-06-24,-8.0819
2020-06-25,8.1563
2020-06-26,-6.2032
2020-06-29,0.4561
2020-06-30,1.6242999999999999
2020-07-01,-2.4919000000000002
2020-07-02,-0.4582
2020-07-06,-1.3809
2020-07-07,0.0
2020-07-08,-2.3337
2020-07-09,-3.7037
2020-07-10,1.4888
2020-07-13,-2.3227
2020-07-14,-2.0025
2020-07-15,-0.894
2020-07-16,-6.4433
2020-07-17,-0.2755
2020-07-20,1.105
2020-07-21,3.5519
2020-07-22,-4.3536
2020-07-23,0.8276
2020-07-24,-2.1888
2020-07-27,0.1399
2020-07-28,3.352
2020-07-29,0.0
2020-07-30,-1.0135
2020-07-31,-0.0683
