ticker,HYRE US Equity
2018-11-12,-2.3256
2018-11-13,-2.8571
2018-11-14,4.4118
2018-11-15,-6.5728
2018-11-16,1.005
2018-11-19,-9.4527
2018-11-20,-2.7473
2018-11-21,7.3446
2018-11-23,0.5263
2018-11-26,-4.712
2018-11-27,-1.6484
2018-11-28,0.5587
2018-11-29,-5.5556
2018-11-30,0.0
2018-12-03,-4.7059
2018-12-04,3.7037
2018-12-06,1.1905000000000001
2018-12-07,6.0
2018-12-10,18.7569
2018-12-11,-0.4673
2018-12-12,5.1643
2018-12-13,-4.9107
2018-12-14,-0.4695
2018-12-17,10.3774
2018-12-18,20.9402
2018-12-19,-6.0071
2018-12-20,3.7594
2018-12-21,-2.5362
2018-12-24,-4.8327
2018-12-26,-7.8125
2018-12-27,-2.1186
2018-12-28,-3.8961
2018-12-31,7.6577
2019-01-02,5.4393
2019-01-03,9.127
2019-01-04,14.5455
2019-01-07,6.3492
2019-01-08,-4.4776
2019-01-09,11.875
2019-01-10,-2.7933
2019-01-11,19.2529
2019-01-14,0.0
2019-01-15,3.6145
2019-01-16,-10.0
2019-01-17,6.7183
2019-01-18,-3.1477
2019-01-22,-9.5
2019-01-23,2.2099
2019-01-24,-4.3243
2019-01-25,28.8136
2019-01-28,-11.8421
2019-01-29,10.6965
2019-01-30,1.573
2019-01-31,-1.9912
2019-02-01,-2.4831
2019-02-04,-11.5741
2019-02-05,5.2356
2019-02-06,-1.99
2019-02-07,4.8223
2019-02-08,-5.3269
2019-02-11,-0.5115
2019-02-12,-3.856
2019-02-13,7.754
2019-02-14,5.7072
2019-02-15,-0.7042
2019-02-19,-4.0189
2019-02-20,-1.4778
2019-02-21,9.5
2019-02-22,13.9269
2019-02-25,7.014
2019-02-26,9.3633
2019-02-27,-8.0479
2019-02-28,5.959
2019-03-01,-9.3146
2019-03-04,6.5891
2019-03-05,5.8182
2019-03-06,-8.4192
2019-03-07,-0.1876
2019-03-08,-2.0677
2019-03-11,6.142
2019-03-12,28.3906
2019-03-13,-1.5493000000000001
2019-03-14,-6.0086
2019-03-15,14.4597
2019-03-18,-8.1117
2019-03-19,-2.1708
2019-03-20,6.5089
2019-03-21,-1.9444
2019-03-22,-6.3739
2019-03-25,0.3026
2019-03-26,11.3122
2019-03-27,-12.1951
2019-03-28,-5.7099
2019-03-29,-17.6759
2019-04-01,-1.9881
2019-04-02,5.4767
2019-04-03,2.6923
2019-04-04,0.5618
2019-04-05,-3.352
2019-04-08,-1.3487
2019-04-09,-4.8828
2019-04-10,2.0534
2019-04-11,0.8048
2019-04-12,-4.7904
2019-04-15,-5.6604
2019-04-16,8.0
2019-04-17,1.6461000000000001
2019-04-18,2.2267
2019-04-22,2.5743
2019-04-23,3.0888
2019-04-24,4.8689
2019-04-25,-1.25
2019-04-26,1.4466999999999999
2019-04-29,-1.0695000000000001
2019-04-30,0.1802
2019-05-01,3.0576
2019-05-02,-5.4101
2019-05-03,-1.2915
2019-05-06,4.2991
2019-05-07,-8.7814
2019-05-08,1.3752
2019-05-09,-1.938
2019-05-10,1.581
2019-05-13,-7.5875
2019-05-14,-0.6316
2019-05-15,-6.5678
2019-05-16,9.7506
2019-05-17,-0.2066
2019-05-20,-12.4224
2019-05-21,1.182
2019-05-22,-1.8692
2019-05-23,0.0
2019-05-24,1.9048
2019-05-28,-1.4019
2019-05-29,-4.2654
2019-05-30,-0.9901
2019-05-31,-1.75
2019-06-03,-4.5802
2019-06-04,11.7333
2019-06-05,1.6705999999999999
2019-06-06,6.8075
2019-06-07,-0.8791
2019-06-10,4.2129
2019-06-11,-2.3404
2019-06-12,-2.6144
2019-06-13,2.4609
2019-06-14,-1.31
2019-06-17,2.8761
2019-06-18,1.2903
2019-06-19,2.3355
2019-06-20,-4.5643
2019-06-21,0.6522
2019-06-24,-8.2073
2019-06-25,-4.7059
2019-06-26,4.1975
2019-06-27,-4.0284
2019-06-28,3.7037
2019-07-01,-0.7143
2019-07-02,-4.0767
2019-07-03,-0.75
2019-07-05,-2.0151
2019-07-08,-1.7995
2019-07-09,1.3089
2019-07-10,0.7752
2019-07-11,-17.4359
2019-07-12,4.0373
2019-07-15,-3.5821
2019-07-16,5.2632
2019-07-17,-13.8235
2019-07-18,4.4369
2019-07-19,8.8235
2019-07-22,-5.7057
2019-07-23,-1.2739
2019-07-24,2.2580999999999998
2019-07-25,-3.4699999999999998
2019-07-26,-0.9804
2019-07-29,1.3201
2019-07-30,2.9316
2019-07-31,0.9494
2019-08-01,-1.8809
2019-08-02,4.4728
2019-08-05,-1.2232
2019-08-06,-4.3344
2019-08-07,0.9709
2019-08-08,0.0
2019-08-09,-3.5256
2019-08-12,-3.3223
2019-08-13,-3.4364
2019-08-14,-4.2705
2019-08-15,13.0112
2019-08-16,2.6316
2019-08-19,2.5641
2019-08-20,4.6875
2019-08-21,14.0299
2019-08-22,-12.5654
2019-08-23,-5.3892
2019-08-26,3.481
2019-08-27,-5.1988
2019-08-28,-2.5806
2019-08-29,-2.3179
2019-08-30,-0.678
2019-09-03,-4.0956
2019-09-04,8.1851
2019-09-05,0.8224
2019-09-06,2.447
2019-09-09,-2.8662
2019-09-10,4.2623
2019-09-11,-3.1447
2019-09-12,-7.4675
2019-09-13,2.807
2019-09-16,-1.7065000000000001
2019-09-17,-7.2917
2019-09-18,-2.9962999999999997
2019-09-19,-1.5444
2019-09-20,3.1373
2019-09-23,5.3232
2019-09-24,-6.1372
2019-09-25,-1.5385
2019-09-26,-3.5156
2019-09-27,-2.4291
2019-09-30,3.7344
2019-10-01,12.0
2019-10-02,-7.1429
2019-10-03,3.4615
2019-10-04,1.487
2019-10-07,-5.8608
2019-10-08,-1.5564
2019-10-09,-4.3478
2019-10-10,-5.3719
2019-10-11,-1.31
2019-10-14,-2.6549
2019-10-15,1.8182
2019-10-16,-0.4464
2019-10-17,7.6233
2019-10-18,-6.6667
2019-10-21,3.5714
2019-10-22,2.5862
2019-10-23,0.8403
2019-10-24,9.5833
2019-10-25,-1.1407
2019-10-28,1.9231
2019-10-29,-5.283
2019-10-30,-0.3984
2019-10-31,4.8
2019-11-01,-0.7634
2019-11-04,3.4615
2019-11-05,-5.948
2019-11-06,-20.5534
2019-11-07,6.4677
2019-11-08,3.7382999999999997
2019-11-11,-1.8018
2019-11-12,8.2569
2019-11-13,-2.9661
2019-11-14,-3.4934
2019-11-15,2.7149
2019-11-18,-3.0837
2019-11-19,-0.4545
2019-11-20,-1.5981999999999998
2019-11-21,0.232
2019-11-22,16.2037
2019-11-25,0.0
2019-11-26,6.3745
2019-11-27,2.9962999999999997
2019-11-29,-4.7273
2019-12-02,-4.9618
2019-12-03,0.4016
2019-12-04,-2.8
2019-12-05,-9.465
2019-12-06,0.9091
2019-12-09,13.0631
2019-12-10,-5.5777
2019-12-11,-0.8439
2019-12-12,1.2766
2019-12-13,-1.6806999999999999
2019-12-16,7.265
2019-12-17,0.0
2019-12-18,1.1952
2019-12-19,-4.7244
2019-12-20,1.2397
2019-12-23,0.4082
2019-12-24,-3.6585
2019-12-26,2.5316
2019-12-27,1.2346
2019-12-30,-1.626
2019-12-31,8.6777
2020-01-02,3.0418
2020-01-03,-2.952
2020-01-06,4.5626999999999995
2020-01-07,10.6909
2020-01-08,-1.117
2020-01-09,2.3256
2020-01-10,0.6494
2020-01-13,2.9032
2020-01-14,0.627
2020-01-15,5.6075
2020-01-16,-1.1799
2020-01-17,0.2985
2020-01-21,2.0833
2020-01-22,-1.7492999999999999
2020-01-23,-5.0445
2020-01-24,-4.6875
2020-01-27,-5.9016
2020-01-28,1.3937
2020-01-29,0.0
2020-01-30,3.0928
2020-01-31,-4.6667
2020-02-03,1.3986
2020-02-04,3.1034
2020-02-05,5.0167
2020-02-06,1.2739
2020-02-07,-8.1761
2020-02-10,-0.3425
2020-02-11,3.0928
2020-02-12,5.0
2020-02-13,5.7143
2020-02-14,9.009
2020-02-18,6.0606
2020-02-19,-0.5195
2020-02-20,3.1332
2020-02-21,2.5316
2020-02-24,-7.1605
2020-02-25,-2.6596
2020-02-26,-8.0601
2020-02-27,1.9316
2020-02-28,-8.4548
2020-03-02,-4.4586
2020-03-03,4.0
2020-03-04,1.9231
2020-03-05,-8.1761
2020-03-06,-10.274000000000001
2020-03-09,-13.3588
2020-03-10,-3.5242
2020-03-11,-1.3699
2020-03-12,-21.7593
2020-03-13,8.8757
2020-03-16,0.5435
2020-03-17,1.0811
2020-03-18,-10.6952
2020-03-19,10.1796
2020-03-20,0.0
2020-03-23,-2.1739
2020-03-24,12.2222
2020-03-25,0.0
2020-03-26,-16.3366
2020-03-27,-11.8343
2020-03-30,-10.7383
2020-03-31,2.2556
2020-04-01,-8.8235
2020-04-02,-8.0645
2020-04-03,-17.5439
2020-04-06,19.1489
2020-04-07,4.4643
2020-04-08,5.9829
2020-04-09,1.6129
2020-04-13,3.9683
2020-04-14,-0.7634
2020-04-15,12.3077
2020-04-16,-2.0548
2020-04-17,5.5944
2020-04-20,-5.9603
2020-04-21,1.4085
2020-04-22,2.7778
2020-04-23,1.3514
2020-04-24,-1.0
2020-04-27,6.3972999999999995
2020-04-28,1.2658
2020-04-29,13.125
2020-04-30,-2.2099
2020-05-01,0.0
2020-05-04,3.3898
2020-05-05,1.6393
2020-05-06,-1.6129
2020-05-07,0.5464
2020-05-08,0.5435
2020-05-11,4.3243
2020-05-12,3.6269
2020-05-13,-5.0
2020-05-14,-4.7368
2020-05-15,14.3646
2020-05-18,7.7295
2020-05-19,0.8969
2020-05-20,2.2222
2020-05-21,-4.3478
2020-05-22,-1.3636
2020-05-26,5.0691
2020-05-27,4.8246
2020-05-28,-2.9289
2020-05-29,-5.6034
2020-06-01,2.7397
2020-06-02,24.8889
2020-06-03,6.4057
2020-06-04,-3.3445
2020-06-05,-5.8824
2020-06-08,-5.1471
2020-06-09,-1.1628
2020-06-10,6.6667
2020-06-11,-16.1765
2020-06-12,3.0702
2020-06-15,2.9787
2020-06-16,15.7025
2020-06-17,1.4285999999999999
2020-06-18,-0.3521
2020-06-19,0.0
2020-06-22,-2.1201
2020-06-23,11.9134
2020-06-24,2.9032
2020-06-25,-5.3292
2020-06-26,-6.9536
2020-06-29,2.847
2020-06-30,1.3841
2020-07-01,1.3652
2020-07-02,0.3367
2020-07-06,-2.349
2020-07-07,0.3436
2020-07-08,2.0548
2020-07-09,-1.3423
2020-07-10,1.3605
2020-07-13,-6.3758
2020-07-14,-3.9427
2020-07-15,3.7313
2020-07-16,-5.036
2020-07-17,13.6364
2020-07-20,-0.6667
2020-07-21,2.349
2020-07-22,1.3115
2020-07-23,0.6472
2020-07-24,-0.9646
2020-07-27,-2.2727
2020-07-28,6.3123000000000005
2020-07-29,4.6875
2020-07-30,1.791
2020-07-31,2.0528
