ticker,LBRT US Equity
2018-06-04,-2.6906
2018-06-05,-2.7138
2018-06-06,2.6316
2018-06-07,3.2821
2018-06-08,-6.7527
2018-06-11,-2.5559
2018-06-12,1.5301
2018-06-13,-2.3143000000000002
2018-06-14,0.2204
2018-06-15,-3.6833
2018-06-18,1.9977
2018-06-19,0.4477
2018-06-20,0.0557
2018-06-21,-1.5590000000000002
2018-06-22,2.2624
2018-06-25,-2.7655
2018-06-26,2.1615
2018-06-27,4.3987
2018-06-28,2.5067
2018-06-29,-2.6015
2018-07-02,-2.1368
2018-07-03,0.0546
2018-07-05,2.8369
2018-07-06,-0.5836
2018-07-09,2.9882999999999997
2018-07-10,-1.2953000000000001
2018-07-11,-5.0919
2018-07-12,0.8296
2018-07-13,0.0549
2018-07-16,-3.0702
2018-07-17,-0.0566
2018-07-18,2.9428
2018-07-19,0.4398
2018-07-20,2.3536
2018-07-23,-5.1337
2018-07-24,-3.7768
2018-07-25,-2.6948
2018-07-26,4.7562
2018-07-27,0.8046
2018-07-30,7.4686
2018-07-31,3.9788
2018-08-01,-1.0204
2018-08-02,2.0619
2018-08-03,-0.303
2018-08-06,-1.0638
2018-08-07,-3.7378
2018-08-08,2.234
2018-08-09,1.0406
2018-08-10,4.5829
2018-08-13,-1.6248
2018-08-14,0.1001
2018-08-15,-4.8
2018-08-16,2.1534
2018-08-17,3.4961
2018-08-20,1.8380999999999998
2018-08-21,-1.6585
2018-08-22,2.1825
2018-08-23,-0.8252
2018-08-24,1.6153
2018-08-27,3.9017
2018-08-28,-1.9008
2018-08-29,-2.7883
2018-08-30,-5.4448
2018-08-31,0.9769
2018-09-04,-3.1059
2018-09-05,-3.4157
2018-09-06,-7.2013
2018-09-07,-3.7037
2018-09-10,4.823
2018-09-11,4.5428
2018-09-12,7.0752
2018-09-13,-0.8845
2018-09-14,4.8294
2018-09-17,0.1502
2018-09-18,5.0
2018-09-19,2.0476
2018-09-20,1.6332
2018-09-21,-0.5051
2018-09-24,-0.2769
2018-09-25,0.3239
2018-09-26,-2.4446
2018-09-27,1.7021
2018-09-28,0.2789
2018-10-01,4.9606
2018-10-02,-0.1767
2018-10-03,1.5929
2018-10-04,-3.3101
2018-10-05,0.4505
2018-10-08,-0.852
2018-10-09,-0.7237
2018-10-10,-4.8747
2018-10-11,-2.2989
2018-10-12,-1.5686
2018-10-15,1.8426
2018-10-16,3.3741
2018-10-17,-0.8042
2018-10-18,-3.2904
2018-10-19,-6.7554
2018-10-22,-3.12
2018-10-23,-5.2402
2018-10-24,-4.8963
2018-10-25,1.2114
2018-10-26,2.8127
2018-10-29,-1.2224
2018-10-30,6.3052
2018-10-31,5.2106
2018-11-01,0.3161
2018-11-02,4.2017
2018-11-05,6.9052
2018-11-06,0.1414
2018-11-07,1.9774
2018-11-08,-3.3703
2018-11-09,-2.0067
2018-11-12,-6.0946
2018-11-13,-2.6999
2018-11-14,0.9072
2018-11-15,1.4278
2018-11-16,1.877
2018-11-19,0.0512
2018-11-20,-5.9847
2018-11-21,1.0881
2018-11-23,-4.5748
2018-11-26,1.0716
2018-11-27,-1.8973
2018-11-28,-3.0148
2018-11-29,2.4047
2018-11-30,-0.8018
2018-12-03,2.0785
2018-12-04,-9.5588
2018-12-06,-2.8143000000000002
2018-12-07,0.0646
2018-12-10,-0.9677
2018-12-11,2.9316
2018-12-12,2.8481
2018-12-13,-2.2154
2018-12-14,-2.3285
2018-12-17,0.5799
2018-12-18,-0.9609
2018-12-19,-7.6326
2018-12-20,-3.1513
2018-12-21,-4.483
2018-12-24,-2.1196
2018-12-26,4.563
2018-12-27,-3.0325
2018-12-28,-1.6018
2018-12-31,0.3876
2019-01-02,3.8609999999999998
2019-01-03,-1.71
2019-01-04,3.177
2019-01-07,1.0997
2019-01-08,-5.2212
2019-01-09,5.4323
2019-01-10,-0.2903
2019-01-11,-3.7118
2019-01-14,1.0582
2019-01-15,1.8699
2019-01-16,4.185
2019-01-17,3.1712
2019-01-18,4.0301
2019-01-22,-1.9698
2019-01-23,-3.282
2019-01-24,4.5706
2019-01-25,3.5762
2019-01-28,-4.0281
2019-01-29,0.533
2019-01-30,0.5964
2019-01-31,0.1976
2019-02-01,2.0381
2019-02-04,3.0928
2019-02-05,-0.125
2019-02-06,0.6884
2019-02-07,-4.2262
2019-02-08,-0.584
2019-02-11,4.4386
2019-02-12,1.125
2019-02-13,3.3993
2019-02-14,0.2989
2019-02-15,1.3111
2019-02-19,-0.2941
2019-02-20,3.2448
2019-02-21,-3.4857
2019-02-22,0.5921
2019-02-25,1.0594
2019-02-26,-2.7373
2019-02-27,-0.1796
2019-02-28,-1.7397
2019-03-01,0.3663
2019-03-04,-3.163
2019-03-05,-1.4447
2019-03-06,-4.156
2019-03-07,-2.535
2019-03-08,-1.0267
2019-03-11,4.0802
2019-03-12,2.7243
2019-03-13,0.0647
2019-03-14,0.2586
2019-03-15,0.5158
2019-03-18,4.2976
2019-03-19,-1.0455
2019-03-20,0.3108
2019-03-21,-1.6729
2019-03-22,-7.1204
2019-03-25,-3.867
2019-03-26,3.5991999999999997
2019-03-27,1.6349
2019-03-28,4.2225
2019-03-29,-1.0289
2019-04-01,0.2599
2019-04-02,-0.0648
2019-04-03,-0.6485
2019-04-04,6.5927
2019-04-05,0.8573
2019-04-08,0.425
2019-04-09,-2.0556
2019-04-10,2.4074
2019-04-11,-0.6631
2019-04-12,-1.3956
2019-04-15,-1.2923
2019-04-16,4.4888
2019-04-17,2.5656
2019-04-18,-3.1995
2019-04-22,3.4856
2019-04-23,2.2067
2019-04-24,-5.5682
2019-04-25,-3.3093
2019-04-26,-2.3024
2019-04-29,-1.4013
2019-04-30,-3.6822
2019-05-01,7.8471
2019-05-02,1.7412999999999998
2019-05-03,2.2616
2019-05-06,1.6139000000000001
2019-05-07,-1.7647
2019-05-08,-2.3353
2019-05-09,-3.8013
2019-05-10,-1.1472
2019-05-13,-2.9657999999999998
2019-05-14,4.3189
2019-05-15,0.7006
2019-05-16,3.4156
2019-05-17,-2.4465
2019-05-20,1.2539
2019-05-21,1.6718
2019-05-22,-6.8819
2019-05-23,-6.671
2019-05-24,-1.4716
2019-05-28,0.569
2019-05-29,-0.7072
2019-05-30,-4.7009
2019-05-31,-4.7085
2019-06-03,1.8824
2019-06-04,2.7714
2019-06-05,-2.2472
2019-06-06,0.5385
2019-06-07,3.5195
2019-06-10,3.5477
2019-06-11,-0.0714
2019-06-12,-5.7143
2019-06-13,3.1061
2019-06-14,-1.1756
2019-06-17,3.6431
2019-06-18,-0.2869
2019-06-19,-0.9353
2019-06-20,9.2956
2019-06-21,0.6645
2019-06-24,-0.462
2019-06-25,0.3316
2019-06-26,4.3622
2019-06-27,2.6599
2019-06-28,-0.1851
2019-07-01,-2.0396
2019-07-02,-5.3628
2019-07-03,1.5333
2019-07-05,3.8739
2019-07-08,-0.8217
2019-07-09,-10.325
2019-07-10,4.3355
2019-07-11,1.9074
2019-07-12,0.5348
2019-07-15,-2.4601
2019-07-16,-3.2720000000000002
2019-07-17,-5.4968
2019-07-18,-5.1454
2019-07-19,2.1226
2019-07-22,3.4642
2019-07-23,3.6458
2019-07-24,0.5025
2019-07-25,-3.5
2019-07-26,1.7765
2019-07-29,-5.3818
2019-07-30,7.2252
2019-07-31,1.4337
2019-08-01,-4.3816
2019-08-02,-2.2912
2019-08-05,-6.1271
2019-08-06,-3.7067
2019-08-07,-1.3389
2019-08-08,2.5445
2019-08-09,-0.7444
2019-08-12,-1.5
2019-08-13,0.5076
2019-08-14,-4.9663
2019-08-15,2.6572
2019-08-16,1.6393
2019-08-19,-0.6791
2019-08-20,-3.8462
2019-08-21,-0.3556
2019-08-22,-4.2819
2019-08-23,-5.4986
2019-08-26,2.3669000000000002
2019-08-27,-2.5048
2019-08-28,3.0632
2019-08-29,3.0681
2019-08-30,0.186
2019-09-03,0.65
2019-09-04,-4.8893
2019-09-05,0.485
2019-09-06,0.8729
2019-09-09,0.6731
2019-09-10,7.1633
2019-09-11,-0.0891
2019-09-12,-2.8546
2019-09-13,2.3875
2019-09-16,8.0717
2019-09-17,-7.8838
2019-09-18,1.7117
2019-09-19,-1.3286
2019-09-20,-1.8851
2019-09-23,1.3724
2019-09-24,-4.7834
2019-09-25,0.9479
2019-09-26,-1.2207
2019-09-27,3.1369
2019-09-30,-0.1843
2019-10-01,-2.9548
2019-10-02,-1.6175000000000002
2019-10-03,1.9342000000000001
2019-10-04,-2.1822
2019-10-07,-0.582
2019-10-08,-1.1707
2019-10-09,-5.923
2019-10-10,-3.043
2019-10-11,-0.7576
2019-10-14,-4.4711
2019-10-15,-4.9087
2019-10-16,0.7203
2019-10-17,-0.3576
2019-10-18,-1.6745999999999999
2019-10-21,5.7178
2019-10-22,0.4603
2019-10-23,2.1764
2019-10-24,1.4574
2019-10-25,4.6409
2019-10-28,-2.4287
2019-10-29,1.2987
2019-10-30,0.1068
2019-10-31,-1.7076
2019-11-01,6.5147
2019-11-04,3.16
2019-11-05,-8.498
2019-11-06,0.432
2019-11-07,-2.2580999999999998
2019-11-08,-0.7701
2019-11-11,0.5543
2019-11-12,-1.2128
2019-11-13,-3.5714
2019-11-14,0.2315
2019-11-15,0.0
2019-11-18,-4.2725
2019-11-19,-2.5332
2019-11-20,0.1238
2019-11-21,3.8319
2019-11-22,1.1905000000000001
2019-11-25,3.2941
2019-11-26,-1.0251
2019-11-27,2.8769
2019-11-29,-1.1186
2019-12-02,-0.2262
2019-12-03,-2.7211
2019-12-04,3.6131
2019-12-05,-2.3622
2019-12-06,5.0985
2019-12-09,3.0871
2019-12-10,5.8824
2019-12-11,1.0101
2019-12-12,5.3
2019-12-13,0.8547
2019-12-16,3.0132
2019-12-17,0.0
2019-12-18,1.2797
2019-12-19,-0.722
2019-12-20,-2.4545
2019-12-23,3.8211
2019-12-24,0.2693
2019-12-26,0.0895
2019-12-27,-2.415
2019-12-30,2.1998
2019-12-31,-0.2691
2020-01-02,-3.4173
2020-01-03,2.9795
2020-01-06,2.8029
2020-01-07,-1.759
2020-01-08,-1.5219
2020-01-09,-3.1818
2020-01-10,0.6573
2020-01-13,-4.1045
2020-01-14,0.9728
2020-01-15,0.9634
2020-01-16,2.5763
2020-01-17,-1.3023
2020-01-21,-7.9171
2020-01-22,-1.5352999999999999
2020-01-23,-3.1185
2020-01-24,-5.6867
2020-01-27,-5.0057
2020-01-28,2.515
2020-01-29,-0.9346
2020-01-30,3.6557
2020-01-31,-3.5267
2020-02-03,-5.6604
2020-02-04,0.125
2020-02-05,10.7366
2020-02-06,-12.0631
2020-02-07,-0.5128
2020-02-10,0.3866
2020-02-11,-1.027
2020-02-12,0.2594
2020-02-13,0.1294
2020-02-14,3.3592
2020-02-18,-0.25
2020-02-19,3.7594
2020-02-20,1.087
2020-02-21,-4.779
2020-02-24,-8.1556
2020-02-25,-6.694
2020-02-26,-0.1464
2020-02-27,-4.3988
2020-02-28,2.6074
2020-03-02,-3.2885
2020-03-03,-2.7821
2020-03-04,-3.6566
2020-03-05,-8.5809
2020-03-06,-15.1184
2020-03-09,-21.6738
2020-03-10,-13.6986
2020-03-11,3.1746
2020-03-12,-12.0
2020-03-13,4.1958
2020-03-16,-5.3690999999999995
2020-03-17,6.7376000000000005
2020-03-18,-20.2658
2020-03-19,15.0
2020-03-20,-12.6812
2020-03-23,-0.4149
2020-03-24,18.75
2020-03-25,-6.6667
2020-03-26,13.1579
2020-03-27,-12.2924
2020-03-30,0.3788
2020-03-31,1.5093999999999999
2020-04-01,-15.9851
2020-04-02,9.292
2020-04-03,0.4049
2020-04-06,8.0645
2020-04-07,0.3731
2020-04-08,24.1636
2020-04-09,0.0
2020-04-13,2.9939999999999998
2020-04-14,-5.5233
2020-04-15,-12.3077
2020-04-16,-7.7193000000000005
2020-04-17,6.4639
2020-04-20,2.5
2020-04-21,-3.1359
2020-04-22,-1.4388
2020-04-23,27.3723
2020-04-24,2.5788
2020-04-27,-7.8212
2020-04-28,8.7879
2020-04-29,35.376
2020-04-30,-2.8807
2020-05-01,-9.1102
2020-05-04,-3.4965
2020-05-05,1.9324
2020-05-06,-1.6588
2020-05-07,2.6506
2020-05-08,10.5634
2020-05-11,-2.1231
2020-05-12,2.1692
2020-05-13,-9.9788
2020-05-14,0.4717
2020-05-15,1.8779
2020-05-18,17.5115
2020-05-19,-2.549
2020-05-20,7.6459
2020-05-21,1.3084
2020-05-22,-7.7491
2020-05-26,7.0
2020-05-27,1.3084
2020-05-28,0.1845
2020-05-29,-5.1565
2020-06-01,0.9709
2020-06-02,8.8462
2020-06-03,1.5901
2020-06-04,6.087
2020-06-05,14.918
2020-06-08,4.5649
2020-06-09,-4.0928
2020-06-10,-4.6942
2020-06-11,-14.6269
2020-06-12,4.021
2020-06-15,3.1933
2020-06-16,3.7459
2020-06-17,-5.8085
2020-06-18,4.3333
2020-06-19,4.7923
2020-06-22,-0.7622
2020-06-23,-0.6144
2020-06-24,-10.3555
2020-06-25,-2.2414
2020-06-26,-9.8765
2020-06-29,5.6751000000000005
2020-06-30,1.4815
2020-07-01,-0.1825
2020-07-02,1.4625
2020-07-06,2.7027
2020-07-07,-4.5614
2020-07-08,-0.5515
2020-07-09,-3.512
2020-07-10,2.682
2020-07-13,-5.9701
2020-07-14,9.7222
2020-07-15,10.8499
2020-07-16,-2.2838
2020-07-17,-0.3339
2020-07-20,4.3551
2020-07-21,5.7785
2020-07-22,-2.1244
2020-07-23,2.3256
2020-07-24,-1.5152
2020-07-27,3.2308
2020-07-28,-5.3651
2020-07-29,1.5748
2020-07-30,-5.5814
2020-07-31,-7.225
