ticker,ALTA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-11,15.1724
2015-06-12,-1.7365
2015-06-15,-2.1328
2015-06-16,0.8717
2015-06-17,1.7901
2015-06-18,0.6671
2015-06-19,2.1084
2015-06-22,-1.3569
2015-06-23,2.8708
2015-06-24,-1.4535
2015-06-25,-0.944
2015-06-26,0.3574
2015-06-29,0.178
2015-06-30,0.5924
2015-07-01,0.1178
2015-07-02,-0.5294
2015-07-06,-2.8386
2015-07-07,-0.4869
2015-07-08,3.8532
2015-07-09,-2.9446
2015-07-10,-0.1214
2015-07-13,-0.486
2015-07-14,2.1368
2015-07-15,-0.7173
2015-07-16,1.1439
2015-07-17,-0.0595
2015-07-20,1.2507
2015-07-21,-1.1764999999999999
2015-07-22,0.2976
2015-07-23,0.0593
2015-07-24,-0.8778
2015-07-27,0.8856
2015-07-28,0.5331
2015-07-29,3.0686
2015-07-30,0.9159
2015-07-31,0.7399
2015-08-03,-0.565
2015-08-04,0.4545
2015-08-05,-1.414
2015-08-06,-0.7458
2015-08-07,-0.289
2015-08-10,0.7536
2015-08-11,0.8055
2015-08-12,0.742
2015-08-13,-0.7365
2015-08-14,0.3425
2015-08-17,-0.5688
2015-08-18,0.6293
2015-08-19,-0.5117
2015-08-20,-1.4857
2015-08-21,-3.4223
2015-08-24,-1.982
2015-08-25,1.7157
2015-08-26,0.0
2015-08-27,0.4217
2015-08-28,0.7199
2015-08-31,0.3574
2015-09-01,0.0
2015-09-02,0.3561
2015-09-03,0.414
2015-09-04,-1.0012
2015-09-08,1.1303
2015-09-09,-0.7647
2015-09-10,0.5335
2015-09-11,1.2382
2015-09-14,0.5242
2015-09-15,0.8111
2015-09-16,0.4023
2015-09-17,-0.5152
2015-09-18,-8.1128
2015-09-21,2.5047
2015-09-22,0.8552
2015-09-23,0.0606
2015-09-24,-0.4843
2015-09-25,0.7299
2015-09-28,0.9058
2015-09-29,0.5984
2015-09-30,-2.9744
2015-10-01,0.7357
2015-10-02,-2.0694
2015-10-05,1.2429999999999999
2015-10-06,-0.5525
2015-10-07,1.8519
2015-10-08,-0.9091
2015-10-09,0.4281
2015-10-12,-0.0609
2015-10-13,-0.4266
2015-10-14,-1.2852000000000001
2015-10-15,0.744
2015-10-16,1.2923
2015-10-19,-0.4253
2015-10-20,-0.061
2015-10-21,-0.3053
2015-10-22,0.3674
2015-10-23,1.2203
2015-10-26,-2.3508
2015-10-27,-2.3457
2015-10-28,6.0683
2015-10-29,-1.3158
