ticker,PTACU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-22,1.1
2019-11-25,0.0989
2019-11-26,0.4941
2019-11-27,0.0
2019-11-29,-0.1967
2019-12-02,0.001
2019-12-03,0.1961
2019-12-04,0.0983
2019-12-05,0.0982
2019-12-06,-0.0491
2019-12-09,0.0491
2019-12-10,-0.1963
2019-12-11,-0.295
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,0.1972
2019-12-17,0.1969
2019-12-18,0.0982
2019-12-19,-0.2944
2019-12-20,0.1575
2019-12-23,0.7655
2019-12-30,-0.0429
2020-01-06,-0.2839
2020-01-08,0.2984
2020-01-10,0.8692
2020-01-13,0.5803
2020-01-14,-0.0962
2020-01-15,0.4812
2020-01-16,-0.3831
2020-01-17,0.7077
2020-01-21,0.2225
2020-01-22,-0.16
2020-01-24,-1.6231
2020-01-27,-0.582
2020-01-28,0.0
2020-01-29,0.7668
2020-02-04,-0.761
2020-02-06,2.2439
2020-02-07,2.0992
2020-02-10,0.0
2020-02-11,-1.4019
2020-02-12,0.9479
2020-02-13,-2.723
2020-02-14,2.7992
2020-02-18,-0.7249
2020-02-20,0.7302
2020-02-21,-0.4695
2020-02-24,0.0
2020-02-25,-0.0943
2020-02-26,-0.0944
2020-02-27,0.6616
2020-03-02,0.0
2020-03-03,-0.2817
2020-03-05,0.0
2020-03-09,-0.565
2020-03-10,-0.0947
2020-03-11,-0.1896
2020-03-12,-2.754
2020-03-13,-1.2686
2020-03-16,-0.001
2020-03-18,-0.2967
2020-03-19,-0.1984
2020-03-24,-0.7952
2020-03-25,-0.4008
2020-03-31,0.0
2020-04-01,0.0
2020-04-03,-0.5654
2020-04-06,-0.0374
2020-04-14,1.5526
2020-04-15,-1.3305
2020-04-22,2.5758
2020-04-24,-1.5263
2020-04-27,-0.3
2020-04-28,0.3009
2020-05-01,0.5
2020-05-04,0.4975
2020-05-13,-1.4851
2020-05-19,0.5025
2020-05-20,0.0
2020-05-27,-0.2
2020-05-28,1.2024
2020-06-02,0.0
2020-06-03,0.8911
2020-06-08,-0.2944
2020-06-09,0.3937
2020-06-10,0.0
2020-06-11,-0.7843
2020-06-15,0.0
2020-06-17,2.2727
2020-06-26,-1.4493
2020-06-30,3.9215999999999998
2020-07-02,-3.3019
2020-07-07,2.3551
2020-07-09,4.8478
2020-07-10,1.0
2020-07-13,1.0801
2020-07-14,0.2226
2020-07-15,0.3998
2020-07-16,1.7699
2020-07-17,-0.6087
2020-07-20,0.6115
2020-07-21,0.087
2020-07-22,0.0878
2020-07-27,-1.0417
2020-07-28,0.8772
2020-07-29,-0.6957
2020-07-30,0.7005
2020-07-31,-4.7826
