ticker,SWRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-04-08,0.0
2003-12-31,-68.0
2004-01-09,87.5
2004-01-28,50.0
2004-02-04,66.6667
2004-02-24,-40.0
2004-02-27,-2.2222
2004-03-01,0.0
2004-03-08,13.6364
2004-03-16,150.0
2004-03-18,-10.4
2004-03-23,-60.7143
2004-04-19,184.0909
2004-04-20,20.0
2004-04-23,0.0
2004-05-04,0.0
2004-05-05,-32.6667
2004-05-12,18.8119
2004-05-18,-63.3333
2004-05-19,104.5455
2004-05-20,-51.1111
2004-05-27,0.0
2004-05-28,127.2727
2004-06-02,0.0
2004-06-04,-10.0
2004-06-16,-51.1111
2004-06-28,0.0
2004-06-30,129.5455
2004-07-23,0.0
2004-08-23,-40.5941
2004-08-25,68.3333
2004-08-26,0.0
2004-09-02,8.9109
2004-09-27,-4.5455
2004-09-28,0.0
2004-10-01,-4.7619
2004-10-20,-10.0
2004-12-31,16.6667
2005-02-22,-33.3333
2005-02-25,42.8571
2005-02-28,-40.0
2005-03-01,16.6667
2005-03-08,-21.4286
2005-03-09,81.8182
2005-03-22,-20.0
2005-03-28,-6.25
2005-04-05,0.0
2005-04-06,0.0
2005-04-07,-13.3333
2005-04-19,53.8462
2005-05-19,-25.0
2005-05-20,0.0
2005-05-26,-6.6667
2005-07-26,21.4286
2005-08-05,0.0
2005-08-11,0.0
2005-08-30,-17.647100000000002
2005-10-17,-14.2857
2005-11-02,0.0
2005-11-30,-8.3333
2005-12-09,-9.0909
2005-12-27,-10.0
2006-01-18,33.3333
2006-02-07,25.0
2006-02-09,-20.0
2006-02-27,-15.0
2006-03-07,0.0
2006-03-08,7.8431
2006-03-17,-7.2727
2006-03-28,27.451
2006-04-13,15.3846
2006-04-18,-20.0
2006-04-26,0.0
2006-04-27,0.0
2006-05-05,16.6667
2006-05-08,0.0
2006-05-11,0.0
2006-05-18,47.1429
2006-05-19,-1.9417
2006-05-24,-0.9901
2006-05-30,5.0
2006-05-31,-4.7619
2006-06-01,0.0
2006-06-02,0.0
2006-06-05,0.0
2006-06-06,-20.0
2006-06-07,12.5
2006-06-13,11.1111
2006-06-15,2.0
2006-06-16,-1.9607999999999999
2006-06-19,0.0
2006-06-21,0.0
2006-06-23,0.0
2006-06-26,0.0
2006-06-29,4.0
2006-06-30,-3.8462
2006-07-13,-10.0
2006-07-14,5.5556
2006-07-20,-21.0526
2006-08-03,6.6667
2006-08-08,-8.75
2006-08-09,16.4384
2006-08-10,-14.1176
