ticker,CRTO US Equity
2014-03-21,-3.5385
2014-03-24,1.1392
2014-03-25,3.672
2014-03-26,-12.3425
2014-03-27,-1.0907
2014-03-28,0.1504
2014-03-31,1.4765
2014-04-01,1.3317
2014-04-02,-7.6174
2014-04-03,0.8166
2014-04-04,2.5346
2014-04-07,-7.7982
2014-04-08,2.9851
2014-04-09,2.6033
2014-04-10,-3.4266
2014-04-11,-2.8982
2014-04-14,-5.5788
2014-04-15,-1.4476
2014-04-16,6.3249
2014-04-17,6.4844
2014-04-21,-3.3625
2014-04-22,1.9452
2014-04-23,0.3494
2014-04-24,-10.1768
2014-04-25,-13.715
2014-04-28,-6.3234
2014-04-29,8.2626
2014-04-30,8.9608
2014-05-01,3.0957
2014-05-02,-2.7753
2014-05-05,-2.6361
2014-05-06,-8.8433
2014-05-07,-4.1828
2014-05-08,6.4563
2014-05-09,-7.3398
2014-05-12,9.4459
2014-05-13,0.3058
2014-05-14,13.4824
2014-05-15,0.3284
2014-05-16,-0.0595
2014-05-19,0.1786
2014-05-20,0.7132
2014-05-21,0.1475
2014-05-22,-5.4213000000000005
2014-05-23,2.8037
2014-05-27,-1.0606
2014-05-28,-2.3277
2014-05-29,-0.7212
2014-05-30,-9.1914
2014-06-02,0.3478
2014-06-03,4.8527000000000005
2014-06-04,-0.8264
2014-06-05,0.3667
2014-06-06,5.4135
2014-06-09,3.8752
2014-06-10,1.0009
2014-06-11,2.3724
2014-06-12,2.9627
2014-06-13,4.188
2014-06-16,-2.5431
2014-06-17,0.1403
2014-06-18,-2.4657
2014-06-19,-0.6895
2014-06-20,-1.3885
2014-06-23,1.0267
2014-06-24,-2.7003
2014-06-25,1.0743
2014-06-26,-1.24
2014-06-27,-0.7175
2014-06-30,1.6862
2014-07-01,1.4214
2014-07-02,6.3942
2014-07-03,1.8112
2014-07-07,0.2156
2014-07-08,-9.575
2014-07-09,-3.2124
2014-07-10,-3.1346
2014-07-11,1.9987
2014-07-14,-0.3421
2014-07-15,-4.2135
2014-07-16,3.5842
2014-07-17,-3.4917
2014-07-18,4.661
2014-07-21,-0.872
2014-07-22,1.0682
2014-07-23,-4.3519
2014-07-24,1.3487
2014-07-25,-0.9139
2014-07-28,-4.2718
2014-07-29,2.1636
2014-07-30,-0.5956
2014-07-31,-0.9321
2014-08-01,1.1425
2014-08-04,0.0
2014-08-05,-1.6611
2014-08-06,6.1149000000000004
2014-08-07,-7.7205
2014-08-08,0.7073
2014-08-11,2.261
2014-08-12,-1.7923
2014-08-13,-2.4731
2014-08-14,1.0143
2014-08-15,3.5665
2014-08-18,6.1518
2014-08-19,-2.0472
2014-08-20,0.0
2014-08-21,1.2862
2014-08-22,-0.5714
2014-08-25,-1.0856
2014-08-26,-1.1943
2014-08-27,-1.5681
2014-08-28,1.7259
2014-08-29,22.5122
2014-09-02,-2.3169
2014-09-03,5.8888
2014-09-04,-6.1792
2014-09-05,-3.2108
2014-09-08,1.446
2014-09-09,0.5869
2014-09-10,-5.5849
2014-09-11,3.5609
2014-09-12,5.2288
2014-09-15,-6.4002
2014-09-16,0.4039
2014-09-17,-0.4023
2014-09-18,-3.0294
2014-09-19,1.3686
2014-09-22,0.6751
2014-09-23,0.5831
2014-09-24,0.3768
2014-09-25,0.4043
2014-09-26,-0.5177
2014-09-29,-2.5152
2014-09-30,-0.2076
2014-10-01,-1.6048
2014-10-02,-0.6342
2014-10-03,2.7356
2014-10-06,0.355
2014-10-07,0.5896
2014-10-08,-0.9086
2014-10-09,-3.2239
2014-10-10,-3.7592
2014-10-13,-6.9863
2014-10-14,0.717
2014-10-15,0.0678
2014-10-16,0.3049
2014-10-17,3.8163
2014-10-20,-3.0904
2014-10-21,1.4099
2014-10-22,-3.2439999999999998
2014-10-23,5.9186
2014-10-24,-2.7455
2014-10-27,-1.7269999999999999
2014-10-28,4.5961
2014-10-29,2.9402
2014-10-30,-2.8249
2014-10-31,-0.8721
2014-11-03,-2.6719
2014-11-04,-1.0713
2014-11-05,21.7936
2014-11-06,-1.8338
2014-11-07,2.4342
2014-11-10,0.7184
2014-11-11,1.5089000000000001
2014-11-12,0.7568
2014-11-13,2.4678
2014-11-14,2.0942
2014-11-17,-2.5385
2014-11-18,-1.2628
2014-11-19,1.9184999999999999
2014-11-20,1.6209
2014-11-21,1.6208
2014-11-24,2.0759
2014-11-25,0.3224
2014-11-26,-0.2472
2014-11-28,0.0743
2014-12-01,-3.2689
2014-12-02,-1.9457
2014-12-03,1.3577
2014-12-04,-2.2154
2014-12-05,0.8693
2014-12-08,-1.8282
2014-12-09,3.5648
2014-12-10,-1.4642
2014-12-11,-0.7299
2014-12-12,-0.2101
2014-12-15,-1.8157999999999999
2014-12-16,1.4205
2014-12-17,0.8985
2014-12-18,3.5621
2014-12-19,0.8346
2014-12-22,0.602
2014-12-23,1.7701
2014-12-24,0.0
2014-12-26,-0.2695
2014-12-29,-2.0142
2014-12-30,-0.2758
2014-12-31,1.6088
2015-01-02,-1.1875
2015-01-05,-5.2829
2015-01-06,3.6479
2015-01-07,1.0967
2015-01-08,2.5732
2015-01-09,0.7624
2015-01-12,-1.8062
2015-01-13,-1.2429000000000001
2015-01-14,1.7871000000000001
2015-01-15,-2.9426
2015-01-16,1.6815
2015-01-20,4.3598
2015-01-21,-0.4322
2015-01-22,3.6894
2015-01-23,-3.3256
2015-01-26,-1.3231
2015-01-27,0.4632
2015-01-28,-3.4699999999999998
2015-01-29,0.5028
2015-01-30,-2.5763
2015-02-02,-0.1797
2015-02-03,2.1862
2015-02-04,-0.6796
2015-02-05,3.4212
2015-02-06,-4.5577
2015-02-09,-0.2054
2015-02-10,5.1196
2015-02-11,-1.1503
2015-02-12,-0.2476
2015-02-13,1.0176
2015-02-17,5.4054
2015-02-18,1.2354
2015-02-19,2.4637000000000002
2015-02-20,0.2921
2015-02-23,-0.2241
2015-02-24,-2.852
2015-02-25,3.3056
2015-02-26,-0.7832
2015-02-27,2.3004
2015-03-02,0.7275
2015-03-03,-2.4074999999999998
2015-03-04,-1.996
2015-03-05,-0.0686
2015-03-06,-3.7554
2015-03-09,1.9986000000000002
2015-03-10,-5.3184000000000005
2015-03-11,2.6608
2015-03-12,-1.1519
2015-03-13,1.8694
2015-03-16,1.2393
2015-03-17,2.1893
2015-03-18,0.0921
2015-03-19,0.2532
2015-03-20,-0.4362
2015-03-23,-0.0461
2015-03-24,-0.4383
2015-03-25,-3.4291
2015-03-26,0.3359
2015-03-27,-2.3673
2015-03-30,-2.3266999999999998
2015-03-31,-0.9529
2015-04-01,1.3671
2015-04-02,2.3726
2015-04-06,-2.7324
2015-04-07,2.2824
2015-04-08,2.6238
2015-04-09,0.1912
2015-04-10,-0.8586
2015-04-13,3.5121
2015-04-14,1.2782
2015-04-15,-0.1147
2015-04-16,-1.9066999999999998
2015-04-17,-1.5222
2015-04-20,0.7848
2015-04-21,1.4394
2015-04-22,-0.1396
2015-04-23,0.6755
2015-04-24,0.6941
2015-04-27,0.4136
2015-04-28,-1.8993
2015-04-29,-0.9797
2015-04-30,-2.3322
2015-05-01,2.026
2015-05-04,1.0638
2015-05-05,1.7544
2015-05-06,3.7931
2015-05-07,0.2658
2015-05-08,-0.0442
2015-05-11,-1.5912
2015-05-12,0.8084
2015-05-13,1.4257
2015-05-14,4.3268
2015-05-15,1.6632
2015-05-18,3.3547000000000002
2015-05-19,-2.0036
2015-05-20,-2.3513
2015-05-21,3.371
2015-05-22,-0.7089
2015-05-26,-2.2848
2015-05-27,0.4384
2015-05-28,-0.7275
2015-05-29,0.5653
2015-06-01,-2.7691
2015-06-02,1.1135
2015-06-03,3.7908
2015-06-04,1.3875
2015-06-05,2.5357
2015-06-08,-2.7282
2015-06-09,0.343
2015-06-10,1.9102999999999999
2015-06-11,-7.2612
2015-06-12,1.5745
2015-06-15,-5.0691
2015-06-16,2.2065
2015-06-17,-1.8782
2015-06-18,2.8383000000000003
2015-06-19,0.7702
2015-06-22,-0.8917
2015-06-23,1.4139
2015-06-24,0.0
2015-06-25,2.6405
2015-06-26,-1.2966
2015-06-29,-1.7098
2015-06-30,1.1243
2015-07-01,4.9927
2015-07-02,-0.2398
2015-07-06,0.1803
2015-07-07,-1.0796000000000001
2015-07-08,3.2943
2015-07-09,2.2305
2015-07-10,-1.7416
2015-07-13,1.2466
2015-07-14,0.1154
2015-07-15,0.5765
2015-07-16,3.5155
2015-07-17,1.1628
2015-07-20,0.3649
2015-07-21,1.0725
2015-07-22,2.0324
2015-07-23,-3.1377
2015-07-24,-1.5833
2015-07-27,-3.0325
2015-07-28,3.1465
2015-07-29,-3.1984
2015-07-30,1.1268
2015-07-31,0.5288
2015-08-03,-2.818
2015-08-04,-12.2173
2015-08-05,5.2852
2015-08-06,-1.3386
2015-08-07,-0.8692
2015-08-10,-0.834
2015-08-11,1.2292
2015-08-12,-2.3434
2015-08-13,0.349
2015-08-14,0.2391
2015-08-17,1.6699000000000002
2015-08-18,1.6212
2015-08-19,-0.6297
2015-08-20,-7.7524
2015-08-21,-0.4122
2015-08-24,-3.3571
2015-08-25,-0.9755
2015-08-26,1.9222000000000001
2015-08-27,2.7817
2015-08-28,-1.1468
2015-08-31,-9.0255
2015-09-01,-5.3048
2015-09-02,3.6089
2015-09-03,-2.1315
2015-09-04,-4.0106
2015-09-08,-0.5257
2015-09-09,2.1975
2015-09-10,2.4769
2015-09-11,0.7968
2015-09-14,2.3715
2015-09-15,3.269
2015-09-16,6.3559
2015-09-17,-1.2187000000000001
2015-09-18,-2.6334999999999997
2015-09-21,-0.3411
2015-09-22,-2.2494
2015-09-23,0.9005
2015-09-24,-0.1487
2015-09-25,-1.0924
2015-09-28,-5.6476
2015-09-29,-3.4318
2015-09-30,3.416
2015-10-01,-2.6105
2015-10-02,5.3063
2015-10-05,1.4545
2015-10-06,3.9939
2015-10-07,3.2742
2015-10-08,1.2396
2015-10-09,-3.7674
2015-10-12,-1.1011
2015-10-13,-1.5834000000000001
2015-10-14,0.6033
2015-10-15,5.4973
2015-10-16,0.6395
2015-10-19,-0.7767
2015-10-20,1.3283
2015-10-21,0.0234
2015-10-22,-0.0702
2015-10-23,0.8899
2015-10-26,-5.13
2015-10-27,-1.9819
2015-10-28,-2.646
2015-10-29,-1.1282
2015-10-30,-1.2967
2015-11-02,5.4651
2015-11-03,4.285
2015-11-04,-16.2685
2015-11-05,-3.1669
2015-11-06,8.4266
2015-11-09,1.9837
2015-11-10,-0.3197
2015-11-11,0.2138
2015-11-12,2.9341
2015-11-13,1.0365
2015-11-16,-1.0259
2015-11-17,0.6219
2015-11-18,-0.8241
2015-11-19,-2.3111
2015-11-20,3.4024
2015-11-23,-2.7249
2015-11-24,1.5856
2015-11-25,2.9396
2015-11-27,0.4802
2015-11-30,2.5151
2015-12-01,0.4171
2015-12-02,0.0
2015-12-03,-3.5182
2015-12-04,2.7095000000000002
2015-12-07,1.8245
2015-12-08,-1.8159999999999998
2015-12-09,1.3317
2015-12-10,1.3629
2015-12-11,-5.7143
2015-12-14,-0.5093
2015-12-15,-0.3839
2015-12-16,-0.0514
2015-12-17,-2.4679
2015-12-18,2.7939
2015-12-21,2.2051
2015-12-22,0.1756
2015-12-23,0.2004
2015-12-24,-0.025
2015-12-28,-1.225
2015-12-29,2.7335000000000003
2015-12-30,-1.8723999999999998
2015-12-31,-0.5775
2016-01-04,-2.7525
2016-01-05,-1.7138
2016-01-06,-3.5930999999999997
2016-01-07,-4.2751
2016-01-08,-2.2617
2016-01-11,-2.4605
2016-01-12,-2.4625
2016-01-13,-3.3251
2016-01-14,-1.8471
2016-01-15,-4.2829
2016-01-19,-3.3898
2016-01-20,-1.6139999999999999
2016-01-21,3.174
2016-01-22,4.0788
2016-01-25,-0.8303
2016-01-26,-4.3871
2016-01-27,-0.3152
2016-01-28,0.3865
2016-01-29,3.5352
2016-02-01,0.4395
2016-02-02,-1.4137
2016-02-03,1.8436
2016-02-04,1.5421
2016-02-05,-8.7488
2016-02-08,-6.1143
2016-02-09,0.3468
2016-02-10,28.2258
2016-02-11,-0.3294
2016-02-12,3.3353
2016-02-16,6.8625
2016-02-17,2.585
2016-02-18,1.1671
2016-02-19,-2.4908
2016-02-22,0.2958
2016-02-23,-0.5898
2016-02-24,0.2427
2016-02-25,0.9685
2016-02-26,1.8385
2016-02-29,-2.9304
2016-03-01,2.1833
2016-03-02,0.1055
2016-03-03,4.664
2016-03-04,0.4532
2016-03-07,-2.5313
2016-03-08,-3.1628
2016-03-09,-2.1243
2016-03-10,-2.5502000000000002
2016-03-11,6.2361
2016-03-14,1.1792
2016-03-15,-4.2476
2016-03-16,2.8401
2016-03-17,3.0247
2016-03-18,2.8593
2016-03-21,-1.3899
2016-03-22,-0.4531
2016-03-23,-1.2389000000000001
2016-03-24,1.7153
2016-03-28,0.2769
2016-03-29,0.4518
2016-03-30,0.1
2016-03-31,3.3949
2016-04-01,-0.169
2016-04-04,0.2177
2016-04-05,-3.1371
2016-04-06,0.9218
2016-04-07,-1.2589000000000001
2016-04-08,-0.75
2016-04-11,-3.6524
2016-04-12,4.2092
2016-04-13,0.4767
2016-04-14,-3.4956
2016-04-15,0.2846
2016-04-18,3.1218
2016-04-19,0.4754
2016-04-20,2.2659000000000002
2016-04-21,2.6052999999999997
2016-04-22,-1.5187
2016-04-25,1.3253
2016-04-26,0.4518
2016-04-27,-0.9233
2016-04-28,-0.0717
2016-04-29,-0.3109
2016-05-02,2.1108
2016-05-03,1.0101
2016-05-04,-5.0
2016-05-05,-1.7136
2016-05-06,5.4296
2016-05-09,-1.0395
2016-05-10,1.2175
2016-05-11,-0.283
2016-05-12,1.7029
2016-05-13,2.2326
2016-05-16,0.7507
2016-05-17,1.7385000000000002
2016-05-18,-1.2428
2016-05-19,-0.4944
2016-05-20,2.2358000000000002
2016-05-23,-0.3313
2016-05-24,0.7092
2016-05-25,-2.2887
2016-05-26,-0.0901
2016-05-27,0.5861
2016-05-31,0.5603
2016-06-01,-1.1366
2016-06-02,2.2768
2016-06-03,1.058
2016-06-06,-1.4177
2016-06-07,1.5044
2016-06-08,-0.5667
2016-06-09,-1.2713999999999999
2016-06-10,-1.643
2016-06-13,-2.8894
2016-06-14,0.8833
2016-06-15,3.5945
2016-06-16,0.1557
2016-06-17,0.9327
2016-06-20,2.0462
2016-06-21,-0.4528
2016-06-22,-1.841
2016-06-23,3.9718
2016-06-24,-5.6239
2016-06-27,-8.2528
2016-06-28,3.1618
2016-06-29,7.2701
2016-06-30,1.7054
2016-07-01,-0.6315
2016-07-05,-3.5065
2016-07-06,-1.6125
2016-07-07,-0.8079
2016-07-08,2.2341
2016-07-11,-0.5008
2016-07-12,0.8465
2016-07-13,-2.0191
2016-07-14,1.5281
2016-07-15,-1.7332
2016-07-18,2.46
2016-07-19,-1.0646
2016-07-20,2.8617
2016-07-21,0.089
2016-07-22,-0.6893
2016-07-25,-2.0152
2016-07-26,-6.1015
2016-07-27,2.1903
2016-07-28,4.8583
2016-07-29,0.3634
2016-08-01,-1.4936
2016-08-02,-0.85
2016-08-03,-5.2363
2016-08-04,2.9584
2016-08-05,-1.2586
2016-08-08,-0.6975
2016-08-09,-1.8406
2016-08-10,-1.283
2016-08-11,0.125
2016-08-12,-0.5991
2016-08-15,-1.4314
2016-08-16,-2.6752000000000002
2016-08-17,-0.2094
2016-08-18,-2.0462
2016-08-19,-3.3476
2016-08-22,0.8035
2016-08-23,2.1165
2016-08-24,-1.7766
2016-08-25,-1.2058
2016-08-26,0.1942
2016-08-29,1.6334
2016-08-30,1.2530999999999999
2016-08-31,-0.7802
2016-09-01,3.2267
2016-09-02,1.3921999999999999
2016-09-06,-5.3368
2016-09-07,0.7937
2016-09-08,-3.2854
2016-09-09,-1.6564
2016-09-12,1.199
2016-09-13,0.1975
2016-09-14,0.7883
2016-09-15,1.4804
2016-09-16,0.9634
2016-09-19,-1.554
2016-09-20,-0.8308
2016-09-21,1.7593
2016-09-22,0.9605
2016-09-23,4.3762
2016-09-26,-3.6458
2016-09-27,-2.5135
2016-09-28,0.3604
2016-09-29,-3.2873
2016-09-30,0.2856
2016-10-03,1.8513
2016-10-04,2.4329
2016-10-05,-2.6754
2016-10-06,-3.7868
2016-10-07,-1.0204
2016-10-10,0.1473
2016-10-11,-1.2647
2016-10-12,0.7149
2016-10-13,-2.1295
2016-10-14,1.1786
2016-10-17,0.2987
2016-10-18,4.0203
2016-10-19,-0.8016
2016-10-20,1.0678
2016-10-21,1.1421999999999999
2016-10-24,3.0209
2016-10-25,2.8227
2016-10-26,-1.0661
2016-10-27,-1.8858000000000001
2016-10-28,1.0708
2016-10-31,-1.7930000000000001
2016-11-01,1.2725
2016-11-02,10.2158
2016-11-03,0.6444
2016-11-04,2.9303
2016-11-07,1.8420999999999998
2016-11-08,1.0571
2016-11-09,-2.3013
2016-11-10,-4.7585
2016-11-11,-0.025
2016-11-14,-0.1
2016-11-15,0.2751
2016-11-16,-0.4989
2016-11-17,0.2758
2016-11-18,-0.625
2016-11-21,3.673
2016-11-22,3.4215
2016-11-23,0.0469
2016-11-25,0.1642
2016-11-28,-1.4517
2016-11-29,-0.095
2016-11-30,-1.8549
2016-12-01,-4.8461
2016-12-02,-1.5024
2016-12-05,1.6804999999999999
2016-12-06,3.2037
2016-12-07,3.4491
2016-12-08,-0.3572
2016-12-09,-1.2428
2016-12-12,-0.5808
2016-12-13,2.2395
2016-12-14,-4.1667
2016-12-15,-1.8881999999999999
2016-12-16,3.0134
2016-12-19,1.647
2016-12-20,-2.3458
2016-12-21,1.6840000000000002
2016-12-22,0.3166
2016-12-23,-0.1457
2016-12-27,0.8996
2016-12-28,-0.747
2016-12-29,-0.3884
2016-12-30,0.1219
2017-01-03,1.9231
2017-01-04,0.1194
2017-01-05,0.6918
2017-01-06,1.6821000000000002
2017-01-09,0.1631
2017-01-10,1.8144
2017-01-11,2.0334
2017-01-12,-0.7389
2017-01-13,3.2709
2017-01-17,-3.8226
2017-01-18,0.0681
2017-01-19,0.1362
2017-01-20,0.0453
2017-01-23,-0.725
2017-01-24,0.2054
2017-01-25,3.8487999999999998
2017-01-26,0.2632
2017-01-27,-2.6247
2017-01-30,-0.6514
2017-01-31,1.8992
2017-02-01,1.9747
2017-02-02,-0.3916
2017-02-03,-0.2403
2017-02-06,-1.6421999999999999
2017-02-07,-0.0445
2017-02-08,0.6236
2017-02-09,0.5533
2017-02-10,0.066
2017-02-13,0.8799
2017-02-14,0.8068
2017-02-15,-0.0649
2017-02-16,0.6494
2017-02-17,-3.2688
2017-02-21,2.1565
2017-02-22,-2.6115
2017-02-23,5.0279
2017-02-24,2.1277
2017-02-27,3.1458
2017-02-28,-5.1101
2017-03-01,4.3848
2017-03-02,-0.9584
2017-03-03,-1.1736
2017-03-06,-0.5
2017-03-07,2.5126
2017-03-08,2.5735
2017-03-09,-1.2545
2017-03-10,-0.6856
2017-03-13,-1.0761
2017-03-14,0.4721
2017-03-15,-0.4086
2017-03-16,-0.841
2017-03-17,3.5788
2017-03-20,1.6577
2017-03-21,-0.4126
2017-03-22,-1.8939
2017-03-23,3.4185
2017-03-24,0.2333
2017-03-27,1.6683
2017-03-28,-2.4995
2017-03-29,-2.6027
2017-03-30,1.7681
2017-03-31,-1.3031
2017-04-03,1.2603
2017-04-04,1.0668
2017-04-05,-0.215
2017-04-06,-0.0392
2017-04-07,-1.9203999999999999
2017-04-10,2.038
2017-04-11,-1.7819
2017-04-12,-0.2791
2017-04-13,-0.1999
2017-04-17,1.5625
2017-04-18,-0.9665
2017-04-19,2.4099
2017-04-20,0.0778
2017-04-21,0.4858
2017-04-24,0.6962
2017-04-25,0.845
2017-04-26,1.8092000000000001
2017-04-27,1.7022
2017-04-28,0.0368
2017-05-01,0.7354
2017-05-02,0.0913
2017-05-03,-1.7688000000000001
2017-05-04,-3.1372
2017-05-05,1.1307
2017-05-08,0.7201
2017-05-09,3.9511
2017-05-10,-0.4706
2017-05-11,-2.5823
2017-05-12,0.0747
2017-05-15,-1.5855000000000001
2017-05-16,-2.9757
2017-05-17,-4.3954
2017-05-18,-0.3474
2017-05-19,0.8817
2017-05-22,4.2886
2017-05-23,6.412
2017-05-24,0.8242
2017-05-25,0.6176
2017-05-26,-0.8846
2017-05-30,0.0729
2017-05-31,-4.5686
2017-06-01,0.3624
2017-06-02,0.114
2017-06-05,-7.3652
2017-06-06,-2.6639
2017-06-07,-1.7894999999999999
2017-06-08,-0.2358
2017-06-09,-2.3421
2017-06-12,-1.4741
2017-06-13,4.109
2017-06-14,2.3381
2017-06-15,-1.8026
2017-06-16,0.0427
2017-06-19,1.3441
2017-06-20,-0.9053
2017-06-21,0.2974
2017-06-22,-0.0424
2017-06-23,6.3149
2017-06-26,-3.1094
2017-06-27,-0.3909
2017-06-28,1.1772
2017-06-29,-2.6536
2017-06-30,2.8518
2017-07-03,0.0815
2017-07-05,0.3463
2017-07-06,-2.0909
2017-07-07,1.244
2017-07-10,2.2937
2017-07-11,1.9019
2017-07-12,0.6876
2017-07-13,-1.0146
2017-07-14,0.0197
2017-07-17,1.2219
2017-07-18,0.5062
2017-07-19,0.0
2017-07-20,-2.654
2017-07-21,0.6169
2017-07-24,1.9184999999999999
2017-07-25,0.4852
2017-07-26,-0.2317
2017-07-27,-0.4065
2017-07-28,-0.0583
2017-07-31,-1.5947
2017-08-01,3.5770999999999997
2017-08-02,-2.614
2017-08-03,-2.7429
2017-08-04,-0.6446
2017-08-07,-0.365
2017-08-08,-0.2849
2017-08-09,2.0408
2017-08-10,-2.24
2017-08-11,0.2455
2017-08-14,3.0408
2017-08-15,-2.6738
2017-08-16,2.035
2017-08-17,-1.9745
2017-08-18,-1.5259
2017-08-21,-1.2603
2017-08-22,2.8458
2017-08-23,-3.2553
2017-08-24,-4.2271
2017-08-25,3.1621
2017-08-28,-1.49
2017-08-29,0.3457
2017-08-30,2.304
2017-08-31,2.5258000000000003
2017-09-01,-0.4927
2017-09-05,-3.7343
2017-09-06,-3.0862
2017-09-07,-1.2384
2017-09-08,0.4926
2017-09-11,2.3173
2017-09-12,3.2666
2017-09-13,-4.9346
2017-09-14,-7.7418
2017-09-15,3.1258
2017-09-18,-3.8704
2017-09-19,-2.0374
2017-09-20,-2.1292
2017-09-21,6.5014
2017-09-22,1.5914000000000001
2017-09-25,-1.6600000000000001
2017-09-26,-0.1902
2017-09-27,0.0476
2017-09-28,-1.1905000000000001
2017-09-29,0.0
2017-10-02,3.7831
2017-10-03,0.0
2017-10-04,1.0216
2017-10-05,1.8387
2017-10-06,2.0086
2017-10-09,-2.9425
2017-10-10,1.3221
2017-10-11,2.5872
2017-10-12,-2.0833
2017-10-13,0.6943
2017-10-16,2.2464
2017-10-17,0.261
2017-10-18,2.4083
2017-10-19,-1.3136
2017-10-20,-1.2237
2017-10-23,0.2825
2017-10-24,-7.7373
2017-10-25,-1.6209
2017-10-26,1.0745
2017-10-27,-2.1262
2017-10-30,0.9413
2017-10-31,-0.1196
2017-11-01,-9.6481
2017-11-02,-2.2523
2017-11-03,2.1144
2017-11-06,0.7698
2017-11-07,-4.5574
2017-11-08,1.0489
2017-11-09,-3.0866
2017-11-10,-0.7328
2017-11-13,0.653
2017-11-14,-1.7207
2017-11-15,-1.7509000000000001
2017-11-16,0.2629
2017-11-17,2.3019
2017-11-20,-3.2185
2017-11-21,-2.266
2017-11-22,-3.4327
2017-11-24,0.7172
2017-11-27,2.0124
2017-11-28,-1.6085
2017-11-29,-1.7890000000000001
2017-11-30,4.7425
2017-12-01,-2.6687
2017-12-04,-1.6328
2017-12-05,-2.3176
2017-12-06,-2.3405
2017-12-07,1.1162
2017-12-08,1.9481000000000002
2017-12-11,0.9554
2017-12-12,0.347
2017-12-13,-0.6287
2017-12-14,-22.746
2017-12-15,-7.1253
2017-12-18,-0.8377
2017-12-19,2.5345
2017-12-20,5.1605
2017-12-21,3.7938
2017-12-22,0.7549
2017-12-26,-1.459
2017-12-27,2.441
2017-12-28,1.7578
2017-12-29,-0.0768
2018-01-02,0.2305
2018-01-03,-1.0732
2018-01-04,0.1937
2018-01-05,1.7788
2018-01-08,-1.2158
2018-01-09,0.2692
2018-01-10,-4.066
2018-01-11,1.9992
2018-01-12,-0.0392
2018-01-16,-0.7059
2018-01-17,1.7772999999999999
2018-01-18,-1.5522
2018-01-19,-0.4336
2018-01-22,0.7126
2018-01-23,-2.3192
2018-01-24,2.8571
2018-01-25,-1.9562
2018-01-26,-0.4389
2018-01-29,1.2425
2018-01-30,-0.9897
2018-01-31,-4.7981
2018-02-01,-2.5619
2018-02-02,-1.2931
2018-02-05,-3.0568
2018-02-06,2.0721
2018-02-07,-2.3830999999999998
2018-02-08,1.8987
2018-02-09,-0.4437
2018-02-12,2.1390000000000002
2018-02-13,2.0506
2018-02-14,29.3288
2018-02-15,0.8595
2018-02-16,1.6059999999999999
2018-02-20,-2.3548
2018-02-21,1.1893
2018-02-22,-0.8488
2018-02-23,-1.2511999999999999
2018-02-26,2.0007
2018-02-27,-3.171
2018-02-28,1.2492
2018-03-01,-0.967
2018-03-02,0.5051
2018-03-05,0.469
2018-03-06,0.5335
2018-03-07,-0.3648
2018-03-08,1.032
2018-03-09,-1.0544
2018-03-12,1.5984
2018-03-13,-0.8194
