ticker,HOV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.9215999999999998
2000-01-04,0.0
2000-01-05,3.0612
2000-01-06,-0.9901
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,-1.0
2000-01-12,1.0101
2000-01-13,-1.0
2000-01-14,1.0101
2000-01-18,1.0
2000-01-19,0.9901
2000-01-20,-1.9607999999999999
2000-01-21,-4.0
2000-01-24,0.0
2000-01-25,3.125
2000-01-26,-3.0303
2000-01-27,2.0833
2000-01-28,-4.0816
2000-01-31,8.5106
2000-02-01,-1.9607999999999999
2000-02-02,1.0
2000-02-03,2.9703
2000-02-04,-3.8462
2000-02-07,2.0
2000-02-08,-1.9607999999999999
2000-02-09,0.0
2000-02-10,-4.0
2000-02-11,-3.125
2000-02-14,3.2258
2000-02-15,0.0
2000-02-16,2.0833
2000-02-17,-1.0204
2000-02-18,-1.0309
2000-02-22,2.0833
2000-02-23,-1.0204
2000-02-24,-3.0928
2000-02-25,0.0
2000-02-28,3.1915
2000-02-29,-3.0928
2000-03-01,0.0
2000-03-02,0.0
2000-03-03,0.0
2000-03-06,2.1277
2000-03-07,2.0833
2000-03-08,-3.0612
2000-03-09,-1.0526
2000-03-10,3.1915
2000-03-13,-5.1546
2000-03-14,-3.2609
2000-03-15,1.1236
2000-03-16,6.6667
2000-03-17,1.0417
2000-03-20,1.0309
2000-03-21,-3.0612
2000-03-22,2.1053
2000-03-23,5.1546
2000-03-24,-1.9607999999999999
2000-03-27,2.0
2000-03-28,-3.9215999999999998
2000-03-29,1.0204
2000-03-30,-3.0303
2000-03-31,2.0833
2000-04-03,2.0408
2000-04-04,2.0
2000-04-05,-1.9607999999999999
2000-04-06,2.0
2000-04-07,0.0
2000-04-10,-1.9607999999999999
2000-04-11,-1.0
2000-04-12,1.0101
2000-04-13,1.0
2000-04-14,-2.9703
2000-04-17,-5.102
2000-04-18,6.4516
2000-04-19,2.0202
2000-04-20,0.0
2000-04-24,-0.9901
2000-04-25,0.0
2000-04-26,-2.0
2000-04-27,-2.0408
2000-04-28,-2.0833
2000-05-01,6.383
2000-05-02,2.0
2000-05-03,-1.9607999999999999
2000-05-04,0.0
2000-05-05,-3.0
2000-05-08,1.0309
2000-05-09,-1.0204
2000-05-10,-1.0309
2000-05-11,4.1667
2000-05-12,-4.0
2000-05-15,0.0
2000-05-16,-2.0833
2000-05-17,0.0
2000-05-18,2.1277
2000-05-19,-4.1667
2000-05-22,0.0
2000-05-24,-1.087
