ticker,BICB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-06,93.1818
2007-09-07,-7.5
2007-09-10,3.6036
2007-09-11,2.1739
2007-09-14,38.2979
2007-09-17,-21.5385
2007-09-18,-3.9215999999999998
2007-09-20,4.0816
2007-09-21,0.0
2007-09-25,-11.7647
2007-09-26,6.6667
2007-09-27,-16.6667
2007-09-28,4.0
2007-10-01,10.5769
2007-10-02,-10.8696
2007-10-03,-4.878
2007-10-08,-23.0769
2007-10-09,0.0
2007-10-10,20.0
2007-10-11,-19.4444
2007-10-12,-10.3448
2007-10-15,3.8462
2007-10-16,-3.7037
2007-10-17,-15.3846
2007-10-18,-5.4545
2007-10-19,25.0
2007-10-22,-10.7692
2007-10-23,-0.8621
2007-10-24,0.0
2007-10-25,13.913
2007-10-26,-6.8702
2007-10-29,-13.1148
2007-10-30,-0.9434
2007-10-31,-4.7619
2007-11-01,0.0
2007-11-02,-10.0
2007-11-05,-10.0
2007-11-06,-1.2346
2007-11-07,18.75
2007-11-08,-14.7368
2007-11-09,22.2222
2007-11-13,-19.1919
2007-11-14,0.0
2007-11-15,23.75
2007-11-16,0.5051
2007-11-21,-36.6834
2007-11-26,-4.7619
2007-11-27,-8.3333
2007-11-28,9.0909
2007-11-29,0.0
2007-11-30,28.3333
2007-12-03,16.8831
2007-12-04,0.0
2007-12-05,-12.2222
2007-12-06,1.2658
2007-12-07,6.25
2007-12-10,-5.8824
2007-12-11,6.25
2007-12-12,0.0
2007-12-13,5.8824
2007-12-14,-1.1111
2007-12-17,1.1236
2007-12-18,-3.3333
2007-12-19,3.4483
2007-12-20,-8.8889
2007-12-21,9.7561
2007-12-24,0.0
2007-12-26,-2.2222
2007-12-27,2.2727
2007-12-28,0.0
2007-12-31,0.0
2008-01-03,-5.5556
2008-01-04,-9.4118
2008-01-07,10.3896
2008-01-08,-11.7647
2008-01-10,-20.0
2008-01-11,8.3333
2008-01-15,-23.0769
2008-01-17,0.0
2008-01-18,0.0
2008-01-22,-2.0
2008-01-23,2.0408
2008-01-24,2.0
2008-01-25,-27.451
2008-01-28,37.8378
2008-01-29,-21.5686
2008-01-30,27.5
2008-02-01,7.8431
2008-02-04,7.2727
2008-02-05,44.0678
2008-02-06,17.647100000000002
2008-02-07,-19.0
2008-02-08,17.284
2008-02-11,-5.2632
2008-02-12,-22.2222
2008-02-13,-21.4286
2008-02-14,18.1818
2008-02-15,0.0
2008-02-19,-29.2308
2008-02-20,19.5652
2008-02-21,16.3636
