ticker,WILC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,8.6957
2000-01-05,-4.0
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,2.0833
2000-01-11,-2.0408
2000-01-12,20.8333
2000-01-14,-13.7931
2000-01-18,18.0
2000-01-19,22.0339
2000-01-20,22.2222
2000-01-21,13.6364
2000-01-24,24.0
2000-01-25,0.0
2000-01-26,9.6774
2000-01-27,-2.9412000000000003
2000-01-28,-6.0606
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,0.0
2000-02-03,-3.2258
2000-02-04,-6.6667
2000-02-07,25.0
2000-02-08,34.2857
2000-02-09,-10.6383
2000-02-10,4.7619
2000-02-11,-13.6364
2000-02-14,5.2632
2000-02-15,-2.5
2000-02-16,0.641
2000-02-17,-18.4713
2000-02-18,0.0
2000-02-22,12.5
2000-02-23,0.0
2000-02-24,-11.1111
2000-02-25,1.5625
2000-02-28,13.8462
2000-02-29,-4.0541
2000-03-01,7.0423
2000-03-02,3.2895
2000-03-03,1.9108
2000-03-06,-5.0
2000-03-07,5.2632
2000-03-08,15.0
2000-03-09,-19.5652
2000-03-10,8.1081
2000-03-13,-6.25
2000-03-14,-12.0
2000-03-15,-8.3333
2000-03-16,15.7025
2000-03-17,7.1429
2000-03-20,-1.3333
2000-03-21,-2.7027
2000-03-22,2.7778
2000-03-23,-5.4054
2000-03-24,-2.8571
2000-03-27,11.7647
2000-03-28,-7.8947
2000-03-29,-1.4285999999999999
2000-03-30,-5.7971
2000-03-31,-13.8462
2000-04-03,10.7143
2000-04-04,-22.5806
2000-04-05,37.5
2000-04-06,-3.0303
2000-04-07,-12.5
2000-04-10,-10.7143
2000-04-11,6.0
2000-04-12,-5.6604
2000-04-13,2.0
2000-04-14,-5.8824
2000-04-17,-16.6667
2000-04-18,0.0
2000-04-19,18.75
2000-04-25,-20.0
2000-04-28,-2.6316
2000-05-01,29.7297
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,2.0833
2000-05-08,-2.0408
2000-05-09,2.0833
2000-05-10,-2.0408
2000-05-11,0.0
2000-05-12,-12.5
2000-05-15,9.5238
2000-05-17,4.3478
2000-05-18,-4.1667
2000-05-19,-8.6957
2000-05-22,0.0
2000-05-23,1.1905000000000001
2000-05-24,-15.2941
2000-05-25,16.6667
2000-05-26,9.5238
2000-05-30,13.0435
2000-05-31,0.0
2000-06-01,0.0
2000-06-02,-7.6923
2000-06-05,8.3333
2000-06-06,7.6923
2000-06-07,1.7856999999999998
