ticker,MXMG US Equity
2015-12-08,-4.7619
2015-12-09,-7.5
2015-12-10,-29.7297
2015-12-11,0.0
2015-12-14,7.6923
2015-12-15,-7.1429
2015-12-16,-7.6923
2015-12-17,-12.5
2015-12-18,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,14.2857
2015-12-24,16.6667
2015-12-28,7.1429
2015-12-29,0.0
2016-01-04,0.0
2016-01-05,-26.6667
2016-01-06,0.0
2016-01-07,1.1364
2016-01-08,-22.4719
2016-01-11,-24.6377
2016-01-12,-32.6923
2016-01-13,10.0
2016-01-14,-31.1688
2016-01-15,-9.434
2016-01-19,60.4167
2016-01-20,-45.4545
2016-01-21,66.6667
2016-01-22,-12.857099999999999
2016-01-25,-26.2295
2016-01-26,6.6667
2016-01-27,16.6667
2016-01-28,14.2857
2016-01-29,-20.3125
2016-02-01,9.8039
2016-02-02,-8.9286
2016-02-03,-9.8039
2016-02-04,-23.913
2016-02-05,20.0
2016-02-09,33.3333
2016-02-10,-14.2857
2016-02-11,22.9167
2016-02-16,5.0847
2016-02-17,-19.3548
2016-02-18,-26.0
2016-02-19,-5.4054
2016-02-22,0.0
2016-02-23,-17.1429
2016-02-24,0.0
2016-02-25,44.8276
2016-02-26,-23.8095
2016-02-29,31.25
2016-03-02,9.5238
2016-03-03,4.3478
2016-03-04,0.0
2016-03-08,-10.4167
2016-03-09,11.6279
2016-03-10,-12.5
2016-03-11,-9.5238
2016-03-14,10.526299999999999
2016-03-15,-19.0476
2016-03-16,-14.7059
2016-03-17,-6.8966
2016-03-23,0.0
2016-03-24,25.9259
2016-03-29,-5.8824
2016-03-30,0.0
2016-03-31,-6.25
2016-04-04,0.0
2016-04-05,-13.3333
2016-04-06,3.8462
2016-04-07,0.0
2016-04-08,-3.7037
2016-04-11,3.8462
2016-04-12,0.0
2016-04-20,-11.1111
2016-04-21,0.0
2016-04-22,-33.3333
2016-04-25,12.5
2016-05-05,44.4444
2016-05-06,-26.9231
2016-05-09,36.8421
2016-05-11,-26.9231
2016-05-13,0.0
2016-05-18,26.3158
2016-05-23,-20.8333
2016-05-24,15.7895
2016-05-25,18.1818
2016-05-27,0.0
2016-06-02,0.0
2016-06-08,-26.9231
2016-06-10,0.0
2016-06-13,36.8421
2016-06-16,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-23,-30.7692
2016-06-27,-11.1111
2016-06-28,-12.5
2016-06-30,0.0
2016-07-12,0.0
2016-07-14,-21.4286
2016-07-15,27.2727
2016-07-18,14.2857
2016-07-19,-12.5
2016-07-20,50.0
2016-07-21,0.0
2016-07-22,-23.8095
2016-07-25,0.0
2016-07-26,12.5
2016-07-27,122.2222
2016-07-28,-40.0
2016-07-29,-25.0
2016-08-01,-27.7778
2016-08-10,0.0
2016-08-12,0.0
2016-08-18,23.0769
2016-08-23,31.25
2016-09-07,0.0
2016-09-09,-38.0952
2016-09-12,23.0769
2016-09-13,-18.75
2016-09-14,-15.3846
2016-09-15,0.0
2016-09-16,-9.0909
2016-09-26,40.0
2016-09-28,-21.4286
2016-09-30,0.0
2016-10-12,18.1818
2016-10-26,7.6923
2016-11-14,-28.5714
2016-11-22,0.0
2016-11-29,0.0
2016-12-02,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-12,0.0
2016-12-27,0.0
2016-12-30,0.0
2017-01-03,0.0
2017-01-13,0.0
2017-01-19,0.0
2017-01-23,0.0
2017-01-24,10.0
2017-01-25,118.1818
2017-01-26,-45.8333
2017-01-27,69.2308
2017-01-30,36.3636
2017-01-31,33.3333
2017-02-01,-20.0
2017-02-06,15.625
2017-02-07,-35.1351
2017-02-10,0.0
2017-02-15,-25.0
2017-02-16,0.0
2017-02-17,-27.7778
2017-02-21,0.0
2017-02-22,38.4615
2017-03-13,-27.7778
2017-03-17,-23.0769
2017-04-04,60.0
2017-04-05,12.5
2017-04-10,-5.5556
2017-05-17,-11.7647
2017-05-18,-6.6667
2017-06-08,-20.0
2017-06-13,0.0
2017-08-02,0.0
2017-08-17,21.4286
2017-08-31,-17.647100000000002
2017-09-06,0.0
2017-09-14,0.0
2017-09-18,42.8571
2017-09-22,10.0
2017-10-05,-9.0909
2017-10-10,0.0
2017-10-11,0.0
2017-10-17,-30.0
2017-10-18,68.5714
2017-10-20,61.0169
2017-11-08,-36.8421
2017-11-22,0.0
2017-12-01,0.0
2017-12-12,0.0
2017-12-18,-16.6667
2017-12-19,-10.0
2017-12-29,0.0
2018-01-22,5.5556
2018-01-26,26.3158
2018-01-30,0.0
2018-02-02,-25.0
2018-02-09,33.3333
2018-02-13,0.0
2018-02-20,-22.5
2018-02-28,-3.2258
2018-03-02,33.3333
2018-03-12,-25.0
2018-03-16,0.0
2018-03-29,-11.1111
2018-04-02,0.0
2018-04-18,87.5
2018-04-26,-6.6667
2018-05-07,35.7143
2018-05-08,-2.1053
2018-05-09,2.1505
2018-06-01,0.0
2018-06-07,-21.0526
2018-06-08,0.0
2018-06-15,0.0
2018-06-18,26.0
2018-07-10,-15.3439
2018-07-25,-6.25
2018-09-07,6.0
2018-11-01,-43.3962
2018-11-09,0.0
2018-11-20,-11.1111
2018-12-31,112.5
2019-01-23,-10.5882
2019-02-01,0.0
2019-02-05,5.2632
2019-02-06,0.0
2019-02-07,25.0
2019-02-14,-25.0
2019-02-19,706.6667
2019-02-20,-57.0248
2019-02-21,34.6154
2019-02-22,40.0
2019-02-25,4.0816
2019-02-26,-17.647100000000002
2019-02-27,5.9524
2019-02-28,-6.7416
2019-03-01,4.8193
2019-03-04,3.4483
2019-03-05,11.1111
2019-03-06,-5.0
2019-03-07,0.0
2019-03-08,-1.0526
2019-03-11,6.383
2019-03-12,1.0
2019-03-13,5.8416
2019-03-14,0.0935
2019-03-15,-6.5421
2019-03-18,24.0
2019-03-19,19.3548
2019-03-20,-9.5608
2019-03-21,-19.9477
2019-03-22,18.5254
2019-03-25,-21.2598
2019-03-26,-17.0
2019-03-27,20.4819
2019-03-28,-20.0
2019-03-29,-7.5
2019-04-01,0.0
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,-8.1081
2019-04-05,-4.4118
2019-04-08,30.7692
2019-04-09,0.0
2019-04-10,-1.1764999999999999
2019-04-12,3.5714
2019-04-15,-8.046
2019-04-16,0.0
2019-04-17,-6.25
2019-04-18,12.0
2019-04-22,-4.7619
2019-04-23,6.25
2019-04-24,2.3529
2019-04-25,0.0
2019-04-29,-20.6897
2019-04-30,23.1884
2019-05-01,0.0
2019-05-02,-1.4118
2019-05-03,1.432
2019-05-06,-7.0588
2019-05-09,-30.3797
2019-05-13,3.6364
2019-05-14,-1.4035
2019-05-22,19.2171
2019-05-24,5.9701
2019-05-29,-22.5352
2019-05-31,0.0
2019-06-03,16.3636
2019-06-05,6.25
2019-06-06,-41.1765
2019-06-07,12.5
2019-06-10,-2.6667
2019-06-11,-20.0913
2019-06-12,-14.2857
2019-06-14,-13.3333
2019-06-18,7.6923
2019-06-19,-3.5714
2019-06-20,3.7037
2019-06-21,-3.5714
2019-06-27,-25.9259
2019-06-28,-5.0
2019-07-01,0.0
2019-07-02,0.0
2019-07-08,26.3158
2019-07-11,4.1667
2019-07-15,128.0
2019-07-17,1.7544
2019-07-18,-12.4138
2019-07-19,-11.417300000000001
2019-07-23,8.8889
2019-07-26,0.0
2019-07-29,-4.0816
2019-08-01,-25.5319
2019-08-05,-20.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-26,0.0
2019-08-29,310.0
2019-08-30,-31.8467
2019-09-03,-4.1411
2019-09-04,-2.0
2019-09-05,18.3673
2019-09-06,49.4253
2019-09-09,-11.538499999999999
2019-09-10,82.6087
2019-09-11,9.5238
2019-09-12,-4.3478
2019-09-13,13.6364
2019-09-16,15.6
2019-09-17,0.346
2019-09-18,-13.7931
2019-09-19,11.2
2019-09-20,-17.2662
2019-09-23,4.3478
2019-09-24,8.3333
2019-09-25,3.1731
2019-09-26,11.836
2019-09-27,-7.9333
2019-09-30,30.3403
2019-10-01,-13.8889
2019-10-02,4.8387
2019-10-03,7.1138
2019-10-04,-9.514
2019-10-07,13.0159
2019-10-08,-4.7753
2019-10-09,-14.4543
2019-10-10,-10.6897
2019-10-11,-6.5637
2019-10-14,-3.3058
2019-10-15,-4.7009
2019-10-16,-1.3453
2019-10-17,12.2727
2019-10-18,-3.6437
2019-10-21,-25.3445
2019-10-22,2.4313000000000002
2019-10-23,-23.0769
2019-10-24,14.2857
2019-10-25,-8.75
2019-10-28,-6.0274
2019-10-29,0.3499
2019-10-30,-30.9994
2019-10-31,14.7368
2019-11-01,28.2569
2019-11-04,-14.1631
2019-11-05,-25.0
2019-11-06,26.6667
2019-11-07,-5.0877
2019-11-08,6.2847
2019-11-12,0.0
2019-11-14,12.1739
2019-11-15,-0.7752
2019-11-20,-13.2813
2019-11-21,-18.9189
2019-11-22,0.0
2019-11-25,-5.7778
2019-12-02,17.5708
2019-12-03,-7.2217
2019-12-04,7.027
2019-12-05,-9.2929
2019-12-11,-33.1849
2019-12-12,-16.6667
2019-12-13,17.0
2019-12-16,-23.0769
2019-12-18,31.1111
2019-12-20,0.0
2019-12-23,-32.2034
2019-12-24,28.75
2019-12-30,1.2816
2019-12-31,-21.3957
2020-01-02,0.0
2020-01-03,0.0
2020-01-09,39.3902
2020-01-13,-28.259
2020-01-14,-2.439
2020-01-15,147.5
2020-01-16,2.0202
2020-01-17,-1.9802
2020-01-22,-14.9697
2020-01-27,-5.5595
2020-02-04,-24.5283
2020-02-06,-31.6667
2020-02-07,-2.439
2020-02-13,0.0
2020-02-14,12.5
2020-02-28,-33.3333
2020-03-03,-6.6667
2020-03-04,0.0
2020-03-11,0.0
2020-03-13,42.8571
2020-03-24,-12.5
2020-03-30,42.8571
2020-04-06,-24.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-20,0.0
2020-04-23,-47.3684
2020-04-29,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-07,-5.0
2020-05-08,0.0
2020-05-14,163.1579
2020-05-19,-40.0
2020-05-21,-16.6667
2020-05-22,0.0
2020-06-05,4.0
2020-06-08,0.0
2020-06-09,-23.0769
2020-06-12,0.0
2020-06-16,60.0
2020-06-22,56.25
2020-06-26,-40.0
2020-06-29,66.6667
2020-06-30,0.0
2020-07-09,-40.0
2020-07-13,66.6667
2020-07-20,-17.5
2020-07-24,-27.2727
2020-07-27,-16.6667
