ticker,JT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-11-16,5.0
2017-11-17,-14.2857
2017-11-20,2.7778
2017-11-21,-10.8108
2017-11-22,-12.8788
2017-11-24,-14.7826
2017-11-27,2.8571
2017-11-28,3.9683
2017-11-29,-4.5802
2017-11-30,4.4
2017-12-01,-4.2146
2017-12-04,3.0
2017-12-05,-4.6602
2017-12-06,-1.0183
2017-12-07,15.4321
2017-12-08,6.9519
2017-12-11,6.6667
2017-12-12,4.6875
2017-12-13,19.403
2017-12-14,-7.5
2017-12-15,1.3514
2017-12-18,-10.6667
2017-12-19,4.0299
2017-12-20,-2.439
2017-12-21,-1.4706000000000001
2017-12-22,-0.4478
2017-12-26,-2.3988
2017-12-27,0.4608
2017-12-28,1.5291000000000001
2017-12-29,-2.4096
2018-01-02,0.3086
2018-01-03,1.2308
2018-01-04,-3.1915
2018-01-05,6.7504
2018-01-08,9.5588
2018-01-09,2.6846
2018-01-10,-2.0915
2018-01-11,0.0
2018-01-12,-6.1415
2018-01-16,-0.1422
2018-01-17,0.1425
2018-01-18,4.5519
2018-01-19,3.9455999999999998
2018-01-22,-0.7853
2018-01-23,1.4512
2018-01-24,14.5644
2018-01-25,0.1135
2018-01-26,-4.9887
2018-01-29,-0.2387
2018-01-30,-1.4354
2018-01-31,-6.432
2018-02-01,-1.4267
2018-02-02,-0.5263
2018-02-05,-6.0847
2018-02-06,-5.6338
2018-02-07,1.194
2018-02-08,-1.9174
2018-02-09,-0.1504
2018-02-12,1.8072
2018-02-13,-0.7396
2018-02-14,1.7884
2018-02-15,6.5886
2018-02-16,-0.2747
2018-02-20,1.3774
2018-02-21,0.5435
2018-02-22,0.8108
2018-02-23,-0.4021
2018-02-26,-1.4805
2018-02-27,-0.5464
2018-02-28,-8.1044
2018-03-01,0.5979
2018-03-02,2.9718
2018-03-05,-3.4632
2018-03-06,-5.8296
2018-03-07,-3.0159
2018-03-08,-1.4729999999999999
2018-03-09,-0.3322
2018-03-12,5.1667
2018-03-13,-1.1094
2018-03-14,0.9615
2018-03-15,-0.1587
2018-03-16,0.9539
2018-03-19,-2.0472
2018-03-20,-1.1254
2018-03-21,1.3008
2018-03-22,-2.8891999999999998
2018-03-23,-0.1653
2018-03-26,-6.1258
2018-03-27,2.4691
2018-03-28,-4.6472
2018-03-29,-0.1805
2018-04-02,-3.4358
2018-04-03,7.4906
2018-04-04,-5.9233
2018-04-05,-0.5556
2018-04-06,-2.9795
2018-04-09,-1.1516
