ticker,NMSCA US Equity
2002-04-02,-29.6667
2002-04-03,-0.4739
2002-04-15,66.6667
2002-04-17,-40.0
2002-06-24,42.8571
2002-07-18,-30.0
2002-07-22,0.4762
2002-07-23,0.0
2002-08-16,65.8768
2002-08-20,-40.0
2002-10-11,-4.7619
2002-10-22,0.0
2002-10-30,0.0
2002-11-14,0.0
2002-11-18,95.0
2002-11-29,0.0
2002-12-11,-48.7179
2002-12-18,0.0
2002-12-27,0.0
2002-12-30,0.0
2002-12-31,0.0
2003-01-06,0.0
2003-01-30,0.0
2003-02-11,0.0
2003-02-27,0.0
2003-03-03,0.0
2003-03-12,0.0
2003-03-18,0.0
2003-04-23,50.0
2003-05-01,-33.3333
2003-06-04,0.0
2003-06-10,30.0
2003-06-25,-19.2308
2003-07-24,-4.7619
2003-07-25,5.0
2003-07-28,0.0
2003-08-19,-4.7619
2003-10-08,0.0625
2003-10-17,-0.0625
2003-11-05,0.0
2003-11-19,0.0
2003-12-19,0.0
2003-12-23,5.0
2003-12-26,-4.7619
2003-12-29,0.0
2004-01-20,10.0
2004-04-22,13.6364
2004-05-10,0.0
2004-05-12,304.0
2004-05-13,-0.9901
2004-05-28,1.0
2004-06-01,0.9901
2004-06-08,-1.9607999999999999
2004-06-09,15.0
2004-06-10,-49.5652
2004-06-18,29.3103
2004-08-02,-22.6667
2004-08-09,12.069
2004-08-23,-10.7692
2004-08-25,0.0
2004-08-27,0.0
2004-09-10,0.0
2004-09-16,0.0
2004-10-15,0.0
2004-10-21,0.0
2004-10-22,-39.6552
2004-11-09,0.0
2004-11-16,0.0
2004-11-18,0.0
2004-11-19,0.0
2004-12-06,-14.2857
2004-12-09,0.0
2004-12-13,-10.0
2004-12-23,15.1852
2004-12-30,12.5402
2005-01-18,0.0
2005-01-19,-11.4286
2005-01-26,9.6774
2005-02-18,2.9412000000000003
2005-03-14,-5.7143
2005-04-01,0.0
2005-04-13,0.0
2005-04-28,0.0
2005-06-07,0.0
2005-06-08,0.0
2005-06-13,0.0
2005-06-29,21.2121
2005-07-08,-7.5
2005-08-15,0.0
2005-08-25,0.0
2005-09-02,0.0
2005-09-22,0.0
2005-09-28,0.0
2005-09-29,48.6486
2005-10-18,-25.4545
2005-10-27,0.0
2005-11-18,21.9512
2005-12-13,-20.0
2005-12-14,0.0
2005-12-16,0.0
2005-12-19,0.0
2005-12-21,0.0
2005-12-27,0.0
2005-12-29,-12.5
2005-12-30,0.0
2006-01-18,0.0
2006-01-23,0.0
2006-02-28,22.8571
2006-03-03,-6.9767
2006-03-07,0.0
2006-03-08,7.5
2006-03-14,-6.9767
2006-03-15,0.0
2006-03-31,0.0
2006-04-06,12.5
2006-04-11,-11.1111
2006-04-12,0.0
2006-05-25,0.0
2006-06-06,2.5
2006-06-21,0.0
2006-06-23,0.0
2006-07-18,9.7561
2006-07-19,-4.4444
2006-08-17,4.6512
2006-08-24,-2.2222
2006-08-30,0.0
2006-09-13,0.0
2006-09-21,0.0
2006-09-22,2.2727
2006-10-16,-2.2222
2006-10-20,0.0
2006-11-28,0.0
2006-12-08,15.9091
2006-12-11,-13.7255
2006-12-15,0.0
2006-12-27,15.9091
2006-12-28,-13.7255
2006-12-29,0.0
2007-01-12,13.6364
2007-01-25,-10.0
2007-01-29,0.0
2007-01-31,22.2222
2007-02-02,0.0
2007-02-05,3.6364
2007-02-06,-3.5088
2007-02-07,3.6364
2007-02-14,-5.2632
2007-02-15,7.4074
2007-03-09,-3.4483
2007-03-12,-5.3571
2007-03-14,0.0
2007-03-22,-3.7736
2007-04-03,-7.8431
2007-05-02,-6.383
2007-05-15,0.0
2007-05-18,0.0
2007-06-06,0.0
2007-07-24,0.0
2007-07-27,0.0
2007-08-01,0.0
2007-08-08,2.2727
2007-08-16,-11.1111
2007-10-15,-25.0
2007-10-18,0.0
2007-10-22,0.0
2007-10-24,16.6667
2007-11-08,-14.2857
2007-11-20,0.0
2007-11-21,0.0
2007-11-28,-13.3333
2007-11-29,-15.3846
2007-11-30,27.2727
2007-12-17,-10.7143
2007-12-21,0.0
2007-12-27,0.0
2008-01-15,0.0
2008-02-04,0.0
2008-02-14,-4.0
2008-02-22,0.0
2008-03-19,0.0
2008-04-14,0.0
2008-04-17,0.0
2008-04-22,0.0
2008-05-23,0.0
2008-09-18,4.1667
2008-10-10,-4.0
2008-10-21,4.1667
2008-11-05,0.0
2008-11-13,-20.0
2008-11-19,0.0
2008-12-12,-20.0
2008-12-16,-6.25
2008-12-22,-33.3333
2008-12-24,-30.0
2008-12-26,-28.5714
2008-12-29,-20.0
2008-12-31,-50.0
2009-01-02,150.0
2009-01-06,0.0
2009-01-27,-20.0
2009-01-28,-25.0
2009-02-03,33.3333
2009-02-04,25.0
2009-02-13,0.0
2009-02-18,100.0
2009-02-20,-20.0
2009-03-02,0.0
2009-03-03,0.0
2009-03-11,-25.0
2009-04-07,-33.3333
2009-06-02,0.0
2009-07-01,150.0
2009-10-05,40.0
2009-10-19,42.8571
2010-01-19,25.0
2010-02-04,0.0
2010-02-12,-16.0
2010-03-24,-41.4286
2010-03-30,0.0
2010-06-15,70.7317
2010-07-07,-47.619
2010-07-12,0.0
2010-08-24,0.0
2010-10-22,0.0
2010-10-25,-9.0909
2010-10-29,0.0
2010-11-12,-30.0
2010-12-03,42.8571
2011-04-06,-24.0
2011-04-15,0.0
2011-04-26,518.4211
2011-04-28,-63.3777
2011-05-02,0.0
2011-05-19,132.3893
2011-05-20,0.0
2011-05-25,0.0
2011-07-18,-37.4688
2011-08-01,19.94
2011-08-10,-16.625
2011-10-25,0.0
2011-11-22,0.0
2011-12-20,0.0
2011-12-22,0.0
2011-12-30,0.0
2012-01-12,-40.03
2012-01-25,33.3333
2012-02-22,0.0
2012-03-13,0.0
2012-03-14,0.0
2012-04-25,75.0
2012-04-30,0.0
2012-05-25,-42.8571
2012-06-25,0.0
2012-07-17,0.0
2012-07-20,0.0
2012-08-06,0.0
2012-08-07,0.0
2012-09-21,35.0
2012-10-11,-25.9259
2012-11-12,0.0
2012-12-13,0.0
2012-12-18,-25.0
2012-12-21,0.0
2013-01-23,0.0
2013-02-07,0.0
2013-04-30,0.0
2013-05-14,0.0
2013-05-15,0.0
2013-08-01,0.0
2013-08-21,-3.3333
2013-08-29,3.4483
2013-09-03,0.0
2013-09-30,0.0
2013-11-18,-6.6667
2014-01-15,7.1429
2014-02-12,33.3333
2014-04-02,0.0
2014-08-06,-10.0
2014-10-02,-22.2222
2014-10-21,0.0
2014-11-11,0.0
2014-11-17,0.0
2014-12-31,28.5714
2015-05-26,-16.6667
2015-06-22,0.0
2015-07-17,0.0
2015-07-29,0.0
2015-09-23,-26.6667
2015-11-05,0.0
2015-12-08,0.0
2015-12-23,0.0
2016-02-25,-27.2727
2016-03-11,8.75
2016-03-17,-8.046
2016-04-14,-37.5
2016-06-22,40.0
2016-09-21,185.7143
2016-09-22,-5.0
2016-11-01,5.2632
2016-11-16,-5.0
2016-12-28,0.0
2017-03-17,0.5263
2017-03-23,4.712
2017-03-30,-5.0
2017-05-25,-21.0526
2017-07-11,0.0
2017-08-11,3.3333
2017-11-30,-3.2258
2017-12-11,0.0
2018-01-10,25.6667
2018-02-01,-7.1618
2018-03-22,-8.5714
2018-04-05,-37.5
2018-10-01,10.0
2018-12-19,-9.0909
2018-12-21,109.0
2019-01-02,-37.799
2019-01-04,0.0
2019-01-11,15.3846
2019-01-14,0.0
2019-01-15,0.0
2019-01-18,-6.6667
2019-01-23,7.1429
2019-02-06,33.3333
2019-03-06,0.0
2019-03-07,25.0
2019-03-15,-20.0
2019-03-19,0.0
2019-03-20,25.0
2019-03-27,0.0
2019-05-01,-12.0
2019-05-16,36.3636
2019-08-06,0.0
2019-08-22,0.0333
2019-09-13,-0.0333
2019-09-27,0.0
2019-11-13,0.0
2019-11-15,0.0
2019-11-27,0.0
2019-12-04,0.0
2020-02-05,0.0
2020-03-23,-16.6667
2020-04-06,-20.0
2020-06-19,0.0
2020-07-02,25.0
